,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-29,2024-09-30,$3.10,$2.91
1,2024-07-30,2024-06-30,$2.67,$3.25
2,2024-05-01,2024-03-31,$1.90,$2.20
3,2024-02-27,2023-12-31,$3.19,$3.25
4,2023-10-31,2023-09-30,$2.09,$2.50
5,2023-07-27,2023-06-30,$0.95,$1.85
6,2023-04-27,2023-03-31,$0.99,$0.40
7,2023-02-28,2022-12-31,$-0.18,$-0.07
8,2022-10-27,2022-09-30,$-0.23,$-0.46
9,2022-07-28,2022-06-30,$0.30,$0.52
10,2022-04-28,2022-03-31,$-0.41,$-0.41
11,2022-03-01,2021-12-31,$1.07,$1.23
12,2021-11-04,2021-09-30,$0.63,$0.42
13,2021-07-29,2021-06-30,$0.60,$0.77
14,2021-04-29,2021-03-31,$1.00,$1.96
15,2021-02-25,2020-12-31,$1.27,$1.08
16,2020-10-27,2020-09-30,$0.60,$1.45
17,2020-08-06,2020-06-30,$0.25,$0.35
18,2020-05-07,2020-03-31,$0.24,$0.85
19,2020-02-20,2019-12-31,$2.79,$2.02
20,2019-10-24,2019-09-30,$1.06,$0.29
21,2019-08-01,2019-06-30,$0.02,$-0.18
22,2019-05-02,2019-03-31,$-0.13,$-0.64
23,2019-02-21,2018-12-31,$0.64,$0.49
24,2018-10-25,2018-09-30,$0.45,$0.54
25,2018-07-26,2018-06-30,$-0.02,$-0.46
26,2018-04-26,2018-03-31,$-0.05,$0.78
27,2018-02-22,2017-12-31,$-0.32,$-0.25
28,2017-10-26,2017-09-30,$0.85,$1.95
29,2017-07-27,2017-06-30,$-0.04,$0.64
30,2017-05-02,2017-03-31,$-0.13,$0.25
31,2017-02-21,2016-12-31,$0.97,$1.24
32,2016-11-02,2016-09-30,$0.69,$1.22
33,2016-08-03,2016-06-30,$0.58,$0.87
34,2016-04-27,2016-03-31,$0.91,$1.66
35,2016-02-23,2015-12-31,$0.80,$1.60
36,2015-11-09,2015-09-30,$1.55,$3.41
37,2015-08-04,2015-06-30,$0.07,$0.52
38,2015-04-30,2015-03-31,$-0.29,$-0.62
39,2015-02-24,2014-12-31,$0.77,$1.89
