Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,62.42700,23.50800,38.91900,29.00200,29.00200,9.91700,9.91700,1.55100,8.36600,8.36600,8.18900,15.73700,15.40400,0.53000,0.53000,0.21870,1.01160,26.16760,21.60800,0.00930,2.12100,3.21020,0.20600,1.65720,25.06440,0.8232,0.8123
2024-06-30,61.13600,22.84200,38.29400,29.84400,30.21000,8.08400,8.08400,1.02000,7.06400,7.06400,6.79800,15.13700,15.13700,0.45000,0.45000,0.22920,1.64130,22.06390,18.55400,0.00910,1.88970,2.94850,0.17610,1.45650,23.75350,0.7906,0.8036
2024-03-31,58.63200,21.75600,36.87600,29.29000,29.68100,7.19500,7.19500,0.83500,6.36000,6.36000,6.13300,15.13500,15.13500,0.41000,0.41000,0.23270,1.30610,20.62550,17.58110,0.00900,1.72050,2.70590,0.16390,1.32020,23.50470,0.04970,0.04160
2023-12-31,57.42000,18.54700,38.87300,26.85500,27.63700,11.23600,11.23600,1.58100,9.65500,9.65500,9.28600,15.15500,15.15500,0.61000,0.61000,0.23430,1.22090,30.24980,25.00000,0.00960,2.59540,4.07430,0.25000,1.98740,23.70190,0.1365,0.0532
2023-09-30,54.72600,15.09700,39.62900,27.38200,27.38200,12.24700,12.24700,1.86000,10.38700,10.38700,9.99900,15.73500,15.14600,0.66000,0.66000,0.25670,1.64980,31.50840,25.72490,0.01040,3.12160,5.25270,0.27830,2.32040,21.19940,1.4244,1.371
2023-06-30,53.75800,13.27000,40.48800,28.37500,28.77400,11.71400,11.71400,1.68000,10.03400,10.03400,9.66000,15.18700,15.18700,0.64000,0.64000,0.24970,0.76630,29.75890,24.54080,0.01090,2.86790,4.67850,0.27750,2.15170,22.17210,1.2722,1.2191
2023-03-31,53.99300,10.32400,43.66900,27.85500,28.25300,15.41600,15.41600,2.52800,12.88800,12.88800,12.43600,15.17900,15.17900,0.82000,0.82000,0.25300,1.00310,35.97830,29.02350,0.01200,3.70670,6.08240,0.35950,2.76880,22.05080,1.30400,1.26760
2022-12-31,52.95600,10.32700,42.62900,27.64700,28.05300,14.57600,14.57600,2.42800,12.14800,12.14800,11.77300,14.97100,14.97100,0.78000,0.78000,0.39750,1.92140,34.80670,28.11330,0.01150,3.62810,6.12360,0.33380,2.18580,21.28910,-0.1074,-0.3206
2022-09-30,38.26700,2.09400,36.17300,22.39900,22.85500,13.31800,13.31800,2.20600,11.11200,11.11200,11.06000,15.32300,15.32300,0.72000,0.72000,0.25540,0.61350,37.12540,30.83100,0.01110,3.67210,5.86710,0.34280,2.73440,19.86100,-1.4859,-1.5115
2022-06-30,31.69900,1.79600,29.90300,20.56200,20.77900,9.12400,9.12400,1.42300,7.70100,7.70100,7.66200,14.54100,14.54100,0.53000,0.53000,0.25560,0.64960,30.92570,25.97020,0.00970,2.54950,3.53190,0.25340,1.89770,20.77880,2.6618,2.4874
2022-03-31,32.30900,1.73400,30.57500,20.34100,20.55800,10.01700,10.01700,1.55100,8.46600,8.46600,8.43400,14.85300,14.85300,0.57000,0.57000,0.24040,0.61840,33.08670,27.85800,0.00950,2.58350,3.47760,0.26590,1.96250,22.14580,0.61360,0.60430
2021-12-31,34.85800,4.72400,30.13400,16.74300,16.96400,13.17000,13.17000,2.18800,10.98200,10.98200,10.92900,15.34300,15.34300,0.72000,0.72000,0.22600,0.57500,43.70480,36.26800,0.01000,3.09170,4.05570,0.36450,2.39290,23.75360,0.3849,0.3711
2021-09-30,32.21000,1.35100,30.85900,19.02800,19.25100,11.60800,11.60800,1.96600,9.64200,9.64200,9.59600,15.09600,15.09600,0.64000,0.64000,0.07790,0.36660,37.61630,31.09630,0.01050,2.76710,3.65420,0.32660,2.55160,23.18360,0.9842,0.9516
2021-06-30,34.52300,1.65700,32.86600,22.04100,22.26400,10.60200,10.60200,1.43800,9.16400,9.16400,9.12200,15.52980,15.52980,0.59000,0.59000,0.07710,0.36700,32.25830,27.75510,0.01120,2.60040,3.42670,0.31330,2.40000,22.83210,0.2819,0.2138
2021-03-31,34.91500,1.89700,33.01800,19.79400,20.01700,13.00100,13.00100,2.24300,10.75800,10.75800,10.72600,15.82000,15.82000,0.68000,0.68000,0.07750,0.52550,40.39080,33.32300,0.01050,3.07320,4.05390,0.35190,2.83490,22.22590,1.00570,0.99540
2020-12-31,33.38700,2.19000,31.19700,18.99100,19.21800,11.97900,11.97900,1.80600,10.17300,10.17300,10.12300,16.08100,16.08100,0.64000,0.64000,0.07750,0.52370,41.38250,34.97080,0.01050,2.90570,3.83620,0.36740,2.68040,22.02210,0.4484,0.4371
2020-09-30,31.34400,2.55200,28.79200,19.75000,19.97700,8.81500,8.81500,1.13300,7.68200,7.68200,7.65600,15.99100,15.99100,0.48000,0.48000,0.38390,1.06400,33.21150,28.84490,0.00940,2.24580,2.98730,0.27260,1.38370,21.45220,0.8574,0.834
2020-06-30,31.43800,2.50900,28.92900,21.37200,21.60000,7.32900,7.32900,0.82500,6.50400,6.50400,6.48200,15.98990,15.98990,0.41000,0.41000,0.38770,1.07460,28.80560,25.47660,0.00900,1.93220,2.58340,0.23130,1.18310,20.96890,-0.8222,-0.9019
2020-03-31,31.87800,2.88700,28.99100,19.75100,19.98200,9.00900,9.00900,1.17600,7.83300,7.83300,7.83300,16.51800,16.51800,0.47000,0.47000,0.32000,0.59150,33.53430,29.15690,0.01040,2.38690,3.22020,0.30410,1.62310,20.42870,1.54700,1.53950
2019-12-31,30.14700,3.30000,26.84700,17.77800,18.01300,8.83400,8.83400,0.99400,7.84000,7.84000,7.68300,15.61290,16.85170,0.49000,0.47000,0.08180,0.83180,34.02670,29.59330,0.01120,2.37490,3.20040,0.33950,2.18050,19.78220,0.9659,0.8787
2019-09-30,29.45200,3.60500,25.84700,16.64600,16.88100,8.96600,8.96600,1.25800,7.70800,7.70800,7.54600,15.57700,16.85000,0.48000,0.46000,0.20410,0.85230,34.89120,29.36530,0.01130,2.40800,3.16160,0.33970,1.86320,21.27980,0.133,0.0688
2019-06-30,30.03000,3.18400,26.84600,16.40400,16.63900,10.20700,10.20700,1.54600,8.66100,8.66100,8.49700,15.62900,16.92300,0.54000,0.51000,0.20660,0.68250,38.02060,31.65090,0.01220,2.75090,3.63140,0.39310,2.11950,20.73900,0.4401,0.4145
2019-03-31,30.86800,2.86500,28.00300,16.20900,16.44900,11.55400,11.55400,1.88500,9.66900,9.66900,9.50500,15.60800,16.90200,0.61000,0.57000,0.08620,0.57200,41.25990,33.94280,0.01230,3.19430,4.27640,0.42450,2.83150,19.97290,0.76350,0.75070
2018-12-31,28.54400,2.96200,25.58200,16.49900,16.78000,8.80200,8.80200,1.23300,7.56900,7.56900,7.40400,11.97180,13.85570,0.50000,0.54000,0.08960,0.82040,34.93970,29.39030,0.01180,2.61420,3.55860,0.35390,2.30530,19.15640,-0.0521,-0.0509
