Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.98700,0.06800,0.91900,11.59500,5.66600,17.26100,-16.34200,0.91600,-15.42600,-15.42600,-15.42600,-15.42600,-16.26600,-16.34200,37.62100,37.62100,-0.41000,-0.41000,4.22700,,,93.11040,-1655.72400,-1655.72400,-1562.91800,-1562.91800,0.01310,0.29060,8.58260,10.48630,-33.37590,-33.37590,-20.48090,-33.37590,1.21810,-0.3326,-0.3343
2024-06-30,0.77800,0.04400,0.73400,11.12600,6.46700,17.59300,-16.85900,0.87900,-15.98000,-15.98000,-15.98000,-15.98000,-16.78500,-16.85900,35.80000,35.80000,-0.45000,-0.45000,4.58360,,,94.34450,-2166.96700,-2166.96700,-2053.98500,-2053.98400,0.01070,0.62860,9.72500,9.25450,-36.21530,-36.21530,-22.07700,-36.21530,1.23170,-0.2849,-0.2878
2024-03-31,0.62000,0.03400,0.58600,9.11200,5.89700,15.00900,-14.42300,0.96000,-13.46300,-13.46300,-13.46300,-13.46300,-14.34900,-14.42300,35.77800,35.77800,-0.38000,-0.38000,7.33770,,,94.51610,-2326.29100,-2326.29100,-2171.45200,-2171.45200,0.00750,0.29570,9.25370,9.72580,-23.54170,-23.54170,-16.29350,-23.54170,1.59810,-0.36650,-0.36680
2023-12-31,0.26200,0.04700,0.21500,8.51100,4.18500,12.69600,-12.48100,-0.33700,-12.81800,-12.81800,-12.81800,-12.81800,-12.40600,-12.48100,33.22500,33.22500,-0.35000,-0.35000,7.95090,,,82.06100,-4763.73900,-4763.74000,-4892.36500,-4892.36600,0.00280,0.32190,2.64650,34.00760,-18.83810,-18.83810,-13.46260,-18.83810,1.90190,-0.3909,-0.391
2023-09-30,0.41900,0.04100,0.37800,8.55800,6.34400,14.90200,-14.52400,1.20800,-13.31600,-13.31600,-13.31600,-13.31600,-14.41700,-14.52400,35.24400,35.24400,-0.38000,-0.38000,5.13150,,0.12050,90.21480,-3466.34900,-3466.34900,-3178.04300,-3178.04300,0.00360,0.29930,4.87210,18.47260,-16.71690,-16.71690,-11.44410,-16.71690,2.22850,-0.2789,-0.2794
2023-06-30,0.91500,0.05400,0.86100,8.49900,5.31800,13.81700,-12.95600,0.91000,-12.04600,-12.04600,-12.04600,-12.04600,-12.84600,-12.95600,34.61300,34.61300,-0.35000,-0.35000,10.08350,0.09660,0.10690,94.09840,-1415.95600,-1415.95600,-1316.50300,-1316.50300,0.00730,0.30340,5.35090,16.81970,-13.46840,-13.46840,-9.56920,-12.16740,2.50230,-0.1983,-0.1988
2023-03-31,1.16400,0.04400,1.12000,8.25400,4.41100,12.66500,-11.54500,0.60500,-10.94000,-10.94000,-10.94000,-10.94000,-11.43800,-11.54500,27.64400,27.64400,-0.40000,-0.40000,10.77220,0.08720,0.09550,96.21990,-991.83840,-991.83840,-939.86250,-939.86240,0.00850,0.18970,15.31580,5.87630,-10.96710,-10.96710,-8.02750,-10.01100,3.14270,-0.52020,-0.52150
2022-12-31,1.10300,0.05300,1.05000,7.54300,3.33500,10.87800,-9.82800,0.07800,-9.75000,-9.75000,-9.75000,-9.75000,-9.72200,-9.82800,14.98900,14.98900,-0.34000,-0.34000,4.56160,0.15300,0.18060,95.19500,-891.02490,-891.02460,-883.95290,-883.95310,0.01150,0.19200,11.48960,7.83320,-18.55940,-18.55940,-10.20170,-15.71970,2.60220,-0.9363,-0.9492
2022-09-30,1.16300,0.05600,1.10700,5.89900,5.27500,11.17400,-10.06700,-0.21500,-10.28200,-10.28200,-10.28200,-10.28200,-9.97700,-10.06700,20.18800,20.18800,-0.51000,-0.51000,0.60570,,,95.18490,-865.60620,-865.60620,-884.09290,-884.09280,0.01690,,,,169.44760,169.44750,-14.97760,169.44760,-1.36360,0.2931,0.2974
2022-06-30,0.40100,0.06000,0.34100,5.02900,2.94600,7.97500,-7.63400,-0.21300,-7.84700,-7.84700,-7.84700,-7.84700,-7.54800,-7.63400,10.13800,10.13800,-0.77000,-0.77000,1.22360,,,85.03740,-1903.74100,-1903.74100,-1956.85800,-1956.85800,0.00250,,,,149.33760,149.33780,-4.85630,149.33760,-1.18080,-0.7337,-0.7595
