Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,141.82000,21.64300,120.17700,3.79800,44.19200,57.33400,62.84300,11.33800,74.18100,18.24500,55.93600,55.93600,55.93600,72.30100,62.84300,118.45800,124.94400,0.46000,0.44000,5.16750,84.73910,44.31180,44.31180,52.30640,39.44160,0.16660,1.10760,2.16600,41.55150,7.68740,9.79680,6.56980,7.68740,6.01950,0.5722,0.5716
2024-09-30,128.69500,19.27700,109.41800,3.28400,45.88000,58.50900,50.90900,6.29600,57.20500,13.32100,43.88400,43.88400,43.88400,60.36000,50.90900,118.93100,125.40700,0.37000,0.35000,5.11410,85.02120,39.55790,39.55790,44.45010,34.09920,0.16670,0.96300,2.20880,40.74700,6.63960,8.86680,5.68440,6.63960,5.54170,0.5765,0.5744
2024-06-30,122.71000,15.40500,107.30500,2.98500,40.73000,53.05900,54.24600,1.54200,55.78800,14.99400,40.79400,40.79400,40.79400,63.68100,54.24600,118.18000,124.65600,0.35000,0.33000,5.13910,87.44600,44.20670,44.20670,45.46330,33.24420,0.17370,0.85520,2.14630,41.93200,6.70230,9.41490,5.77520,6.70230,5.13540,0.5119,0.5118
2024-03-31,98.50900,12.52000,85.98900,2.58100,46.93800,58.86300,27.12600,1.96300,29.08900,5.81400,23.27500,23.27500,23.27500,36.55600,27.12600,116.80600,123.40400,0.20000,0.19000,5.08510,87.29050,27.53660,27.53660,29.52930,23.62730,0.15230,0.62750,1.62840,55.26770,4.14580,6.17850,3.59920,4.14580,4.75650,0.25870,0.25710
2023-12-31,110.56800,15.80900,94.75900,1.97200,42.03600,53.06700,41.69200,5.01500,46.70700,11.86300,34.84400,34.84400,34.84400,50.83500,41.69200,106.28000,113.75300,0.32000,0.33000,2.88350,85.70200,37.70710,37.70710,42.24280,31.51360,0.23520,1.01050,2.06620,43.55930,8.98320,17.97640,7.41180,8.98320,3.62090,0.4371,0.4364
2023-09-30,102.68800,14.16700,88.52100,83.66200,33.56000,125.70900,-37.18800,-0.83300,-38.02100,-7.25700,-30.76400,-30.76400,-30.76400,-28.62000,-37.18800,106.56800,106.56800,-0.29000,-0.29000,3.32170,86.20380,-36.21460,-36.21460,-37.02580,-29.95870,0.24850,1.56800,2.13720,42.11210,-8.82630,-16.95550,-7.44510,-8.82630,3.26950,0.4486,0.4479
2023-06-30,99.58200,12.04500,87.53700,3.95400,28.39600,40.83800,46.69900,1.81300,48.51200,10.75000,37.76200,37.76200,37.76200,55.26900,46.69900,106.25900,113.67400,0.36000,0.33000,4.58960,87.90440,46.89500,46.89500,48.71560,37.92050,0.22430,1.12040,2.32690,38.67810,10.06200,18.90950,8.50690,10.06200,3.52390,0.2708,0.2709
2023-03-31,85.36600,9.94600,75.42000,3.56200,29.71800,39.81100,35.60900,1.70400,37.31300,7.74500,29.56800,29.56800,29.56800,42.20900,35.60900,105.56100,113.98600,0.28000,0.26000,3.50760,88.34900,41.71330,41.71330,43.70940,34.63670,0.20960,0.96300,2.55570,35.21520,8.86170,19.76760,7.26080,8.86170,3.14960,0.10590,0.10520
2022-12-31,60.75700,11.19500,49.56200,4.09300,14.08800,18.76100,30.80100,2.20700,33.00800,7.53700,25.47100,25.47100,25.47100,31.41600,30.80100,103.37500,111.37600,0.24000,0.23000,5.57070,81.57410,50.69540,50.69540,54.32790,41.92270,0.16170,1.64510,5.82020,15.46340,8.47840,9.50590,6.78090,8.47840,2.85400,0.3635,0.3636
2022-09-30,57.24400,9.66500,47.57900,8.31000,13.64900,22.47700,25.10200,0.90500,26.00700,3.25900,22.74800,22.74800,22.74800,25.65500,25.10200,103.31900,111.98600,0.22000,0.20000,6.18410,83.11610,43.85090,43.85090,45.43180,39.73870,0.17180,1.35520,6.13090,14.67980,8.42390,9.59870,6.82890,8.42390,2.59490,0.3611,0.3611
2022-06-30,53.11300,7.64300,45.47000,3.98300,12.91800,16.90100,28.56900,-0.32400,28.24500,6.62600,21.61900,21.61900,21.61900,28.60600,28.56900,102.79600,109.26500,0.21000,0.20000,10.78610,85.60990,53.78910,53.78910,53.17910,40.70380,0.19870,0.97360,5.54010,16.24520,8.96710,8.96710,8.08760,8.96710,2.34730,0.2395,0.2392
