Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,71.78600,25.50800,46.27800,8.81300,38.83000,47.64300,-1.36500,1.03900,-0.32600,0.58600,-0.91200,-0.91200,-0.91200,10.01800,-1.36500,49.05600,49.05600,-0.02000,-0.02000,1.34890,64.46660,-1.90150,-1.90150,-0.45410,-1.27040,0.10420,0.19050,472.39150,-0.34650,-0.39830,-0.13230,-0.34650,5.45010,0.4769,0.1138
2024-06-30,67.26700,25.16000,42.10700,8.65900,37.43300,46.09200,-3.98500,6.36800,2.38300,0.41200,1.97100,1.97100,1.97100,7.35100,-3.98500,49.78000,55.57700,0.04000,0.04000,1.43730,62.59680,-5.92420,-5.92420,3.54260,2.93010,0.09990,0.19130,470.40650,0.69710,0.79450,0.29280,0.69710,5.70180,0.1665,0.092
2024-03-31,66.70100,25.42400,41.27700,7.96000,38.84200,46.80200,-5.52500,2.82200,-2.70300,-0.24900,-2.45400,-2.45400,-2.45400,5.68700,-5.52500,50.03900,50.03900,-0.05000,-0.05000,1.54820,61.88360,-8.28320,-8.28320,-4.05240,-3.67910,0.10650,0.21990,409.22270,-0.84990,-0.96730,-0.39190,-0.84990,5.78860,0.48550,0.32500
2023-12-31,84.60000,24.20800,60.39200,6.84600,33.13300,39.97900,20.41300,2.63200,23.04500,4.34300,18.70200,18.70200,18.70200,31.45200,20.41300,51.76000,56.02700,0.36000,0.35000,1.48040,71.38540,24.12890,24.12890,27.24000,22.10640,0.12170,0.22530,399.43400,6.31400,7.17220,2.69000,6.31400,5.89500,0.511,0.3482
2023-09-30,63.67700,26.09100,37.58600,6.63400,31.52300,38.15700,-0.57100,2.45600,1.88500,0.11100,1.77400,1.77400,1.77400,10.83000,-0.57100,51.63800,55.97900,0.03000,0.03000,1.56110,59.02600,-0.89670,-0.89670,2.96030,2.78590,0.10390,0.21850,411.83870,0.61470,0.70190,0.28940,0.61470,5.63530,0.3872,0.2848
2023-06-30,63.33000,25.06700,38.26300,6.73000,38.66700,45.39700,-7.13400,1.95500,-5.17900,0.54500,-5.72400,-5.72400,-5.72400,3.76400,-7.13400,52.02900,52.02900,-0.11000,-0.11000,1.64910,60.41850,-11.26480,-11.26480,-8.17780,-9.03840,0.10850,0.24550,366.66370,-1.94340,-2.21610,-0.98070,-1.94340,5.67030,0.3079,0.2088
2023-03-31,55.40700,23.86300,31.54400,6.51700,35.69900,42.21600,-10.67200,1.42600,-9.24600,-3.37500,-5.87100,-5.87100,-5.87100,0.76000,-10.67200,52.74000,52.74000,-0.11000,-0.11000,1.77850,56.93140,-19.26110,-19.26110,-16.68740,-10.59610,0.09590,0.21900,410.97030,-1.91640,-2.17660,-1.01670,-1.91640,5.85510,0.24180,0.10120
2022-12-31,74.29600,22.95500,51.34100,5.91800,28.90000,34.81800,16.52300,0.29200,16.81500,4.03400,12.78100,12.78100,12.78100,27.18500,16.52300,52.27800,56.90800,0.25000,0.22000,1.66700,69.10330,22.23940,22.23940,22.63240,17.20280,0.11570,0.23640,380.73260,4.09400,4.65930,1.99030,4.09400,5.92330,0.3409,0.1237
2022-09-30,64.50000,21.59100,42.90900,5.08000,28.20700,33.28700,9.62200,-4.89800,4.72400,1.39800,3.32600,3.32600,3.32600,18.70400,9.62200,52.43600,56.94400,0.06000,0.06000,1.64260,66.52560,14.91780,14.91780,7.32400,5.15660,0.10710,0.23260,386.88140,1.13670,1.30970,0.55230,1.13670,5.64270,0.4918,0.1869
2022-06-30,63.03200,18.97400,44.05800,5.07500,29.18900,34.26400,9.79400,-0.04800,9.74600,1.92700,7.81900,7.81900,7.81900,17.11600,9.79400,52.15500,56.84700,0.15000,0.14000,1.80120,69.89780,15.53810,15.53810,15.46200,12.40480,0.11050,0.23880,376.91430,2.75400,2.81600,1.37120,2.75400,5.47520,0.3603,0.1002
2022-03-31,54.55200,17.99200,36.56000,4.77300,27.20600,31.97900,4.58100,1.60100,6.18200,1.40300,4.77900,4.77900,4.77900,11.76400,4.58100,51.91100,56.88800,0.09000,0.08000,2.01870,67.01860,8.39750,8.39750,11.33230,8.76040,0.10960,0.24980,360.24910,1.78520,1.82780,0.96040,1.78520,5.14710,0.33950,0.26250
2021-12-31,75.55600,16.90500,58.65100,4.14800,26.53700,30.68500,27.96600,5.77700,33.74300,5.50400,28.23900,28.23900,28.23900,35.04700,27.96600,50.18400,56.62900,0.56000,0.49000,1.72590,77.62590,37.01360,37.01360,44.65960,37.37490,0.13730,0.26330,341.76560,10.98030,11.25370,5.13240,10.98030,4.95960,0.5005,0.3293
2021-09-30,58.08600,16.02000,42.06600,4.13900,23.87900,28.01800,14.04800,0.27700,14.32500,0.79900,13.52600,13.52600,13.52600,20.35200,14.04800,50.56000,56.49900,0.27000,0.24000,1.77510,72.42020,24.18480,24.18480,24.66170,23.28620,0.13240,0.25430,353.86890,6.12490,6.30330,3.08220,6.12490,4.34040,0.4672,0.2381
2021-06-30,49.65800,13.08800,36.57000,3.86000,22.57700,26.43700,10.13300,-0.23900,9.89400,-0.02700,9.92100,9.92100,9.92100,15.27100,10.13300,49.57900,56.42800,0.20000,0.18000,1.88020,73.64370,20.40560,20.40560,19.92430,19.97870,0.12940,0.25410,354.19310,4.90940,5.06610,2.58510,4.90940,4.02210,0.3749,0.1378
2021-03-31,43.60800,12.30000,31.30800,3.73800,20.92800,24.66600,6.64200,0.19900,6.84100,1.92300,4.91800,4.91800,4.91800,11.19200,6.64200,49.10900,56.78500,0.10000,0.09000,2.00410,71.79420,15.23120,15.23120,15.68750,11.27780,0.13080,0.25200,357.19110,2.67160,2.76550,1.47480,2.67160,3.73660,0.22340,0.16570
2020-12-31,56.24200,11.45000,44.79200,2.97000,19.61600,22.58600,22.20600,-0.51800,21.68800,2.86300,18.82500,18.82500,18.82500,26.23000,22.20600,19.98000,28.66600,0.39000,0.34000,1.70750,79.64160,39.48300,39.48300,38.56190,33.47140,0.15150,0.25620,351.26760,10.73100,11.12740,5.07080,10.73100,3.58100,-0.1405,-0.0693
2020-09-30,37.79700,10.49100,27.30600,3.39000,16.12500,19.51500,7.79100,0.06100,7.85200,1.62100,6.23100,6.23100,6.23100,11.96900,7.79100,10.33500,15.87700,0.12000,0.10000,,72.24380,20.61280,20.61280,20.77410,16.48540,,,,,,,,,0.1344,-0.2082
