Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-12-31,,,,,1.44500,-7.98300,,-8.88500,0.21400,-8.67100,-8.67100,-8.67100,,-8.67100,-9.03400,-8.88500,0.92800,0.92800,-3.66000,-3.66000,1.31780,,,,,,,,,,,,-41.70550,-41.70550,-28.94380,-41.70550,14.47840,-3.7184,-3.6063
2018-09-30,,,,,1.70500,-1.08800,,-2.91800,-0.21900,-3.13700,-3.13700,-3.13700,,-3.13700,-3.06100,-2.91800,1.02240,1.02240,-3.07000,-3.07000,1.30100,,,,,,,,,,,,-11.73850,-11.73850,-8.87910,-11.73850,23.23950,-1.2028,-1.2128
2018-06-30,,,,,2.05400,-19.07100,,-20.73600,0.27900,-20.45700,-20.45700,-20.45700,,-20.45700,-21.00600,-20.73600,0.79800,0.79800,-25.63000,-25.63000,1.69700,,,,,,,,,,,,-73.43320,-73.43310,-55.80050,-73.43310,29.53380,-1.0198,-1.0098
2018-03-31,,,,,1.80500,-0.78200,,-3.51000,0.09100,-3.41900,-3.41900,-3.41900,,-3.41900,-3.51000,-3.51000,0.55900,0.55900,-6.11000,-6.11000,1.33670,,,,,,,,,,,,-9.11900,-9.11900,-7.38270,-9.11900,65.04010,-6.61180,-6.61180
2017-12-31,,,,,1.63800,-14.16200,,-15.70600,0.19500,-15.51100,-15.51100,-15.51100,,-15.51100,-15.85900,-15.70600,0.49470,0.49470,-32.00000,-32.00000,1.97400,,,,,,,,,,,,-37.72400,-37.72410,-30.87500,-37.72410,73.99940,-5.727,-5.6802
2017-09-30,,,,,1.70000,-1.44800,,-3.17500,0.19200,-2.98300,-2.98300,-2.98300,,-2.98300,-3.60100,-3.17500,0.50070,0.50070,-6.00000,-6.00000,4.35660,,,,,,,,,,,,-5.35160,-5.35160,-4.68320,-5.35160,101.43030,-4.8597,-5.1261
2017-06-30,,,,,1.60800,-1.68300,,-3.33000,0.69100,-2.63900,-2.63900,-2.63900,,-2.63900,-3.34800,-3.33000,0.49230,0.49230,-5.50000,-5.50000,5.47820,,,,,,,,,,,,-4.70130,-4.70130,-4.16150,-4.70130,113.58100,-5.258,-5.8105
2017-03-31,,,,,1.66800,-0.76900,,-2.60700,4.45200,1.84500,1.84500,1.84500,,1.84500,-2.58200,-2.60700,0.43200,0.43200,4.50000,4.50000,6.50530,,,,,,,,,,,,3.12540,3.12540,2.77950,3.12540,120.50790,-7.60810,-3.09460
2016-12-31,,,,,1.61500,-1.83900,,-3.27300,-3.70800,-6.98100,-6.98100,-6.98100,,-6.98100,-2.70500,-3.27300,0.10500,0.10500,-87.00000,-87.00000,0.48030,,0.12620,,,,,,,,,,-16.21680,-16.21680,-12.26590,-16.21680,129.14140,-66.6039,-64.5
2016-09-30,,,,,1.88300,-1.15900,,-3.09800,-0.64600,-3.74400,-3.74400,-3.74400,,-3.74400,-2.80200,-3.09800,0.19480,0.19480,-19.00000,-19.00000,0.42690,,0.17720,,,,,,,,,,-8.83290,-8.83290,-6.38570,-8.83290,169.71090,-7.9922,-7.9922
2016-06-30,,,,,2.00700,-1.67200,,-3.84900,-0.75800,-4.60700,-4.60700,-4.60700,,-4.60700,-3.20400,-3.84900,0.12300,0.12300,-37.50000,-37.50000,0.13770,,0.18270,,,,,,,,,,-11.93520,-11.93520,-8.24210,-11.93520,256.68300,-20.3958,-20.3958
2016-03-31,,,,,2.14500,-0.73100,,-3.07800,-1.19500,-4.27300,-4.27300,-4.27300,,-4.27300,-2.40100,-3.07800,0.09940,0.09940,-43.00000,-43.00000,0.11410,,0.16900,,,,,,,,,,-10.93230,-10.93230,-7.60480,-10.93230,373.24290,-22.19200,-22.19200
2015-12-31,,,,,0.13600,-5.45700,,-5.79000,-0.69700,-6.48700,-6.48700,-6.48700,,-6.48700,-5.11300,-5.79000,0.05380,0.05380,-98.00000,-98.00000,0.18410,,0.15200,,,,,,,,,,-16.02560,-16.02560,-11.38750,-16.02560,447.57850,-53.7663,-57.6567
2015-09-30,,,,,2.85100,-0.92000,,-3.96600,3.62300,-0.34300,-0.34300,-0.34300,,-0.34300,-3.29100,-3.96600,0.05000,0.05000,-7.00000,-7.00000,1.58110,0.16000,0.19050,,,,,,,,,,-1.14640,-1.14640,-0.76560,-0.96290,598.38020,-52.0532,-2.074
2015-06-30,,,,,2.40600,-1.29200,,-3.89500,-0.65700,-4.55200,-4.55200,-4.55200,,-4.55200,-3.22300,-3.89500,0.04970,0.04970,-91.50000,-91.50000,2.14930,0.15160,0.17860,,,,,,,,,,-15.50570,-15.50570,-10.69900,-13.15570,590.44530,-56.5184,-56.8043
2015-03-31,,,,,2.09500,-0.80900,,-3.10100,-0.66000,-3.76100,-3.76100,-3.76100,,-3.76100,-2.43000,-3.10100,0.04430,0.04430,-85.00000,-85.00000,3.56790,0.12500,0.14280,,,,,,,,,,-11.20310,-11.20310,-8.17200,-9.80320,679.80090,-60.98060,-60.57390
2014-12-31,,,,,2.13100,-2.19200,,-4.52600,4.42300,-0.10300,-0.10300,-0.10300,,-0.10300,-3.91500,-4.52600,0.04050,0.04050,0.10560,0.10560,2.40760,0.12250,0.13950,,,,,,,,,,-0.33080,-0.33080,-0.23900,-0.29030,741.71030,-64.6658,-65.758
2014-09-30,,,,,2.20200,-0.98700,,-3.46300,-0.53000,-3.99300,-3.99300,-3.99300,,-3.99300,-2.57900,-3.46300,0.04160,0.04160,-96.03840,-96.03840,3.94640,0.21240,0.26990,,,,,,,,,,-13.98970,-13.98970,-9.13090,-11.01840,680.71660,-66.7186,-66.7893
2014-06-30,,,,,2.15700,-0.25700,,-2.51300,-0.61500,-3.12800,-3.12800,-3.12800,,-3.12800,-2.03300,-2.51300,0.04100,0.04100,-78.03120,-78.03120,4.64750,0.19210,0.23800,,,,,,,,,,-10.07440,-10.07440,-6.82750,-8.13920,754.92910,-64.6822,-64.7798
2014-03-31,,,,,2.64200,-0.22600,,-3.04800,-0.41200,-3.46000,-3.46000,-3.46000,,-3.46000,-2.60000,-3.04800,0.03730,0.03730,-90.03600,-90.03600,4.02140,0.12500,0.14310,,,,,,,,,,-10.32470,-10.32470,-7.44480,-9.03460,822.97470,-100.67090,-100.67090
2013-12-31,,,,,2.95700,-4.94420,,-8.10520,-0.24580,-8.35100,-8.35100,-8.35100,,-8.35100,-7.81420,-8.10520,0.03200,0.03200,-252.10080,-252.10080,0.59520,0.11230,0.12650,,,,,,,,,,-33.08100,-33.08100,-22.78260,-29.36550,764.50350,-131.1294,-136.5716
2013-09-30,,,,,2.17490,-0.94370,,-3.32470,0.05180,-3.27290,-3.27290,-3.27290,,-3.27290,-3.11860,-3.32470,0.03300,0.03300,-102.04080,-102.04080,0.89610,0.02200,0.02300,,,,,,,,,,-7.70400,-7.70400,-6.57170,-7.53430,1268.65600,-99.6116,-96.1216
2013-06-30,,,,,1.93990,-2.03370,,-4.18210,-0.01460,-4.19670,-4.19670,-4.19670,,-4.19670,-3.97360,-4.18210,0.03300,0.03300,-126.05040,-126.05040,1.84360,0.00980,0.01080,,,,,,,,,,-9.06100,-9.06100,-7.79510,-8.97210,1388.65600,-114.2453,-117.1899
2013-03-31,,,,,2.63520,-1.38840,,-4.24300,-0.23050,-4.47340,-4.47340,-4.47340,,-4.47340,-4.02360,-4.24300,0.02880,0.02880,-156.06240,-156.06240,1.32360,0.00910,0.01070,,,,,,,,,,-8.90080,-8.90080,-7.68310,-8.81990,1521.91800,-134.80540,-135.35080
2012-12-31,,,,,2.20770,-5.56250,,-7.84980,-0.02300,-7.87280,-7.87280,-7.87280,,-7.87280,-7.70040,-7.84980,0.02040,0.02040,-342.13690,-342.13690,0.58850,0.02610,0.16810,,,,,,,,,,-21.76670,-21.76670,-15.87110,-21.19950,1344.27900,-409.6741,-87.7153
2012-09-30,,,,0.01240,2.99470,-1.07340,,-4.23540,0.01440,-4.22090,-4.22090,-4.22090,,-4.22090,-4.08050,-4.23540,0.02070,0.02070,-204.08160,-204.08160,0.90560,0.00980,0.01290,,,,,,,,,,-8.76980,-8.76980,-7.36760,-8.68380,1819.84500,-214.0968,-420.5351
2012-06-30,,,,0.03070,2.18360,-1.40630,,-3.78720,0.12650,-3.66070,-3.66070,-3.66070,,-3.66070,-3.62060,-3.78720,0.01770,0.01770,-180.07200,-180.07200,1.20530,0.01710,0.02020,,,,,,,,,,-13.12540,-13.12540,-9.79490,-12.90090,1573.07800,-133.1545,-252.3471
2012-03-31,,,,0.02670,3.01310,-0.48930,,-3.70050,0.09400,-3.60650,-3.60650,-3.60650,,-3.60650,-3.52920,-3.70050,0.01630,0.01630,-222.08880,-222.08880,2.50560,0.01520,0.01760,,,,,,,,,,-11.45330,-11.45330,-8.91990,-11.27900,1782.01600,-155.45970,-214.51160
2011-12-31,,,,-0.06500,2.11140,-0.52790,,-2.75050,0.05750,-2.69300,-2.69300,-2.69300,,-2.69300,-2.57440,-2.75050,0.01560,0.01560,-180.07210,-180.07210,0.91330,0.02110,0.02430,,,,,,,,,,-11.50290,-11.50290,-8.57500,-11.26050,1494.77700,-136.0703,-149.4088
2011-09-30,,,,-0.02580,2.02210,-0.62730,,-2.82710,0.03990,-2.78720,-2.78720,-2.78720,,-2.78720,-2.62360,-2.82710,0.01560,0.01560,-180.07200,-180.07200,1.72510,0.01990,0.06880,,,,,,,,,,-10.87660,-10.87660,-8.25980,-10.65990,1644.62200,-140.4038,-147.2329
2011-06-30,,,,0.01680,1.96840,-0.49610,,-2.70440,0.01170,-2.69270,-2.69270,-2.69270,,-2.69270,-2.48140,-2.70440,0.01560,0.01560,-180.07200,-180.07200,2.81780,0.01870,0.06240,,,,,,,,,,-9.52970,-9.52970,-7.49200,-9.35180,1813.37400,-164.7411,-170.2265
2011-03-31,,,,0.09190,2.29900,-0.45710,,-3.09380,0.06730,-3.02650,-3.02650,-3.02650,,-3.02650,-2.84800,-3.09380,0.01550,0.01550,-180.07200,-180.07200,3.45470,0.01770,0.02050,,,,,,,,,,-9.84270,-9.84270,-7.80580,-9.66850,1976.18100,-226.62590,-240.93080
2010-12-31,,,,0.00090,2.05900,-0.31620,,-2.63140,0.01000,-2.62140,-2.62140,-2.62140,,-2.62140,-2.37610,-2.63140,0.01200,0.01200,-198.07930,-198.07930,3.11550,0.01710,0.02000,,,,,,,,,,-8.02210,-8.02210,-6.15900,-7.88470,2122.03500,-238.0392,-362.3492
2010-09-30,,,,0.00000,1.67400,-1.79490,,-3.73100,0.06650,-3.66450,-3.66450,-3.66450,,-3.66450,-3.46890,-3.73100,0.01390,0.01390,-240.09600,-240.09600,2.13930,0.02210,0.02600,,,,,,,,,,-14.02550,-14.02550,-10.12700,-13.71620,1861.12700,-31.1406,-36.2478
2010-06-30,,,,0.00070,1.45540,-0.26770,,-1.99220,0.27170,-1.72060,-1.72060,-1.72060,,-1.72060,-1.72380,-1.99220,0.00980,0.00980,-180.07200,-180.07200,3.21340,0.02140,0.02500,,,,,,,,,,-6.08030,-6.08030,-4.64360,-5.95040,2098.72300,-126.9244,-131.1942
2010-03-31,,,,,1.72320,-0.35230,,-2.34540,-0.00270,-2.34820,-2.34820,-2.34820,,-2.34820,-2.07550,-2.34540,0.00950,0.00950,-240.09600,-240.09600,1.12160,0.02970,0.03540,,,,,,,,,,-11.29550,-11.29550,-7.91470,-10.96020,2194.98100,-214.85030,-231.78670
2009-12-31,0.05700,0.01510,0.04200,0.02190,1.61440,-1.87670,3.75340,-3.71150,-0.01020,-3.72170,-3.72170,-3.72170,,-3.72170,-3.47110,-3.71150,0.00940,0.00940,-420.16820,-420.16820,2.09000,0.02800,0.08780,73.59580,-6508.62100,-6508.62200,-6526.55200,-6526.55200,0.00180,,0.89250,100.83650,-16.27970,-16.27970,-11.62600,-15.82430,2416.63000,-189.3253,-219.5853
2009-09-30,1.40680,0.14330,1.26350,0.03490,1.98930,-1.28650,3.81700,-2.55350,0.02890,-2.52460,-2.52460,-2.52460,,-2.52460,-2.04730,-2.55350,0.00940,0.00940,-240.09600,-240.09600,2.54580,0.02530,0.03070,89.81230,-181.51510,-181.51510,-179.45840,-179.45840,0.03910,,3.86230,23.30240,-9.62690,-9.62690,-7.01870,-9.38300,2774.64900,-102.1886,-113.9983
2009-06-30,1.78700,0.16690,1.62000,0.00410,1.57900,-1.99540,3.91130,-2.29130,0.04540,-2.24590,-2.24590,-2.24590,,-2.24590,-1.95830,-2.29130,0.00940,0.00940,-240.09600,-240.09600,2.98730,0.02450,0.03000,90.65810,-128.22100,-128.22100,-125.68220,-125.68220,0.04630,0.23460,164.98690,0.54550,-7.97270,-7.97270,-5.82290,-7.77760,3005.36000,-67.7877,-78.8153
2009-03-31,1.42240,0.13870,1.28370,0.00080,1.44130,-1.05230,2.90480,-1.62110,0.04750,-1.57370,-1.57370,-1.57370,,-1.57370,-1.21070,-1.62110,0.00930,0.00930,-180.07200,-180.07200,3.38110,0.02380,0.02930,90.24780,-113.97360,-113.97360,-110.63530,-110.63530,0.03500,0.15250,342.82720,0.26250,-5.21190,-5.21190,-3.87160,-5.08800,3230.67900,-176.33570,-194.64310
