Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,568.70200,372.71200,195.99000,11.67800,53.63900,-80.40100,356.98690,-160.99690,-160.99700,13.67100,-174.66800,-174.66800,,-184.49600,55.25710,-114.08690,8.31100,8.31100,-22.51000,-22.51000,1.83870,0.79310,3.83430,34.46270,-28.30950,-20.06090,-28.30960,-32.44160,0.11710,2.82090,1.91350,47.03480,-25.65890,-25.65890,-3.59610,-5.30770,72.53380,4.97580,-5.16230
2021-12-31,543.69500,347.23800,196.45700,10.22300,54.42200,-10.17000,287.34010,-90.88310,-90.88300,18.39300,-109.27600,-109.27600,0.01300,-113.67700,127.15500,-46.31300,7.60500,7.60500,-14.04000,-14.04000,2.85930,0.81940,4.53840,36.13370,-16.71580,-8.51820,-16.71580,-20.90820,0.09840,2.74610,1.89060,47.60290,-15.19970,-15.19970,-1.97770,-2.74440,87.62190,15.0904,7.0682
2021-09-30,524.36500,336.53800,187.82700,9.49800,52.89700,-22.75800,300.74500,-112.91800,-112.91800,2.78400,-115.70200,-115.70200,-0.02000,-122.50000,107.92800,-70.70100,7.90700,7.90700,-15.79000,-15.79000,2.56280,0.78670,3.68850,35.81990,-21.53420,-13.48320,-21.53420,-23.36160,0.10130,2.45660,1.85470,48.52600,-13.87610,-13.87610,-2.23590,-2.95960,101.16760,12.7109,5.7475
2021-06-30,489.27100,312.46600,176.80500,7.96500,51.58000,-66.45500,342.48910,-165.68410,-165.68400,24.71900,-190.40300,-190.40300,0.00800,-196.00900,55.99700,-123.97010,7.46000,7.46000,-26.59000,-26.59000,2.05460,0.75080,3.01310,36.13640,-33.86350,-25.33770,-33.86340,-40.06140,0.09700,2.12040,1.56750,57.41650,-20.32170,-20.32170,-3.77610,-5.06380,115.80060,17.3869,7.3502
2021-03-31,461.77400,290.65400,171.12000,7.46700,54.66000,-7.34600,289.72400,-118.60400,-118.60400,9.72500,-128.32900,-128.32900,0.01900,-140.73900,107.04800,-75.62900,7.10200,7.10200,-20.16000,-20.16000,2.11090,0.71990,2.57000,37.05710,-25.68440,-16.37790,-25.68440,-30.47790,0.08790,1.88400,1.39320,64.60040,-11.37720,-11.37720,-2.44210,-3.18680,152.15890,11.19260,5.44040
2020-12-31,446.73800,274.27800,172.46000,7.28500,53.71900,80.04900,237.55180,-65.09180,-65.09200,38.84200,-103.93400,-103.93400,0.05500,-111.89000,198.39420,-17.14890,7.05900,7.05900,-16.41000,-16.41000,2.19500,0.70260,2.36210,38.60430,-14.57050,-3.83870,-14.57050,-25.04600,0.08120,1.70800,1.23080,73.12550,-8.26970,-8.26970,-1.88850,-2.45970,172.33070,14.4539,8.4328
2020-09-30,437.61000,270.39700,167.21300,7.56500,46.16800,-4.59200,317.59000,-150.37700,-150.37700,-3.69500,-146.68200,-146.68200,0.02200,-161.11800,117.02790,-97.97400,7.06400,7.06400,-23.42000,-23.42000,2.39290,0.70760,2.41980,38.21050,-34.36330,-22.38840,-34.36330,-36.81770,0.07520,1.64850,1.26040,71.40850,-10.78740,-10.78730,-2.52150,-3.15440,186.39670,6.4823,-0.0552
2020-06-30,535.96700,326.55700,209.41000,7.30500,46.24400,-27.05700,342.93200,-133.52200,-133.52200,4.44600,-137.96800,-137.96800,0.02300,-151.76500,136.85800,-82.31600,7.05200,7.05200,-22.13000,-22.13000,2.20150,0.68490,2.17320,39.07140,-24.91240,-15.35840,-24.91240,-28.31610,0.08960,1.96090,1.53570,58.60520,-9.15220,-9.15220,-2.30620,-2.88420,206.53320,20.2214,13.5102
2020-03-31,715.16600,461.84000,253.32600,11.40900,57.38400,-259.32400,609.90200,-356.57590,-356.57600,17.69300,-374.26900,-374.26900,-0.09300,-395.47900,-66.63790,-301.85390,7.05100,7.05100,-56.73000,-56.73000,2.17290,0.67370,2.06450,35.42200,-49.85920,-42.20750,-49.85920,-55.29890,0.11340,2.65440,1.57280,57.22400,-22.80610,-22.80600,-5.93270,-7.44210,224.83880,8.39060,-0.03800
2019-12-31,715.77000,436.24910,279.52090,12.91500,62.57200,-187.09000,537.57800,-258.05710,-258.05700,26.47600,-284.53300,-284.53300,0.02200,-266.99300,24.67690,-208.88010,7.03200,7.03200,-38.70000,-38.70000,1.90190,0.61920,1.62580,39.05180,-36.05310,-29.18260,-36.05310,-37.30150,0.10590,2.47390,1.57990,56.96490,-13.87860,-14.07340,-4.20870,-5.28540,282.08110,36.1605,27.3983
2019-09-30,756.63900,475.46100,281.17800,12.00400,63.57700,-8.63400,357.06300,-75.88510,-75.88500,23.90300,-99.78800,-99.78800,0.15700,-123.23800,204.29800,-24.59410,7.04100,7.04100,-18.25000,-18.25000,2.02310,0.60040,1.50270,37.16150,-10.02920,-3.25040,-10.02920,-16.28760,0.10400,2.55450,1.23330,72.97730,-4.26280,-4.43430,-1.37190,-1.70360,322.07330,22.3484,9.3212
2019-06-30,771.87500,496.66400,275.21100,11.92000,64.41500,-110.46900,456.61400,-181.40300,-181.40300,11.39800,-192.80100,-192.80100,-0.03400,-207.87600,96.54600,-129.91200,7.03100,7.03100,-30.31000,-30.31000,1.89940,0.59120,1.44650,35.65490,-23.50160,-16.83070,-23.50160,-26.93130,0.10270,2.78450,1.04680,85.97480,-7.85300,-8.15400,-2.56570,-3.21030,337.72530,28.8823,9.9537
2019-03-31,809.31200,520.95700,288.35500,13.52000,68.16700,-17.50200,361.93200,-73.57700,-73.57700,29.79900,-103.37600,-103.37600,-0.15700,-122.02200,196.90200,-21.22500,7.01500,7.01500,-18.13000,-18.13000,2.11460,0.58120,1.38810,35.62970,-9.09130,-2.62260,-9.09130,-15.07730,0.10410,3.13570,1.08850,82.68450,-3.90090,-4.19220,-1.32980,-1.63370,364.90260,9.95780,-10.15200
2018-12-31,776.62210,510.40200,266.22000,13.44400,56.61500,-59.38100,409.81410,-143.59410,-143.59400,21.95700,-165.55100,-165.55100,-0.07100,-187.73000,146.70690,-89.86310,6.68800,6.68800,-28.61000,-28.61000,1.91520,0.56590,1.30400,34.27920,-18.48960,-11.57100,-18.48960,-24.17260,0.09890,3.08240,1.02680,87.64730,-6.01930,-6.45070,-2.10790,-2.61280,385.35950,37.7278,17.5038
2018-09-30,778.08300,497.19400,280.88900,14.45800,66.81300,-22.90700,364.11000,-83.22100,-83.22100,10.48900,-93.71000,-93.71000,-13.93300,-118.89000,184.89000,-31.80600,7.00390,7.00390,-17.50000,-17.50000,2.04550,0.55770,1.26110,36.10010,-10.69560,-4.08770,-10.69570,-15.27990,0.09770,2.98030,1.00380,89.65920,-3.16180,-3.35780,-1.17720,-1.39840,414.68380,-0.7966,-17.2983
2018-06-30,758.75500,493.97500,264.78000,12.43900,67.82300,-77.60100,436.71700,-171.93700,-171.93700,23.27800,-195.21500,-195.21500,-0.58400,-202.43200,114.80100,-111.34500,6.56740,6.56740,-30.50000,-30.50000,2.03990,0.55280,1.23640,34.89660,-22.66040,-14.67470,-22.66040,-26.67950,0.09140,2.85430,0.97250,92.54930,-6.32040,-6.69500,-2.35190,-2.82620,432.03670,25.0053,8.3349
2018-03-31,734.66100,475.40300,259.25800,15.80600,74.57100,-14.08900,379.29990,-120.04190,-120.04200,23.54500,-143.58700,-143.58700,-0.07500,-144.20100,162.65410,-58.65590,6.17580,6.17580,-23.00000,-23.00000,1.94880,0.60860,1.55520,35.28950,-16.33980,-7.98410,-16.33980,-19.62820,0.08850,2.72740,1.00150,89.86280,-5.24610,-5.60010,-1.73000,-2.05320,430.99780,-13.22640,-28.45140
2017-12-31,709.26410,471.64090,237.62320,15.00900,59.07000,-30.24300,375.50410,-137.88090,-137.88100,-23.15600,-114.72500,-114.72500,-0.44200,-116.34400,141.01520,-80.80490,5.61310,5.61310,-20.00000,-20.00000,1.57410,0.57820,1.37060,33.50280,-19.44000,-11.39280,-19.44000,-16.40350,0.08440,2.83600,1.01540,88.63120,-3.90380,-4.14840,-1.36550,-1.64680,466.90180,17.6443,-4.3491
2017-09-30,662.48000,441.26300,221.21700,12.96000,65.01000,-5.55900,355.21110,-133.99410,-133.99400,-14.70900,-119.28500,-119.28500,-27.13400,-148.53200,145.43990,-79.38710,5.58630,5.58630,-26.00000,-26.00000,1.41440,0.57490,1.35240,33.39230,-20.22610,-11.98330,-20.22610,-22.42060,0.08190,3.70650,1.06570,84.45180,-4.07500,-4.33150,-1.47470,-1.73230,511.97210,-4.7555,-28.5004
2017-06-30,630.46900,417.52100,212.94800,11.34300,63.69500,-10.10400,347.92000,-134.97200,-134.97200,-19.49600,-115.47600,-115.47600,-15.50400,-132.95100,135.49400,-80.28400,5.57830,5.57830,-23.00000,-23.00000,1.33950,0.54900,1.21730,33.77610,-21.40820,-12.73400,-21.40820,-21.08760,0.07790,3.86090,1.08180,83.19330,-3.75800,-3.97440,-1.42700,-1.69490,537.52600,8.7299,-14.8602
2017-03-31,563.27300,387.64400,175.62900,11.75700,63.40900,-13.51000,348.86610,-173.23710,-173.23700,-25.60900,-147.62800,-147.62800,-0.43900,-148.98400,93.87790,-116.71910,5.55560,5.55560,-26.00000,-26.00000,1.45490,0.53470,1.14930,31.18010,-30.75540,-20.72160,-30.75540,-26.44970,0.06960,3.54140,1.09490,82.19840,-4.63310,-4.88930,-1.82360,-2.15580,557.26840,-10.43830,-43.45470
2016-12-31,539.21200,331.55990,207.65210,8.76400,52.60300,-275.27000,600.38100,-392.72890,-392.72890,-62.53300,-330.19600,-330.19600,-4.26600,-335.58700,-126.89390,-345.17210,5.52950,5.52950,-59.50000,-59.50000,1.40620,0.52370,1.09950,38.51030,-72.83390,-64.01420,-72.83390,-62.23660,0.06590,3.20050,1.06070,84.84970,-10.14490,-10.69330,-4.03320,-4.83230,573.17860,23.0539,3.026
2016-09-30,520.04100,306.43600,213.60500,8.47600,56.07800,-10.39200,342.49500,-128.89000,-128.89000,-31.05100,-97.83900,-97.83900,-12.18700,-111.21100,140.90300,-82.05400,5.53410,5.53410,-19.50000,-19.50000,1.36070,0.49130,0.96590,41.07470,-24.78460,-15.77840,-24.78460,-21.38500,0.06170,2.15900,1.03190,87.21800,-2.71870,-2.85120,-1.16140,-1.38290,635.06210,12.2702,-4.2828
2016-06-30,517.09200,341.27900,175.81300,8.18000,56.62400,-74.60700,403.56100,-227.74800,-227.74800,-41.18300,-186.56500,-186.56500,-0.98400,-184.65000,38.64990,-182.51100,5.53100,5.53100,-32.50000,-32.50000,1.37210,0.48480,0.94110,34.00030,-44.04400,-35.29570,-44.04400,-35.70930,0.05970,2.24890,1.02580,87.73860,-5.01160,-5.24730,-2.15530,-2.58190,656.83620,31.5959,20.2002
2016-03-31,430.76300,365.02300,65.74000,8.16200,62.33400,-182.40400,514.44790,-448.70790,-448.70800,-52.06400,-396.64400,-396.64400,-0.92600,-398.29400,-184.62290,-402.97790,5.51700,5.51700,-70.50000,-70.50000,1.44550,0.47790,0.91680,15.26130,-104.16590,-93.54980,-104.16590,-92.46250,0.04810,2.37280,0.72460,124.21110,-10.12830,-10.58010,-4.43160,-5.28820,694.35630,29.27410,5.73330
2015-12-31,693.68480,445.13000,248.55480,9.35400,61.05600,-124.56800,472.52480,-223.97000,-223.97000,-62.88000,-161.09000,-161.09000,-1.73000,-163.65400,61.09800,-177.55970,5.65960,5.65960,-28.50000,-28.00000,1.46640,0.45980,0.85280,35.83110,-32.28700,-25.59660,-32.28700,-23.59200,0.07270,2.89380,0.88400,101.80470,-3.75160,-3.90310,-1.68900,-2.02650,763.53360,44.8706,22.6044
2015-09-30,812.43100,518.17400,294.25700,9.71600,72.03200,-259.73100,626.03400,-331.77700,-331.77700,-80.89800,-250.87900,-250.87900,-45.27500,-295.83400,-46.49500,-287.32900,5.68220,5.68220,-51.00000,-51.00000,1.63790,0.45310,0.83050,36.21930,-40.83760,-35.36660,-40.83760,-36.41340,0.08180,2.92390,0.93230,96.53090,-5.56100,-5.75230,-2.52670,-3.04130,795.59110,16.0456,-15.8578
2015-06-30,863.37000,488.52200,374.84800,10.48000,75.81000,-1.33800,350.29300,24.55500,24.55500,66.44500,-41.89000,-41.89000,5.02500,-36.82100,289.09000,69.02400,5.72170,5.72170,-6.50000,-6.50000,1.61040,0.42770,0.76080,43.41680,2.84410,7.99470,2.84410,-4.26480,0.08210,2.65830,0.95030,94.71100,-0.84810,-0.87280,-0.39830,-0.48540,846.20360,36.7598,1.3595
2015-03-31,1422.17800,919.61000,502.56800,11.70300,115.43000,55.84200,398.91100,103.65700,103.65700,-20.70500,124.36200,124.36200,-0.81700,123.63400,431.27700,150.25800,5.70720,5.72350,21.50000,21.00000,1.87650,0.43450,0.77010,35.33790,7.28860,10.56530,7.28860,8.69330,0.13410,4.82930,1.46370,61.48600,2.50340,2.54480,1.17270,1.41570,854.24550,53.66860,-9.97020
2014-12-31,1785.00300,1194.84400,590.15910,,93.17300,-1020.02900,1500.17000,-910.01060,-910.00990,-23.60900,-886.40100,-886.40100,-4.46700,-891.07000,-564.35760,-866.31370,5.81390,5.81390,-151.00000,-150.00000,1.74920,0.46830,0.88190,33.06210,-50.98090,-48.53290,-50.98090,-49.91980,0.15050,5.19350,1.17630,76.51260,-18.02070,-18.68130,-7.47200,-9.58210,849.80190,95.5904,10.1506
2014-09-30,1813.10000,1181.98600,631.11400,,138.96700,1.51300,467.17300,163.94100,163.94100,61.51100,102.43000,102.43000,4.00500,106.04800,494.33610,207.07900,5.85240,5.90010,18.00000,17.50000,1.97270,0.42010,0.72450,34.80860,9.04200,11.42130,9.04200,5.84900,0.14370,4.86660,1.11610,80.63520,1.74400,1.91060,0.81170,1.01130,1014.57900,70.3556,-14.1634
2014-06-30,1623.47100,1066.49500,556.97600,,133.63000,-16.50400,479.25700,77.71900,77.71900,10.75600,66.96300,65.72900,-1.03200,64.44400,408.13100,124.02200,5.95970,6.01960,10.50000,10.50000,2.12990,0.39410,0.65050,34.30770,4.78720,7.63930,4.78720,3.96950,0.13050,4.92730,1.12080,80.30080,1.08070,1.18030,0.52850,0.65480,1014.60100,66.2174,-10.8066
2014-03-31,1588.15300,1061.73900,526.41390,,134.26600,-1.47600,462.67900,63.73500,63.73500,14.00800,49.72700,48.97700,1.51500,49.91900,390.89400,108.54500,5.92420,5.98100,8.50000,8.00000,2.17360,0.38970,0.63940,33.14630,4.01320,6.83470,4.01320,3.14320,0.13030,5.46240,1.09200,82.41850,0.82020,0.89720,0.40190,0.50060,1004.05400,74.32920,8.04180
2013-12-31,1606.49600,1032.84100,573.65530,,89.86700,-10.73200,470.77200,102.88280,102.88300,-26.38300,129.26600,128.51600,23.11300,150.60300,435.22780,149.95810,5.88360,5.93180,24.50000,25.00000,2.09990,0.39490,0.65440,35.70850,6.40420,9.33450,6.40420,9.37460,0.13210,4.92310,1.14790,78.40600,2.14870,2.35020,1.05690,1.30010,1012.73900,73.9231,7.5891
2013-09-30,1550.19400,981.68500,568.50900,,127.94300,-245.50700,702.95300,-134.44400,-134.44400,-44.68400,-89.76000,-90.51000,-14.43000,-105.38100,206.92900,-78.38500,5.90150,5.90150,-17.50000,-17.50000,2.62700,0.40880,0.69330,36.67340,-8.67270,-5.05650,-8.67270,-6.79790,0.12700,4.27760,1.13780,79.09920,-1.55050,-1.68920,-0.74180,-0.91670,989.02030,53.1867,5.1002
2013-06-30,1474.14700,972.31000,501.83700,,131.20200,-9.24200,466.92700,34.91000,34.91000,6.03200,28.87800,28.12800,-26.87300,-4.36100,379.57900,95.18300,5.89490,5.94240,-0.50000,-0.50000,2.45120,0.40690,0.68810,34.04250,2.36820,6.45680,2.36810,-0.29580,0.12020,4.13680,1.09820,81.95570,0.47410,0.51650,0.22930,0.28120,1005.61800,81.502,37.3332
2013-03-31,1617.79400,994.99200,622.80190,,130.87800,-59.73700,519.99100,102.81100,102.81100,9.85400,92.95700,92.20700,7.01100,99.12100,436.24510,162.82200,5.83370,5.88340,17.00000,16.50000,2.85820,0.42260,0.73190,38.49700,6.35500,10.06450,6.35500,6.12690,0.12850,4.05300,1.12780,79.80480,1.54070,1.67740,0.73260,0.88960,1015.71300,30.47470,-9.55980
2012-12-31,1529.69200,952.00180,577.69030,,127.31400,15.66900,439.30920,138.38120,138.38100,13.11100,125.27000,124.52000,-95.57600,27.87000,486.31220,200.39640,5.79930,5.84650,5.00000,4.50000,2.76660,0.42370,0.73520,37.76510,9.04630,13.10040,9.04630,1.82190,0.12090,3.79080,1.10640,81.34710,2.09030,2.27030,0.98390,1.20470,1025.67800,80.2752,29.3722
2012-09-30,1637.60400,1107.03200,530.57200,,130.68100,-10.21600,470.31000,60.26210,60.26200,-4.97700,65.23900,64.48900,12.15500,75.65600,393.75510,124.03810,5.80730,5.85000,13.00000,13.00000,2.76170,0.44410,0.79900,32.39930,3.67990,7.57440,3.67990,4.61990,0.12670,4.30490,1.07090,84.04410,1.10120,1.19790,0.49900,0.61210,1008.34500,64.3993,22.2445
2012-06-30,1608.16500,1123.25600,484.90910,,133.61200,-160.91700,619.00400,-134.09500,-134.09500,-36.19200,-97.90300,-98.65300,24.69000,-72.78900,190.60200,-70.63600,5.80620,5.80620,-12.50000,-12.50000,2.00140,0.43430,0.81580,30.15290,-8.33840,-4.39230,-8.33840,-4.52620,0.12520,4.32120,1.00050,89.95840,-1.72200,-1.87660,-0.76810,-0.97410,986.70400,80.7624,-4.7398
2012-03-31,1842.00900,1184.81600,657.19300,,136.34600,1.84000,444.78100,212.41200,212.41200,69.04400,143.36800,142.61800,-8.79500,134.09000,522.72700,275.06600,5.77080,5.83420,23.00000,23.00000,1.97920,0.43580,0.81970,35.67810,11.53150,14.93290,11.53150,7.27960,0.14010,4.45780,1.07260,83.91040,2.44910,2.68000,1.08470,1.38180,1002.90000,41.85390,-39.33780
2011-12-31,1721.81600,1050.53600,671.27970,,129.45600,-105.57400,529.66600,141.61440,141.61400,46.32300,95.29100,94.54100,-194.14600,-101.00500,456.16540,202.46560,5.74240,5.84970,-17.50000,-16.50000,1.71330,0.43700,0.82550,38.98680,8.22470,11.75880,8.22470,-5.86620,0.13330,3.85020,1.09210,82.40720,1.68790,1.85380,0.73220,0.95020,973.69120,59.2277,-27.5131
2011-09-30,1642.95400,1019.41200,623.54200,,119.43100,-86.46500,498.04100,125.50100,125.50100,37.56100,87.94000,87.19000,-12.22600,74.25600,433.19600,183.56100,5.74970,5.83970,13.00000,12.50000,1.79720,0.42010,0.77320,37.95250,7.63870,11.17260,7.63870,4.51970,0.13340,4.36960,1.17540,76.56650,1.54500,1.69560,0.70780,0.89590,981.45780,41.9654,-50.0311
2011-06-30,1351.97500,827.45000,524.52500,,122.97000,-4.34800,416.11500,108.40990,108.41000,36.77300,71.63700,70.88700,121.16700,192.44800,411.17190,172.16490,5.74620,5.88600,33.50000,32.50000,2.49080,0.42930,0.75250,38.79690,8.01860,12.73430,8.01860,14.23460,0.11160,4.13930,1.13500,79.29610,1.25050,1.37000,0.58510,0.71360,986.01390,98.0942,-11.0978
2011-03-31,1402.12200,841.10800,561.01400,,115.95100,-6.15900,421.28600,139.72790,139.72800,44.42600,95.30200,94.55200,-12.39600,82.82500,475.51190,213.69390,5.72230,5.85380,14.50000,14.00000,1.21540,0.35890,0.81390,40.01180,9.96550,15.24080,9.96550,5.90710,0.11790,4.30830,1.12810,79.78330,1.72720,1.89850,0.79520,1.10740,953.64000,49.69850,-11.55660
2010-12-31,1291.02400,752.23000,538.79410,,95.76300,55.36700,314.30500,224.48930,224.48900,23.79600,200.69300,199.94300,-148.16900,50.48100,538.96120,298.16630,5.70290,5.79990,9.00000,9.00000,1.21280,0.36450,0.83160,41.73390,17.38850,23.09530,17.38840,3.91020,0.11090,4.73590,1.15630,77.83430,3.74220,4.12380,1.71680,2.37830,935.30960,71.3076,23.2496
2010-09-30,1080.37000,625.56100,454.80900,,87.19400,-132.50600,490.60200,-35.79300,-35.79300,-4.23000,-31.56300,-31.56300,-7.59100,-39.60700,257.54100,31.18000,5.70560,5.70560,-7.00000,-7.00000,1.13460,0.37010,0.86380,42.09750,-3.31300,2.88610,-3.31300,-3.66610,0.09300,4.37540,1.07720,83.55250,-0.60460,-0.66350,-0.27160,-0.38090,914.86220,38.4785,-10.1143
2010-06-30,907.18800,517.53100,389.65700,,80.33700,-11.02400,336.89200,52.76500,52.76500,8.79400,43.97100,43.97100,-0.90900,43.62100,321.91200,118.05800,5.70360,5.79590,7.50000,7.50000,1.01880,0.31140,0.70970,42.95220,5.81630,13.01360,5.81630,4.80840,0.08640,4.81200,1.18960,75.65470,0.84100,0.86820,0.41880,0.57910,916.41590,42.6996,4.8795
2010-03-31,896.43100,505.19700,391.23400,,75.42600,-20.36700,339.12500,52.10900,52.10900,8.59000,43.51900,43.51900,-4.42100,40.20000,318.98900,118.87800,5.69340,5.81470,7.00000,7.00000,3.71960,0.42300,0.73330,43.64350,5.81290,13.26130,5.81290,4.48450,0.08440,5.06070,1.21890,73.83600,0.82760,0.85430,0.40960,0.47750,922.52740,38.37620,12.45240
2009-12-31,707.06400,431.01500,276.04900,,68.70400,97.51700,194.75160,81.29740,81.29700,-66.83600,148.13300,148.13300,-195.35900,-47.26000,340.81630,147.56840,5.66650,5.73000,-8.00000,-8.00000,3.57640,0.43200,0.76050,39.04160,11.49790,20.87060,11.49780,-6.68400,0.06640,4.27510,0.97660,92.16080,2.85860,2.95220,1.39160,1.62380,910.71370,55.9953,26.6482
2009-09-30,804.49700,431.28000,373.21700,,81.63700,-10.51600,335.01900,38.19800,38.19800,-15.47700,53.67500,53.67500,-23.25000,29.53000,305.38900,104.86900,5.66390,5.74810,5.00000,5.00000,3.14980,0.44140,0.79010,46.39140,4.74810,13.03540,4.74810,3.67060,0.07450,3.72710,1.14480,78.61320,1.03820,1.07220,0.49710,0.58000,912.52600,48.3227,12.3682
2009-06-30,877.99000,453.92200,424.06800,,163.80800,-233.77200,632.17100,-208.10290,-208.10300,-14.89700,-193.20600,-193.20600,,-192.98600,49.13410,-142.07590,5.66310,5.66310,-34.00000,-34.00000,2.72610,0.44600,0.83840,48.29990,-23.70220,-16.18200,-23.70220,-21.98040,0.08080,3.38700,1.11470,80.73980,-3.82750,-3.95510,-1.77750,-2.12060,891.75670,89.0662,32.5094
