,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-12-03,2024-10-31,$0.65,$0.69
1,2024-09-04,2024-07-31,$0.73,$0.61
2,2024-06-04,2024-04-30,$0.51,$0.49
3,2024-03-19,2024-01-31,$0.34,$0.34
4,2023-12-05,2023-10-31,$0.68,$0.65
5,2023-09-06,2023-07-31,$0.65,$0.66
6,2023-06-06,2023-04-30,$0.46,$0.50
7,2023-03-28,2023-01-31,$0.32,$0.31
8,2022-12-13,2022-10-31,$0.60,$0.65
9,2022-09-13,2022-07-31,$0.53,$0.89
10,2022-06-14,2022-04-30,$0.39,$0.74
11,2022-03-30,2022-01-31,$0.24,$0.30
12,2021-12-07,2021-10-31,$0.28,$0.56
13,2021-09-14,2021-07-31,$0.27,$0.10
