,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-31,2024-09-30,$0.89,$0.97
1,2024-07-31,2024-06-30,$0.27,$0.38
2,2024-05-01,2024-03-31,$0.06,$0.11
3,2024-02-27,2023-12-31,$-0.21,$-0.23
4,2023-11-01,2023-09-30,$0.61,$0.71
5,2023-08-01,2023-06-30,$0.20,$0.20
6,2023-05-01,2023-03-31,$-0.51,$-0.37
7,2023-02-28,2022-12-31,$-0.94,$-1.10
8,2022-11-08,2022-09-30,$-0.75,$-0.70
9,2022-08-09,2022-06-30,$-0.87,$-1.22
10,2022-05-10,2022-03-31,$-1.80,$-1.90
11,2022-02-24,2021-12-31,$-1.69,$-1.95
12,2021-11-03,2021-09-30,$-2.11,$-2.17
13,2021-08-06,2021-06-30,$-2.00,$-1.93
14,2021-05-06,2021-03-31,$-2.06,$-2.03
15,2021-02-25,2020-12-31,$-2.31,$-2.33
16,2020-11-09,2020-09-30,$-2.24,$-2.35
17,2020-08-06,2020-06-30,$-2.19,$-2.78
18,2020-05-14,2020-03-31,$-0.47,$-0.99
19,2020-02-20,2019-12-31,$0.70,$0.73
20,2019-11-07,2019-09-30,$2.15,$2.23
21,2019-08-08,2019-06-30,$1.26,$1.30
22,2019-05-09,2019-03-31,$0.71,$0.83
23,2019-02-21,2018-12-31,$0.79,$0.85
24,2018-11-08,2018-09-30,$2.21,$2.27
25,2018-08-09,2018-06-30,$1.03,$1.21
26,2018-05-02,2018-03-31,$0.54,$0.60
27,2018-02-22,2017-12-31,$0.63,$0.68
28,2017-11-09,2017-09-30,$1.82,$1.86
29,2017-08-08,2017-06-30,$0.86,$0.91
30,2017-05-10,2017-03-31,$0.37,$0.40
31,2017-02-22,2016-12-31,--,$0.48
32,2016-11-09,2016-09-30,--,$1.62
33,2016-08-09,2016-06-30,--,$0.78
34,2016-05-10,2016-03-31,--,$0.31
35,2016-02-23,2015-12-31,--,$0.45
36,2015-11-03,2015-09-30,--,$1.29
37,2015-08-04,2015-06-30,--,$0.73
38,2015-05-07,2015-03-31,--,$0.21
39,2015-02-17,2014-12-31,--,$0.30
