Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,47.75400,14.26000,-62.01400,4.25100,-57.76300,-57.76300,-57.76300,-57.76300,-60.48100,-62.01400,60.73100,60.73100,-0.95000,-0.95000,10.26310,0.08020,0.08720,,,,,,,,,-16.70310,-16.70310,-12.96110,-15.36410,5.68320,-0.5242,-0.5387
2024-06-30,,,45.61700,15.02200,-60.63900,4.78500,-55.85400,-55.85400,-55.85400,-55.85400,-60.16400,-60.63900,60.38300,60.38300,-0.92000,-0.92000,14.47270,0.07110,0.07660,,,,,,,,,-14.22390,-14.22390,-11.54650,-13.21210,6.49860,-0.7485,-0.7691
2024-03-31,,,37.14600,15.24600,-52.39200,5.43700,-46.95500,-46.95500,-46.95500,-46.95500,-50.78800,-52.39200,60.18100,60.18100,-0.78000,-0.78000,16.11980,0.06420,0.06860,,,,,,,,,-10.73670,-10.73670,-9.00200,-10.04740,7.25030,-0.50300,-0.52780
2023-12-31,,,33.18300,13.85400,-47.03700,5.92800,-41.10900,-41.10900,-41.10900,-41.10900,-41.34800,-47.03700,58.71900,58.71900,-0.68000,-0.68000,17.72200,0.02080,0.02120,,,,,,,,,-8.68050,-8.68060,-8.02670,-8.50010,7.90330,-0.4528,-0.454
2023-09-30,,,32.33900,15.34600,-47.68500,6.19800,-41.48700,-41.48700,-41.48700,-41.48700,-50.94000,-47.68500,59.68800,59.68800,-0.70000,-0.70000,19.50480,0.01950,0.01990,,,,,,,,,-8.24710,-8.24710,-7.67620,-8.08600,8.39940,-0.5988,-0.6003
2023-06-30,0.24800,0.24800,33.00200,14.57400,-47.32800,6.13600,-41.19200,-41.19200,-41.19200,-41.19200,-50.77900,-47.32800,59.17300,59.17300,-0.70000,-0.70000,19.16330,0.01840,0.01870,100.00000,-19083.87000,-19083.87000,-16609.68000,-16609.68000,0.00040,0.14970,601.33070,-7.72740,-7.72740,-7.16520,-7.58530,9.00100,-0.39,-0.4
2023-03-31,1.33200,1.33200,29.27300,14.15400,-42.09500,4.54700,-37.54800,-37.54800,-37.54800,-37.54800,-44.22700,-42.09500,56.05800,56.05800,-0.67000,-0.67000,25.40610,0.01740,0.01770,100.00000,-3160.28500,-3160.28500,-2818.91900,-2818.91900,0.00220,0.39410,228.37840,-6.68210,-6.68210,-6.28020,-6.56570,9.52750,-0.54010,-0.54300
2022-12-31,1.96500,1.96500,25.11400,14.25100,-37.40000,2.34000,-35.06000,-35.06000,-35.06000,-35.06000,-38.48700,-37.40000,42.01600,42.01600,-0.69000,-0.69000,14.23120,0.03070,0.03170,100.00000,-1903.30700,-1903.30800,-1784.22400,-1784.22400,0.00560,0.95110,94.62590,-11.18910,-11.18910,-9.99960,-10.84540,6.40240,-0.8977,-0.9056
2022-09-30,1.48200,1.48200,24.60600,8.82300,-31.94700,1.33200,-30.61500,-30.61500,-30.61500,-30.61500,-32.20000,-31.94700,46.79900,46.79900,-0.65000,-0.65000,13.98900,0.02850,0.02940,100.00000,-2155.66800,-2155.66800,-2065.78900,-2065.78900,0.00390,0.94700,95.04050,-9.08470,-9.08470,-8.11680,-8.82550,6.91270,-0.1135,-0.1227
2022-06-30,4.98900,4.98900,26.33500,8.29600,-29.64200,0.09600,-29.54600,-29.54600,-29.54600,-29.54600,-29.01200,-29.64200,36.17300,36.17300,-0.82000,-0.82000,7.69410,0.06260,0.06680,100.00000,-594.14700,-594.14700,-592.22290,-592.22290,0.02700,0.98360,91.49730,-19.99220,-19.99220,-16.00380,-18.74050,4.08460,-0.6735,-0.6805
