Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.38000,0.05000,2.33000,195.17800,25.74400,233.63400,-231.30400,17.76400,-213.54000,0.17700,-213.71700,-213.71700,-213.71700,-228.05400,-231.30400,136.65400,136.65400,-1.56000,-1.56000,8.93780,97.89920,-9718.65500,-9718.65500,-8972.26800,-8979.70500,0.00160,,,-17.22510,-17.74280,-14.26340,-17.22510,9.07590,-1.2506,-1.2678
2024-06-30,3.07500,0.05200,3.02300,105.11300,30.26500,161.65300,-158.63000,18.74000,-139.89000,-1.51200,-138.37800,-138.37800,-138.37800,-151.73300,-158.63000,136.23400,136.23400,-1.02000,-1.02000,12.50610,98.30890,-5158.69900,-5158.69900,-4549.26900,-4500.09800,0.00180,,,-9.65200,-9.89950,-8.28830,-9.65200,10.49620,-0.5658,-0.5678
2024-03-31,56.37600,0.05900,56.31700,100.12500,36.27300,136.39800,-80.08100,15.08100,-65.00000,0.27600,-65.27600,-65.27600,-65.27600,-75.32600,-80.08100,135.28070,135.28070,-0.48000,-0.48000,12.89600,99.89540,-142.04800,-142.04800,-115.29730,-115.78690,0.03140,,,-4.21860,-4.32880,-3.63860,-4.21860,11.39070,-0.80860,-0.81850
2023-12-31,16.78700,0.79800,15.98900,118.91700,44.82600,155.00510,-139.01610,18.25900,-120.75690,-4.78400,-115.97290,-115.97290,-115.97300,-133.18610,-139.01610,134.13100,134.13100,-0.86000,-0.86000,9.05450,95.24630,-828.11720,-828.11720,-719.34780,-690.84990,0.00870,,,-7.29280,-7.47860,-6.04320,-7.29280,11.79870,-0.8106,-0.8222
2023-09-30,2.63900,0.03800,2.60100,145.02800,40.93300,189.33300,-186.73200,20.10600,-166.62600,-3.21300,-163.41300,-163.41300,-163.41300,-179.83700,-186.73200,134.29000,134.29000,-1.22000,-1.22000,10.71900,98.56010,-7075.86200,-7075.86200,-6313.98300,-6192.23200,0.00130,,,-9.75550,-10.00880,-7.99130,-9.75550,12.45440,-1.1538,-1.1812
2023-06-30,3.79700,0.02200,3.77500,168.08300,45.51200,218.96100,-215.18600,17.56300,-197.62300,-2.84800,-194.77500,-194.77500,-194.77500,-213.43900,-215.18600,134.05900,134.05900,-1.45000,-1.45000,8.62650,99.42060,-5667.26400,-5667.26400,-5204.71400,-5129.70800,0.00170,,,-10.75980,-11.01870,-8.68030,-10.75980,13.48590,-2.9,-2.9704
2023-03-31,62.95700,1.90700,61.05000,157.64300,46.77800,204.42100,-143.37100,0.18300,-143.18800,-2.23200,-140.95600,-140.95600,-140.90000,-147.09800,-143.37100,133.55280,133.55280,-1.06000,-1.06000,4.86030,96.97100,-227.72850,-227.72850,-227.43780,-223.80350,0.02360,,,-7.15220,-7.33670,-5.28730,-7.15220,14.71510,-0.94180,-0.99320
2022-12-31,49.41000,5.99600,43.41400,155.17300,38.74300,193.91600,-150.50190,-1.13600,-151.63790,-50.03500,-101.60300,-101.60300,-101.60300,-156.17690,-150.50200,132.60700,134.81100,-0.78000,-0.74000,4.92940,87.86510,-304.59790,-304.59810,-306.89700,-205.63240,0.01760,,,-4.88950,-5.00930,-3.62600,-4.88950,15.59600,0.2742,0.1802
2022-09-30,374.55700,22.25300,352.30400,114.16600,43.17400,157.34000,194.96400,22.76800,217.73200,42.42000,175.31200,175.31200,175.31200,193.59900,194.96400,132.73000,134.96300,1.32000,1.30000,7.83130,94.05890,52.05190,52.05190,58.13050,46.80520,0.13890,,,8.15460,8.34810,6.50270,8.15460,16.16100,0.6613,0.5258
2022-06-30,-40.62900,27.92100,-68.55000,115.08200,41.59000,156.67200,-225.22200,-8.49900,-233.72100,-157.22800,-76.49300,-76.49300,-76.49300,-222.96700,-225.22200,132.45000,132.45000,-0.58000,-0.58000,4.78850,168.72180,554.33800,554.33800,575.25650,188.27190,-0.01550,-5.80410,-15.50620,-3.91870,-4.02160,-2.92070,-3.91870,14.72130,7.3134,7.1561
