Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,7.48430,1.98630,5.49800,0.72480,4.01760,4.74230,0.75560,0.03550,0.79110,0.20800,0.58310,0.58310,0.58310,1.10600,0.75560,11.17590,11.17590,0.05000,0.05000,5.01710,0.14190,0.17030,73.46040,10.09630,10.09630,10.57020,7.79100,0.11330,0.14280,0.78980,113.94720,1.26350,1.27900,0.88260,1.08420,4.10480,0.1242,0.1182
2024-06-30,6.07500,0.55040,5.52460,0.85530,3.53790,4.39320,1.13140,0.15690,1.28830,0.08760,1.20070,1.20070,1.20070,1.48940,1.13140,11.06340,11.06590,0.11000,0.11000,4.64570,0.14480,0.17440,90.93960,18.62410,18.62410,21.20630,19.76490,0.09200,0.04090,0.57780,155.76320,2.64410,2.67730,1.81860,2.26120,4.08670,-0.354,-0.3583
2024-03-31,8.09440,2.63230,5.46210,0.69340,3.37040,4.06380,1.39830,0.32930,1.72760,0.51140,1.21620,1.21620,1.21620,1.76280,1.39830,10.95930,10.96120,0.11000,0.11000,3.31350,0.14980,0.18140,67.48050,17.27540,17.27540,21.34330,15.02490,0.11670,0.21410,0.67560,133.22040,2.76470,2.80070,1.75300,2.35050,3.95940,0.46860,0.32750
2023-12-31,10.11790,1.70860,8.40940,0.82890,5.01440,5.84330,2.56610,0.18470,2.75070,-0.04430,2.79510,2.79510,2.79510,2.91940,2.56610,10.95850,10.96350,0.26000,0.26000,3.10990,0.15490,0.18860,83.11360,25.36160,25.36160,27.18660,27.62480,0.14530,0.13770,0.60110,149.73780,6.55780,6.64630,4.01390,5.54190,3.83740,0.2105,0.1544
2023-09-30,7.56160,2.17550,5.38610,0.48740,3.22910,3.71650,1.66960,0.20950,1.87910,0.24430,1.63480,1.63480,1.63480,2.01650,1.66960,10.93500,10.94250,0.15000,0.15000,2.69440,0.16560,0.20370,71.22950,22.08020,22.08020,24.85070,21.61970,0.11030,0.20190,0.44130,203.92420,4.12060,4.18060,2.38560,3.43830,3.61950,0.3703,0.3551
2023-06-30,10.33690,4.41620,5.92070,0.71180,3.28030,3.99210,1.92860,0.07550,2.00410,0.97750,1.02660,1.02660,1.02660,2.30370,1.92860,10.92470,10.93310,0.09000,0.09000,2.50640,0.17290,0.21560,57.27730,18.65750,18.65750,19.38810,9.93170,0.15540,0.44310,0.50790,177.21140,2.70600,2.74750,1.54380,2.23810,3.47200,-0.0609,-0.0776
2023-03-31,10.02690,3.07800,6.94890,0.76630,2.71130,3.47760,3.47130,0.11640,3.58770,0.64130,2.94640,2.94640,2.94640,3.82060,3.47130,10.91730,10.91940,0.27000,0.27000,3.50700,0.17870,0.22380,69.30270,34.61980,34.61980,35.78080,29.38460,0.17130,0.28640,0.79540,113.15110,8.01870,8.14780,5.03280,6.58610,3.36360,0.08960,0.07470
2022-12-31,8.64820,3.34030,5.30800,0.62250,2.77280,3.39530,1.91270,-0.09470,1.81800,0.42360,1.39430,1.39430,1.39430,2.26050,1.91270,10.86370,10.87360,0.13000,0.13000,3.49460,0.19290,0.24590,61.37630,22.11640,22.11640,21.02130,16.12270,0.16070,0.34820,0.82450,109.15510,4.13970,4.21330,2.59100,3.34120,3.08980,-0.114,-0.1964
2022-09-30,4.90340,2.38730,2.51610,0.68790,2.90010,3.58800,-1.07190,0.04630,-1.02560,-0.22270,-0.80290,-0.80290,-0.80290,-0.72760,-1.07190,10.86780,10.86780,-0.07000,-0.07000,4.75790,0.20080,0.25850,51.31320,-21.86040,-21.86040,-20.91540,-16.37400,0.09600,0.24430,0.76330,117.90800,-2.48820,-2.53480,-1.57230,-1.98850,2.96090,0.1214,0.066
2022-06-30,7.99740,3.25370,4.74370,0.61710,3.08510,3.70210,1.04160,-0.00760,1.03410,0.24670,0.78740,0.78740,0.78740,1.35340,1.04160,10.86680,10.89230,0.07000,0.07000,4.02220,0.19820,0.25430,59.31610,13.02460,13.02460,12.93000,9.84540,0.15050,0.36840,0.71350,126.13280,2.38410,2.42670,1.48210,1.91150,3.03640,0.0321,-0.0522
