Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,12.42900,4.96500,,-17.39400,1.85900,-15.53500,0.00000,-15.53500,-15.53500,-0.45000,-15.98500,-17.33300,-17.39400,6.53000,6.53000,-2.45000,-2.45000,3.53570,,0.00220,,,,,,,,,,-13.43510,-13.43510,-9.57000,-13.43510,16.40840,1.6659,1.6512
2024-06-30,0.30200,,0.30200,91.54000,4.74600,,-95.98400,1.77400,-94.21000,0.00000,-94.21000,-94.21000,3.00100,-91.20900,-95.75900,-95.98400,4.56380,4.56380,-19.99000,-19.99000,4.25270,,0.00190,100.00000,-31782.78000,-31782.78000,-31195.37000,-30201.66000,0.00170,,0.12860,700.03310,-71.95120,-71.95120,-54.34450,-71.95120,28.65750,-22.7314,-22.7315
2024-03-31,8.46300,1.56300,6.90000,11.59300,5.99800,17.59100,-10.69100,0.36500,-10.32600,0.00000,-10.32600,-10.32600,,-10.32600,-10.61900,-10.69100,4.53780,4.53780,-2.28000,-2.28000,0.71580,,-0.01400,81.53140,-126.32630,-126.32630,-122.01350,-122.01350,0.16050,0.21500,1.16230,77.43000,58.07660,58.07650,-19.58800,58.07650,-3.89740,-1.46420,-1.46920
2023-12-31,23.49100,,23.49100,30.62000,7.39600,,-16.04800,0.52700,-15.52100,0.43500,-15.95600,-15.95600,,-2.57700,-15.98500,-16.04800,4.37140,4.37140,-0.76000,-0.76000,0.90270,,-0.02660,93.51670,-68.31560,-68.31550,-66.07210,-10.97020,0.35050,,1.66900,53.92490,194.34860,194.34840,-23.80430,194.34840,-1.81240,-2.9805,-3.0236
2023-09-30,9.21700,,9.21700,10.38600,3.29900,,-4.46800,0.61300,-3.85500,-0.03200,-3.82300,-3.82300,-5.28400,-9.10700,-4.43300,-4.46800,4.51400,4.51400,-2.02000,-2.02000,1.62000,,,100.00000,-48.47560,-48.47560,-41.82490,-98.80660,0.14520,,3.22840,27.87780,-47.56160,-47.56160,-6.02350,-47.56160,1.77800,-0.3587,-0.3865
2023-06-30,5.09000,,5.09000,8.65700,3.18100,,-6.74800,0.62300,-6.12500,0.04000,-6.16500,-6.16500,-7.45900,-13.62400,-7.15800,-6.74800,4.50580,4.50580,-3.02000,-3.02000,1.98090,,,100.00000,-132.57370,-132.57370,-120.33400,-267.66210,0.07490,,0.92830,96.94890,-39.99610,-39.99610,-9.06800,-39.99610,3.41580,0.3616,0.3355
2023-03-31,26.10700,,26.10700,18.86900,4.45700,,2.78100,0.23200,3.01300,0.00000,3.01300,3.01300,,2.37700,3.28800,2.78100,3.93210,5.05950,0.60000,0.60000,2.22890,,,100.00000,10.65230,10.65230,11.54100,9.10480,0.31940,,1.01090,89.03130,11.22700,11.22700,3.68630,11.22700,5.96210,-2.15400,-2.17250
2022-12-31,10.37900,,10.37900,21.94300,5.48800,,-17.05200,0.16200,-16.89000,,-17.16200,-17.16200,,-14.08100,-19.59100,-17.05200,3.49290,3.49290,-3.80000,-3.80000,1.08920,,,100.00000,-164.29330,-164.29330,-162.73250,-135.66820,0.21860,,1.77940,50.58000,118.86670,118.86690,-36.14040,118.86690,-3.98450,-6.4651,-6.4743
2022-09-30,40.74400,,40.74400,20.04100,5.78000,,14.92300,0.05500,14.97800,,14.97800,14.97800,,11.89700,17.52800,14.92300,3.51090,4.42960,3.40000,3.40000,1.93350,,,100.00000,36.62630,36.62630,36.76120,29.19940,0.60940,,8.08090,11.13740,165.19270,165.19240,22.40270,165.19240,2.54760,8.5671,8.5714
2022-06-30,6.21600,,6.21600,15.25500,4.07400,,-13.11300,-0.00600,-13.11900,0.00000,-13.11900,-13.11900,,-13.11900,-13.33300,-13.11300,3.45670,3.45670,-3.80000,-3.80000,1.16190,,-0.04650,100.00000,-210.95560,-210.95560,-211.05210,-211.05210,0.15730,,1.28620,69.97590,164.79090,164.79080,-33.19250,164.79090,-2.29960,-3.3242,-3.3285
