Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,41.70500,18.17900,-59.88400,5.48000,-54.40400,-54.40400,-54.40400,-54.40400,-63.11300,-59.88400,86.95000,86.95000,-0.63000,-0.63000,11.47300,0.01800,0.02240,-12.83810,-12.83810,-11.36170,-12.60730,5.45050,-0.4958,-0.4957
2024-06-30,39.72700,16.67700,-56.40400,5.56700,-50.83700,-50.83700,-50.83700,-50.83700,-59.75100,-56.40400,86.63500,86.63500,-0.59000,-0.59000,14.94030,0.01810,0.02020,-10.90760,-10.90760,-9.86900,-10.71050,6.09860,-0.4726,-0.4728
2024-03-31,36.26800,18.18400,-54.45200,4.92700,-49.52500,-49.52500,-49.52500,-49.52500,-57.48800,-54.45200,83.90500,83.90500,-0.59000,-0.59000,16.66880,0.01820,0.01860,-9.80530,-9.80530,-8.94100,-9.62660,6.63010,-0.58210,-0.58310
2023-12-31,32.53300,14.22900,-46.76200,3.97600,-42.78600,-42.78600,-42.78600,-42.78600,-49.28100,-46.76200,73.22900,73.22900,-0.55000,-0.55000,12.26440,0.02300,0.02350,-10.76990,-10.76990,-9.53060,-10.52270,5.34330,-0.5327,-0.5331
2023-09-30,29.32800,13.14500,-42.47300,3.87100,-38.60200,-38.60200,-38.60200,-38.60200,-45.14700,-42.47300,77.24100,77.24100,-0.50000,-0.50000,16.70910,0.02110,0.02160,-8.97850,-8.97850,-8.14780,-8.78860,5.79030,-0.2909,-0.2909
2023-06-30,28.18200,11.82100,-40.00300,2.82900,-37.17400,-37.17400,-37.17400,-37.17400,-41.90000,-40.00300,69.79500,69.79500,-0.53000,-0.53000,20.32080,0.01970,0.02010,-8.08700,-8.08700,-7.51390,-7.92750,6.19990,-0.3566,-0.358
2023-03-31,25.19200,11.37400,-36.56600,2.49700,-34.06900,-34.06900,-34.06900,-34.06900,-38.04700,-36.56600,68.40300,68.40300,-0.50000,-0.50000,21.65290,0.02280,0.02330,-8.62110,-8.62110,-7.99790,-8.42490,5.77420,-0.52440,-0.52490
2022-12-31,22.66800,12.48800,-35.15600,2.04200,-33.11400,-33.11400,-33.11400,-33.11400,-35.60400,-35.15600,66.99000,66.99000,-0.49000,-0.49000,18.55700,0.02130,0.02180,-7.87910,-7.87910,-7.25700,-7.71100,6.15220,-0.3942,-0.3943
2022-09-30,24.97300,11.62100,-36.59400,1.09000,-35.50400,-35.50400,-35.50400,-35.50400,-36.03100,-36.59400,66.88900,66.88900,-0.53000,-0.53000,17.63550,,,-8.46100,-8.46100,-7.92520,-8.46100,6.27290,-0.311,-0.3168
2022-06-30,24.25800,11.07500,-35.33300,0.56400,-34.76900,-34.76900,-34.76900,-34.76900,-34.35600,-35.33300,66.67200,66.67200,-0.52000,-0.52000,25.72520,,,-7.73520,-7.73520,-7.37530,-7.73520,6.72510,-0.4547,-0.4573
2022-03-31,20.91300,11.86900,-32.78200,0.32900,-32.45300,-32.45300,-32.45300,-32.45300,-31.50500,-32.78200,66.60700,66.60700,-0.49000,-0.49000,27.47720,,,-6.81430,-6.81430,-6.50900,-6.81430,7.14700,-0.48310,-0.48390
