Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,200.02500,21.01300,179.01200,26.35400,89.51700,127.32800,51.68400,-26.67400,25.01000,12.44000,12.57000,12.57000,,12.57000,71.69100,51.68400,169.97100,173.90000,0.07000,0.07000,0.71260,0.46710,0.88330,89.49480,25.83880,25.83880,12.50340,6.28420,0.06410,1.96850,45.72060,0.92130,-1.06050,0.40310,0.49100,8.00020,0.239,0.2144
2024-06-30,193.25000,20.24800,173.00200,26.39900,85.62500,123.51600,49.48600,-28.10800,21.37800,10.27400,11.10400,11.10400,,11.10400,70.70600,49.48600,168.76800,172.56200,0.07000,0.06000,0.62180,0.47800,0.92530,89.52240,25.60720,25.60720,11.06240,5.74590,0.06320,2.16810,41.51180,0.85070,-0.90310,0.36300,0.44400,7.70650,0.2134,0.1777
2024-03-31,193.31100,20.83600,172.47500,27.82800,86.22900,125.57600,46.89900,-26.77900,20.12000,4.56100,15.55900,15.55900,,15.55900,68.83300,46.89900,167.41900,171.16900,0.09000,0.09000,0.70730,0.48200,0.93770,89.22150,24.26090,24.26090,10.40810,8.04870,0.05970,1.87040,48.11910,1.21070,-1.22750,0.48040,0.62710,7.64210,0.21190,0.18430
2023-12-31,198.13900,21.84800,176.29100,24.99300,96.43200,132.92100,43.37000,-28.69900,14.67100,15.24700,-0.57600,-0.57600,,-0.57600,65.42600,43.37000,164.63100,164.63100,-0.01160,-0.01160,0.89870,0.45230,0.83450,88.97340,21.88870,21.88870,7.40440,-0.29070,0.06090,1.90680,47.20050,-0.03990,0.05060,-0.01770,-0.02190,8.65380,0.3993,0.3699
2023-09-30,189.59100,21.36900,168.22200,27.30800,90.77600,129.69700,38.52500,-29.43500,9.09000,12.26200,-3.17200,-3.17200,,-3.17200,60.89200,38.52500,165.27500,165.27500,-0.02000,-0.02000,0.82910,0.46060,0.86300,88.72890,20.32010,20.32010,4.79450,-1.67310,0.05970,2.04890,43.92550,-0.22740,0.27030,-0.09980,-0.12260,8.41250,0.4142,0.3833
2023-06-30,185.03400,21.95800,163.07600,24.08100,94.25600,130.43100,32.64500,-29.43000,3.21500,2.95500,0.26000,0.26000,,0.26000,56.45400,32.64500,164.19300,165.38600,0.00160,0.00160,0.75760,0.46010,0.86100,88.13300,17.64270,17.64270,1.73750,0.14050,0.05820,2.16560,41.55970,0.01860,-0.02170,0.00820,0.01000,8.49160,0.296,0.2679
2023-03-31,185.97600,21.83000,164.14600,23.79100,91.51700,128.31300,35.83300,-28.67000,7.16300,12.78400,-5.62100,-5.62100,,-5.62100,60.51700,35.83300,162.77300,162.77300,-0.03000,-0.03000,0.72970,0.46250,0.86930,88.26190,19.26750,19.26750,3.85160,-3.02240,0.05830,1.70030,52.93260,-0.40560,0.45640,-0.17610,-0.21800,8.46720,0.00490,-0.01620
2022-12-31,187.06900,21.62600,165.44300,24.23800,100.23000,137.40600,28.03700,-28.91800,-0.88100,9.53000,-10.41100,-10.41110,,-10.41100,51.17300,28.03700,160.84100,160.84100,-0.07000,-0.07000,0.67320,0.46550,0.87770,88.43950,14.98750,14.98750,-0.47090,-5.56530,0.05850,1.84870,48.68360,-0.76010,0.83000,-0.32530,-0.40630,8.45840,0.2982,0.2053
2022-09-30,179.39600,20.19100,159.20500,22.56200,107.37100,421.68400,-262.47900,-25.59900,-288.07800,4.14100,-292.21900,-292.21900,,-292.21900,44.41690,-262.47900,161.11100,161.11100,-1.81000,-1.81000,1.46600,0.54610,1.21830,88.74500,-146.31270,-146.31270,-160.58220,-162.89050,0.05160,1.91590,46.97460,-22.47040,22.76740,-8.40070,-10.20000,8.06050,0.1555,0.143
2022-06-30,176.03400,19.10800,156.92600,22.10800,105.89800,753.50400,-596.57800,-17.67500,-614.25300,7.87100,-622.12400,-622.12400,,-622.12400,47.59110,-596.57800,160.66300,160.66300,-3.87000,-3.87000,2.15050,0.53550,1.16530,89.14530,-338.89930,-338.89930,-348.94000,-353.41130,0.04320,2.07840,43.30310,-38.45480,47.61800,-15.25350,-17.86130,10.05660,0.255,0.2404
