Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1224.00000,516.00000,708.00000,422.00000,-128.00000,788.00000,-80.00000,-24.00000,-104.00000,-25.00000,-79.00000,-79.00000,-83.00000,157.00000,-80.00000,114.00000,114.00000,-0.73000,-0.73000,1.59020,0.41090,0.70250,57.84310,-6.53590,-6.53590,-8.49670,-6.78100,0.08920,3.08980,1.22400,73.52940,-1.64620,-7.05990,-0.57560,-0.79240,51.97350,2.693,0.9035
2024-06-30,1238.00000,523.00000,715.00000,426.00000,-17.00000,676.00000,39.00000,-26.00000,13.00000,6.00000,7.00000,7.00000,-14.00000,272.00000,39.00000,114.00000,114.00000,-0.13000,-0.13000,1.51110,0.40680,0.69070,57.75440,3.15020,3.15020,1.05010,-1.13090,0.08920,3.53380,1.18920,75.67850,0.14260,0.64520,0.05050,0.06940,52.93810,3.5767,1.6291
2024-03-31,1262.00000,531.00000,731.00000,424.00000,-6.00000,664.00000,67.00000,-9.00000,58.00000,20.00000,38.00000,38.00000,12.00000,301.00000,67.00000,113.00000,117.00000,0.11000,0.10000,1.57900,0.40950,0.69790,57.92390,5.30900,5.30900,4.59590,0.95090,0.09100,2.88590,1.21810,73.88270,0.77080,3.43580,0.27410,0.37370,53.13270,1.91450,-0.09400
2023-12-31,1312.00000,607.00000,705.00000,446.00000,-550.00000,1229.00000,-524.00000,-24.00000,-548.00000,-45.00000,-503.00000,-503.00000,-524.00000,-290.00000,-524.00000,113.00000,113.00000,-4.64000,-4.65000,1.40200,0.40490,0.68480,53.73480,-39.93900,-39.93900,-41.76830,-39.93900,0.09420,2.91830,1.21710,73.94820,-10.21940,-45.27450,-3.61320,-4.99210,53.06200,1.9381,-0.761
2023-09-30,1278.00000,567.00000,711.00000,432.00000,-6.00000,663.00000,48.00000,-17.00000,31.00000,27.00000,4.00000,4.00000,-17.00000,273.00000,48.00000,113.00000,113.00000,-0.16000,-0.16000,1.26600,0.37080,0.59290,55.63380,3.75590,3.75590,2.42570,-1.33020,0.08870,3.13260,1.18220,76.12680,0.07350,0.36970,0.02780,0.03860,57.67260,3.6194,1.1681
2023-06-30,1267.00000,568.00000,699.00000,436.00000,-5.00000,666.00000,33.00000,-18.00000,15.00000,15.00000,,,-19.00000,257.00000,33.00000,113.00000,113.00000,-0.17000,-0.17000,1.36620,0.37200,0.60150,55.16970,2.60460,2.60460,1.18390,-1.49960,0.08790,2.62960,1.14450,78.63460,,,,,57.84960,4.1416,1.5044
2023-03-31,1303.00000,592.00000,711.00000,439.00000,-11.00000,682.00000,29.00000,-4.00000,25.00000,13.00000,12.00000,12.00000,-9.00000,261.00000,29.00000,113.00000,113.00000,-0.08000,-0.08000,1.55350,0.38060,0.61750,54.56640,2.22560,2.22560,1.91860,-0.69070,0.08960,2.20070,1.15210,78.11970,0.21810,1.06480,0.08250,0.11300,58.18580,0.40710,-2.52210
2022-12-31,1357.00000,662.00000,695.00000,469.00000,-14.00000,720.00000,-25.00000,-12.00000,-37.00000,-8.00000,-29.00000,-29.00000,-44.00000,213.00000,-25.00000,114.00000,114.00000,-0.38000,-0.37000,1.33950,0.36100,0.56790,51.21590,-1.84230,-1.84230,-2.72660,-3.24240,0.09330,2.47010,1.14900,78.32720,-0.52450,-2.51520,-0.19930,-0.28060,58.95540,2.2281,-0.9912
2022-09-30,1392.00000,703.00000,689.00000,462.00000,-4.00000,700.00000,-11.00000,-2.00000,-13.00000,-3.00000,-10.00000,-10.00000,-25.00000,224.00000,-11.00000,114.00000,114.00000,-0.22000,-0.22000,1.48050,0.35040,0.54170,49.49710,-0.79020,-0.79020,-0.93390,-1.79600,0.09610,2.78970,1.12170,80.23710,-0.17810,-0.80390,-0.06910,-0.09710,58.68420,1.5759,-0.8545
2022-06-30,1349.00000,620.00000,729.00000,427.00000,-10.00000,666.00000,63.00000,3.00000,66.00000,27.00000,39.00000,39.00000,18.00000,290.00000,63.00000,115.00000,116.00000,0.15000,0.15000,1.66210,0.33930,0.51520,54.04000,4.67010,4.67010,4.89250,1.33430,0.09470,2.91080,1.11300,80.85990,0.68800,2.99540,0.27380,0.38210,59.14910,3.0431,0.8448
