,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-23,2024-09-30,$0.21,$0.27
1,2024-07-24,2024-06-30,$0.17,$0.22
2,2024-04-24,2024-03-31,$0.11,$0.13
3,2024-01-31,2023-12-31,$0.14,$0.19
4,2023-11-01,2023-09-30,$0.18,$0.22
5,2023-07-26,2023-06-30,$0.15,$0.23
6,2023-04-26,2023-03-31,$0.14,$0.08
7,2023-02-01,2022-12-31,$0.13,$0.23
8,2022-10-26,2022-09-30,$0.09,$0.18
9,2022-07-27,2022-06-30,$0.12,$0.12
10,2022-04-27,2022-03-31,$0.06,$0.08
11,2022-02-02,2021-12-31,$0.20,$0.20
12,2021-10-27,2021-09-30,$0.19,$0.18
13,2021-07-28,2021-06-30,$0.19,$0.18
14,2021-04-21,2021-03-31,$0.13,$0.15
15,2021-01-27,2020-12-31,$0.17,$0.18
16,2020-10-21,2020-09-30,$0.14,$0.16
17,2020-07-22,2020-06-30,$0.09,$0.14
18,2020-04-22,2020-03-31,$0.34,$0.31
19,2020-01-29,2019-12-31,$0.38,$0.38
20,2019-10-23,2019-09-30,$0.48,$0.50
21,2019-07-24,2019-06-30,$0.46,$0.46
22,2019-04-24,2019-03-31,$0.43,$0.44
23,2019-01-30,2018-12-31,$0.49,$0.48
24,2018-10-24,2018-09-30,$0.63,$0.64
25,2018-07-25,2018-06-30,$0.59,$0.59
26,2018-04-25,2018-03-31,$0.57,$0.57
27,2018-01-31,2017-12-31,$0.58,$0.58
28,2017-10-23,2017-09-30,$0.44,$0.48
29,2017-07-24,2017-06-30,$0.50,$0.52
30,2017-04-19,2017-03-31,$0.39,$0.42
31,2017-01-25,2016-12-31,$0.41,$0.41
32,2016-10-19,2016-09-30,$0.38,$0.38
33,2016-07-20,2016-06-30,$0.35,$0.35
34,2016-04-20,2016-03-31,$0.37,$0.37
35,2016-01-27,2015-12-31,$0.65,$0.65
36,2015-10-21,2015-09-30,$0.83,$0.83
37,2015-07-22,2015-06-30,$0.78,$0.82
38,2015-04-22,2015-03-31,$0.88,$0.85
39,2015-01-28,2014-12-31,$1.53,$1.51
