Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5.22200,2.03300,-7.25500,-32.96200,-40.21700,-40.21700,-40.21700,-40.21700,-7.75800,-7.25500,66.70110,66.70110,-0.60000,-0.60000,0.92490,-324.09530,-324.09540,-68.37880,-324.09540,0.19830,-0.0761,-0.0761
2024-06-30,4.11400,1.82100,-5.93500,1.67300,-4.26200,-4.26200,-4.26200,-4.26200,-6.13800,-5.93500,59.71030,59.71030,-0.07000,-0.07000,3.61890,-8.32000,-8.32000,-6.60150,-8.32000,0.81890,-0.073,-0.073
2024-03-31,4.07500,2.17800,-6.25300,0.55200,-5.70100,-5.70100,-5.70100,-5.70100,-6.38100,-6.25300,49.03860,49.03860,-0.12000,-0.12000,3.40040,-17.08730,-17.08730,-14.22260,-17.08730,0.68040,-0.10520,-0.10520
2023-12-31,3.99900,1.65200,-5.65100,-1.00200,-6.65300,-6.65300,-6.65300,-6.65300,-5.75000,-5.65100,48.02530,48.02530,-0.13000,-0.13000,4.06990,-17.19830,-17.19830,-14.60500,-17.19830,0.78880,-0.1152,-0.1152
2023-09-30,3.96500,1.59500,-5.56000,-0.44000,-6.00000,-6.00000,-6.00000,-6.00000,-5.77500,-5.56000,48.97120,48.97120,-0.12000,-0.12000,4.53400,-13.54740,-13.54740,-11.55130,-13.54740,0.90310,-0.1025,-0.1025
2023-06-30,3.96800,1.65400,-5.62200,-0.88100,-6.50300,-6.50300,-6.50300,-6.50300,-5.84400,-5.62200,47.49740,47.49740,-0.14000,-0.14000,4.82440,-13.14190,-13.14190,-11.20420,-13.14190,1.01200,-0.1065,-0.1065
2023-03-31,4.59400,1.98000,-6.57400,-1.29900,-7.87300,-7.87300,-7.87300,-7.87300,-6.78100,-6.57400,46.55620,46.55620,-0.17000,-0.17000,4.28840,-16.11110,-16.11110,-13.52820,-16.11110,1.04930,-0.17420,-0.17490
2022-12-31,4.08000,1.58600,-5.66600,-4.15000,-9.81600,-9.81600,-9.81600,-9.81600,-5.75400,-5.66600,46.55350,46.55350,-0.21000,-0.21000,4.06100,-17.49270,-17.49270,-14.38450,-17.49270,1.20540,-0.1621,-0.1617
2022-09-30,10.36500,2.10800,-12.47300,-2.35800,-14.83100,-14.83100,-14.83100,-14.83100,-12.46200,-12.47300,46.55350,46.55350,-0.32000,-0.32000,3.66810,-22.92950,-22.92950,-18.45850,-22.92950,1.38940,-0.1489,-0.1545
2022-06-30,4.92300,2.09000,-7.01300,-1.35000,-8.36300,-8.36300,-8.36300,-8.36300,-6.88100,-7.01300,46.55350,46.55350,-0.18000,-0.18000,5.79810,-10.40360,-10.40360,-9.03710,-10.40360,1.72670,-0.1315,-0.1316
2022-03-31,5.10000,2.31300,-7.41300,-0.88400,-8.29700,-8.29700,-8.29700,-8.29700,-7.27100,-7.41300,46.55350,46.55350,-0.18000,-0.18000,6.94730,-9.24750,-9.24750,-8.19130,-9.24750,1.92730,-0.13800,-0.13800
2021-12-31,4.78800,2.02200,-6.81000,-2.42600,-9.23600,-9.23600,-9.23600,-9.23600,-6.68500,-6.81000,41.85410,41.85410,-0.17000,-0.17000,7.35780,-9.50580,-9.50580,-8.43820,-9.50580,2.08710,-0.1978,-0.1979
2021-09-30,6.99100,2.05600,-9.04700,-1.62600,-10.67300,-10.67300,-10.67300,-10.67300,-8.90100,-9.04700,43.94700,43.94700,-0.24000,-0.24000,6.96660,-10.15050,-10.15050,-8.94460,-10.15050,2.25900,-0.1721,-0.1721
2021-06-30,9.10600,2.18400,-11.29000,-0.46200,-11.75200,-11.75200,-11.75200,-11.75200,-11.09400,-11.29000,42.24710,42.24710,-0.28000,-0.28000,5.59220,-12.19050,-12.19050,-10.74280,-12.19050,2.27250,-0.2527,-0.2527
2021-03-31,8.23000,3.25300,-11.48300,-0.09700,-11.58000,-11.58000,-11.58000,-11.58000,-11.25100,-11.48300,34.51510,34.51510,-0.34000,-0.34000,4.94460,-12.26890,-12.26890,-10.60090,-12.26890,2.46370,-0.25460,-0.25460
2020-12-31,7.19100,2.68800,-9.87900,37.22600,27.34700,27.34700,27.34700,27.34700,-9.62700,-9.87900,29.47890,29.47890,0.93000,0.93000,3.73170,37.90400,37.90400,31.97400,37.90400,2.54280,-0.2791,-0.279
2020-09-30,6.61900,3.22600,-9.84500,0.04900,-9.79600,-9.79600,-9.79600,-9.79600,-9.58600,-9.84500,29.50030,29.50030,-0.33000,-0.33000,4.37540,-23.13110,-23.13110,-17.53610,-23.13110,1.50930,-0.2605,-0.2631
2020-06-30,7.85700,2.91000,-10.76700,0.15600,-10.61100,-10.61100,-10.61100,-10.61100,-10.61200,-10.76700,29.42800,29.42800,-0.36000,-0.36000,5.24200,-20.87140,-20.87140,-16.53400,-20.87140,1.81340,-0.3222,-0.3222
2020-03-31,10.16300,3.10600,-13.26900,0.33400,-12.93500,-12.93500,-12.93500,-12.93500,-13.14900,-13.26900,29.41100,29.41100,-0.44000,-0.44000,5.96340,-21.54580,-21.54580,-17.52780,-21.54580,2.14770,-0.31800,-0.31800
2019-12-31,8.92000,2.52000,-11.44000,0.39300,-11.04700,-11.04700,-11.04700,-11.04700,-11.33400,-11.44000,29.34980,29.34980,-0.38000,-0.38000,7.75980,-15.53490,-15.53490,-13.20680,-15.53490,2.54390,-0.2913,-0.2914
2019-09-30,8.99600,2.51700,-11.51300,0.50900,-11.00400,-11.00400,-11.00400,-11.00400,-11.50800,-11.51300,29.38900,29.38900,-0.37000,-0.37000,9.22700,-13.68440,-13.68440,-11.90010,-13.68440,2.73470,-0.3592,-0.3593
2019-06-30,10.64000,2.95600,-13.59600,0.61800,-12.97800,-12.97800,-12.97800,-12.97800,-13.62400,-13.59600,29.30900,29.30900,-0.44000,-0.44000,9.17070,-14.47570,-14.47570,-12.58580,-14.47570,3.05490,-0.3142,-0.3142
2019-03-31,9.41900,2.88600,-12.30500,0.66200,-11.64300,-11.64300,-11.64300,-11.64300,-12.28900,-12.30500,29.29200,29.29200,-0.40000,-0.40000,12.39190,-11.56240,-11.56240,-10.36690,-11.56240,3.43360,-0.30690,-0.30750
2018-12-31,8.39400,2.77700,-11.17100,0.66200,-10.50900,-10.50900,-10.50900,-10.50900,-11.16200,-11.17100,27.51000,27.51000,-0.32000,-0.32000,16.44930,-9.52450,-9.52450,-8.88850,-9.52450,3.76270,-0.3646,-0.37
2018-09-30,8.37400,2.77500,-11.14900,0.65100,-10.49800,-10.49800,-10.49800,-10.49800,-11.12600,-11.14900,29.08700,29.08700,-0.36000,-0.36000,16.07280,-8.83320,-8.83320,-8.25170,-8.83320,4.05870,-0.3684,-0.3739
2018-06-30,9.71500,2.54300,-12.25800,0.62700,-11.63100,-11.63100,-11.63100,-11.63100,-12.22600,-12.25800,28.98000,28.98000,-0.40000,-0.40000,13.74710,-9.12960,-9.12960,-8.43320,-9.12960,4.36330,-0.2678,-0.2695
2018-03-31,12.10300,2.54100,-14.64400,0.34300,-14.30100,-14.30100,-14.30100,-14.30100,-14.46900,-14.64400,22.58100,22.58100,-0.63000,-0.63000,13.68970,-10.42130,-10.42130,-9.61810,-10.42130,4.70230,-0.48910,-0.48940
2017-12-31,9.68900,2.50000,-12.18900,0.26000,-11.92900,-11.92900,-11.92900,-11.92900,-11.98800,-12.18900,20.48900,20.48900,-0.58000,-0.58000,10.17220,-14.06140,-14.06140,-12.58670,-14.06140,4.03190,-0.5369,-0.5364
2017-09-30,10.73300,2.21100,-12.94400,0.22700,-12.71700,-12.71700,-12.71700,-12.71700,-12.79700,-12.94400,20.50100,20.50100,-0.62000,-0.62000,10.11300,-13.56670,-13.56670,-12.13590,-13.56670,4.47560,-0.5212,-0.5233
2017-06-30,12.38600,2.78800,-15.17400,0.19300,-14.98100,-14.98100,-14.98100,-14.98100,-15.06000,-15.17400,20.42700,20.42700,-0.73000,-0.73000,11.72870,-14.29730,-14.29730,-12.97200,-14.29730,5.00510,-0.5709,-0.5768
2017-03-31,13.49700,2.72000,-16.21700,0.18100,-16.03600,-16.03600,-16.03600,-16.03600,-16.03200,-16.21700,20.34900,20.34900,-0.79000,-0.79000,16.24420,-13.56400,-13.56400,-12.61670,-13.56400,5.64720,-0.62650,-0.63190
2016-12-31,9.13300,2.11600,-11.24900,0.16300,-11.08600,-11.08600,-11.08600,-11.08600,-10.93500,-11.24900,15.42200,15.42200,3.97000,3.97000,22.88580,-8.34780,-8.34780,-7.91010,-8.34780,6.34740,-0.8922,-0.9562
