Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.39700,4.22400,-12.62100,0.50700,-12.11400,-12.11400,-12.11400,-12.11400,-12.54200,-12.62100,52.02800,52.02800,-0.23000,-0.23000,15.83180,0.00240,0.00390,-6.39710,-6.39710,-6.06880,-6.38170,,-0.2366,-0.2366
2024-06-30,9.75500,3.46400,-13.21900,2.84000,-10.37900,-10.37900,-10.37900,-10.37900,-13.14100,-13.21900,52.02800,52.02800,-0.20000,-0.20000,19.59900,0.00250,0.00380,-5.22410,-5.22410,-5.01460,-5.21100,,-0.191,-0.1911
2024-03-31,8.65800,2.87000,-11.52800,3.86200,-7.66600,-7.66600,-7.66600,-7.66600,-11.44800,-11.52800,52.02800,52.02800,-0.15000,-0.15000,22.05860,0.00270,0.00430,-3.65490,-3.65490,-3.52330,-3.64510,,-0.18440,-0.18470
2023-12-31,8.25100,2.90800,-11.15900,-0.11300,-11.27200,-11.27200,-11.27200,-11.27200,-11.08100,-11.15900,52.02300,52.02300,-0.21000,-0.21000,24.48720,0.00290,0.00440,-5.14780,-5.14780,-4.98100,-5.13300,,-0.1554,-0.1558
2023-09-30,7.08800,2.63100,-9.71900,4.07000,-5.64900,-5.64900,-5.64900,-5.64900,-9.63900,-9.71900,52.02100,52.02100,-0.11000,-0.11000,26.74290,0.00290,0.00410,-2.50210,-2.50210,-2.42900,-2.49480,,-0.1988,-0.199
2023-06-30,7.17600,2.74900,-9.92500,2.19600,-7.72900,-7.72900,-7.72900,-7.72900,-9.84500,-9.92500,52.02100,52.02100,-0.15000,-0.15000,25.37730,0.00310,0.00430,-3.31740,-3.31740,-3.21680,-3.30700,,-0.1542,-0.1551
2023-03-31,7.30600,3.11300,-10.41900,-0.51800,-10.93700,-10.93700,-10.93700,-10.93700,-10.34200,-10.41900,52.02100,52.02100,-0.21000,-0.21000,24.81430,0.00330,0.00470,-4.52260,-4.52260,-4.38780,-4.50790,,-0.13240,-0.13280
2022-12-31,6.91000,2.26200,-9.17200,-7.41400,-16.58600,-16.58600,-16.58600,-16.58600,-9.15900,-9.17200,52.02100,52.02100,-0.31900,-0.31900,37.07460,,,-6.63930,-6.63930,-6.52060,-6.63930,4.80220,-0.132,-0.1323
2022-09-30,4.62000,2.00600,-6.62600,6.18500,-0.44100,-0.44100,-0.44100,-0.44100,-6.61400,-6.62600,52.02090,52.02090,-0.01000,-0.01000,76.82100,,,-0.17180,-0.17180,-0.16950,-0.17180,,-0.1546,-0.155
2022-06-30,4.24000,2.51000,-6.75000,7.08400,0.33400,0.33400,0.33400,0.33400,-6.73900,-6.75000,52.02100,52.02100,0.01000,0.01000,86.02040,,,0.12690,0.12690,0.12540,0.12690,,-0.1016,-0.1021
2022-03-31,4.71400,3.29200,-8.00600,2.24300,-5.76300,-5.76300,-5.76300,-5.76300,-7.99500,-8.00600,52.02090,52.02090,-0.11100,-0.11100,67.25600,,,-2.13860,-2.13860,-2.10680,-2.13860,,-0.11540,-0.11550
2021-12-31,3.35100,3.27000,-6.62100,2.53000,-4.09100,-4.09100,-4.09100,-4.09100,-6.61200,-6.62100,43.68300,43.68300,-0.08500,-0.08500,101.79770,,,-1.47600,-1.47600,-1.46150,-1.47600,5.32810,-0.1284,-0.129
2021-09-30,2.55600,2.11000,-4.66600,2.82900,-1.83700,-1.83700,-1.83700,-1.83700,-4.66000,-4.66600,52.02100,52.02100,-0.03500,-0.03500,140.46290,,,-0.64770,-0.64770,-0.64310,-0.64770,5.45170,-0.1638,-0.1647
2021-06-30,1.95400,0.71900,-2.67300,0.54800,-2.12500,-2.12500,-2.12500,-2.12500,-2.67000,-2.67300,40.10000,40.10000,-0.05300,-0.05300,63.76070,,,-0.73730,-0.73730,-0.72570,-0.73730,5.54060,-0.0219,-0.022
2021-03-31,0.69200,0.44800,-1.14000,-0.00900,-1.14900,-1.14900,-1.14900,-1.14900,-1.13900,-1.14000,30.36900,30.36900,-0.03800,-0.03800,4.46170,,,-26.62800,-26.62800,-20.68040,-26.62800,0.08540,-0.03580,-0.03650
2020-12-31,0.23300,0.09200,-0.32500,,-0.32500,-0.32500,-0.32500,-0.32500,-0.32500,-0.32500,28.35900,28.35900,-0.01200,-0.01200,24.03250,,,-5.73600,-5.73600,-5.49730,-5.73600,0.07460,-0.0051,-0.0051
2020-09-30,0.05500,0.00500,-0.06000,,-0.06000,-0.06000,-0.06000,-0.06000,-0.06000,-0.06000,28.00000,28.00000,-0.00200,-0.00200,,,,,,,,,-0.0028,-0.0028
2020-06-30,0.03900,0.00300,-0.04200,,-0.04200,-0.04200,-0.04200,-0.04200,-0.04200,-0.04200,28.00000,28.00000,-0.00200,-0.00200,,,,,,,,,-0.0022,-0.0022
2020-03-31,0.01100,0.00800,-0.01900,,-0.01900,-0.01900,-0.01900,-0.01900,-0.01900,-0.01900,70.00000,70.00000,0.00000,0.00000,,,,,,,,,-0.00150,-0.00150
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
