Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,132.90600,81.34400,51.56200,30.96700,30.96700,20.59500,5.01800,25.61300,6.36200,19.25100,19.25100,19.25100,20.79100,20.59500,56.76900,59.31500,0.34000,0.32000,3.28450,0.00000,0.00010,38.79580,15.49590,15.49590,19.27150,14.48470,0.37630,1.25330,1.69090,53.22560,7.63570,7.87910,5.45130,7.63550,4.44410,0.1566,0.1493
2024-06-30,144.11600,85.37900,58.73700,28.75600,28.75600,29.98100,-4.47200,25.50900,6.41600,19.09300,19.09300,19.09300,30.16300,29.98100,56.70520,59.23520,0.34000,0.32000,3.31030,0.00000,0.00010,40.75680,20.80340,20.80340,17.70030,13.24840,0.44610,1.87820,1.82680,49.26720,8.22950,8.51550,5.91050,8.22920,4.08640,0.4544,0.4496
2024-03-31,111.69800,64.52100,47.17700,28.21800,28.21800,18.95900,-0.94400,18.01500,3.77700,14.23800,14.23800,14.23800,19.12100,18.95900,56.58960,58.74660,0.25000,0.24000,3.37590,0.00000,0.00010,42.23620,16.97340,16.97340,16.12830,12.74690,0.38640,1.13670,1.92980,46.63730,6.79000,7.05200,4.92590,6.78970,3.69930,-0.00450,-0.00670
2023-12-31,106.14400,66.34100,39.80300,34.38100,34.38100,5.42200,2.54100,7.96300,1.19000,6.77300,6.77300,6.77300,5.57900,5.42200,56.42790,58.74730,0.12000,0.10000,3.18380,0.00010,0.00010,37.49910,5.10820,5.10820,7.50210,6.38100,0.37150,1.30700,2.11920,42.46820,3.34570,3.47970,2.37080,3.34550,3.55780,0.643,0.6418
2023-09-30,138.06400,81.89300,56.17100,32.64900,32.64900,23.52200,-4.34700,19.17500,4.01100,15.16400,15.16400,15.16400,23.68500,23.52200,56.49400,59.27200,0.27000,0.26000,3.34020,0.00010,0.00020,40.68480,17.03700,17.03700,13.88850,10.98330,0.51420,1.62550,1.73500,51.87400,7.87320,8.20510,5.64810,7.87260,3.39350,0.738,0.7373
2023-06-30,139.64500,88.55100,51.09400,30.24900,30.24900,20.84500,1.41100,22.25600,4.26900,17.98700,17.98700,17.98700,21.02000,20.84500,56.32500,58.85410,0.32000,0.31000,3.12630,0.00010,0.00020,36.58850,14.92710,14.92710,15.93760,12.88050,0.56900,1.54900,1.55870,57.73870,10.46940,10.96680,7.32900,10.46830,3.04420,0.2785,0.2781
2023-03-31,109.75900,76.09800,33.66100,26.95700,26.95700,6.70400,1.82200,8.52600,1.82100,6.70500,6.70500,6.70500,6.86900,6.70400,56.04690,57.35140,0.12000,0.12000,3.32320,0.00010,0.00030,30.66810,6.10790,6.10790,7.76790,6.10880,0.52880,1.18570,1.73700,51.81360,4.48000,4.72600,3.23010,4.47930,2.66290,0.16450,0.15670
2022-12-31,91.99100,69.55800,22.43300,27.28800,27.28800,-4.85500,2.06100,-2.79400,0.01600,-2.81000,-2.81000,-2.81000,2.31800,-4.85500,55.73260,56.12370,-0.05000,-0.05000,3.21860,0.00020,0.00030,24.38610,-5.27770,-5.27770,-3.03730,-3.05460,0.46520,0.82690,2.12210,42.41180,-1.99160,-2.10800,-1.42090,-1.99120,2.51870,0.1265,0.1251
2022-09-30,124.04300,91.46700,32.57600,23.96000,23.96000,8.61600,0.47800,9.09400,1.83600,7.25800,7.25800,7.25800,9.11300,8.61600,55.78600,56.58000,0.13000,0.13000,2.93350,0.06310,0.06750,26.26190,6.94600,6.94600,7.33130,5.85120,0.56800,1.22840,1.88750,47.68130,5.12520,5.72380,3.32360,4.80210,2.53230,0.2767,0.276
2022-06-30,115.30500,86.01600,29.28900,24.25700,24.25700,5.03200,-3.33800,1.69400,0.55500,1.13900,1.13900,1.13900,5.50700,5.03200,55.62690,55.80450,0.02000,0.02000,2.98930,0.14440,0.16900,25.40130,4.36410,4.36410,1.46910,0.98780,0.52940,1.22770,1.57320,57.20960,0.87260,0.98690,0.52290,0.74660,2.34550,-0.1932,-0.2042
