Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,13.21400,6.90400,6.31000,3.38900,3.38900,2.92100,0.08700,3.00800,0.74100,2.26700,2.26700,2.26700,3.19900,2.92100,2.75200,2.80100,0.82000,0.81000,4.66350,47.75240,22.10540,22.10540,22.76370,17.15610,0.41930,0.72270,2.18120,41.26080,8.64610,8.65930,7.19320,8.64610,9.31440,0.7943,0.6263
2024-06-30,11.80800,6.30700,5.50100,3.39400,3.39400,2.10700,0.03900,2.14600,0.40200,1.74400,1.74400,1.74400,2.32700,2.10700,2.72900,2.78000,0.64000,0.63000,4.59620,46.58710,17.84380,17.84380,18.17410,14.76970,0.41600,0.67520,2.27950,39.48170,7.37110,7.38360,6.14470,7.37110,8.42290,0.706,0.3919
2024-03-31,11.18500,6.40600,4.77900,2.99000,2.99000,1.78900,0.07400,1.86300,0.37700,1.48600,1.48600,1.48600,2.01300,1.78900,2.71600,2.78500,0.55000,0.53000,4.09790,42.72690,15.99460,15.99460,16.65620,13.28570,0.41760,0.69930,1.99950,45.01210,6.84320,6.85580,5.54850,6.84320,7.75810,0.53720,0.49340
2023-12-31,10.77300,6.08000,4.69300,4.75300,4.75300,-0.06000,0.11300,0.05300,-0.02000,0.07300,0.07300,0.07300,0.17300,-0.06000,2.70400,2.77400,0.02000,0.04000,4.14850,43.56260,-0.55690,-0.55700,0.49200,0.67760,0.44320,0.68440,2.24340,40.11700,0.36690,0.36780,0.30040,0.36690,7.14110,0.7644,0.5074
2023-09-30,10.88800,6.23000,4.65800,2.62500,2.62500,2.03300,0.01300,2.04600,0.46000,1.58600,1.58600,1.58600,2.23800,2.03300,2.70400,2.76000,0.59000,0.57000,4.24950,42.78100,18.67190,18.67190,18.79130,14.56650,0.49980,0.69520,2.16420,41.58620,8.93370,8.96300,7.28020,8.93370,6.36760,0.5363,0.4429
2023-06-30,10.14000,5.92100,4.21900,2.65400,2.65400,1.56500,0.01700,1.58200,0.30500,1.27700,1.27700,1.27700,1.76900,1.56500,2.69800,2.71100,0.47000,0.47000,3.37510,41.60750,15.43390,15.43390,15.60160,12.59370,0.48530,0.67960,1.76500,50.99110,7.94100,7.97630,6.11150,7.94100,5.89910,0.184,0.1015
2023-03-31,9.36700,6.17100,3.19600,2.43500,2.43500,0.76100,-0.04200,0.71900,0.16600,0.55300,0.55300,0.55300,0.96900,0.76100,2.67800,2.70100,0.21000,0.20000,2.78480,34.11980,8.12430,8.12430,7.67590,5.90370,0.45930,0.72890,1.70310,52.84510,3.75020,3.77190,2.71140,3.75020,5.40940,0.10330,0.07440
2022-12-31,8.67300,5.58000,3.09300,2.26500,2.26500,0.82800,-0.23500,0.59500,0.40500,0.19000,0.19000,0.19000,1.02700,0.82800,2.67600,2.69300,0.07000,0.07000,2.94770,35.66240,9.54690,9.54690,6.86040,2.19070,0.45000,0.74220,1.66880,53.92950,1.32490,1.33400,0.98580,1.32490,5.25890,0.308,0.2082
2022-09-30,8.41700,5.68800,2.72900,2.09900,2.09900,0.63000,-0.01400,0.61400,0.11100,0.50300,0.50300,0.50300,0.81600,0.63000,2.67600,2.67600,0.19000,0.19000,2.87390,32.42250,7.48480,7.48480,7.29480,5.97600,0.35390,0.77940,1.57740,57.05600,,2.66820,2.11510,2.65240,6.95420,0.0901,-0.0101
2022-06-30,7.06400,4.41200,2.65200,2.04900,2.04900,0.60300,-0.01100,0.59200,0.10600,0.48600,0.48600,0.48600,0.78200,0.60300,2.67600,2.67600,0.18000,0.18000,,37.54250,8.53620,8.53620,8.38050,6.88000,,,,,,,,,,0.42,0.3497
2022-03-31,7.69100,4.81900,2.87200,2.05800,2.05800,0.81400,-0.02000,0.79400,0.17500,0.61900,0.61900,0.61900,0.97500,0.81400,2.67600,2.67600,0.23000,0.23000,,37.34240,10.58380,10.58380,10.32380,8.04840,,,,,,,,,,-0.05980,-0.13710
2021-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,-0.5139,-0.2283
2021-09-30,7.17300,4.63600,2.53700,1.71600,1.71600,0.82100,-0.02100,0.80000,0.16200,0.63800,0.63800,0.63800,0.82100,0.82100,2.65830,2.65830,0.24000,0.24000,5.39730,35.36870,11.44570,11.44570,11.15290,8.89450,0.38040,0.92590,1.60970,55.90970,,3.87870,3.38370,3.84010,,0.5139,0.2283
