Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,112.21400,20.10900,92.10500,26.05700,46.39900,-29.30700,101.76300,-9.65800,2.45700,-7.20100,5.49200,-12.69300,-12.69300,-12.69300,-9.25900,-9.65800,71.72700,71.72700,-0.18000,-0.18000,3.24420,82.07980,-8.60680,-8.60680,-6.41720,-11.31140,0.20210,0.70120,4.50880,19.96120,-2.90450,-3.01850,-2.28580,-2.90450,6.05620,-0.0324,-0.0325
2024-06-30,108.63100,12.32200,96.30900,24.01700,42.39500,-30.01400,96.42600,-0.11700,2.42100,2.30400,6.21200,-3.90800,-3.90800,-3.90800,0.31300,-0.11700,71.00500,71.00500,-0.06000,-0.06000,3.57120,88.65700,-0.10770,-0.10770,2.12090,-3.59750,0.20030,0.35350,5.31180,16.94350,-0.89820,-0.93420,-0.72050,-0.89820,6.12100,0.0725,0.0728
2024-03-31,79.85800,10.58300,69.27500,26.33400,38.68200,-20.80100,85.81700,-16.54200,2.26600,-14.27600,3.42800,-17.70400,-17.70400,-17.70400,-16.07600,-16.54200,70.63300,70.63300,-0.25000,-0.25000,4.21400,86.74770,-20.71430,-20.71430,-17.87670,-22.16940,0.15370,0.38800,4.99270,18.02640,-4.09910,-4.26710,-3.40680,-4.09910,6.09860,0.05640,0.05530
2023-12-31,83.39500,9.58400,73.81100,20.05200,36.73900,-16.93900,73.73000,0.08100,2.36900,2.45000,-22.78700,25.23700,25.23700,25.23700,0.62100,0.08100,70.05900,71.92300,0.37000,0.37000,4.33980,88.50770,0.09720,0.09710,2.93780,30.26200,0.15840,0.30790,3.92150,22.95030,5.75090,5.98620,4.79500,5.75090,6.22810,0.057,0.0563
2023-09-30,67.04600,9.08800,57.95800,17.10600,34.46800,-17.31100,68.88500,-10.92700,2.42800,-8.49900,5.35600,-13.85500,-13.85500,-13.85500,-10.32400,-10.92700,70.18600,70.18600,-0.20000,-0.20000,4.78990,86.44510,-16.29780,-16.29780,-12.67640,-20.66490,0.13880,0.35520,22.04740,4.08210,-3.41990,-3.57430,-2.86820,-3.41990,5.76140,0.2397,0.2394
2023-06-30,71.47300,7.69900,63.77400,23.76700,29.17500,-13.98600,66.92800,-3.15400,1.91500,-1.23900,-16.21100,14.97200,14.97200,14.97200,-2.55200,-3.15400,69.91800,71.63500,0.21000,0.21000,5.18280,89.22810,-4.41290,-4.41290,-1.73350,20.94780,0.14760,0.32140,2.89950,31.03970,3.63700,3.80090,3.09130,3.63700,5.88050,-0.0506,-0.0511
2023-03-31,48.34500,7.03600,41.30900,15.17200,29.04500,-8.28800,52.50500,-11.19600,1.83200,-9.36400,2.90600,-12.27000,-12.27000,-12.27000,-10.60000,-11.19600,69.75200,69.75200,-0.18000,-0.18000,6.32740,85.44630,-23.15860,-23.15860,-19.36910,-25.38010,0.10920,0.30040,6.51200,13.82070,-3.14540,-3.29750,-2.77060,-3.14540,5.58610,-0.06120,-0.06150
2022-12-31,61.88400,6.71000,55.17400,14.39000,27.21500,-7.52200,49.12700,6.04700,0.79400,6.84100,2.38000,4.46100,4.46100,4.46100,6.64900,6.04700,69.38200,70.42100,0.06000,0.07000,5.16420,89.15710,9.77150,9.77150,11.05460,7.20870,0.13460,0.31070,4.88820,18.41190,1.12610,1.18050,0.97050,1.12610,5.68380,-0.1639,-0.1633
2022-09-30,99.13500,6.93700,92.19800,16.48500,24.67700,-4.62300,45.78500,46.41300,0.32200,46.73500,-177.35800,224.09300,224.09300,224.09300,46.90600,46.41300,69.44500,70.55200,3.23000,3.18000,4.28050,93.00250,46.81800,46.81800,47.14280,226.04830,0.21550,0.47450,8.88390,10.13070,58.35630,61.31000,48.72090,58.35630,5.52340,0.8911,0.8906
2022-06-30,26.97200,5.02900,21.94300,13.79800,23.84100,-3.67200,41.31100,-19.36800,0.10300,-19.26500,0.71600,-19.98100,-19.98100,-19.98100,-18.71700,-19.36800,69.29000,69.29000,-0.29000,-0.29000,4.13230,81.35470,-71.80780,-71.80780,-71.42590,-74.08050,0.12810,0.25250,3.45440,26.05370,-13.01750,-14.82890,-9.48870,-13.01750,2.21090,-0.1118,-0.1121
2022-03-31,32.18900,4.21900,27.97000,20.81700,22.21800,-8.25400,51.28900,-23.31900,0.03400,-23.28500,1.92500,-25.21000,-25.21000,-25.21000,-22.66300,-23.31900,69.13700,69.13700,-0.36000,-0.36000,3.94720,86.89300,-72.44400,-72.44400,-72.33840,-78.31870,0.13940,0.31910,1.09340,82.31380,-15.16450,-17.12120,-10.91510,-15.16450,2.39990,-0.53290,-0.53290
2021-12-31,18.74500,3.86700,14.87800,27.43300,22.74100,,51.00900,-36.13100,0.07700,-36.05400,0.27900,-36.33300,-36.33300,-36.33300,-35.46300,-36.13100,68.57700,68.57700,-0.53000,-0.53000,4.38260,79.37050,-192.75010,-192.75020,-192.33940,-193.82770,0.08050,1.05220,4.70390,19.13310,-19.63550,-21.91550,-15.60700,-19.63550,2.67940,-0.2773,-0.2809
2021-09-30,12.09500,2.76700,9.32800,19.23600,20.75900,,39.99500,-30.66700,0.00500,-30.66200,-0.11800,-30.54400,-30.54400,-30.54400,-30.00900,-30.66700,68.66300,68.66300,-0.44000,-0.44000,6.31810,77.12280,-253.55110,-253.55110,-253.50970,-252.53410,0.04780,0.49360,3.75160,23.99010,-14.26970,-15.70000,-12.07950,-14.26970,3.10720,-0.4107,-0.4115
2021-06-30,7.70400,2.46600,5.23800,23.94500,21.84800,,45.79300,-40.55500,0.00600,-40.54900,1.01400,-41.56300,-41.56300,-41.56300,-39.83800,-40.55500,68.39570,68.39570,-0.61000,-0.61000,6.31250,67.99070,-526.41490,-526.41490,-526.33700,-539.49900,0.02760,0.38650,3.02000,29.80140,-17.62750,-19.23900,-14.88600,-17.62750,3.44390,-0.566,-0.5668
2021-03-31,,,,28.68300,20.60000,,,-49.28300,0.00900,-49.27400,0.21000,-49.48400,-49.48400,-49.48400,-48.97100,-49.28300,68.26900,68.26900,-0.72000,-0.72000,7.77270,,,,,,,,,,-18.28030,-19.73870,-15.90320,-18.28030,3.96160,-0.58770,-0.58850
2020-12-31,,,,37.39800,15.50000,,,-52.89800,0.03000,-52.86800,0.78900,-53.65700,-53.65700,-53.65700,-52.33100,-52.89800,61.84300,61.84300,-0.82000,-0.82000,10.46440,,,,,,,,,,-17.20130,-17.20130,-15.35410,-17.20130,4.57280,-0.7622,-0.7634
2020-09-30,,,,31.41900,11.79900,,,-43.21800,0.04900,-43.16900,0.66700,-43.83600,-43.83600,-43.83600,-42.56900,-43.21800,65.95850,65.95850,-0.66000,-0.66000,15.20220,,,,,,,,,,-12.22730,-12.22730,-11.40340,-12.22730,5.26640,-0.3919,-0.3914
2020-06-30,,,,22.32400,9.53600,,,-31.86000,0.26600,-31.59400,5.87500,-37.46900,-37.46900,-37.46900,-31.26500,-31.86000,57.91400,57.91400,-0.65000,-0.65000,12.86950,,,,,,,,,,-14.96270,-14.96270,-13.80370,-14.96270,4.14000,-0.4789,-0.4787
2020-03-31,,,,20.90100,8.48600,,,-29.38700,0.78900,-28.59800,-2.17900,-26.41900,-26.41900,-26.41900,-28.79300,-29.38700,55.32300,55.32300,-0.48000,-0.48000,11.01520,,,,,,,,,,-12.83510,-12.83510,-11.68420,-12.83510,3.70330,-0.57470,-0.57880
2019-12-31,,,,22.88600,9.69500,,,-32.58100,1.13000,-31.45100,0.34600,-31.79700,-31.79700,-31.79700,-32.01500,-32.58100,54.04950,54.04950,-0.55000,-0.55000,8.68220,,,,,,,,,,-14.10550,-14.10550,-12.49230,-14.10550,4.10330,-0.4826,-0.5198
2019-09-30,,,,22.01400,8.43200,,,-30.44600,1.38600,-29.06000,-2.00200,-27.05800,-27.05800,-27.05800,-29.92300,-30.44600,54.83130,54.83130,-0.49000,-0.49000,9.73660,,,,,,,,,,-10.74110,-10.74110,-9.60170,-10.74110,4.59100,-0.5213,-0.5292
2019-06-30,,,,30.84800,8.44100,,,-39.28900,1.72400,-37.56500,-0.37400,-37.19100,-37.19100,-37.19100,-38.78100,-39.28900,54.47500,54.47500,-0.68000,-0.68000,9.82360,,,,,,,,,,-13.51430,-13.51430,-12.06960,-13.51430,5.01650,-0.7041,-0.688
2019-03-31,,,,59.25300,8.39400,,,-67.64700,1.80900,-65.83800,-0.01700,-65.82100,-65.82100,-65.82100,-67.17600,-67.64700,51.75800,51.75800,-1.27000,-1.27000,9.07940,,,,,,,,,,-21.47370,-21.47370,-19.01470,-21.47370,5.60440,-1.22210,-1.25230
2018-12-31,,,,36.12300,8.01100,,,-44.13400,1.72600,-42.40800,0.17200,-42.58000,-42.58000,-42.58000,-43.88000,-44.13400,29.54700,29.54700,4.58000,4.58000,7.37300,,,,,,,,,,-15.24710,-15.24710,-13.22500,-15.24710,5.64290,-1.6341,-1.7866
2018-09-30,,,,20.64400,5.51500,,,-26.15900,1.62200,-24.53700,-0.13100,-24.40600,-24.40600,-24.40600,-26.14700,-26.15900,48.18300,48.18300,-0.51000,-0.51000,12.18830,,,,,,,,,,-7.65290,-7.65290,-7.03140,-7.65290,6.38260,0.6868,0.6772
2018-06-30,,,,17.20000,4.32700,,,-21.52700,1.06600,-20.46100,-0.20200,-20.25900,-20.25900,-20.25900,-21.51500,-21.52700,18.32800,18.32800,-1.11000,-1.11000,15.72200,,,,,,,,,,-5.92720,-5.92720,-5.54850,-5.92720,6.91200,4.245,4.2584
2018-03-31,,,,12.63000,3.71000,,,-16.34000,0.30500,-16.03500,-0.05300,-15.98200,-15.98200,-15.98200,-16.33200,-16.34000,2.47900,2.47900,-6.45000,-6.45000,,,,,,,,,,,,,,,,-6.03950,-6.06980
2017-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,13.8201,13.8535
2017-09-30,,,,14.00800,2.24100,,,-16.24900,0.16900,-16.08000,-0.05100,-16.02900,-16.02900,-16.02900,-16.24100,-16.24900,1.94210,1.94210,-8.25000,-8.25000,,,,,,,,,,,,,,,,-4.3208,-4.3321
