Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.21900,1.21900,19.38100,8.23000,-26.39200,0.05400,-26.33800,-26.33800,-26.33800,-26.33800,-25.40400,-26.39200,32.23200,32.23200,-0.82000,-0.82000,20.10150,100.00000,-2165.05300,-2165.05300,-2160.62300,-2160.62300,0.00380,,,-8.89630,-8.89630,-8.10580,-8.89630,9.17600,-0.73060,-0.92960
2021-12-31,0.09200,0.09200,17.52800,7.32800,-24.76400,-0.31900,-25.08300,-25.08300,-25.08300,-25.08300,-23.65500,-24.76400,27.73000,27.73000,-0.86000,-0.86000,15.68610,100.00000,-26917.11000,-26917.11000,-27263.85000,-27263.85000,0.00030,1.95750,45.97780,-7.86040,-7.86040,-7.09590,-7.86040,9.90250,-0.7427,-0.9227
2021-09-30,1.36600,1.36600,15.84000,8.18700,-22.66100,0.42200,-22.23900,-22.23900,-22.23900,-22.23900,-22.28100,-22.66100,27.02200,27.02200,-0.82000,-0.82000,14.57250,100.00000,-1658.93100,-1658.93100,-1628.03800,-1628.03800,0.00570,1.72690,52.11570,-9.92220,-9.92220,-9.24250,-9.92220,8.25050,-0.5695,-0.6664
2021-06-30,14.58000,14.58000,15.22300,6.95300,-7.59600,0.00700,-7.58900,-7.58900,-7.58900,-7.58900,-7.22600,-7.59600,26.73900,26.73900,-0.28000,-0.28000,25.20280,100.00000,-52.09880,-52.09880,-52.05080,-52.05080,0.05720,11.97040,7.51850,-3.15360,-3.15360,-2.97680,-3.15360,8.94860,-0.605,-0.6325
2021-03-31,2.00000,2.00000,12.76900,5.54300,-16.31200,-0.09400,-16.40600,-16.40600,-16.40600,-16.40600,-15.92900,-16.31200,26.69000,26.69000,-0.61000,-0.61000,19.00700,100.00000,-815.60000,-815.60000,-820.30000,-820.30000,0.00740,2.07250,43.42500,-6.76730,-6.76730,-6.07370,-6.76730,9.08190,-0.57590,-0.60000
2020-12-31,-0.97700,-0.97700,12.60500,6.84000,-20.42200,-0.12500,-20.54700,-20.54700,-20.54700,-20.54700,-20.05100,-20.42200,6.43100,6.43100,-1.85000,-1.85000,16.88100,-454.86180,2090.27600,2090.27600,2103.07100,2103.07100,-0.00340,-0.65750,-136.88840,-8.01410,-8.01410,-7.12620,-8.01410,9.60900,-1.4887,-1.5496
2020-09-30,7.42100,7.42100,11.55500,3.68200,-7.81600,-0.01700,-7.83300,-7.83300,-7.83300,-7.83300,-7.44700,-7.81600,5.19800,5.19800,-1.51000,-1.51000,,100.00000,-105.32270,-105.32270,-105.55180,-105.55180,,,,,,,,,-2.562,-2.4943
2020-06-30,3.63300,3.63300,15.72000,3.06200,-15.14900,-0.00400,-15.15300,-15.15300,-15.15300,-15.15300,-14.79000,-15.14900,5.18400,5.18400,-2.92000,-2.92000,,100.00000,-416.98320,-416.98320,-417.09330,-417.09330,,,,,,,,,-1.19,-1.2132
2020-03-31,3.53500,3.53500,13.15800,3.65400,-13.27700,0.11700,-13.16000,-13.16000,-13.16000,-13.16000,-12.93300,-13.27700,5.18400,5.18400,-2.54000,-2.54000,,100.00000,-375.58700,-375.58700,-372.27720,-372.27720,,,,,,,,,-2.67550,-2.81460
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
