Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-03-31,0.73400,0.27900,0.45500,0.23100,0.77000,,1.06000,-0.60500,-0.07500,-0.68000,-0.68000,-0.68000,,-0.68000,-0.52000,-0.60500,5.51080,5.51080,-0.09000,-0.09000,2.47180,0.38610,0.62880,61.98910,-82.42510,-82.42510,-92.64300,-92.64300,0.22380,0.69580,1.26120,71.36240,-49.49060,-414.63410,-20.73800,-30.38430,0.22830,-0.11960,-0.11960
2016-12-31,0.74600,0.36000,0.38600,0.31500,0.62100,,0.99500,-0.60900,-0.04600,-0.65500,-0.65500,-0.65500,,-0.65500,-0.49700,-0.60900,5.39760,5.39760,-0.09000,-0.09000,1.41230,0.55680,1.25640,51.74260,-81.63540,-81.63550,-87.80160,-87.80160,0.27860,0.75160,1.92270,46.80970,-98.20120,110.08410,-24.45860,-43.52160,0.12060,-0.099,-0.099
2016-09-30,0.47500,0.15900,0.31600,0.24100,0.65200,,0.95300,-0.63700,-0.06900,-0.70600,-0.70600,-0.70600,,-0.70600,-0.58300,-0.63700,5.41980,5.41980,-0.09000,-0.09000,2.23980,0.40080,0.66890,66.52630,-134.10530,-134.10530,-148.63160,-148.63160,0.15780,0.46630,1.52730,58.92630,-58.01130,-58.01150,-23.45520,-34.76120,0.22260,-0.1451,-0.146
2016-06-30,0.50900,0.21200,0.29700,0.25400,0.80400,,1.11400,-0.81700,-0.01800,-0.83500,-0.83500,-0.83500,,-0.83500,-0.75500,-0.81700,5.39350,5.39350,-0.18000,-0.18000,2.01480,0.32100,0.47280,58.34970,-160.51080,-160.51080,-164.04710,-164.04710,0.12740,0.51330,1.47110,61.17880,-49.91040,-49.91030,-20.90110,-33.88800,0.30840,-0.0497,-0.0522
2016-03-31,0.59000,0.29500,0.29500,0.26900,0.77700,,1.10100,-0.80600,-0.03000,-0.83600,-0.83600,-0.83600,,-0.83600,-0.75100,-0.80600,5.35210,5.35210,-0.18000,-0.18000,1.69660,,,50.00000,-136.61020,-136.61020,-141.69490,-141.69490,0.17220,0.61970,1.03690,86.79660,-41.94670,-41.94680,-24.39450,-41.94680,0.36740,-0.09750,-0.10240
2015-12-31,0.51300,0.25900,0.25400,0.24400,0.89100,,1.18800,-0.93400,-0.00100,-0.93500,-0.93500,-0.93500,,-1.00800,-0.88100,-0.93400,3.86420,3.86420,-0.18000,0.09000,2.56930,,,49.51260,-182.06620,-182.06620,-182.26110,-196.49120,0.12920,0.43820,1.29220,69.64910,-35.09760,-78.50550,-23.55160,-35.09760,0.49360,-0.2768,-0.2801
2015-09-30,0.32000,0.15400,0.16600,0.22600,0.97400,,1.25300,-1.08700,0.50600,-0.58100,-0.58100,-0.58100,,-0.58100,-1.03400,-1.08700,3.62430,3.62430,-0.18000,-0.18000,2.42070,,,51.87500,-339.68750,-339.68750,-181.56250,-181.56250,0.07430,0.23160,1.48150,60.75000,-20.80950,-20.80950,-13.49590,-20.80950,0.55810,-0.2918,-0.2918
2015-06-30,0.56700,0.20900,0.35800,0.16400,0.73500,,0.95200,-0.59400,-1.22100,-1.81500,-1.81500,-1.81500,,-1.81500,-0.54100,-0.59400,3.46530,3.46530,-0.54010,-0.54010,1.32840,,,63.13930,-104.76190,-104.76190,-320.10580,-320.10580,0.16720,0.49880,1.92200,46.82540,30.61230,30.61230,-53.52400,30.61230,-1.65590,-0.1961,-0.1961
2015-03-31,0.54400,0.26200,0.28200,0.19200,0.84300,,1.08800,-0.80600,1.04900,0.24300,0.24300,0.24300,,0.24300,-0.75300,-0.80600,3.36190,4.11980,0.09000,-0.18000,0.78900,,,51.83820,-148.16170,-148.16170,44.66910,44.66910,0.20750,1.25960,1.62870,55.25740,-4.49090,-4.49090,9.26770,-4.49090,-1.60250,-0.22260,-0.22260
2014-12-31,0.34300,0.12600,0.21700,0.26000,0.69400,,1.00700,-0.79000,-0.45400,-1.24400,-1.24400,-1.24400,,-1.24400,-0.59100,-0.79000,2.64610,2.64610,-0.18000,0.99010,1.35040,,,63.26530,-230.32060,-230.32060,-362.68210,-362.68210,0.10180,0.67740,3.11820,28.86300,21.89760,21.89760,-36.92490,21.89760,-1.68250,-0.4957,-0.4957
2014-09-30,0.49100,0.17500,0.31600,0.17800,0.76500,,0.99700,-0.68100,3.40400,2.72300,2.72300,2.72300,,2.72300,-0.59600,-0.68100,2.80400,3.72090,0.99010,-0.18000,0.44720,,-4.15540,64.35850,-138.69650,-138.69650,554.58250,554.58250,0.15810,1.62040,2.74300,32.81060,-705.44120,-705.44060,87.69730,-705.44040,-0.13760,-0.1371,-0.1371
2014-06-30,0.44100,0.14200,0.29900,0.18000,0.70000,,0.93500,-0.63600,-4.70300,-5.33900,-5.33900,-5.33900,,-5.33900,-0.58100,-0.63600,2.79610,2.79610,-1.89020,-1.89020,0.33250,,,67.80050,-144.21770,-144.21770,-1210.65800,-1210.65800,0.18750,0.87120,3.90270,23.06120,-2471.70400,-2471.75900,-226.99830,-2471.75900,0.07710,-0.0126,-0.0126
2014-03-31,0.47300,0.10600,0.36700,0.16300,0.71100,,0.92900,-0.56200,-2.94900,-3.51100,-3.51100,-3.51100,,-3.51100,-0.36500,-0.56200,2.09060,2.09060,-1.71020,-1.71020,0.52860,,,77.58990,-118.81610,-118.81610,-742.28330,-742.28330,0.15460,0.55210,0.99580,90.38060,-458.35460,-458.35500,-114.77610,-458.35510,0.27330,-0.29750,-0.29750
2013-12-31,0.22600,0.28700,-0.06100,0.18100,0.77600,,1.01200,-1.07300,4.91900,3.84600,3.84600,3.84600,,3.84600,-0.96600,-1.07300,1.73590,2.30640,2.34020,0.00000,0.28240,,-0.36520,-26.99110,-474.77880,-474.77880,1701.77000,1701.77000,0.07820,1.77160,1.85250,48.58410,-103.41490,-103.41490,133.12570,-103.41490,-1.85130,-0.1892,-0.1894
2013-09-30,0.41800,0.18900,0.22900,0.20400,0.57800,,0.83700,-0.60800,-0.00300,-0.61100,-0.61100,-0.61100,,-0.61100,-0.55300,-0.60800,1.97610,1.97610,-0.27000,-0.27000,0.30770,,,54.78470,-145.45450,-145.45450,-146.17230,-146.17230,0.16350,0.64950,4.01920,22.39230,-142.09460,-142.09300,-23.90450,-142.09300,0.21460,0.2175,0.2177
2013-06-30,0.57500,0.22600,0.34900,0.25900,0.66000,,0.97700,-0.62800,-0.04300,-0.67100,-0.67100,-0.67100,,-0.67100,-0.56900,-0.62800,1.61720,1.61720,-0.45000,-0.45000,0.51510,,,60.69570,-109.21740,-109.21740,-116.69570,-116.69570,0.19950,1.53740,1.61970,55.56520,-79.78610,-79.78600,-23.28240,-79.78600,0.42090,-0.8855,-0.8857
2013-03-31,0.52100,0.19600,0.32500,0.22300,1.05500,,1.33300,-1.00800,-0.23400,-1.24200,-1.24200,-1.24200,,-1.24200,-0.74900,-1.00800,1.33420,1.33420,-0.90010,-0.90010,0.17090,,-0.76650,62.38000,-193.47410,-193.47410,-238.38770,-238.38770,0.19040,1.03700,3.72140,24.18430,73.23100,73.23110,-45.37820,73.23110,-1.26950,-0.69630,-0.69480
2012-12-31,0.36800,0.28900,0.07900,0.08000,1.05600,,1.19100,-1.11200,0.01400,-1.09800,-1.09800,-1.09800,,-1.09800,-1.05700,-1.11200,1.24700,1.24700,-0.90010,-0.90010,0.41070,,,21.46740,-302.17380,-302.17370,-298.36940,-298.36960,0.10430,0.92630,0.39360,228.66840,184.53850,184.53780,-31.12240,184.53780,-0.44820,-0.3927,-0.3495
2012-09-30,0.60400,0.19100,0.41300,0.20800,1.00600,,1.26600,-0.85300,,-0.85300,-0.85300,-0.85300,,-0.85300,-0.80100,-0.85300,1.28430,1.28430,-0.63010,-0.63010,0.64570,,,68.37750,-141.22520,-141.22520,-141.22520,-141.22520,0.15270,0.65190,0.56450,159.43710,-264.08180,-264.08650,-21.56220,-264.08670,0.25000,-0.5426,-0.5424
2012-06-30,0.30200,0.03500,0.26700,0.19900,0.83800,,1.07900,-0.81200,0.05800,-0.75400,-0.75400,-0.75400,,-0.75400,-0.77000,-0.81200,1.21850,1.21850,-0.63010,-0.63010,0.91520,,,88.41060,-268.87420,-268.87420,-249.66890,-249.66890,0.06940,0.13060,0.33930,265.23180,-84.05780,-84.05800,-17.33730,-84.05800,0.70920,-0.6674,-0.6731
2012-03-31,0.53300,0.22200,0.31100,0.14500,0.72000,,0.86700,-0.55600,-0.00100,-0.55700,-0.55700,-0.55700,,-0.55700,-0.55400,-0.55600,1.17380,1.17380,-0.45000,-0.45000,2.66870,,,58.34900,-104.31520,-104.31520,-104.50280,-104.50280,0.14810,0.92500,0.51250,175.60980,-53.86840,-53.86850,-15.47650,-53.86850,0.87440,0.36210,0.36210
2011-12-31,0.48900,0.34000,0.14900,0.12000,0.68000,,0.83000,-0.68100,0.00400,-0.65000,-0.65000,-0.63800,0.00000,-0.63800,-0.66200,-0.68100,1.18130,1.18130,-0.54010,-0.54010,2.71790,,,34.76480,-139.26380,-139.26380,-132.92430,-130.47040,0.12240,1.37650,0.41790,215.33740,-44.89790,-44.89800,-15.97400,-44.89800,1.21800,-0.4848,-0.4848
2011-09-30,0.40700,0.09800,0.30900,0.13700,0.57400,,0.73400,-0.42500,0.01200,-0.41300,-0.41300,-0.41300,,-0.41300,-0.40200,-0.42500,1.11820,1.11820,-0.36000,-0.36000,2.75730,,,75.92140,-104.42260,-104.42260,-101.47420,-101.47420,0.14130,0.25130,2.03500,44.22600,-22.44560,-22.32430,-14.34030,-22.32430,,0.3658,0.3658
2011-06-30,0.63700,0.43400,0.20300,0.11700,0.66000,,0.80100,-0.59800,-0.00400,-0.60200,-0.60200,-0.60200,,-0.60200,-0.57400,-0.59800,1.11820,1.11820,-0.54010,-0.54010,4.87500,,,31.86810,-93.87760,-93.87760,-94.50550,-94.50550,0.22830,1.31520,1.09830,81.94660,-26.99550,-26.99550,-21.57710,-27.11710,,0.2688,0.2688
2011-03-31,0.68100,0.48200,0.19900,0.09200,0.72900,,0.84500,-0.64600,-0.06100,-0.70700,-0.70700,-0.70700,,-0.70700,-0.58200,-0.64600,0.44130,0.44130,-1.62020,-1.62020,4.13950,,,29.22170,-94.86050,-94.86050,-103.81790,-103.81790,0.18710,0.77740,1.19470,75.33040,-25.43160,-25.43170,-19.42310,-25.43170,,-1.24180,-1.24180
2010-12-31,0.51700,0.38000,0.13700,0.11000,0.63000,,0.77000,-0.63300,-0.04000,-0.68000,-0.68000,-0.66500,0.00000,-0.66500,-0.56300,-0.63300,0.08240,0.08240,-8.10080,-8.10080,1.02070,,3.84620,30.94780,-122.43710,-122.43710,-131.52800,-128.62670,0.32520,0.52780,1.61560,55.70600,-511.53610,-475.00010,-41.82390,-511.53850,0.55960,-12.9002,-13.2385
2010-09-30,0.62200,0.31000,0.31200,0.11000,0.55000,,0.69000,-0.37800,0.01000,-0.37000,-0.37000,-0.37500,0.00000,-0.37500,-0.34800,-0.37800,0.23230,0.23230,-1.80020,-1.80020,1.75000,,,48.23150,-60.77170,-60.77170,-59.48550,-60.28940,0.37020,0.51670,1.41360,63.66560,-47.46840,-46.87500,-22.32140,-47.46840,,0.3079,0.2821
2010-06-30,0.80900,0.52000,0.28900,0.07000,0.54000,,0.64000,-0.35100,0.00100,-0.36000,-0.36000,-0.36500,0.00000,-0.36500,-0.32100,-0.35100,0.23180,0.23180,-1.80020,-1.80020,2.06980,,,34.61060,-43.38690,-43.38690,-44.49940,-45.11740,0.41700,0.75360,1.24460,72.31150,-33.79630,-33.79630,-18.81440,-34.11220,,-1.5969,-1.5969
2010-03-31,0.98900,0.60000,0.38900,0.07000,0.80000,,0.90000,-0.51100,-0.00100,-0.52000,-0.52000,-0.52800,0.00000,-0.52800,-0.48100,-0.51100,0.29330,0.29330,-1.80020,-1.80020,2.40230,,,38.42270,-51.66840,-51.66840,-52.57840,-53.38730,0.43380,0.76920,1.62130,55.51060,-37.44690,-37.44680,-23.15790,-37.44680,,-1.46610,-1.46610
2009-12-31,0.79200,1.29000,-0.49800,0.23000,2.03000,,2.42000,-2.91800,0.37300,-2.52000,-2.52000,-0.48300,0.00000,-0.48300,-2.68800,-2.91800,0.24390,0.24390,-1.80020,-1.80020,3.50720,,,-61.86870,-368.43430,-368.43430,-318.18180,-60.98490,0.29890,1.98460,1.27740,70.45450,-24.76930,-24.64290,-18.22640,-24.76920,8.43830,-10.7011,-10.7831
2009-09-30,0.71100,,0.71100,0.00000,,,,0.71100,,0.71000,0.71000,-0.39500,0.00000,-0.39500,0.71100,0.71100,0.22460,0.22460,-1.80020,-1.80020,,,,99.85930,100.00000,100.00000,99.85930,-55.55560,,,,,,,,,,0,0
2009-06-30,0.52700,,0.52700,0.00000,,,,0.52700,,0.52000,0.52000,-0.41300,0.00000,-0.41300,0.45700,0.52700,0.22940,0.22940,-1.80020,-1.80020,,,,98.67170,100.00000,100.00000,98.67170,-78.36810,,,,,,,,,,0,0
2009-03-31,0.63000,0.45000,0.18000,0.05000,0.78000,,0.90000,-0.72000,0.00500,-0.73000,-0.73000,-0.73000,0.00000,-0.73000,-0.65000,-0.72000,,,,0.00000,2.00000,,,26.98410,-114.28570,-114.28570,-115.87300,-115.87300,0.19870,0.77590,1.46510,61.42860,-41.71440,-41.47730,-23.02840,-41.47730,,0.00000,
