Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2085.30000,1041.20000,1044.10000,565.42000,600.62000,443.48010,,214.22000,68.48000,145.74000,145.74000,,83.14000,1187.17400,1187.17400,0.07000,0.07000,0.42920,2.19530,25.01460,9.70830,0.01340,,5.22120,0.22730,1.26840,8.09590,-1.0117,-0.9273
2024-06-30,2754.78000,1595.28000,1159.50000,876.63000,929.61000,229.88960,-0.51000,229.35000,94.59000,134.76000,134.76000,,61.29000,1187.79000,1187.79000,0.05160,0.05160,,,,,,,,,,,,
2023-12-31,-6464.03800,-4958.66600,-1505.37200,53.49810,53.49800,-1558.87000,,-768.32890,-335.40250,-432.92640,-432.94640,,-166.25370,1187.17400,1187.17400,-0.14050,-0.14050,0.42640,2.07930,115.48270,24.98860,-0.01100,-6.86770,-16.18070,-0.71870,-3.93960,7.78200,0.476,0.4391
2023-09-30,1870.94000,1140.44000,730.50010,602.18000,635.12000,95.38030,,95.38000,35.24000,60.14000,60.14000,,12.96000,1187.17400,1187.17400,0.01100,0.01100,0.44480,2.22670,19.22830,2.61270,0.00830,0.97770,2.36590,0.10070,0.54280,5.18110,-1.6129,-1.4619
2023-06-30,9592.08200,7252.81200,2339.27000,1284.77100,1284.77000,1054.50000,,1054.49900,455.72930,598.76960,598.76960,,216.07430,1187.17400,1187.17400,0.18200,0.18200,0.45250,2.17550,100.00000,20.49070,0.00270,1.49730,3.59500,0.15450,0.81980,33.68560,2.1486,1.9501
2023-03-31,1980.52000,1091.90000,888.62000,539.30000,572.62000,316.00000,-0.08000,315.96000,106.52000,209.44000,209.46000,,85.02000,1187.17400,1187.17400,0.07200,0.07200,0.47500,2.31710,43.20410,11.62560,0.01220,,8.46230,0.35040,1.81890,5.09230,0.00000,
2022-12-31,196.55400,476.52890,-279.97490,1640.00000,1640.00010,-1919.97500,,-546.40590,-14.46920,-531.93660,-531.96670,9.76320,-306.60300,1157.12300,1157.12300,-0.28360,-0.28360,0.47920,2.33980,192.14950,107.82020,-0.00480,-8.62980,-20.01290,-0.89980,-4.49420,7.60880,-0.0384,-0.1134
2022-09-30,1429.40000,658.90000,770.49990,440.98000,473.38000,297.11990,-1.56000,295.52000,109.56000,185.96000,185.96000,,81.62000,1187.17400,1187.17400,0.06900,0.06900,0.48330,2.25830,45.12310,12.46260,0.01150,,6.47990,0.32520,1.54280,5.24580,0,0
2022-06-30,1975.20000,693.69000,1281.51000,647.73000,695.97000,585.53990,-0.45000,585.12000,169.29000,415.83000,415.83000,0.00000,202.65000,1138.96000,1138.96000,0.17820,0.17820,0.51470,2.27710,52.64380,18.23260,0.01340,4.59740,9.82130,0.50200,2.23120,7.61880,0,0
2022-03-31,2136.90000,503.76000,1633.14000,662.64000,709.29000,923.84990,-3.15000,920.64000,189.90000,730.74000,730.77000,163.47000,518.91000,1114.49800,1114.49800,0.46560,0.46560,0.50680,2.12090,64.62810,36.42700,0.01820,,16.97020,0.93290,4.05880,7.97110,0.00000,
2021-12-31,2043.17800,566.83720,1476.34100,3313.63100,3313.63180,-1837.29100,,563.00920,175.52850,387.48060,387.48070,,233.02080,1114.05100,1114.05100,0.20900,0.20900,0.44970,1.85660,47.95630,19.84840,0.01070,3.27220,7.17520,0.35200,1.80070,15.66050,1.5892,1.4393
2021-09-30,2323.08000,518.04000,1805.04000,1017.99000,1095.75000,709.29000,-1.98000,707.43000,344.34000,363.09000,363.09000,,233.91000,1114.05100,1114.05100,0.21000,0.21000,0.44370,1.83300,45.42580,15.01990,0.01480,,6.78940,0.34410,1.75330,1.03410,0,0
2021-06-30,2278.71000,493.62000,1785.09000,1034.70000,1108.59000,676.49990,-0.33000,676.14000,161.64000,514.50000,514.50000,,284.85000,1114.05100,1114.05100,0.25600,0.25600,0.44760,1.72890,45.94060,19.35430,0.01430,,10.11680,0.49820,2.56390,9.95000,0,0
2021-03-31,2228.04000,497.10000,1730.94000,1043.73000,1119.93000,611.01000,-1.56000,609.51000,174.03000,435.48000,435.48000,,237.54000,1114.05100,1114.05100,0.21300,0.21300,0.45790,1.76430,44.04680,17.16600,0.01370,,9.16430,0.43090,2.23590,9.47760,0.00000,
2020-12-31,3703.64500,598.99870,3104.64600,4772.70900,4772.70930,-1668.06300,,546.38510,128.69040,417.69460,417.69500,,171.69630,1114.04500,1114.04500,0.15470,0.15470,0.43930,1.65420,21.84780,6.86550,0.02580,3.92870,8.23150,0.43120,2.20300,14.05330,2.6985,2.5451
2020-09-30,2415.24000,623.85000,1791.39000,1170.09000,1248.87000,542.52000,-0.36000,542.16000,169.65000,372.51000,372.51000,,207.27000,1114.05100,1114.05100,0.18600,0.18600,0.45450,1.84650,40.77070,15.58680,0.01330,,7.29120,0.37190,1.91220,9.53960,0,0
2020-06-30,2592.63000,673.92000,1918.71000,1587.09000,1661.88000,256.83010,-0.12000,256.68000,64.38000,192.30000,192.30000,,97.02000,1114.05100,1114.05100,0.08700,0.08700,0.45770,2.06400,17.95140,6.78530,0.01430,1.87640,3.93160,0.19250,1.01760,9.19910,0,0
2020-03-31,2091.12000,581.91000,1509.21000,848.34000,910.71000,598.50010,-1.14000,597.36000,190.38000,406.98000,406.98000,,228.87000,1114.05100,1114.05100,0.20500,0.20500,0.40760,1.79190,47.43660,18.17470,0.01630,,9.08730,0.52530,2.76750,7.81970,0.00000,
2019-12-31,1941.45600,648.09420,1293.36100,2956.25700,2956.25680,-1662.89600,,510.57430,125.62710,384.94710,384.94620,,214.53250,1114.05100,1114.05100,0.19400,0.19400,0.39660,1.64460,50.21580,21.09960,0.01220,3.84770,7.42920,0.46020,2.32180,13.22020,1.5618,1.4951
2019-09-30,2279.64000,633.84000,1645.80000,1044.36000,1113.90000,531.90010,-0.12000,531.75000,133.95000,397.80000,397.80000,,222.96000,1114.05100,1114.05100,0.20000,0.20000,0.39870,1.65270,40.30970,16.90170,0.01610,,7.99640,0.48420,2.46380,8.71490,-0.0444,-0.1342
2019-06-30,2172.48000,616.32000,1556.16000,886.14000,955.71000,600.45000,-4.62000,595.83000,175.92000,419.91000,419.91000,,243.96000,1114.05100,1114.05100,0.21800,0.21800,0.39650,1.76750,46.44760,19.01780,0.01620,,8.82660,0.52880,2.76030,,0,0
2019-03-31,2115.15000,581.91000,1533.24000,872.37000,934.74000,598.50000,-1.14000,597.36000,190.38000,406.98000,406.98000,,228.87000,1114.05100,1114.05100,0.20600,0.20600,0.40760,1.79190,46.54840,17.83440,0.01660,,9.08720,0.52530,2.76750,,0.00000,
2018-12-31,947.77980,267.85000,679.92970,2696.45000,2696.45000,-2016.52000,,389.40010,66.34000,323.06010,323.10010,,149.81000,1114.05100,1114.05100,0.13080,0.13080,0.40530,1.73280,94.03080,36.17550,0.00520,3.55270,6.69300,0.40430,2.11290,11.98930,2.4117,2.2788
2018-09-30,2166.78000,554.19000,1612.59000,910.04990,951.39000,661.20010,,661.20000,225.24000,435.96000,435.96000,,234.81000,1114.05100,1114.05100,0.21000,0.21000,0.40670,1.73200,49.69110,17.64670,0.01840,,9.64430,0.60180,3.08970,,0,0
2018-06-30,2546.32000,736.80000,1809.52000,1120.48000,1171.92000,637.59990,,637.60000,181.88000,455.72000,455.72000,,272.60000,1113.56000,1113.56000,0.24480,0.24480,0.43360,1.83590,41.45210,17.72250,0.01640,,8.11240,0.48570,2.55350,,0,0
2018-03-31,2533.12000,744.36000,1788.76000,1167.48000,1220.16000,568.60010,,568.60000,188.04000,380.56000,380.52000,,239.08000,1114.05100,1114.05100,0.21440,0.21440,0.43480,1.85810,39.50260,16.60970,0.01550,,7.07070,0.40960,2.23020,,0.00000,
2017-12-31,3205.85000,877.28990,2328.56000,3745.27000,3745.27010,-1416.71000,,525.08000,193.62000,331.45990,331.46000,,208.89000,1114.05100,1114.05100,0.23530,0.23530,0.42470,1.75000,34.27390,13.63500,0.01930,3.82300,6.59040,0.41810,2.19920,11.37800,1.5367,1.4138
2017-09-30,1877.25000,595.65000,1281.60000,877.71000,916.83000,364.77000,,364.83000,141.24000,223.59000,223.59000,0.00000,131.37000,1114.05100,1114.05100,0.00600,0.00600,0.42340,1.84110,37.47960,13.49590,0.01420,,5.06970,0.32680,1.70650,,0,0
2017-06-30,1685.28000,627.63000,1057.65000,669.86000,708.08000,349.57010,,349.62000,118.98000,230.64000,230.64000,0.00000,141.24000,1114.05100,1114.05100,0.12670,0.12670,0.40960,1.85030,33.78660,13.64920,0.01490,,5.43390,0.33310,1.83600,,0,0
2017-03-31,1945.02000,656.73000,1288.29000,841.89000,880.26000,408.03000,,407.67000,133.56000,274.11000,274.11000,,176.10000,1114.05100,1114.05100,0.16000,0.16000,0.42950,1.87180,38.25410,16.52450,0.01560,,5.22680,0.40230,2.11370,,0.00000,
2016-12-31,912.96970,970.70010,-57.73040,1205.56000,1205.55990,-1263.29000,,581.06010,211.41000,369.65000,369.65000,,208.68000,1238.02100,1238.02100,0.07400,0.07400,0.42950,1.84580,88.99680,31.96200,0.00870,4.49820,7.76000,0.49500,2.56600,10.78630,0.6688,0.5144
2016-09-30,1899.93000,654.66000,1245.27000,758.31000,794.73000,450.54000,,450.51000,161.13000,289.38000,289.41000,0.03000,184.17000,1109.45800,1109.45800,0.16600,0.16600,0.42170,1.90780,42.67530,17.44580,0.01630,,6.90380,0.44590,2.34600,,0,0
2016-06-30,1872.69000,617.01000,1255.68000,809.16000,840.63000,415.04990,,415.08000,140.79000,274.29000,274.26000,,180.33000,1113.14900,1113.14900,0.16200,0.16200,0.42030,1.90160,40.20340,17.46620,0.01600,3.84420,6.53870,0.42390,2.22860,,0,0
2016-03-31,1842.81000,554.43000,1288.38000,845.31000,877.50000,410.88010,,410.85000,172.17000,238.68000,238.68000,,139.92000,804.13790,804.13790,0.17400,0.17400,0.40900,1.93540,37.78350,12.86760,0.01690,3.47650,6.13400,0.37030,2.05460,,0.00000,
2015-12-31,586.72000,339.14990,247.57000,2.90000,15.49010,232.08000,,257.71990,72.46000,185.26000,185.29000,,95.56000,1114.05100,1114.05100,0.08530,0.08530,0.41970,2.06490,31.47300,11.66990,0.01190,2.54760,4.54250,0.26930,1.47840,9.52930,2.9711,2.7701
2015-09-30,1536.96000,444.57000,1092.39000,677.22000,713.31000,379.08000,,377.28000,150.78000,226.50000,226.47000,,133.44000,1114.05100,1114.05100,0.12000,0.12000,0.43870,2.27130,38.93740,13.77180,0.01530,,6.62410,0.35850,2.02050,,0,0
2015-06-30,2011.60000,548.36000,1463.24000,874.11990,920.52000,542.72020,,543.08000,194.52000,348.56000,348.56000,,217.72000,1114.05100,1114.05100,0.19600,0.19600,0.40970,1.86580,43.13310,17.29200,0.01620,4.05690,6.68930,0.44740,2.39490,,0,0
2015-03-31,1695.72000,493.92000,1201.80000,658.76000,718.68000,483.11990,,480.92000,179.24000,301.68000,301.68000,,201.28000,1114.05100,1114.05100,0.18070,0.18070,0.37560,1.68680,46.77660,19.57750,0.01360,3.42190,4.66900,0.39790,2.13660,,0.00000,
2014-12-31,2135.04000,175.63000,1959.41000,219.42000,240.52000,1718.89000,,83.95000,41.33000,42.62000,215.12400,0.00000,215.12400,1113.91800,1113.91800,0.19000,0.19000,0.45380,2.23090,18.17690,46.57880,0.00620,3.40870,5.43520,0.28980,1.86220,,0.3768,-0.0019
2014-09-30,2203.36300,589.67000,1613.69300,989.40000,1061.26000,552.43310,,552.41000,170.97000,381.44000,230.92100,0.00000,230.92100,1025.66100,1025.66100,0.22000,0.22000,0.62020,2.10970,31.66980,13.23880,0.01950,3.02560,4.65280,0.25810,1.14930,,4.8247,5.0319
2014-06-30,2086.13000,544.85000,1541.28000,942.08000,1009.57000,531.71020,,531.54000,188.50000,343.04000,244.03600,0.00000,244.03600,1020.34700,1020.34700,0.24000,0.24000,0.64850,2.34810,32.03260,14.70650,0.01970,3.75200,6.13660,0.29000,1.31870,,0,0
2014-03-31,1949.60000,499.85000,1449.75000,883.10000,948.65000,501.10000,,501.10000,205.20000,295.90000,175.00000,0.00000,175.00000,1018.71000,1018.71000,0.17000,0.17000,0.65800,2.43590,31.66510,11.05850,0.01980,2.90200,4.98060,0.21890,0.99240,,0.00000,
2013-12-31,1717.41000,434.93000,1282.48000,845.65000,894.37000,388.11000,,388.14000,146.36000,241.78000,160.05000,0.00000,160.05000,,,,0.00000,0.55970,1.55260,27.79480,11.46120,0.01740,1.69440,2.33050,0.19990,0.74610,,0,0
2013-09-30,1935.64400,488.95000,1446.69400,878.02000,940.47000,506.22390,,506.22000,170.24000,335.98000,209.66400,0.00000,209.66400,927.58800,927.58800,0.23000,0.23000,0.70080,3.08650,31.89830,13.21150,0.02180,4.40480,7.44760,0.28860,1.31810,,0,0
2013-06-30,1996.80600,499.60000,1497.20600,958.06000,1015.67000,481.53600,,481.51000,186.94000,294.57000,177.98400,0.00000,177.98400,927.58800,927.58800,0.19000,0.19000,0.71180,3.05030,30.05960,11.11120,0.02140,3.68150,6.38470,0.23800,1.06090,,0,0
2013-03-31,2213.73400,550.02000,1663.71400,893.87000,949.59000,714.12410,,713.83000,230.66000,483.17000,282.96800,0.00000,282.96800,927.58800,927.58800,0.30000,0.30000,0.68870,2.75230,39.80940,15.78080,0.02490,5.50830,8.03120,0.39370,1.71450,,0.00000,
