,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$0.37,$0.43
1,2024-08-14,2024-06-30,$0.12,$0.34
2,2024-05-07,2024-03-31,$0.23,$0.52
3,2024-02-06,2023-12-31,--,$-0.09
4,2023-11-07,2023-09-30,--,$-0.24
5,2023-08-31,2023-06-30,--,$1.88
6,2023-04-25,2023-03-31,$0.54,$0.32
7,2023-01-31,2022-12-31,$0.37,$0.50
8,2022-10-25,2022-09-30,$0.45,$0.52
9,2022-07-26,2022-06-30,$0.62,$0.61
10,2022-04-26,2022-03-31,$0.52,$0.61
11,2022-02-01,2021-12-31,$0.24,$0.38
12,2021-10-26,2021-09-30,$0.48,$0.63
13,2021-07-20,2021-06-30,--,$0.55
14,2021-04-27,2021-03-31,--,$0.49
15,2021-01-26,2020-12-31,--,$0.46
16,2020-10-20,2020-09-30,--,$0.56
17,2020-07-21,2020-06-30,--,$0.33
18,2020-04-28,2020-03-31,--,$0.43
19,2020-01-21,2019-12-31,--,$0.19
20,2019-10-21,2019-09-30,--,$0.28
21,2019-07-23,2019-06-30,--,$0.37
22,2019-04-25,2019-03-31,--,$0.30
23,2019-01-22,2018-12-31,--,$0.12
24,2018-10-25,2018-09-30,--,$0.33
25,2018-07-23,2018-06-30,--,$0.41
26,2018-04-23,2018-03-31,--,$0.46
27,2018-01-21,2017-12-31,--,$0.17
28,2017-10-27,2017-09-30,--,$0.26
29,2017-07-28,2017-06-30,--,$0.31
30,2017-04-28,2017-03-31,--,$0.38
31,2017-01-27,2016-12-31,--,$0.19
32,2016-10-28,2016-09-30,--,$0.23
33,2016-07-29,2016-06-30,--,$0.28
34,2016-05-03,2016-03-31,--,$0.18
35,2016-03-18,2015-12-31,--,$-0.12
36,2015-11-03,2015-09-30,--,$0.56
37,2015-07-27,2015-06-30,--,$0.27
38,2015-05-05,2015-03-31,--,$0.57
