Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,42.44400,22.27000,20.17400,17.10300,17.10300,3.07100,3.07100,0.63800,2.43300,2.43300,2.15200,22.44600,22.61200,0.10000,0.10000,1.15030,15.84220,11.10140,0.00640,0.87020,0.48220,0.08070,0.48220,21.18430,-0.6436,-0.6605
2024-06-30,41.05000,20.88800,20.16200,15.77300,15.77300,4.38900,4.38900,1.19700,3.19200,3.19200,3.11700,22.41000,22.41900,0.14000,0.14000,1.36720,21.37220,15.17820,0.00720,1.17070,0.64140,0.11230,0.64140,20.89940,-0.114,-0.1169
2024-03-31,41.37300,20.84300,20.53000,16.77000,16.77000,3.76000,3.76000,1.34600,2.41400,2.41400,2.41400,22.35350,22.36670,0.11000,0.11000,1.37830,18.15550,11.65620,0.00730,0.89850,0.48900,0.08560,0.48900,20.75170,0.06530,-0.01410
2023-12-31,36.23500,17.75300,18.48200,17.52200,17.52200,0.96000,0.96000,0.44200,0.51800,0.51800,0.51800,22.74500,22.82200,0.02000,0.02000,1.39280,5.09100,2.74700,0.00690,0.19440,0.10540,0.01880,0.10540,20.65900,-0.0443,-0.0458
2023-09-30,39.13300,16.96400,22.16900,17.85100,17.85100,4.31800,4.31800,1.72800,2.59000,2.59000,2.59000,22.27210,22.34920,0.12000,0.12000,1.39180,19.95930,11.97190,0.00820,0.99590,0.53400,0.09870,0.53400,20.50730,0.3165,0.3141
2023-06-30,32.54700,14.77300,17.77400,18.07600,18.07600,-0.30200,-0.30200,-0.21500,-0.08700,-0.08700,-0.08700,23.20800,23.20800,0.00000,0.00000,1.39070,-1.79900,-0.51830,0.00630,-0.03280,-0.01770,-0.00330,-0.01770,20.21020,-0.2512,-0.2552
2023-03-31,28.17500,11.11100,17.06400,16.18700,16.18700,0.87700,0.87700,0.54600,0.33100,0.33100,0.33100,23.29300,23.32450,0.01000,0.01000,1.30710,5.08760,1.92020,0.00680,0.12210,0.06670,0.01300,0.06670,19.95020,0.26350,0.25340
2022-12-31,25.37000,8.76700,16.60300,28.40600,28.40600,-11.80300,-11.80300,-2.58900,-9.21400,-9.21400,-9.21400,22.69100,22.69100,-0.40000,-0.40000,1.05010,-297.90530,-232.55940,0.00170,-3.44190,-1.87010,-0.39850,-1.87010,19.81980,-0.1844,-0.1872
2022-09-30,23.21100,4.02300,19.18800,34.74600,34.74600,-15.55800,-15.55800,-0.82000,-14.73800,-14.73800,-14.73800,23.09490,23.09490,-0.64000,-0.64000,0.57200,-157.82110,-149.50290,0.00460,-5.34600,-2.94360,-0.68290,-2.94360,20.24760,-0.5291,-0.5359
2022-06-30,19.34600,1.67900,17.66700,17.38400,17.38400,0.28300,0.28300,-0.48800,0.77100,0.77100,0.77100,23.05700,23.12900,0.03000,0.03000,0.64540,1.67950,4.57570,0.00830,0.26310,0.14880,0.03780,0.14880,20.95460,0.5948,0.5888
