Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.52000,8.52000,62.10800,14.33100,-67.91900,19.13200,-48.78700,,-48.78700,-48.78700,-48.78700,-68.81700,-67.91900,82.04370,82.04370,-0.59000,-0.59000,3.09070,,,100.00000,-797.17140,-797.17140,-572.61730,-572.61730,0.01890,1.28020,70.29930,-43.86530,-43.86530,-10.79760,-43.86530,1.34980,-0.7795,-0.7895
2024-06-30,25.70600,25.70600,62.02000,12.37100,-48.68500,0.67500,-48.01000,0.00800,-48.01800,-48.01800,-48.01800,-49.72200,-48.68500,81.22460,81.22460,-0.59000,-0.59000,3.41170,,,100.00000,-189.39160,-189.39160,-186.76570,-186.79690,0.05260,3.69870,24.33280,-31.55430,-31.55430,-9.81880,-31.55430,1.85890,0.3727,0.3652
2024-03-31,13.00800,13.00800,56.87800,12.72100,-56.59100,-1.62200,-58.21300,,-58.21300,-58.21300,-58.21300,-57.48600,-56.59100,61.45780,61.45780,-0.95000,-0.95000,4.45960,,,100.00000,-435.04760,-435.04760,-447.51690,-447.51690,0.03220,0.41560,216.55900,-59.38650,-59.38650,-14.43050,-59.38650,1.56950,-1.05340,-1.06070
2023-12-31,113.72100,113.72100,53.76500,16.80400,43.15200,3.72000,46.87200,15.80700,31.06500,31.06500,31.06500,41.83000,43.15200,60.16350,60.16350,0.52000,0.52000,4.49660,,0.02710,100.00000,37.94550,37.94550,41.21670,27.31690,0.24160,3.15210,28.55250,20.75860,20.75860,6.59920,20.75860,2.45290,0.2189,0.1946
2023-09-30,16.92400,16.92400,45.66900,15.26900,-44.01400,-3.43100,-47.44500,1.83900,-49.28400,-49.28400,-49.28400,-44.66900,-44.01400,60.59900,60.59900,-0.81000,-0.81000,5.17970,,0.06350,100.00000,-260.06850,-260.06850,-280.34150,-291.20780,0.03920,1.01790,88.42060,-43.86770,-43.86770,-11.41540,-43.86770,1.84470,-0.5463,-0.5515
2023-06-30,10.41200,10.41200,41.59200,14.99900,-46.17900,7.80600,-38.37300,0.15100,-38.52400,-38.52400,-38.52400,-46.29000,-46.17900,60.33950,60.33950,-0.64000,-0.64000,6.13760,,0.06590,100.00000,-443.51710,-443.51710,-368.54590,-369.99620,0.02240,1.04130,86.43010,-24.90000,-24.90000,-8.28650,-24.90000,2.55850,-0.4892,-0.5153
2023-03-31,12.67400,12.67400,39.39900,15.51200,-42.23700,-7.41800,-49.65500,0.39500,-50.05000,-50.05000,-50.05000,-42.40800,-42.23700,58.72340,58.72340,-0.85000,-0.85000,5.11150,,0.07140,100.00000,-333.25700,-333.25700,-391.78630,-394.90300,0.03540,1.28370,70.10970,-26.99380,-26.99380,-13.97980,-26.99380,3.08190,-1.03860,-1.05470
2022-12-31,8.63200,8.63200,43.13500,14.71900,-49.22200,14.62800,-34.59400,,-34.59400,-34.59400,-34.59400,-48.86800,-49.22200,50.73920,50.73920,-0.59000,-0.59000,5.30680,0.01710,0.07500,100.00000,-570.22680,-570.22670,-400.76450,-400.76450,0.02120,1.21200,74.25620,-15.93840,-15.93840,-8.50090,-15.66620,3.77480,-0.4538,-0.5228
2022-09-30,25.14700,25.14700,31.71400,14.64300,-21.21000,1.72200,-19.48800,0.00000,-19.48800,-19.48800,-19.48800,-19.87500,-21.21000,52.34600,52.34600,-0.37000,-0.37000,5.94550,0.02870,0.08390,100.00000,-84.34410,-84.34410,-77.49630,-77.49630,0.06280,2.23710,40.23100,-8.48320,-8.48320,-4.86350,-8.23990,4.20500,1.3423,1.3365
2022-06-30,28.09600,28.09600,32.33200,15.14300,-19.37900,-4.13300,-23.51200,2.50000,-26.01200,-26.01200,-26.01200,-17.61500,-19.37900,46.95700,46.95700,-0.55000,-0.55000,7.43770,0.04470,0.10660,100.00000,-68.97420,-68.97420,-83.68450,-92.58260,0.07290,0.28770,312.86980,-12.44250,-12.44250,-6.74550,-11.88650,4.29510,-0.0604,-0.107
2022-03-31,5.89700,5.89700,29.99000,15.03900,-39.13200,0.02200,-39.11000,0.00000,-39.11000,-39.11000,-39.11000,-37.25900,-39.13200,46.50000,46.50000,-0.84000,-0.84000,5.90150,0.05470,0.11460,100.00000,-663.59170,-663.59170,-663.21860,-663.21860,0.01940,0.50460,178.35170,-17.74730,-17.74730,-12.87890,-16.77580,4.69610,-0.75820,-0.79160
2021-12-31,10.65400,10.65400,29.92700,15.76300,-35.03600,-3.08900,-38.12500,,-38.12500,-38.12500,-38.12500,-32.92200,-35.03600,46.11910,46.11910,-0.83000,-0.83000,5.23560,0.05870,0.09940,100.00000,-328.85310,-328.85300,-357.84680,-357.84680,0.03120,0.85550,105.20560,-15.09520,-15.09520,-11.16700,-14.20970,5.45180,-0.4691,-0.5244
2021-09-30,8.51700,8.51700,26.60200,16.58900,-34.67400,3.77200,-30.90200,,-30.90200,-30.90200,-30.90200,-32.76800,-34.67400,46.16300,46.16300,-0.67000,-0.67000,7.07180,0.06190,0.08800,100.00000,-407.11520,-407.11520,-362.82730,-362.82730,0.02290,0.69080,130.29230,-10.89710,-10.89710,-8.31880,-10.22250,6.13000,-0.5279,-0.636
2021-06-30,28.04900,28.04900,25.30900,12.54500,-9.80500,3.65300,-6.15200,,-6.15200,-6.15200,-6.15200,-7.98700,-9.80500,46.11600,46.11600,-0.13000,-0.13000,10.62640,0.06590,0.08070,100.00000,-34.95670,-34.95670,-21.93310,-21.93310,0.07800,3.06210,29.39140,-2.00070,-2.00070,-1.70990,-1.86880,6.66440,-0.1112,-0.2283
2021-03-31,14.66000,14.66000,22.56200,11.10700,-19.00900,-11.35000,-30.35900,,-30.35900,-30.35900,-30.35900,-17.22200,-19.00900,45.90800,45.90800,-0.66000,-0.66000,11.73880,0.07430,0.08030,100.00000,-129.66580,-129.66580,-207.08730,-207.08730,0.04090,2.02850,44.36770,-9.87800,-9.87800,-8.46770,-9.14380,6.66620,-0.66280,-0.71460
2020-12-31,8.27800,8.27800,22.73800,10.38300,-24.84300,-34.59800,-59.44100,,-59.54400,-59.54400,-59.54400,-23.47400,-24.84300,32.57300,32.57300,-1.61000,-1.54000,12.77770,0.06880,0.07390,100.00000,-300.10870,-300.10870,-718.05990,-719.30420,0.02100,1.48910,60.43850,-17.93240,-17.93240,-15.10840,-16.69800,7.25760,-0.7899,-0.8635
2020-09-30,17.82300,17.82300,19.36100,9.07900,-10.61700,27.75600,17.13900,,17.13900,17.13900,17.13900,-9.41100,-10.61700,36.88700,37.87800,0.46000,0.45000,9.77260,0.09090,0.10000,100.00000,-59.56910,-59.56910,96.16230,96.16230,0.05800,2.38180,37.78660,7.02080,7.02080,5.57840,6.38250,6.40850,-0.3087,-0.3744
2020-06-30,9.46900,9.46900,17.24300,8.64300,-16.41700,46.28900,29.87200,,29.87200,29.87200,29.87200,-15.26300,-16.41700,29.90090,31.77800,1.00000,0.94000,7.28960,0.10510,0.11740,100.00000,-173.37630,-173.37630,315.47150,315.47150,0.03410,1.85590,48.49300,14.44790,14.44790,10.76320,12.92950,5.76260,-0.1753,-0.222
