Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,359.57200,5.15300,354.41900,271.59900,-17.80800,292.75400,61.66500,-6.05000,55.61500,15.22500,40.39000,40.39000,,34.78900,71.68790,61.66500,15.92100,17.76900,2.19000,1.96000,1.29410,,0.09600,98.56690,17.14950,17.14950,15.46700,9.67510,0.17690,3.63510,24.75870,2.96530,4.29110,1.98760,2.96530,85.43450,4.4794,4.342
2024-06-30,339.17900,4.51500,334.66400,277.40600,-19.73100,300.47500,34.18900,-5.94300,28.24600,13.27600,14.97000,14.97000,,34.77300,43.00000,34.18900,15.87900,17.63300,2.19000,1.97000,1.47870,,0.08800,98.66880,10.07990,10.07990,8.32780,10.25210,0.17660,2.89030,31.13870,1.11650,1.61390,0.77970,1.11650,84.31690,15.1947,15.0037
2024-03-31,343.05600,4.86600,338.19000,262.47400,-14.54600,279.38100,58.80900,-6.38700,52.42200,2.84400,49.57800,49.57800,,42.49300,70.25300,58.80900,15.49900,17.50400,2.74000,2.43000,1.38430,,0.11940,98.58160,17.14270,17.14270,15.28090,12.38660,0.18820,1.94480,46.27760,3.74170,5.45150,2.72040,3.74170,84.70980,-11.26520,-11.33800
2023-12-31,471.85100,5.34000,466.51100,338.00900,-25.99400,372.64810,93.86300,-8.01700,85.84600,21.27300,64.57300,64.57300,,52.02500,106.15800,93.86300,14.95800,17.22400,3.43000,3.02000,1.22360,,0.13770,98.86830,19.89250,19.89250,18.19350,11.02570,0.22040,2.22570,40.43730,4.96920,7.32520,3.01600,4.96920,85.49170,24.5433,24.4401
2023-09-30,289.48500,4.86400,284.62100,245.14700,-31.43800,281.41800,3.20300,-6.65300,-3.45000,10.22700,-13.67700,-13.67700,,3.87800,14.90900,3.20300,15.10500,17.25600,0.26000,0.22000,1.33470,0.09300,0.21810,98.31980,1.10640,1.10640,-1.19180,1.33960,0.14730,0.85620,105.11270,-1.12220,-1.71830,-0.69590,-1.01780,80.59310,1.6813,1.476
2023-06-30,288.72600,4.85400,283.87200,229.20100,-23.97800,261.98600,21.88600,-7.50500,14.38100,-0.25000,14.63100,14.63100,,3.95400,34.12900,21.88600,15.06600,17.08400,0.26000,0.23000,1.30680,0.09040,0.20970,98.31880,7.58020,7.58020,4.98080,1.36950,0.14880,1.35240,66.55070,1.16260,1.76090,0.75400,1.05760,83.46410,1.529,1.362
2023-03-31,297.90500,4.91400,292.99100,239.48500,-16.77900,261.16800,31.82300,-6.01400,25.80900,-7.63700,33.44600,33.44600,,25.63400,43.76700,31.82300,14.50700,17.18200,1.77000,1.49000,1.40870,0.09160,0.18330,98.35050,10.68230,10.68230,8.66350,8.60480,0.16510,2.34830,38.32530,2.69820,4.14410,1.85390,2.45100,83.56790,-11.75100,-11.85900
2022-12-31,391.04900,5.10400,385.94500,302.87300,-22.98800,333.26990,52.67510,-10.00500,42.67000,4.65600,38.01400,38.01400,,38.10100,64.81310,52.67510,13.98200,16.96500,2.81000,2.27000,1.25360,0.09060,0.14820,98.69480,13.47020,13.47020,10.91170,9.74330,0.17930,1.30150,69.15160,3.03140,4.65150,1.74250,2.75660,91.71560,9.7919,9.4551
2022-09-30,331.75300,5.15500,326.59800,273.89300,-15.55000,299.67900,26.91900,-8.01700,18.90200,8.16900,10.73300,10.73300,,14.53200,37.32700,26.91900,13.77500,16.73300,1.05000,0.87000,1.31180,0.09490,0.18670,98.44610,8.11420,8.11420,5.69760,4.38040,0.16250,1.41330,63.68250,0.89980,1.31180,0.52570,0.81450,87.32480,3.563,2.9446
2022-06-30,352.19100,5.89100,346.30000,280.93200,-14.89800,300.83200,45.46800,-8.30800,37.16000,9.38500,27.77500,27.77500,,21.39000,54.63900,45.46800,14.01800,16.92000,1.53000,1.26000,1.33590,0.09600,0.20990,98.32730,12.91000,12.91000,10.55110,6.07340,0.18050,1.70790,52.69710,2.35850,3.47480,1.42360,2.13220,85.37920,1.3886,0.8138
2022-03-31,350.64500,4.03500,346.61000,283.49200,-17.76900,305.42900,41.18100,-5.54400,35.63700,10.97900,24.65800,24.65800,,36.65100,49.80000,41.18100,14.48100,17.29400,2.53000,2.12000,1.47770,0.09760,0.26190,98.84930,11.74440,11.74440,10.16330,10.45250,0.18630,1.93320,46.55480,2.13240,3.14720,1.30990,1.92440,81.45120,-28.00060,-28.27430
2021-12-31,648.24110,4.50900,643.73220,432.16790,-23.52200,464.05200,179.68010,-10.80500,168.87500,43.29200,125.58300,125.58300,,113.51300,193.33010,179.68000,14.26500,16.95500,8.00000,6.63000,1.29720,0.09250,0.20680,99.30440,27.71810,27.71810,26.05130,17.51090,0.25270,2.55080,35.28270,10.23620,14.27780,4.89540,9.28970,86.82630,28.8194,28.5453
2021-09-30,445.56500,3.63700,441.92800,332.51700,-14.89200,355.24300,86.68500,-10.97500,75.71000,23.51200,52.19800,52.19800,,45.72100,101.47200,86.68500,14.21300,17.04700,3.22000,2.68000,1.15510,,0.27520,99.18370,19.45510,19.45510,16.99190,10.26140,0.20310,1.97390,45.59620,4.68520,6.87460,2.37900,4.68520,78.92990,12.2201,12.1586
2021-06-30,508.64800,4.20700,504.44100,354.11200,-16.60600,381.67100,122.77000,-8.71000,114.06000,27.06600,86.99400,86.99400,,69.82100,135.07900,122.77000,14.35800,16.95100,4.86000,4.12000,1.36870,0.14000,0.34480,99.17290,24.13650,24.13650,22.42420,13.72680,0.24060,1.57850,57.01790,8.09270,12.20720,4.11450,6.95970,75.20950,16.6705,16.3548
2021-03-31,428.60700,4.18000,424.42700,308.22500,-13.24900,329.12900,95.29800,-12.43100,82.86700,17.27400,65.59300,65.59300,,49.45900,106.76700,95.29800,14.37400,16.46700,3.44000,3.00000,1.47930,0.15010,0.30490,99.02480,22.23440,22.23440,19.33400,11.53950,0.24370,1.57760,57.04910,6.61740,10.55600,3.72970,5.62440,68.73010,-16.00630,-16.56860
2020-12-31,405.88800,3.80500,402.08300,291.53600,-16.48800,323.16700,78.91610,-8.38500,70.53100,20.59200,49.93900,49.93900,,42.16000,94.15810,78.91610,13.78100,14.90100,3.06000,2.91000,1.29100,0.17390,0.37360,99.06260,19.44280,19.44280,17.37700,10.38710,0.20320,1.83250,49.11250,5.39250,9.10110,2.50050,4.45450,67.22430,16.4578,15.9619
2020-09-30,303.71900,3.66600,300.05300,235.21500,-13.44700,261.86100,38.19200,-13.54300,24.64900,5.67400,18.97500,18.97500,,11.61700,53.25500,38.19200,13.77800,14.85300,0.84000,0.78000,1.26810,0.18510,0.49180,98.79300,12.57480,12.57480,8.11570,3.82490,0.16680,1.99930,45.01560,2.21060,3.89710,1.04190,1.80140,62.42270,10.0145,9.7878
2020-06-30,292.43800,4.31200,288.12600,240.51300,-13.65100,269.52500,18.60100,-11.20400,7.39700,4.70000,2.69700,2.69700,,1.45400,33.68300,18.60100,13.79400,14.47600,0.11000,0.10000,1.24390,0.19330,0.53630,98.52550,6.36070,6.36070,2.52940,0.49720,0.17090,1.51280,59.49050,0.33140,0.62630,0.15760,0.26740,58.94760,9.3705,9.077
2020-03-31,236.16800,7.15100,229.01700,222.03500,-24.29100,258.10600,-29.08900,-4.94000,-34.02900,-11.77400,-22.25500,-22.25500,,-14.72700,-15.51100,-29.08900,13.79600,14.41100,-1.07000,-1.07000,1.38420,0.18020,0.53020,96.97210,-12.31710,-12.31710,-14.40880,-6.23580,0.15560,13.92340,6.46400,-2.79560,-4.94710,-1.46620,-2.29180,57.75360,16.48690,16.32320
2019-12-31,278.87100,3.59300,275.27800,195.63200,-14.43500,213.41300,61.86490,-7.98300,53.88200,13.84800,40.03400,40.03400,0.00000,35.97200,67.09390,61.86490,13.55500,13.93700,2.71000,2.64000,1.81230,0.17830,0.50890,98.71160,22.18410,22.18410,19.32150,12.89920,0.17120,0.98500,91.36740,4.96370,5.70130,2.45800,4.07870,58.79770,3.5734,3.4602
2019-09-30,200.73500,3.77000,196.96500,150.87500,-11.29600,169.54300,27.42200,-6.38700,21.03500,6.71700,14.31800,14.31800,26.07700,43.24200,32.69100,27.42200,13.70800,14.08500,3.09000,3.01000,1.49510,,0.34650,98.12190,13.66080,13.66080,10.47900,21.54180,0.14940,1.14480,78.61950,1.87870,2.17880,1.06550,1.87870,55.58340,-1.863,-1.9944
2019-06-30,172.41800,1.01700,171.40100,125.83900,-10.76400,143.75100,27.65000,-6.72500,20.92500,-0.18000,21.10500,21.10500,-2.16600,10.15100,34.90700,27.65000,13.58800,14.02400,0.75000,0.72000,1.47430,,0.27210,99.41020,16.03660,16.03660,12.13620,5.88740,0.14300,1.74870,51.46740,2.90790,3.29170,1.74990,2.90790,52.95770,1.0462,0.9283
2019-03-31,182.54200,1.80600,180.73600,140.07900,-12.03900,152.87100,27.86500,-4.72800,23.13700,4.19200,18.94500,18.94500,-0.13900,17.83500,33.87200,27.86500,13.20400,13.53000,1.35000,1.32000,1.55030,,0.31450,99.01060,15.26500,15.26500,12.67490,9.77040,0.15610,3.88300,23.17770,2.65460,3.04800,1.61970,2.65460,52.99010,2.10800,2.00300
2018-12-31,203.57900,1.77400,201.80500,151.49600,-12.48500,163.79500,38.01000,-6.23200,31.77800,13.16600,18.61200,18.61200,-0.36300,25.70200,44.13300,38.01000,13.23400,13.42500,1.43000,1.39000,1.50980,,0.31130,99.12860,18.67090,18.67090,15.60970,12.62510,0.15130,0.86530,104.01380,2.54810,2.88880,1.38350,2.54810,56.20750,11.2964,11.0285
2018-09-30,205.95100,2.04900,203.90200,155.03100,-12.20000,168.44500,35.45700,-7.67100,27.78600,6.90200,20.88400,20.88400,1.38600,19.37700,41.50000,35.45700,13.34300,13.50800,1.45000,1.43000,1.67620,0.14330,0.57470,99.00510,17.21620,17.21620,13.49160,9.40850,0.13790,1.18320,76.06590,2.79420,3.21010,1.39840,2.39380,55.91490,4.901,4.4553
2018-06-30,162.36100,2.02800,160.33300,132.07300,-12.49400,149.28000,11.05300,-6.16600,4.88700,0.55900,4.32800,4.32800,0.36400,5.52200,16.92700,11.05300,13.30300,13.43800,0.43000,0.43000,1.61810,0.14500,0.73790,98.75090,6.80770,6.80770,3.01000,3.40110,0.10720,0.73920,121.74590,0.58710,0.67860,0.28580,0.50200,55.28720,10.8325,10.4855
