Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,2.23900,2.14200,-4.38100,0.10600,-4.27500,-4.27500,-4.27500,-4.27500,-4.13400,-4.38100,5.03780,5.03780,-0.85000,-0.85000,5.52780,0.00090,0.00120,,,,,,,,,-27.09300,-29.59910,-20.77560,-27.06900,3.10180,-0.6768,-0.6768
2024-06-30,,,3.37100,2.46800,-5.83900,0.12000,-5.71900,-5.71900,-5.71900,-5.71900,-5.63500,-5.83900,4.98700,4.98700,-1.00000,-1.00000,6.39010,0.00080,0.00100,,,,,,,,,-29.93770,-32.18890,-23.47220,-29.91420,3.80820,-0.4525,-0.4525
2024-03-31,,,3.44600,2.45600,-5.90200,0.07800,-5.82400,-5.82400,-5.82400,-5.82400,-5.64400,-5.90200,4.34720,4.34720,-1.50000,-1.50000,5.14960,0.00110,0.00140,,,,,,,,,-40.00550,-44.04780,-29.69910,-39.96160,3.34690,-1.32710,-1.32710
2023-12-31,,,3.66500,2.22200,-5.88700,0.57300,-5.31400,-5.31400,-5.31400,-5.31400,-5.63000,-5.88700,4.34530,4.34530,-1.11000,-1.11000,5.92790,0.00090,0.00120,,,,,,,,,-27.61090,-29.67060,-21.16790,-27.58510,4.42920,-1.0538,-1.0538
2023-09-30,,,3.29500,2.83900,-6.13400,0.07900,-6.05500,-6.05500,-6.05500,-6.05500,-5.87900,-6.13400,4.34530,4.34530,-1.39000,-1.39000,6.19050,0.00080,0.00100,,,,,,,,,-26.15550,-27.75740,-20.32490,-26.13410,5.32760,-1.017,-1.0207
2023-06-30,,,3.55900,2.60000,-6.15900,0.09900,-6.06000,-6.06000,-6.06000,-6.06000,-5.89600,-6.15900,4.34530,4.34530,-1.50000,-1.50000,9.27000,0.00070,0.00090,,,,,,,,,-21.75630,-22.85240,-17.81040,-21.74070,6.41010,-0.5046,-0.5511
2023-03-31,1.09600,1.09600,3.97000,2.71200,-5.58600,0.07300,-5.51300,-5.51300,-5.51300,-5.51300,-5.31300,-5.58600,4.34530,4.34530,-1.50000,-1.50000,14.87660,0.00060,0.00080,100.00000,-509.67160,-509.67160,-503.01100,-503.01100,0.02860,,,-16.89810,-17.61960,-14.40860,-16.88720,7.50810,-0.94060,-0.94060
2022-12-31,1.06200,1.06200,3.86600,2.67700,-5.48100,1.84700,-3.63400,-3.63400,-3.63400,-3.63400,-5.20200,-5.48100,4.33620,4.33620,-0.50000,-0.50000,8.05690,0.00060,0.00080,100.00000,-516.10170,-516.10170,-342.18450,-342.18450,0.02370,,,-9.91890,-10.29430,-8.10820,-9.91300,8.43140,-0.9923,-1.002
2022-09-30,1.06300,1.06300,3.70700,2.81800,-5.46200,,-5.46200,-5.46200,-5.46200,-5.46200,-5.18400,-5.46200,4.33730,4.33730,-1.50000,-1.50000,7.56870,,0.00020,100.00000,-513.82880,-513.82880,-513.82880,-513.82880,0.02240,,,-14.14340,-14.65040,-11.48790,-14.14340,8.90390,-1.1459,-1.2035
2022-06-30,1.06300,1.06300,4.12700,2.86100,-5.92500,0.00200,-5.92300,-5.92300,-5.92300,-5.92300,-5.64500,-5.92500,4.33730,4.33730,-1.50000,-1.50000,7.78930,,0.00030,100.00000,-557.38480,-557.38480,-557.19660,-557.19660,0.02030,,,-13.82310,-14.26810,-11.30010,-13.82310,9.87910,-1.1819,-1.1945
