Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.21470,2.93240,-5.14710,0.11260,-5.03450,-5.03450,-5.03450,-5.03450,-5.03880,-5.14710,32.22400,32.22400,-0.16000,-0.16000,7.31430,-28.91810,-29.57490,-24.89580,-28.91040,0.50750,-0.135,-0.1362
2024-06-30,2.42560,1.20790,-3.63350,0.09610,-3.53750,-3.53750,-3.53750,-3.53750,-3.52670,-3.63350,31.56000,31.56000,-0.11000,-0.11000,3.27620,-50.23530,-53.61380,-36.03560,-50.23530,0.22230,-0.0895,-0.0895
2024-03-31,2.40680,1.20340,-3.61020,0.10350,-3.50670,-3.50670,-3.50670,-3.50670,-3.50430,-3.61020,31.53600,31.53600,-0.11000,-0.11000,5.39780,-34.28700,-36.03550,-27.96040,-34.28700,0.32330,-0.11580,-0.11610
2023-12-31,3.00800,1.23480,-4.24270,0.22240,-3.65530,-3.65530,-3.65530,-3.65530,-4.13770,-3.87770,22.40900,22.40900,0.09000,0.09000,5.18710,-27.28430,-28.44960,-22.04770,-27.28430,0.42750,-0.2481,-0.2496
2023-09-30,2.66450,1.09250,-3.75700,2.76140,-0.99570,-0.99570,-0.99570,-0.99570,-3.65390,-3.75700,29.28500,29.28500,-0.03000,-0.03000,2.70900,-8.38630,-8.83370,-5.46020,-8.38630,0.40520,0.0988,0.0993
2023-06-30,2.97380,2.76440,-5.73820,0.50170,-5.23650,-5.23650,-5.23650,-5.23650,-5.63650,-5.73820,19.27200,19.27200,-0.27000,-0.27000,2.28950,-42.92810,-45.35900,-25.28370,-42.92810,0.41700,-0.157,-0.1574
2023-03-31,1.93960,1.95550,-3.89510,0.03730,-3.85770,-3.85770,-3.85770,-3.85770,-3.79260,-3.89510,9.67400,9.67400,-0.40000,-0.40000,0.88760,-483.98120,-3881.57700,-36.43250,-478.84180,0.08330,-0.29800,-0.29950
2022-12-31,1.65800,1.12900,-2.78700,0.08870,-3.11000,-3.11000,-3.11000,-3.11000,-2.68600,-2.78700,9.67400,9.67400,-0.32000,-0.32000,1.24400,-75.10910,-91.72880,-22.71720,-74.95460,0.42890,-0.1692,-0.1728
2022-09-30,1.16920,0.64410,-1.81330,-2.40300,-4.21630,-4.21630,-4.21630,-4.21630,-1.71560,-1.81330,9.67400,9.67400,-0.44000,-0.44000,,,,,,,-0.1775,-0.1964
2022-06-30,1.18130,0.64940,-1.83070,-0.02970,-1.86040,-1.86040,-1.86040,-1.86040,-1.73900,-1.83070,9.67400,9.67400,-0.19000,-0.19000,,,,,,,-0.1432,-0.1456
2022-03-31,0.96530,2.80560,-3.77100,-0.73370,-4.50470,-4.50470,-4.50470,-4.50470,-3.67430,-3.77100,9.67400,9.67400,-0.47000,-0.47000,,,,,,,-0.38050,-0.38050
2021-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
