Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,54.04800,22.28100,31.76700,16.52600,16.52600,15.24100,15.24100,4.30000,10.94100,10.94100,10.94100,21.18200,21.23300,0.52000,0.52000,0.18940,52.52440,37.70550,0.00750,2.80590,2.80590,0.28150,2.80590,18.28940,0.8188,0.809
2024-06-30,50.57100,19.90600,30.66500,15.51300,15.51300,15.15200,15.15200,4.37000,10.78200,10.78200,10.78200,21.03980,21.05810,0.51000,0.51000,0.19400,52.85890,37.61380,0.00790,2.83390,2.83390,0.29670,2.83390,17.84570,0.7584,0.7499
2024-03-31,49.37400,20.79700,28.57700,13.61600,13.61600,14.96100,14.96100,4.33000,10.63100,10.63100,10.63100,17.19100,17.27300,0.62000,0.62000,0.66230,54.05570,38.41100,0.00800,3.63350,3.63350,0.30580,3.63350,16.86050,0.01430,0.00800
2023-12-31,48.11600,19.50200,28.61400,13.46300,13.46300,15.15100,15.15100,4.35200,10.79900,10.79900,10.79900,17.16660,17.18800,0.63000,0.63000,0.85290,54.47260,38.82580,0.00770,3.77890,3.77890,0.30050,3.77890,16.55990,-0.0941,-0.1047
2023-09-30,46.48200,17.62200,28.86000,13.06500,13.06500,15.79500,15.79500,4.75000,11.04500,11.04500,11.04500,17.17500,17.19500,0.64000,0.64000,0.59740,56.79610,39.71590,0.00790,4.03070,4.03070,0.31510,4.03070,15.87900,0.8658,0.8579
2023-06-30,45.61300,15.21500,30.39800,13.22900,13.22900,17.16900,17.16900,4.44000,12.72900,12.72900,12.72900,17.16530,17.16900,0.74000,0.74000,0.64530,58.90290,43.67020,0.00860,4.72950,4.72950,0.37410,4.72950,15.59600,1.4519,1.4464
2023-03-31,41.68200,11.16300,30.51900,12.01800,12.01800,18.50100,18.50100,5.34000,13.16100,13.16100,13.16100,17.15000,17.19500,0.77000,0.77000,0.74290,62.46330,44.43430,0.00870,5.04920,5.04920,0.38740,5.04920,15.10260,0.04040,0.02640
2022-12-31,39.00300,8.26700,30.73600,11.96700,11.96700,18.76900,18.76900,5.48700,13.28200,13.28200,13.28200,17.12830,17.16560,0.77000,0.77000,0.68670,63.65390,45.04510,0.00910,5.25340,5.25340,0.41160,5.25340,14.66330,1.0761,1.0718
2022-09-30,33.07900,4.12300,28.95600,12.42200,12.42200,16.53400,16.53400,4.83000,11.70400,11.70400,11.70400,17.14000,17.16800,0.68000,0.68000,0.86530,61.91120,43.82540,0.00870,4.89180,4.89180,0.38070,4.89180,13.87330,0.9414,0.9358
2022-06-30,27.95800,1.47000,26.48800,12.45500,12.45500,14.03300,14.03300,4.08000,9.95300,9.95300,9.95300,17.12600,17.14900,0.58000,0.58000,0.37920,57.89670,41.06360,0.00850,4.26800,4.26800,0.35090,4.26800,13.52200,0.4577,0.4527
2022-03-31,25.03500,0.98800,24.04700,10.52500,10.52500,13.52200,13.52200,3.66000,9.86200,9.86200,9.86200,17.10300,17.16500,0.58000,0.58000,0.12290,58.54440,42.69820,0.00830,4.26810,4.26810,0.35500,4.26810,13.39800,0.20310,0.19000
2021-12-31,24.04300,0.89500,23.14800,10.51800,10.51800,12.63000,12.63000,1.32100,11.30900,11.30900,11.30900,14.97300,14.99500,0.59000,0.59000,0.12080,58.34260,52.24040,0.00850,4.81140,4.81140,0.44230,4.81140,13.64560,0.4692,0.4433
2021-09-30,22.86000,0.92300,21.93700,8.64100,8.64100,13.29600,13.29600,2.27000,11.02600,11.02600,11.02600,17.09600,17.12300,0.64000,0.64000,0.12520,60.60990,50.26210,0.00900,4.86500,4.86500,0.45290,4.86500,13.15830,-0.0422,-0.0474
2021-06-30,21.15400,1.01200,20.14200,9.58000,9.58000,10.56200,10.56200,0.73400,9.82800,9.82800,9.82800,14.65000,14.66800,0.67000,0.67000,0.12990,52.43770,48.79360,0.00870,4.50180,4.50180,0.42220,4.50180,12.67350,0.702,0.6956
2021-03-31,20.80600,1.14200,19.66400,9.00400,9.00400,10.66000,10.66000,0.38200,10.27800,10.27800,10.27800,10.99800,10.99800,0.93000,0.93000,0.21570,54.76780,52.80520,0.00900,7.82330,7.82330,0.47790,7.82330,11.93580,0.78210,0.77180
2020-12-31,23.19200,1.46000,21.73200,15.65700,15.65700,6.07500,9.82100,0.35900,9.46200,9.46200,9.46200,10.06300,10.06300,0.86000,0.86000,0.21170,44.28860,42.66970,0.01130,7.07310,7.07310,0.48430,7.07310,12.16140,2.9818,2.9711
2020-09-30,20.96900,2.20700,18.76200,9.08400,9.08400,9.67800,9.67800,0.34100,9.33700,9.33700,9.33700,9.90300,9.90300,0.94000,0.94000,,57.22560,55.20930,,,,,,,-0.2249,-0.2535
2020-06-30,20.75900,2.70200,18.05700,7.56600,7.56600,10.49100,10.49100,0.36800,10.12300,10.12300,10.12300,9.67100,9.67100,1.05000,1.05000,,63.55490,61.32550,,,,,,,2.7301,2.6994
2020-03-31,18.77200,2.81100,15.96100,8.69600,8.69600,7.26500,7.26500,0.25900,7.00600,7.00600,7.00600,9.68800,9.68800,0.72000,0.72000,,54.37470,52.43620,,,,,,,-0.37170,-0.38450
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
