Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-03-31,13.68200,,13.68200,48.89400,10.23300,,-45.44500,0.72100,-44.72400,-44.72400,-44.72400,-44.72400,-42.63600,-45.44500,49.01300,49.01300,-0.91000,-0.91000,4.93020,100.00000,-332.15170,-332.15170,-326.88200,-326.88200,0.05150,,1.15890,77.65970,-23.46820,-23.46820,-16.85070,-23.46820,3.87890,-0.90060,-0.92620
2019-12-31,25.19200,,25.19200,51.95700,11.89000,,-38.65500,8.25900,-30.39600,-30.39600,-30.39600,-30.39600,-35.92900,-38.65500,48.08300,48.08300,-0.61000,-0.61000,5.30890,100.00000,-153.44150,-153.44150,-120.65740,-120.65740,0.08060,,1.97680,45.52870,-13.17970,-13.17970,-9.72670,-13.17970,4.71060,-0.8248,-0.8518
2019-09-30,18.74100,,18.74100,44.85200,11.83300,,-37.94400,-6.68700,-44.63100,-44.63100,-44.63100,-44.63100,-35.30800,-37.94400,48.90300,48.90300,-0.91000,-0.91000,4.79290,100.00000,-202.46520,-202.46520,-238.14630,-238.14630,0.05330,,1.97210,45.63630,-17.48880,-17.48880,-12.69910,-17.48880,5.21730,-0.3537,-0.3695
2019-06-30,10.59300,,10.59300,51.44000,12.12200,,-52.96900,21.20200,-31.76700,-31.76700,-31.76700,-31.76700,-50.38900,-52.96900,48.84500,48.84500,-0.65000,-0.65000,5.80590,100.00000,-500.03770,-500.03770,-299.88670,-299.88670,0.02760,,1.88720,47.68900,-10.78860,-10.78860,-8.27960,-10.78860,6.02240,-0.9562,-0.9659
2019-03-31,9.66200,,9.66200,47.06000,10.21900,,-47.61700,2.60000,-45.01700,-45.01700,-45.01700,-45.01700,-44.71400,-47.61700,45.60700,45.60700,-0.99000,-0.99000,6.47140,100.00000,-492.82760,-492.82760,-465.91810,-465.91800,0.02330,,1.58000,56.96030,-14.04070,-14.04070,-10.85690,-14.04070,6.56930,-0.65780,-0.69450
2018-12-31,15.79400,,15.79400,46.92500,10.54700,,-41.67800,-2.96600,-44.64400,-44.64400,-44.64400,-44.64400,-38.66700,-41.67800,40.92500,40.92500,-1.01000,-1.01000,4.48990,100.00000,-263.88500,-263.88500,-282.66420,-282.66440,0.04760,,0.53390,168.57480,-18.38130,-18.38130,-13.44170,-18.38130,5.73460,-0.7611,-0.797
2018-09-30,20.79800,,20.79800,46.21800,9.58400,,-35.00400,0.97500,-34.02900,-34.02900,-34.02900,-34.02900,-32.27600,-35.00400,42.23900,42.23900,-0.81000,-0.81000,5.94780,100.00000,-168.30460,-168.30460,-163.61670,-163.61670,0.05850,,0.99180,90.74430,-12.03950,-12.03950,-9.57600,-12.03950,6.69010,-0.8713,-0.9701
2018-06-30,18.83400,,18.83400,52.01400,11.13400,,-44.31400,1.07000,-43.24400,-43.24400,-43.24400,-43.24400,-43.11200,-44.31400,42.15400,42.15400,-1.03000,-1.03000,6.70570,100.00000,-235.28720,-235.28720,-229.60600,-229.60600,0.04870,,1.05600,85.23100,-13.85870,-13.85870,-11.17730,-13.85870,7.38910,-1.2646,-1.3466
2018-03-31,4.69500,,4.69500,45.67000,9.23500,,-50.21000,0.67400,-49.53600,-49.53600,-49.53600,-49.53600,-48.87200,-50.21000,36.93700,36.93700,-1.34000,-1.34000,5.42560,100.00000,-1069.43600,-1069.43600,-1055.08000,-1055.08000,0.01440,,0.64480,139.57190,-20.03270,-20.03270,-15.19150,-20.03270,6.67860,-0.84730,-1.24030
2017-12-31,152.35800,,152.35800,38.98600,8.40400,,104.96800,0.75800,105.72600,105.72600,105.72600,105.72600,106.31000,104.96800,36.09500,36.09500,2.96000,2.96000,6.47770,100.00000,68.89570,68.89560,69.39310,69.39310,0.40750,,11.16750,8.05910,35.33170,35.33180,28.27780,35.33180,8.11850,3.0484,2.7408
2017-09-30,1.66300,,1.66300,40.98400,8.40300,,-47.72400,0.68100,-47.04300,-47.04300,-47.04300,-47.04300,-45.81900,-47.72400,36.77900,36.77900,-1.28000,-1.28000,6.45740,100.00000,-2869.75400,-2869.75400,-2828.80400,-2828.80300,0.00690,,0.75800,118.73720,-24.82940,-24.82940,-19.45170,-24.82940,5.14750,-0.8025,-1.0638
2017-06-30,1.66600,,1.66600,34.46100,8.38400,,-41.17900,0.52500,-40.65400,-40.65400,-40.65400,-40.65400,-39.17600,-41.17900,35.78500,35.78500,-1.14000,-1.14000,8.36810,100.00000,-2471.72900,-2471.72900,-2440.21600,-2440.21600,0.00610,,0.83680,107.55700,-17.57270,-17.57270,-14.79160,-17.57270,6.30700,-0.8361,-1.0391
2017-03-31,2.05500,,2.05500,32.80100,7.46200,,-38.20800,0.55300,-37.65500,-37.65500,-37.65500,-37.65500,-36.23000,-38.20800,34.95800,34.95800,-1.08000,-1.08000,9.45340,100.00000,-1859.27000,-1859.27000,-1832.36000,-1832.36000,0.00750,,0.98180,91.66420,-16.04810,-16.04810,-13.70660,-16.04810,6.70780,-1.01070,-1.05340
2016-12-31,5.10600,,5.10600,31.10900,9.23500,,-35.23800,0.45500,-34.78300,-34.78300,-34.78300,-34.78300,-33.26400,-35.23800,34.68500,34.68500,-1.01000,-0.96000,10.40020,100.00000,-690.12870,-690.12880,-681.21770,-681.21770,0.01640,,1.84730,48.71910,-12.94250,-12.94250,-11.17480,-12.94250,7.70700,-0.8178,-0.8491
2016-09-30,3.25500,,3.25500,30.29600,7.22400,,-34.26500,0.41900,-33.84600,-33.84600,-33.84600,-33.84600,-32.18800,-34.26500,34.76600,34.76600,-0.97000,-0.97000,14.34270,100.00000,-1052.68800,-1052.68800,-1039.81600,-1039.81600,0.00960,,1.08210,83.17050,-11.27820,-11.27820,-9.95870,-11.27820,8.62040,1.367,1.3017
2016-06-30,80.67300,,80.67300,33.34000,7.23900,,40.09400,0.37000,40.46400,40.46400,40.46400,40.46400,41.88000,40.09400,34.61600,36.01700,1.17000,1.12000,17.84240,100.00000,49.69940,49.69940,50.15800,50.15810,0.21870,,1.02930,87.43630,12.26270,12.26270,10.97030,12.26270,9.51100,-0.8837,-1.0331
2016-03-31,2.84600,,2.84600,27.34600,6.13300,,-30.63300,0.27000,-30.36300,-30.36300,-30.36300,-30.36300,-28.86200,-30.63300,34.50400,34.50400,-0.88000,-0.88000,17.36770,100.00000,-1076.35300,-1076.35300,-1066.86600,-1066.86600,0.00870,,1.13300,79.43780,-10.60700,-10.60700,-9.32360,-10.60700,8.28840,-0.92480,-1.00690
2015-12-31,8.17800,,8.17800,30.04400,6.71500,,-28.58100,0.13000,-28.45100,-28.45100,-28.45100,-28.45100,-27.38900,-28.58100,31.80200,31.80200,-0.99000,-0.88000,14.14690,100.00000,-349.48680,-349.48670,-347.89710,-347.89710,0.02280,,6.68140,13.47030,-9.08000,-9.08000,-7.91910,-9.08000,9.12300,-0.7444,-0.8411
2015-09-30,14.68100,,14.68100,24.10300,6.02100,,-15.44300,0.00100,-15.44200,-15.44200,-15.44200,-15.44200,-14.95400,-15.44300,33.33900,33.33900,-0.46000,-0.46000,16.54960,100.00000,-105.19040,-105.19040,-105.18360,-105.18360,0.03820,,5.35020,16.82170,-4.55080,-4.55080,-4.02040,-4.55080,9.90790,-0.2883,-0.3541
2015-06-30,6.71600,,6.71600,22.66000,5.34600,,-21.29000,-0.08600,-21.37600,-21.37600,-21.37600,-21.37600,-20.65400,-21.29000,30.05900,30.05900,-0.71000,-0.71000,10.16590,100.00000,-317.00420,-317.00420,-318.28470,-318.28470,0.02640,,1.54960,58.07920,-10.09780,-10.09780,-8.40900,-10.09780,7.02750,-0.7728,-0.868
2015-03-31,71.27900,,71.27900,21.46400,4.68300,,45.13200,-0.00300,45.12900,45.12900,45.12900,45.12900,45.67800,45.13200,29.41600,31.68400,1.53000,1.42000,11.12690,100.00000,63.31740,63.31740,63.31320,63.31320,0.25630,,41.46540,2.17050,19.53700,19.53700,16.22940,19.53700,7.69340,1.37590,1.34440
2014-12-31,5.47600,,5.47600,19.65000,4.84500,,-19.01900,0.00100,-19.01800,-19.01800,-19.01800,-19.01800,-18.51400,-19.01900,27.38500,27.38500,-0.70000,-0.70000,6.08020,100.00000,-347.31560,-347.31560,-347.29740,-347.29730,0.03150,,1.86580,48.23780,-15.68030,-15.68030,-10.93710,-15.68030,4.33230,-0.7423,-0.8039
2014-09-30,18.38200,,18.38200,18.63200,3.67800,,-3.92800,,-3.92800,-3.92800,-3.92800,-3.92800,-3.44600,-3.92800,27.75100,27.75100,-0.14000,-0.14000,7.19410,100.00000,-21.36870,-21.36870,-21.36870,-21.36870,0.09490,,3.45850,26.02270,-2.82410,-2.82410,-2.02870,-2.82410,5.00820,-0.5167,-0.5407
2014-06-30,9.22000,,9.22000,17.33500,4.14500,,-12.26000,0.00100,-12.25900,-12.25900,-12.25900,-12.25900,-11.82300,-12.26000,27.65100,27.65100,-0.44000,-0.44000,6.65370,100.00000,-132.97180,-132.97180,-132.96090,-132.96100,0.04480,,3.48580,25.81890,-8.63440,-8.63440,-5.95910,-8.63440,5.12120,-0.1613,-0.1892
2014-03-31,14.71900,,14.71900,14.56900,3.25800,,-3.10800,,-3.10800,-3.10800,-3.10800,-3.10800,-2.71000,-3.10800,26.26200,26.26200,-0.12000,-0.12000,6.88810,100.00000,-21.11560,-21.11560,-21.11560,-21.11560,0.07000,,8.43140,10.67440,-2.02850,-2.02850,-1.47880,-2.02850,5.57180,0.22410,0.20710
2013-12-31,14.90700,,14.90700,14.34820,3.76510,,-3.20630,0.00120,-3.20510,-3.20510,-3.20510,3.22990,-2.84830,-3.20630,6.84800,6.84800,2.99000,3.12000,4.14460,100.00000,-21.50900,-21.50900,-21.50070,21.66710,0.11850,,7.43860,12.09900,-4.06150,-4.06150,-2.54810,-4.06150,3.13420,-1.4581,-1.7946
2013-09-30,20.23200,,20.23200,11.08800,1.98600,,7.15800,-0.55400,6.60400,6.60400,6.60400,0.16900,7.47500,7.15800,1.18500,21.24300,0.14000,0.01000,1.46260,100.00000,35.37960,35.37960,32.64140,0.83530,0.48200,,8.86870,10.14810,-94.40190,-163.12550,15.73280,-163.12560,-1.91870,10.696,11.3181
2013-06-30,12.29800,,12.29800,11.04900,1.50300,,-0.25400,-0.04000,-0.29400,-0.29400,-0.29400,-0.29400,0.01180,-0.25400,1.22000,1.22000,-0.24000,-0.24000,1.35370,100.00000,-2.06540,-2.06540,-2.39060,-2.39060,0.29150,,2.96120,30.39320,2.11850,2.68980,-0.69700,2.68980,-5.57100,-7.9579,-8.3059
2013-03-31,10.59800,,10.59800,10.09680,3.83290,,-3.33170,-0.03420,-3.36590,-3.36590,-3.36590,-3.36590,-3.07950,-3.33170,1.14900,1.14900,-2.93000,-2.93000,,100.00000,-31.43660,-31.43660,-31.75970,-31.75970,,,,,,,,,,-3.34950,-3.71950
2012-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,1.1293,1.1539
2012-09-30,16.08150,,16.08150,11.96830,1.51430,,2.59900,0.00160,2.60050,2.60050,2.60050,,2.83450,2.59900,1.09200,21.50200,0.00000,0.00000,,100.00000,16.16110,16.16110,16.17080,,,,,,,,,,,-1.1293,-1.1539
2012-06-30,,,,0.00000,,,,,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2011-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
