Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,110.70800,1.87000,108.83800,40.54300,14.10400,54.64700,54.19100,2.11800,56.30900,56.30900,56.30900,56.30900,55.65500,54.19100,62.74400,62.86600,0.90000,0.90000,3.74640,98.31090,48.94950,48.94950,50.86260,50.86260,0.41860,0.57640,12.65230,7.11330,46.89840,46.89840,21.28950,46.89840,1.91300,0.9616,0.9536
2024-06-30,10.79700,2.82300,7.97400,51.73200,14.42300,66.15500,-58.18100,2.51700,-55.66400,-55.66400,-55.66400,-55.66400,-57.30900,-58.18100,62.66400,62.66400,-0.89000,-0.89000,2.71040,73.85390,-538.86260,-538.86260,-515.55060,-515.55060,0.05370,2.53180,1.74400,51.60600,-96.27280,-96.27280,-27.67470,-96.27280,0.92180,-0.7056,-0.7206
2024-03-31,9.10400,2.11600,6.98800,46.02900,14.70900,60.73800,-53.75000,1.56000,-52.19000,-52.19000,-52.19000,-52.19000,-53.22400,-53.75000,62.29100,62.29100,-0.84000,-0.84000,3.63270,76.75750,-590.39980,-590.39980,-573.26450,-573.26450,0.03670,1.69550,1.26110,71.36530,-49.16440,-49.16440,-21.02020,-49.16440,1.69680,-0.73270,-0.75620
2023-12-31,10.72000,0.16300,10.55700,47.35100,12.56000,59.91100,-49.35400,3.28200,-46.07200,-46.07200,-46.07200,-46.07200,-49.18200,-49.35400,61.92900,61.92900,-0.75000,-0.74000,4.47960,98.47950,-460.39160,-460.39160,-429.77590,-429.77600,0.03590,0.13350,1.03410,87.03640,-30.18880,-30.18880,-15.43870,-30.18880,2.45870,-0.4568,-0.467
2023-09-30,10.39700,3.35900,7.03800,30.13100,12.40900,42.54000,-35.50200,53.05600,17.55400,17.55400,17.55400,17.55400,-35.42400,-35.50200,61.98100,62.24500,0.28000,0.28000,5.67970,67.69260,-341.46390,-341.46390,168.83710,168.83720,0.03060,3.15100,0.41080,219.10070,9.04940,9.04940,5.16340,9.04940,3.12720,-0.5663,-0.5741
2023-06-30,13.13600,1.17700,11.95900,43.22900,13.69200,56.92100,-44.96200,102.43100,57.46900,57.46900,57.46900,57.46900,-43.18200,-44.96200,61.88000,62.26200,0.93000,0.92000,5.64000,91.03990,-342.28070,-342.28070,437.49240,437.49240,0.04300,0.81570,2.04930,43.91750,33.50100,33.50100,18.80200,33.50100,2.76960,-0.0321,-0.0358
2023-03-31,24.49600,3.52300,20.97300,45.87200,13.52700,59.39900,-38.42600,0.41700,-38.00900,-38.00900,-38.00900,-38.00900,-35.81500,-38.42600,61.81000,61.81000,-0.61000,-0.61000,6.33450,85.61810,-156.86640,-156.86640,-155.16410,-155.16410,0.07130,2.50040,0.67740,132.85430,-34.78510,-34.78510,-11.06530,-34.78510,1.76700,-0.20760,-0.21340
2022-12-31,73.09900,1.79100,71.30800,45.65300,13.67200,59.32500,11.98300,0.81900,12.80200,12.80200,12.80200,12.80200,14.87700,11.98300,61.43300,61.43300,0.20000,0.20000,4.57060,97.54990,16.39280,16.39280,17.51320,17.51320,0.26060,1.23430,1.30020,69.22090,9.01470,9.01470,4.56450,9.01470,2.30160,0.4764,0.47
2022-09-30,41.73400,3.14300,38.59100,48.19100,15.35500,63.54600,-24.95500,0.14200,-24.81300,-24.81300,-24.81300,-24.81300,-21.99900,-24.95500,61.46000,61.46000,-0.40000,-0.40000,2.95350,92.46900,-59.79540,-59.79540,-59.45510,-59.45510,0.21360,2.89410,3.01610,29.83970,-20.18010,-20.18010,-12.70200,-20.18010,2.00060,-0.1511,-0.1642
2022-06-30,26.00700,2.40200,23.60500,51.74400,13.66900,65.41300,-41.80800,0.50400,-41.30400,-41.30400,-41.30400,-41.30400,-38.63700,-41.80800,61.38500,61.38500,-0.67000,-0.67000,3.29490,90.76400,-160.75670,-160.75670,-158.81880,-158.81880,0.11930,0.81450,1.41460,63.62330,-28.98910,-28.98910,-18.94310,-28.98910,2.31830,-0.8,-0.8164
2022-03-31,11.10100,0.04800,11.05300,61.43800,16.25300,77.69100,-66.63800,0.19500,-66.44300,-66.44300,-66.44300,-66.44300,-63.39100,-66.63800,61.32400,61.32400,-1.08000,-1.08000,3.25200,99.56760,-600.28830,-600.28830,-598.53170,-598.53170,0.04090,0.01040,0.74480,120.84050,-37.28270,-37.28270,-24.47750,-37.28270,2.90570,-0.94080,-0.96390
2021-12-31,14.14700,0.94700,13.20000,55.85300,15.58300,71.43600,-58.23600,0.21400,-58.02200,-58.02200,-58.02200,-58.02200,-54.94400,-58.23600,59.94500,59.94500,-0.95000,-0.95000,3.74860,93.30600,-411.64920,-411.64930,-410.13660,-410.13650,0.04220,0.21580,1.36210,66.07340,-24.21440,-24.21440,-17.30740,-24.21440,3.90850,-0.9359,-0.9604
2021-09-30,15.66200,1.66500,13.99700,49.82300,17.16100,66.98400,-52.98700,0.10100,-52.88600,-52.88600,-52.88600,-52.88600,-49.73200,-52.98700,61.17000,61.17000,-0.86000,-0.86000,4.86030,89.36920,-338.31570,-338.31570,-337.67080,-337.67080,0.03990,0.41840,1.13830,79.06460,-18.14660,-18.14660,-13.48580,-18.14660,4.75780,-0.2195,-0.2535
2021-06-30,30.75700,0.02200,30.73500,55.78000,15.23400,71.01400,-40.27900,0.34400,-39.93500,-39.93500,-39.93500,-39.93500,-37.05700,-40.27900,60.06800,60.06800,-0.66000,-0.66000,5.24850,99.92850,-130.95880,-130.95880,-129.84030,-129.84040,0.07220,0.00340,0.67970,132.40300,-12.51710,-12.51700,-9.37640,-12.51700,5.30570,-0.7364,-0.7704
2021-03-31,16.88100,0.01700,16.86400,53.12100,15.03600,68.15700,-51.29300,0.02100,-51.27200,-51.27200,-51.27200,-51.27200,-48.19700,-51.29300,57.20300,57.20300,-0.90000,-0.90000,7.06440,99.89930,-303.85040,-303.85040,-303.72600,-303.72610,0.03880,0.00280,2.36160,38.10910,-14.62700,-14.62700,-11.77460,-14.62700,5.84110,-0.50760,-0.51850
2020-12-31,52.69100,,52.69100,42.30000,12.56100,,-2.17000,0.08300,-2.08700,-2.08700,-2.08700,-2.08700,0.84700,-2.17000,52.44200,52.44200,0.04000,0.04000,6.16880,100.00000,-4.11840,-4.11830,-3.96080,-3.96080,0.13910,,2.28290,39.42400,-0.70530,-0.70530,-0.55100,-0.70530,5.26060,-0.1807,-0.2503
2020-09-30,18.25300,,18.25300,44.65600,9.73200,,-36.13500,0.09200,-36.04300,-36.04300,-36.04300,-36.04300,-33.15900,-36.13500,54.46300,54.46300,-0.66000,-0.66000,6.18640,100.00000,-197.96750,-197.96750,-197.46340,-197.46340,0.04880,,0.97210,92.58370,-12.36110,-12.36110,-9.62740,-12.36110,5.19070,-0.3398,-0.346
2020-06-30,20.25700,,20.25700,57.35100,10.21600,,-47.31000,0.42500,-46.88500,-46.88500,-46.88500,-46.88500,-44.41500,-47.31000,50.01800,50.01800,-0.94000,-0.94000,5.66950,100.00000,-233.54890,-233.54890,-231.45090,-231.45080,0.06180,,1.05480,85.32610,-18.92170,-18.92170,-14.31200,-18.92170,4.64320,-0.7126,-0.7239
