Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,55.59470,55.59470,42.78100,12.26710,0.01870,0.56520,-3.15260,-2.58740,6.83620,-9.42360,-9.42360,-9.42360,4.03910,0.56520,103.10800,110.29500,-0.08800,-0.12100,3.97770,,100.00000,1.01660,1.01660,-4.65400,-16.95050,0.08760,17.13280,5.25310,-2.24040,-2.24920,-1.48470,-2.24040,4.07920,-0.3048,-0.327
2024-06-30,20.19730,20.19730,37.92410,10.90680,0.02690,-28.60680,9.38200,-19.22480,0.18310,-19.40790,-19.40790,-19.40790,-25.29280,-28.60680,103.07200,103.07200,-0.18310,-0.18310,3.73880,,100.00000,-141.63690,-141.63690,-95.18530,-96.09170,0.02990,6.67200,13.48920,-4.64620,-4.66550,-2.87450,-4.64620,4.05130,-0.3535,-0.3828
2024-03-31,32.86310,32.86310,34.85970,12.63970,0.01300,-14.62330,12.75370,-1.86960,1.44620,-3.31570,-3.31570,-3.31570,-11.35100,-14.62330,98.74000,105.92800,-0.03260,-0.04340,3.94620,,100.00000,-44.49770,-44.49770,-5.68900,-10.08950,0.04630,16.99550,5.29550,-0.76200,-0.76490,-0.46760,-0.76200,4.22240,-0.33420,-0.42820
2023-12-31,17.10130,17.10130,35.84300,11.18200,0.01370,-29.91010,1.79530,-28.11480,,-28.11480,-28.11480,-28.11480,-27.99300,-29.91010,80.54700,80.54700,-0.32250,-0.32250,2.87040,,100.00000,-174.90010,-174.90010,-164.40190,-164.40190,0.03100,3.86050,23.31330,-11.54100,-11.61960,-5.09390,-11.54100,2.87760,1.0391,0.908
2023-09-30,6.44990,6.44990,33.19400,9.66610,0.20240,-36.20780,7.37720,-28.83060,,-28.83060,-28.83060,-28.83060,-34.29300,-36.20780,83.38700,83.38700,-0.34830,-0.34830,3.17800,,100.00000,-561.37360,-561.37360,-446.99630,-446.99630,0.01350,11.52920,7.80630,-10.69180,-10.76270,-6.05530,-10.69180,3.18530,-0.3665,-0.4356
2023-06-30,24.37480,24.37480,29.78650,10.20400,0.00650,-15.60910,-11.22570,-26.83470,,-26.83470,-26.83470,-26.83470,-13.55560,-15.60910,77.31100,77.31100,-0.34890,-0.34890,2.93330,,100.00000,-64.03780,-64.03780,-110.09210,-110.09210,0.05450,67.73940,1.32860,-11.27800,-11.36420,-5.99970,-11.27800,2.95950,-0.0957,-0.2468
2023-03-31,10.51500,10.51500,29.60550,10.28960,1.01010,-28.37000,7.17350,-21.19640,,-21.19640,-21.19640,-21.19640,-26.42600,-28.37000,76.67100,76.67100,-0.27910,-0.27910,3.43070,,100.00000,-269.80400,-269.80400,-201.58230,-201.58230,0.02590,42.40690,2.12230,-9.86940,-9.94720,-5.21730,-9.86940,2.80120,-0.33200,-0.39250
2022-12-31,33.12390,33.12390,28.67320,9.92540,-0.01830,-5.49300,-12.16510,-17.65810,2.98390,-20.64190,-20.64190,-20.64190,-3.40810,-5.49300,67.22080,68.82490,-0.38190,-0.38040,3.54290,,100.00000,-16.58310,-16.58310,-53.30910,-62.31730,0.07710,28.29770,3.18050,-9.19090,-9.26190,-4.80400,-9.19090,2.92930,-0.4864,-0.5222
2022-09-30,15.16840,15.16840,28.77770,8.48260,0.00910,-22.08290,1.55910,-20.52370,0.56200,-21.08570,-21.08570,-21.08570,-20.45300,-22.08290,65.63400,65.63400,-0.32200,-0.32200,2.59670,,100.00000,-145.58430,-145.58430,-135.30540,-139.01060,0.04250,13.22210,6.80680,-18.51930,-18.77550,-5.90900,-18.51930,,-0.6648,-0.6838
2022-06-30,18.32020,18.32020,26.83490,9.24040,0.02870,-17.72640,4.06740,-13.65900,1.21850,-14.87750,-14.87750,-14.87750,-15.93660,-17.72640,64.91560,64.91560,-0.23410,-0.23410,2.94770,,100.00000,-96.75860,-96.75860,-74.55710,-81.20820,0.04670,17.91360,5.02410,-11.18930,-11.30780,-3.79580,-11.18930,,0.7529,0.7412
2022-03-31,115.48220,115.48220,28.21660,10.41180,0.00790,76.86170,19.26820,96.12990,,96.12990,96.12990,96.12990,78.69770,76.86170,62.92700,63.40200,1.52800,1.51600,2.82970,,100.00000,66.55720,66.55720,83.24220,83.24220,0.36470,138.68870,0.64890,73.85480,74.68350,30.35700,73.85480,,1.93110,1.91060
2021-12-31,18.35320,18.35320,26.28470,10.12080,0.00960,-18.04270,-5.57450,-23.61720,,-23.61720,-23.61720,-23.61720,-16.49750,-18.04270,62.91300,62.91300,-0.37620,-0.37620,1.59970,,100.00000,-98.30820,-98.30820,-128.68160,-128.68160,0.08880,22.74610,3.95670,-82.95800,-87.75350,-11.43010,-82.95790,0.45240,-0.5039,-0.5385
2021-09-30,7.59760,7.59760,25.02850,9.74730,0.05540,-27.12280,-4.95500,-32.07780,,-32.07780,-32.07780,-32.07780,-25.17280,-27.12280,62.91100,62.91100,-0.50710,-0.50710,1.68160,,100.00000,-356.99210,-356.99210,-422.21020,-422.21020,0.03240,8.88690,10.12730,-77.36700,-80.28270,-13.67600,-77.36700,,-0.3331,-0.358
2021-06-30,6.25220,6.25220,24.50770,9.96570,0.03130,-28.18980,-0.50120,-28.69110,,-28.69110,-28.69110,-28.69110,-26.78090,-28.18980,62.90900,62.90900,-0.45790,-0.45790,2.71220,,100.00000,-450.87690,-450.87690,-458.89380,-458.89380,0.02400,7.22700,12.45330,-31.15120,-31.67420,-10.99840,-31.15120,,-0.3818,-0.4075
2021-03-31,8.92510,8.92510,27.78790,10.16440,0.28810,-28.73910,2.70050,-26.03860,,-26.03860,-26.03860,-26.03860,-27.42020,-28.73910,62.90900,62.90900,-0.40990,-0.40990,3.26450,,100.00000,-322.00460,-322.00460,-291.74660,-291.74660,0.03110,12.87480,6.99040,-23.05340,-23.28200,-9.08350,-23.05340,,-0.31920,-0.33000
2020-12-31,14.45860,14.45860,28.47140,8.19170,0.17090,-22.03350,26.21460,4.18100,,4.18100,4.18100,4.42640,-21.66130,-22.03360,48.00100,48.00100,18.61460,18.61460,3.94320,,100.00000,-152.39040,-152.39040,28.91700,30.61420,0.05680,11.56690,7.78080,4.01030,4.04580,1.64190,4.01030,1.65730,-0.6711,-0.7167
2020-09-30,9.20120,9.20120,20.44000,10.77230,0.03740,-21.97370,-185.07140,-207.04510,,-207.04510,-207.04510,-207.04510,-20.44130,-21.97370,62.90900,62.90900,-3.29660,-3.29660,3.50270,,100.00000,-238.81340,-238.81340,-2250.19700,-2250.19700,0.02780,7.50330,11.99470,-145.58150,-146.75030,-62.57640,-145.58150,,9.98,14.1448
2020-06-30,7.59320,7.59320,18.17370,11.09470,0.09470,-21.58050,-1.90160,-23.48210,,-23.48210,-23.48210,-23.17050,-21.58050,-21.58050,1.16300,1.16300,-19.90800,-19.90800,1.04820,,100.00000,-284.20820,-284.20820,-309.25180,-305.14790,0.06390,16.14990,5.57280,31.36590,30.91670,-19.75860,31.36590,,-11.0828,-15.3566
2020-03-31,,,,4.12730,,-4.12730,0.85740,-3.26990,,-3.26990,-3.26990,-3.26990,-4.12730,-4.12730,17.96900,17.96900,-0.18000,-0.18000,0.18000,,,,,,,,,,-65.39700,-65.39760,-2.18740,-65.39700,1.13020,-0.00960,-0.00960
2019-12-31,,,,11.33650,,-51.04250,-2.08660,-34.68010,,-34.68010,-34.68010,-33.76410,-51.04250,-32.59350,33.09400,33.09400,-1.06800,-1.06800,1.78940,,,,,,,,,,84.92750,82.88160,-25.82730,84.92750,,2.1575,2.0957
