Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-06-30,,,1.46300,0.99800,,-2.46100,0.00900,-2.45200,,-2.45200,-2.45200,-2.45200,-2.44400,-2.46100,6.83800,6.83800,-0.36000,-0.36000,7.53610,,,,,,,,,-28.69180,-28.69180,-24.93640,-28.69180,1.23930,-0.1574,-0.1574
2018-03-31,,,1.06800,1.09900,,-2.16700,0.00700,-2.16000,,-2.16000,-2.16000,-2.16000,-2.15000,-2.16700,6.63800,6.63800,-0.33000,-0.33000,14.36540,,,,,,,,,-20.97090,-20.97090,-19.53340,-20.97090,1.49360,-0.24750,-0.24750
2017-12-31,,,1.54500,0.87800,,-2.42300,0.00500,-2.41800,,-2.41800,-2.41800,-2.41800,-2.40600,-2.42300,6.53700,6.53700,-0.36000,-0.36000,9.41960,,,,,,,,,-24.93040,-24.93040,-22.32480,-24.93040,1.47040,-0.22,-0.22
2017-09-30,,,1.61900,0.97700,,-2.59600,0.00600,-2.59000,,-2.59000,-2.59000,-2.59000,-2.57900,-2.59600,6.53800,6.53800,-0.40000,-0.40000,12.08320,,,,,,,,,-22.78530,-22.78530,-20.92590,-22.78530,1.72330,-0.3289,-0.3289
2017-06-30,,,3.06300,1.10300,,-4.16600,0.00600,-4.16000,,-4.16000,-4.16000,-4.16000,-4.15000,-4.16600,6.53700,6.53700,-0.64000,-0.64000,14.09310,,,,,,,,,-31.34890,-31.34890,-29.15410,-31.34890,2.01180,-0.489,-0.489
2017-03-31,,,1.38800,1.37600,,-2.76400,0.02100,-2.74300,,-2.74300,-2.74300,-2.74300,-2.74600,-2.76400,6.53500,6.53500,-0.42000,-0.42000,19.69420,,,,,,,,,-16.40450,-16.40450,-15.58170,-16.40450,2.53590,-0.22220,-0.22220
2016-12-31,,,1.33500,1.20800,,-2.54300,0.02100,-2.52200,,-2.52200,-2.52200,-2.52200,-2.52600,-2.54300,6.52000,6.52000,-0.37030,-0.37030,28.67670,,,,,,,,,-13.53220,-13.53220,-13.06600,-13.53220,2.82720,-0.4681,-0.468
2016-09-30,,,2.65700,0.88400,,-3.54100,0.02300,-3.51800,,-3.51800,-3.51800,-3.51800,-3.52800,-3.54100,6.53500,6.53500,-0.54000,-0.54000,10.25380,,,,,,,,,-17.31730,-17.31730,-15.64810,-17.31730,3.08100,-0.4258,-0.4374
2016-06-30,,,1.58900,1.45500,,-3.04400,0.02900,-3.01500,,-3.01500,-3.01500,-3.01500,-3.03000,-3.04400,6.53000,6.53000,-0.46000,-0.46000,12.66820,,,,,,,,,-13.11610,-13.11610,-12.08900,-13.11610,3.48620,-0.4977,-0.4977
2016-03-31,,,3.59500,2.23400,,-5.82900,0.03400,-5.79500,,-5.79500,-5.79500,-5.79500,-5.81500,-5.82900,6.48140,6.48140,-0.90970,-0.90970,8.49670,,,,,,,,,-22.92140,-22.92150,-20.24380,-22.92150,3.83430,-0.48480,-0.48480
2015-12-31,,,3.62000,0.91400,,-4.53400,0.01700,-4.51700,,-4.51700,-4.51700,-4.51700,-4.52100,-4.53400,6.48140,6.48140,-0.69980,-0.69980,12.42300,,,,,,,,,-15.38120,-15.38120,-14.15190,-15.38120,4.49140,-0.5474,-0.5475
2015-09-30,,,2.35600,1.33000,,-3.68600,0.01500,-3.67100,,-3.67100,-3.67100,-3.67100,-3.67200,-3.68600,6.48140,6.48140,-0.55980,-0.55980,13.69410,,,,,,,,,-11.10170,-11.10170,-10.29650,-11.10170,5.05730,-0.3719,-0.3718
2015-06-30,,,1.98600,1.40100,,-3.38700,0.01300,-3.37400,,-3.37400,-3.37400,-3.37400,-3.37300,-3.38700,6.48140,6.48140,-0.48990,-0.48990,20.68510,,,,,,,,,-9.38710,-9.38710,-8.93630,-9.38710,5.49710,-0.3005,-0.3005
2015-03-31,,,1.13800,1.45700,,-2.59500,0.01200,-2.58300,,-2.58300,-2.58300,-2.58300,-2.59100,-2.59500,6.48140,6.48140,-0.41990,-0.41990,32.80580,,,,,,,,,-6.72040,-6.72040,-6.51700,-6.72040,5.87820,-0.17700,-0.20710
2014-12-31,,,1.10800,1.05900,,-2.16700,0.01100,-2.15600,,-2.15600,-2.15600,-2.15600,-2.16200,-2.16700,6.46890,6.46890,-0.27990,-0.27990,48.03410,,,,,,,,,-5.38250,-5.38250,-5.27060,-5.38250,6.12610,-0.398,-0.3982
2014-09-30,,,2.11600,1.42900,,-3.54500,0.01100,-3.53400,,-3.53400,-3.53400,-3.53400,-3.54200,-3.54500,6.47980,6.47980,-0.55980,-0.55980,18.25850,,,,,,,,,-8.57600,-8.57600,-8.10720,-8.57600,6.30230,-0.2562,-0.2562
2014-06-30,,,1.93500,1.32200,,-3.25700,0.01100,-3.24600,,-3.24600,-3.24600,-3.24600,-3.25300,-3.25700,6.46580,6.46580,-0.48990,-0.48990,26.05350,,,,,,,,,-7.43610,-7.43610,-7.15120,-7.43610,6.67610,-0.3996,-0.3996
2014-03-31,,,2.14700,1.31700,,-3.46400,0.01400,-3.45000,,-3.45000,-3.45000,-3.45000,-3.46100,-3.46400,6.44860,6.44860,-0.55980,-0.55980,29.19840,,,,,,,,,-7.54910,-7.54910,-7.29090,-7.54910,7.01250,-0.42230,-0.43450
2013-12-31,35.24400,35.24400,1.15100,1.19000,,32.90300,0.03900,32.94200,,33.01500,33.01500,33.01500,32.90300,32.90300,6.43150,6.46020,5.17840,5.17840,27.81960,100.00000,93.35770,93.35770,93.46840,93.67550,0.70340,,,68.35120,68.35120,65.89430,68.35120,7.42720,-0.2219,-0.2219
2013-09-30,1.95800,1.95800,1.44400,1.29000,,-0.77600,0.01400,-0.76200,,-0.76200,-0.76200,-0.76200,-0.77600,-0.77600,6.43580,6.43580,-0.14000,-0.14000,5.32530,100.00000,-39.63230,-39.63230,-38.91730,-38.91730,0.03780,,,-5.34660,-5.34660,-1.47230,-5.34660,2.19490,-0.2821,-0.2821
2013-06-30,1.95900,1.95900,1.13900,1.13900,,-0.31900,0.01800,-0.30100,,-0.30100,-0.30100,-0.30100,-0.31900,-0.31900,6.43040,6.43040,-0.07000,-0.07000,5.73310,100.00000,-16.28380,-16.28380,-15.36500,-15.36500,0.03680,,,-2.12350,-2.12350,-0.56580,-2.12350,2.18310,-0.2797,-0.2797
2013-03-31,1.95800,1.95800,1.18300,1.21800,,-0.44300,0.03500,-0.40800,,-0.40800,-0.40800,-0.40800,-0.44300,-0.44300,6.42080,6.42080,-0.07000,-0.07000,5.62390,100.00000,-22.62510,-22.62510,-20.83760,-20.83760,0.03570,,,-3.04250,-3.04250,-0.74360,-3.04250,2.07010,-0.29170,-0.29170
2012-12-31,2.46800,2.46800,2.10100,2.20800,,-1.84100,0.04500,-1.79600,,-1.79600,-1.79600,-1.79600,-1.84100,-1.84100,6.39520,6.39520,-0.34990,-0.34990,5.65130,100.00000,-74.59480,-74.59480,-72.77150,-72.77150,0.04340,,,-13.67240,-13.67240,-3.15870,-13.67240,2.02800,-0.2871,-0.2871
2012-09-30,2.72500,2.72500,2.37900,2.00100,,-1.65500,0.10500,-1.55000,,-1.55000,-1.55000,-1.55000,-1.60300,-1.65500,6.37350,6.37350,-0.20990,-0.20990,6.73240,100.00000,-60.73400,-60.73400,-56.88070,-56.88070,0.02920,,,-3.34540,-3.34540,-1.66200,-3.34540,7.19910,-0.2059,1.2928
2012-06-30,2.72400,2.72400,1.51600,1.46100,,-0.25300,0.12300,-0.13000,,-0.13000,-0.13000,-0.13000,-0.21800,-0.25300,6.39860,6.39860,0.00000,0.00000,7.57080,100.00000,-9.28780,-9.28780,-4.77240,-4.77240,0.02880,,,-0.28160,-0.28160,-0.13770,-0.28160,7.21380,-0.3046,-1.8033
2012-03-31,2.97300,2.97300,1.60900,1.51200,,-0.14800,0.17800,0.03000,,0.03000,0.03000,0.03000,-0.11300,-0.14800,6.39220,6.39560,0.00000,0.00000,7.44870,100.00000,-4.97810,-4.97810,1.00910,1.00910,0.03070,,,0.06620,0.06620,0.03100,0.06620,7.08640,-0.32370,-0.32370
2011-12-31,2.74700,2.74700,1.71100,1.62000,,-0.58400,0.19300,-0.39100,,-0.39100,-0.39100,-0.39100,-0.54900,-0.58400,6.31050,6.31050,-0.03640,-0.03640,7.42080,100.00000,-21.25950,-21.25960,-14.23370,-14.23370,0.02780,,,-0.88080,-0.88080,-0.39510,-0.88080,6.94490,-0.1273,-0.1273
2011-09-30,2.74900,2.74900,2.01900,1.75300,,-1.02300,0.20800,-0.81500,,-0.81500,-0.81500,-0.81500,-0.98800,-1.02300,6.37780,6.37780,-0.14000,-0.14000,7.64880,100.00000,-37.21350,-37.21350,-29.64710,-29.64710,0.02730,11.90040,7.56280,-1.87420,-1.87420,-0.81020,-1.87420,6.81640,-0.1866,-0.1866
2011-06-30,2.75200,2.75200,2.39200,1.78800,,-1.42800,0.22800,-1.20000,,-1.20000,-1.20000,-1.20000,-1.38800,-1.42800,6.31480,6.31480,-0.20990,-0.20990,7.95480,100.00000,-51.88950,-51.88950,-43.60470,-43.60470,0.02680,3.03080,29.69480,-2.78870,-2.78870,-1.16970,-2.78870,6.74690,-0.2578,-0.2578
2011-03-31,3.23600,3.23600,2.17800,1.53700,,-0.47900,0.27200,-0.20700,,-0.20700,-0.20700,-0.20700,-0.42600,-0.47900,6.16240,6.16240,-0.03360,-0.03360,7.52620,100.00000,-14.80220,-14.80220,-6.39680,-6.39680,0.03200,1.62120,55.51300,-0.53910,-0.53910,-0.20450,-0.53910,6.10470,0.53050,0.53050
2010-12-31,8.00900,8.00900,8.01100,9.51000,,-9.51200,0.34100,-9.17100,,-9.17100,-9.17100,-9.17100,-9.45700,-9.51200,6.09380,6.09380,-1.53950,-1.53950,6.99910,100.00000,-118.76650,-118.76640,-114.50870,-114.50870,0.08070,1.12580,79.94260,-27.84740,-27.84750,-9.24540,-27.84750,5.37080,-0.5472,-0.5472
2010-09-30,2.89500,2.89500,2.36000,2.10700,,-1.57200,0.54400,-1.02800,,-1.02800,-1.02800,-1.02800,-1.51400,-1.57200,6.10230,6.10230,-0.14000,-0.14000,12.25600,100.00000,-54.30050,-54.30050,-35.50950,-35.50950,0.01600,,,-0.92450,-0.92450,-0.56860,-0.92450,18.20980,0.5621,0.5621
2010-06-30,2.65600,2.65600,2.24800,1.66300,,-1.25500,0.45100,-0.80400,,-0.80400,-0.80400,-0.80400,-1.19600,-1.25500,6.09650,6.09650,-0.14000,-0.14000,13.17300,100.00000,-47.25150,-47.25150,-30.27110,-30.27110,0.01460,,,-0.72640,-0.72640,-0.44160,-0.72640,18.14150,0.0926,0.0926
2010-03-31,3.24900,3.24900,3.12700,1.48600,,-1.36400,0.34400,-1.02000,,-1.02000,-1.02000,-1.02000,-1.30400,-1.36400,6.06040,6.06040,-0.14000,-0.14000,14.00210,100.00000,-41.98210,-41.98210,-31.39430,-31.39430,0.01820,,,-0.92770,-0.92770,-0.57110,-0.92770,18.05470,-0.13100,-0.13100
2009-12-31,3.72900,3.72900,3.81200,1.58300,,-1.66600,0.54400,-1.12200,-0.82500,-0.29700,-0.29700,-0.29700,-1.60500,-1.66600,6.02540,6.02540,-0.07000,-0.07000,9.64130,100.00000,-44.67690,-44.67690,-30.08850,-7.96460,0.02050,1.61990,55.55920,-0.27440,-0.27440,-0.16320,-0.27440,17.90780,-0.3404,-0.3404
2009-09-30,3.76300,3.76300,4.52100,1.53000,,-2.28800,0.61300,-1.67500,-0.36300,-1.31200,-1.31200,-1.31200,-2.22500,-2.28800,6.03050,6.03050,-0.20990,-0.20990,9.99340,100.00000,-60.80250,-60.80250,-44.51240,-34.86580,0.02060,,,-1.23700,-1.23700,-0.71800,-1.23700,17.57570,-0.8697,-0.8697
2009-06-30,6.23600,6.23600,5.09000,1.41400,,-0.26800,0.23300,-0.03500,-0.00100,-0.03400,-0.03400,-0.03400,-0.20100,-0.26800,6.02140,6.02140,0.00000,0.00000,10.19730,100.00000,-4.29760,-4.29760,-0.56130,-0.54520,0.03350,,,-0.03210,-0.03210,-0.01820,-0.03210,17.55830,-0.5995,-0.5995
2009-03-31,6.83500,6.83500,7.63600,1.73100,,-2.53200,0.38700,-2.14500,-0.32100,-1.82400,-1.82400,-1.82400,-2.46600,-2.53200,6.01470,6.01470,-0.27990,-0.27990,9.58290,100.00000,-37.04460,-37.04460,-31.38260,-26.68620,0.03600,,,-1.75090,-1.75090,-0.96140,-1.75090,17.31130,-0.62860,-0.62860
