Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1074.00000,757.00000,317.00000,,195.00000,122.00000,-20.00000,102.00000,-16.00000,118.00000,118.00000,,116.00000,297.00000,122.00000,714.30000,716.10000,0.16000,0.16000,0.39220,0.64520,11.35940,11.35940,9.49720,10.80080,0.09080,1.80840,1.80840,0.99750,1.09920,9.12840,0.36450,0.41340
2021-12-31,998.00000,731.00000,267.00000,3.00000,188.00000,79.00000,234.00000,313.00000,-10.00000,323.00000,323.00000,,320.00000,247.00000,79.00000,710.30000,710.30000,0.46000,0.46000,0.43140,0.75880,7.91580,7.91580,31.36270,32.06410,0.08080,5.01090,5.01090,2.61500,2.84910,9.02670,0.3018,0.8447
2021-09-30,844.00000,657.00000,187.00000,5.00000,282.00000,-95.00000,-38.00000,-133.00000,-13.00000,-120.00000,-120.00000,,-119.00000,170.00000,-95.00000,713.90000,713.90000,-0.17000,-0.17000,0.47510,0.90520,-11.25590,-11.25590,-15.75830,-14.09950,0.06640,-1.95890,-1.95890,-0.94400,-1.02820,8.57980,0.1658,0.1287
2021-06-30,649.00000,523.00000,126.00000,,194.00000,-68.00000,-15.00000,-83.00000,-22.00000,-61.00000,-61.00000,,-60.00000,104.00000,-68.00000,707.60000,707.60000,-0.09000,-0.09000,0.47050,0.88860,-10.47770,-10.47770,-12.78890,-9.24500,0.05070,-0.97800,-0.97800,-0.47620,-0.51790,8.73650,0.0129,-0.0266
2021-03-31,399.00000,376.00000,23.00000,,189.00000,-166.00000,-33.00000,-199.00000,-46.00000,-153.00000,-153.00000,,-152.00000,1.00000,-166.00000,705.60000,705.60000,-0.22000,-0.22000,0.47390,0.90080,-41.60400,-41.60400,-49.87470,-38.09520,0.03140,-2.48780,-2.48780,-1.20270,-1.30880,8.70980,-0.06940,-0.11050
2020-12-31,267.00000,350.00000,-83.00000,,188.00000,-271.00000,141.00000,-130.00000,-64.00000,-66.00000,-66.00000,,-64.00000,-102.00000,-271.00000,705.90000,705.90000,-0.09580,-0.09580,0.46690,0.87590,-101.49810,-101.49810,-48.68910,-23.97000,0.02070,-1.04330,-1.04330,-0.51200,-0.55620,8.96800,-0.2023,0.0178
2020-09-30,198.00000,332.00000,-134.00000,,184.00000,-318.00000,-71.00000,-389.00000,-73.00000,-316.00000,-316.00000,,-313.00000,-149.00000,-318.00000,705.20000,705.20000,-0.44000,-0.44000,0.47200,0.89400,-160.60610,-160.60610,-196.46460,-158.08080,0.01510,-4.93210,-4.93210,-2.41760,-2.60400,9.08410,-0.2113,-0.6225
2020-06-30,103.00000,263.00000,-160.00000,,193.00000,-353.00000,-49.00000,-402.00000,-46.00000,-356.00000,-356.00000,,-352.00000,-184.00000,-353.00000,705.10000,705.10000,-0.50000,-0.50000,0.40330,0.67580,-342.71840,-342.71840,-390.29130,-341.74760,0.00840,-5.29600,-5.29600,-2.92040,-3.16020,9.53200,-0.243,-0.1771
2020-03-31,1052.00000,874.00000,178.00000,,189.00000,-11.00000,-29.00000,-40.00000,-37.00000,-3.00000,-3.00000,,-3.00000,155.00000,-11.00000,708.10000,708.10000,-0.00420,-0.00420,0.42820,0.74890,-1.04560,-1.04560,-3.80230,-0.28520,0.07820,-0.04240,-0.04240,-0.02230,-0.02430,10.02980,0.22170,0.03810
2019-12-31,1334.00000,967.00000,367.00000,1.00000,201.00000,166.00000,-77.00000,89.00000,8.00000,81.00000,81.00000,,80.00000,342.00000,166.00000,730.30000,731.10000,0.11000,0.11000,0.34120,0.51800,12.44380,12.44380,6.67170,5.99700,0.10840,1.10580,1.10580,0.65830,0.72850,10.26770,0.4505,0.6246
2019-09-30,1262.00000,938.00000,324.00000,4.00000,187.00000,137.00000,239.00000,376.00000,4.00000,372.00000,372.00000,,368.00000,304.00000,137.00000,725.50000,725.80000,0.51000,0.51000,0.37180,0.59190,10.85580,10.85580,29.79400,29.16010,0.09610,4.95670,4.95670,2.83280,3.11380,10.44540,0.4154,0.9123
2019-06-30,1483.00000,1012.00000,471.00000,,191.00000,280.00000,26.00000,306.00000,16.00000,290.00000,290.00000,,286.00000,447.00000,280.00000,739.10000,739.40000,0.39000,0.39000,0.34080,0.51700,18.88070,18.88070,20.63390,19.28520,0.11840,3.88010,3.88010,2.31540,2.55780,10.23840,0.5644,0.5364
2019-03-31,1390.00000,975.00000,415.00000,,199.00000,216.00000,-25.00000,191.00000,2.00000,189.00000,189.00000,,186.00000,388.00000,216.00000,740.60000,740.60000,0.25000,0.25000,0.33930,0.51360,15.53960,15.53960,13.74100,13.38130,0.11050,2.51330,2.51330,1.50270,1.66050,10.14980,0.27950,0.50360
2018-12-31,1361.00000,993.00000,368.00000,,180.00000,188.00000,205.00000,393.00000,87.00000,306.00000,306.00000,,303.00000,355.00000,188.00000,739.80000,740.60000,0.42000,0.42000,0.33650,0.50710,13.81340,13.81340,28.87580,22.26300,0.11260,4.04440,4.04440,2.53100,2.68350,10.21880,0.4845,0.7747
2018-09-30,1299.00000,955.00000,344.00000,,436.00000,-92.00000,512.00000,420.00000,42.00000,378.00000,378.00000,,322.00000,322.00000,-92.00000,739.90000,740.50000,0.43000,0.43000,0.35550,0.55160,-7.08240,-7.08240,32.33260,24.78830,0.10690,5.11160,5.11160,3.10980,3.29440,9.99320,0.3859,1.4054
2018-06-30,1518.00000,1036.00000,482.00000,,219.00000,263.00000,-35.00000,228.00000,17.00000,211.00000,211.00000,,209.00000,453.00000,263.00000,739.70000,740.20000,0.28000,0.28000,0.37110,0.59000,17.32540,17.32540,15.01980,13.76810,0.12570,2.94450,2.94450,1.74740,1.85190,9.68640,0.5496,0.6778
2018-03-31,1346.00000,969.00000,377.00000,,206.00000,171.00000,89.00000,260.00000,4.00000,256.00000,256.00000,,253.00000,351.00000,171.00000,739.20000,739.60000,0.34000,0.34000,0.37440,0.59850,12.70430,12.70430,19.31650,18.79640,0.11160,3.59150,3.59150,2.12200,2.24680,9.63890,0.33530,0.42460
2017-12-31,1344.00000,982.00000,362.00000,8.00000,228.00000,134.00000,-24.00000,110.00000,17.00000,93.00000,93.00000,,92.00000,353.00000,134.00000,738.60000,739.10000,0.13000,0.13000,0.36090,0.56470,9.97020,9.97020,8.18450,6.84520,0.11490,1.32820,1.32820,0.79530,0.84890,9.47370,0.491,0.4098
2017-09-30,1254.00000,928.00000,326.00000,1.00000,199.00000,127.00000,20.00000,147.00000,42.00000,105.00000,105.00000,,104.00000,305.00000,127.00000,738.80000,739.00000,0.14000,0.14000,0.35780,0.55730,10.12760,10.12760,11.72250,8.29350,0.10650,1.47720,1.47720,0.89200,0.94860,9.61970,0.3408,0.5856
2017-06-30,1441.00000,995.00000,446.00000,2.00000,202.00000,244.00000,-5.00000,239.00000,27.00000,212.00000,212.00000,,210.00000,424.00000,244.00000,738.60000,738.80000,0.28000,0.28000,0.35860,0.55900,16.93270,16.93270,16.58570,14.57320,0.12160,2.96880,2.96880,1.78840,1.90420,9.67880,0.5452,0.5276
2017-03-31,1348.00000,971.00000,377.00000,3.00000,206.00000,171.00000,-16.00000,155.00000,-6.00000,161.00000,161.00000,,158.00000,352.00000,171.00000,738.00000,738.20000,0.21000,0.21000,0.36080,0.56440,12.68550,12.68550,11.49850,11.72110,0.11450,2.27850,2.27850,1.36720,1.45650,9.56670,0.28720,0.41720
2016-12-31,1337.00000,980.00000,357.00000,,207.00000,150.00000,-24.00000,126.00000,-2.00000,128.00000,128.00000,,126.00000,336.00000,150.00000,743.00000,743.70000,0.18000,0.17000,0.34160,0.51880,11.21920,11.21920,9.42410,9.42410,0.11720,1.82000,1.82000,1.12200,1.19830,9.53240,0.516,0.1169
2016-09-30,1295.00000,953.00000,342.00000,12.00000,198.00000,144.00000,-17.00000,127.00000,19.00000,108.00000,108.00000,,107.00000,327.00000,144.00000,740.60000,741.10000,0.14000,0.14000,0.34480,0.52620,11.11970,11.11970,9.80700,8.26250,0.11220,1.51470,1.51470,0.93570,0.99250,9.65990,0.4138,0.3668
2016-06-30,1459.00000,1015.00000,444.00000,,205.00000,239.00000,144.00000,383.00000,32.00000,351.00000,351.00000,,347.00000,418.00000,239.00000,744.00000,744.30000,0.47000,0.47000,0.33990,0.51500,16.38110,16.38110,26.25090,23.78340,0.12590,4.86550,4.86550,3.02800,3.21160,9.73940,0.5288,0.8676
2016-03-31,1339.00000,983.00000,356.00000,3.00000,205.00000,151.00000,24.00000,175.00000,-9.00000,184.00000,184.00000,,182.00000,334.00000,151.00000,749.60000,749.70000,0.24000,0.24000,0.35940,0.56100,11.27710,11.27710,13.06950,13.59220,0.11450,2.60590,2.60590,1.57400,1.66940,9.46260,0.29210,0.32680
2015-12-31,1326.00000,975.00000,351.00000,-2.00000,208.00000,143.00000,18.00000,161.00000,-4.00000,165.00000,165.00000,,163.00000,325.00000,143.00000,752.40000,752.90000,0.22000,0.22000,0.35250,0.54430,10.78430,10.78430,12.14180,12.29260,0.11380,2.32260,2.32260,1.41560,1.50400,9.46820,0.4668,0.3397
2015-09-30,1283.00000,956.00000,327.00000,4.00000,194.00000,133.00000,-37.00000,96.00000,9.00000,87.00000,87.00000,,85.00000,316.00000,133.00000,746.40000,746.80000,0.11000,0.11000,0.37970,0.61220,10.36630,10.36630,7.48250,6.62510,0.10710,1.24500,1.24500,0.72620,0.77220,9.46240,0.375,0.1933
2015-06-30,1439.00000,1016.00000,423.00000,,201.00000,222.00000,5.00000,227.00000,13.00000,214.00000,214.00000,,212.00000,407.00000,222.00000,753.90000,785.50000,0.28000,0.28000,0.35820,0.55810,15.42740,15.42740,15.77480,14.73250,0.11950,2.94680,2.94680,1.77730,1.89130,9.68400,0.4821,0.4633
2015-03-31,1302.00000,972.00000,330.00000,,197.00000,133.00000,-43.00000,90.00000,-9.00000,99.00000,99.00000,,98.00000,312.00000,133.00000,756.00000,756.30000,0.13000,0.13000,0.35140,0.54190,10.21510,10.21510,6.91240,7.52690,0.10840,1.35190,1.35190,0.82430,0.87680,9.68270,0.21680,0.03570
2014-12-31,1287.00000,967.00000,320.00000,,187.00000,133.00000,116.00000,249.00000,-3.00000,252.00000,252.00000,,254.00000,308.00000,133.00000,755.40000,786.80000,0.33000,0.32000,0.34940,0.53710,10.33410,10.33410,19.34730,19.73580,0.10570,3.42020,3.42020,2.07030,2.22520,9.74860,0.4389,0.5556
2014-09-30,1294.00000,959.00000,335.00000,7.00000,133.00000,202.00000,-51.00000,151.00000,6.00000,145.00000,145.00000,,144.00000,385.00000,202.00000,755.60000,756.40000,0.19000,0.19000,0.35310,0.54590,15.61050,15.61050,11.66920,11.12830,0.10660,1.97280,1.97280,1.19490,1.27620,9.72610,0.3155,0.1872
2014-06-30,1431.00000,1003.00000,428.00000,,203.00000,225.00000,-51.00000,174.00000,15.00000,159.00000,159.00000,,155.00000,406.00000,225.00000,755.40000,755.90000,0.21000,0.21000,0.35310,0.54580,15.72330,15.72330,12.15930,10.83160,0.11720,2.15330,2.15330,1.30170,1.39300,9.77240,0.4767,0.3263
2014-03-31,1309.00000,972.00000,337.00000,3.00000,203.00000,134.00000,47.00000,181.00000,-4.00000,185.00000,185.00000,,179.00000,312.00000,134.00000,754.90000,785.10000,0.24000,0.24000,0.35770,0.55690,10.23680,10.23680,13.82740,13.67460,0.10720,2.51730,2.51730,1.51530,1.61690,9.72990,0.21780,0.46750
2013-12-31,1332.00000,985.00000,347.00000,,209.00000,138.00000,-78.00000,60.00000,2.00000,58.00000,58.00000,68.00000,123.00000,322.00000,138.00000,744.40000,747.90000,0.16000,0.15000,0.39590,0.65530,10.36040,10.36040,4.50450,9.23420,0.10390,0.79870,0.79870,0.45260,0.48250,9.62110,0.4328,0.5561
2013-09-30,1211.00000,930.00000,281.00000,,202.00000,79.00000,-66.00000,13.00000,11.00000,2.00000,2.00000,16.00000,19.00000,262.00000,79.00000,749.00000,749.70000,0.03000,0.03000,0.38570,0.62790,6.52350,6.52350,1.07350,1.56900,0.09640,0.02750,0.02750,0.01590,0.01690,9.62360,0.313,0.2158
2013-06-30,1399.00000,986.00000,413.00000,,208.00000,205.00000,-74.00000,131.00000,15.00000,116.00000,116.00000,5.00000,119.00000,386.00000,205.00000,745.20000,745.90000,0.16000,0.16000,0.39570,0.65480,14.65330,14.65330,9.36380,8.50610,0.11050,1.60800,1.60800,0.91590,0.97170,9.64180,0.3784,0.3939
2013-03-31,1224.00000,935.00000,289.00000,,199.00000,90.00000,-63.00000,27.00000,-7.00000,34.00000,34.00000,26.00000,56.00000,274.00000,90.00000,728.20000,738.60000,0.08000,0.08000,0.43770,0.77830,7.35290,7.35290,2.20590,4.57520,0.09180,0.47820,0.47820,0.25490,0.26890,9.57190,0.23830,0.44270
2012-12-31,1673.00000,1270.00000,403.00000,11.00000,295.00000,108.00000,-81.00000,27.00000,22.00000,5.00000,5.00000,10.00000,15.00000,388.00000,108.00000,723.90000,725.10000,0.02000,0.02000,0.44100,0.78890,6.45550,6.45550,1.61390,0.89660,0.12880,0.07290,0.07290,0.03850,0.04070,9.46590,0.4893,0.0351
2012-09-30,1158.00000,911.00000,247.00000,,186.00000,61.00000,-90.00000,-29.00000,11.00000,-40.00000,-40.00000,4.00000,-34.00000,225.00000,61.00000,721.30000,721.30000,-0.05000,-0.05000,0.44210,0.79250,5.26770,5.26770,-2.50430,-2.93610,0.08880,-0.57690,-0.57690,-0.30670,-0.32180,9.59060,0.1744,0.3131
2012-06-30,1326.00000,975.00000,351.00000,,174.00000,177.00000,-85.00000,92.00000,12.00000,80.00000,80.00000,3.00000,82.00000,341.00000,177.00000,718.10000,730.60000,0.11000,0.11000,0.42830,0.74900,13.34840,13.34840,6.93820,6.18400,0.10410,1.14660,1.14660,0.62810,0.65560,9.67820,0.3102,0.0648
2012-03-31,952.00000,765.00000,187.00000,,171.00000,16.00000,-84.00000,-68.00000,-13.00000,-55.00000,-55.00000,55.00000,-2.00000,175.00000,16.00000,707.50000,707.50000,-0.00280,-0.00280,0.47220,0.89460,1.68070,1.68070,-7.14290,-0.21010,0.07010,-0.80170,-0.80170,-0.40480,-0.42320,9.56360,0.10320,0.02690
2011-12-31,1406.00000,1076.00000,330.00000,,224.00000,106.00000,-97.00000,9.00000,8.00000,1.00000,1.00000,14.00000,16.00000,328.00000,106.00000,693.00000,693.00000,0.03000,0.03000,0.46150,0.85700,7.53910,7.53910,0.64010,1.13800,0.10740,0.01490,0.01490,0.00760,0.00800,9.52060,0.4084,-0.0568
2011-09-30,1131.00000,918.00000,213.00000,,159.00000,54.00000,-86.00000,-32.00000,3.00000,-35.00000,-35.00000,,-33.00000,216.00000,54.00000,702.10000,702.10000,-0.05000,-0.05000,0.44650,0.80660,4.77450,4.77450,-2.82940,-2.91780,0.08830,-0.51440,-0.51440,-0.27330,-0.28470,9.68270,0.1743,0.2716
2011-06-30,1284.00000,962.00000,322.00000,,170.00000,152.00000,-77.00000,75.00000,8.00000,67.00000,67.00000,-3.00000,62.00000,304.00000,152.00000,685.70000,687.10000,0.09000,0.09000,0.46950,0.88490,11.83800,11.83800,5.84110,4.82870,0.09800,1.00690,1.00690,0.51130,0.53420,9.59200,0.318,0.1089
2011-03-31,893.00000,731.00000,162.00000,,165.00000,-3.00000,-77.00000,-80.00000,-20.00000,-60.00000,-60.00000,,-60.00000,146.00000,-3.00000,677.30000,677.30000,-0.09000,-0.09000,0.46460,0.86760,-0.33590,-0.33590,-8.95860,-6.71890,0.07150,-0.94000,-0.94000,-0.48030,-0.50330,9.35240,0.05460,-0.08420
2010-12-31,1491.00000,1181.00000,310.00000,3.00000,219.00000,91.00000,-105.00000,-14.00000,-10.00000,-4.00000,-4.00000,-2.00000,-6.00000,275.00000,91.00000,666.10000,666.10000,-0.01000,-0.01000,0.46380,0.86500,6.10330,6.10330,-0.93900,-0.40240,0.12010,-0.06320,-0.06320,-0.03220,-0.03390,9.37240,0.2796,0.043
2010-09-30,1003.00000,826.00000,177.00000,,154.00000,23.00000,-89.00000,-66.00000,-5.00000,-61.00000,-61.00000,,-59.00000,167.00000,23.00000,654.50000,654.50000,-0.09000,-0.09000,0.46950,0.88500,2.29310,2.29310,-6.58030,-5.88240,0.08290,-0.99530,-0.99530,-0.50430,-0.52800,9.28500,0.1663,0.1252
2010-06-30,1112.00000,839.00000,273.00000,,163.00000,110.00000,-84.00000,26.00000,6.00000,20.00000,20.00000,,13.00000,258.00000,110.00000,652.50000,654.10000,0.02000,0.02000,0.47140,0.89170,9.89210,9.89210,2.33810,1.16910,0.09300,0.33060,0.33060,0.16730,0.17470,9.27200,0.2592,0.1604
2010-03-31,823.00000,664.00000,159.00000,,161.00000,-2.00000,-102.00000,-104.00000,-22.00000,-82.00000,-82.00000,-2.00000,-86.00000,147.00000,-2.00000,648.10000,648.10000,-0.13000,-0.13000,0.46640,0.87400,-0.24300,-0.24300,-12.63670,-10.44960,0.06820,-1.35270,-1.33140,-0.67990,-0.71040,9.44050,0.07560,0.00620
2009-12-31,1326.00000,1044.00000,282.00000,,249.00000,33.00000,-108.00000,-75.00000,-10.00000,-65.00000,-65.00000,-7.00000,-73.00000,319.00000,33.00000,626.50000,626.50000,-0.12000,-0.12000,0.48450,0.93980,2.48870,2.48870,-5.65610,-5.50530,0.10560,-1.06310,-1.04650,-0.51770,-0.53950,9.61010,0.2706,0.097
2009-09-30,903.00000,755.00000,148.00000,,156.00000,-8.00000,-84.00000,-92.00000,-25.00000,-67.00000,-67.00000,9.00000,-57.00000,141.00000,-8.00000,606.10000,606.10000,-0.09000,-0.09000,0.47700,0.91210,-0.88590,-0.88590,-10.18830,-6.31230,0.07480,-1.12120,-1.10320,-0.55520,-0.57700,9.83160,0.167,0.2555
2009-06-30,1051.00000,793.00000,258.00000,,154.00000,104.00000,-105.00000,-1.00000,10.00000,-11.00000,-11.00000,-58.00000,-70.00000,252.00000,104.00000,575.00000,575.00000,-0.12000,-0.12000,0.50360,1.01430,9.89530,9.89530,-0.09510,-6.66030,0.08430,-0.18610,-0.18310,-0.08820,-0.09090,9.93550,0.2171,0.0694
2009-03-31,864.00000,673.00000,191.00000,,171.00000,20.00000,-88.00000,-68.00000,-14.00000,-54.00000,-54.00000,-6.00000,-61.00000,185.00000,20.00000,526.10000,530.00000,-0.12000,-0.12000,0.51440,1.05950,2.31480,2.31480,-7.87040,-7.06020,0.07280,-0.98810,-0.97090,-0.45490,-0.47140,10.56610,0.22640,0.22450
