Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.04200,0.04200,,1.47700,1.54400,,3.02100,-3.02100,,-3.02100,,-3.02100,-3.02100,-3.02100,-3.01000,-3.02100,37.64500,37.64500,-0.08000,-0.08000,6.60670,,-7192.85700,-7192.85700,-7192.85700,-7192.85700,0.00540,1.00000,90.00000,-46.82270,-46.82270,-39.02600,-46.82270,0.17670,-0.0559,-0.0559
2024-06-30,0.05700,0.04800,0.00900,1.08600,1.08800,,2.17400,-2.16500,0.02000,-2.14500,,-2.14500,-2.14500,-2.14500,-2.15400,-2.16500,37.09020,37.09020,-0.06000,-0.06000,7.41500,15.78950,-3798.24600,-3798.24600,-3763.15800,-3763.15800,0.00570,1.00000,90.00000,-25.14060,-25.14070,-21.37520,-25.14070,0.23490,-0.0355,-0.0355
2024-03-31,,,,0.73500,1.32700,,,-2.06200,0.04500,-2.01700,,-2.01700,-2.01700,-2.01700,-2.04900,-2.06200,36.73500,36.73500,-0.05000,-0.05000,8.69850,,,,,,,,,-22.75750,-22.75750,-19.69920,-22.75750,0.24950,-0.05070,-0.05070
2023-12-31,,,,1.00000,0.97300,0.01000,,-1.96300,-0.03200,-1.99500,,-1.99500,-1.99500,-1.99500,-1.95000,-1.96300,29.00800,29.00800,-0.07000,-0.07000,10.31810,,,,,,,,,-19.20860,-19.20860,-16.95710,-19.20860,0.29280,-0.0891,-0.0893
2023-09-30,,,,1.37000,1.02800,0.01200,,-2.38600,0.03600,-2.35000,0.02900,-2.37900,-2.37900,-2.37900,-2.37200,-2.38600,28.81400,28.81400,-0.08000,-0.08000,3.95460,,,,,,,,,-38.14950,-38.14950,-27.77580,-38.14950,0.21640,-0.0529,-0.0529
2023-06-30,,,,1.20900,1.13500,0.01400,,-2.33000,0.00500,-2.32500,,-2.32500,-2.32500,-2.32500,-2.31500,-2.33000,28.81240,28.81240,-0.08000,-0.08000,5.26220,,,,,,,,,-28.24340,-28.24340,-22.25950,-28.24340,0.28570,-0.0542,-0.0542
2023-03-31,,,,0.93100,1.29400,0.01300,,-2.21200,0.02200,-2.19000,,-2.19000,-2.19000,-2.19000,-2.19800,-2.21200,28.81000,28.81000,-0.08000,-0.08000,7.61250,,,,,,,,,-21.72620,-21.72620,-18.86960,-21.72620,0.34990,-0.05580,-0.05620
2022-12-31,0.01400,0.01200,0.00200,1.35100,1.74200,0.01900,3.07400,-3.07200,-0.01300,-3.08100,-0.04600,-3.03500,-3.03500,-3.03500,-3.05600,-3.07200,28.80800,28.80800,-0.10000,-0.10000,9.58170,14.28570,-21942.86000,-21942.86000,-22007.14000,-21678.57000,0.00110,0.05690,1581.42900,-25.82100,-25.82100,-23.12030,-25.82100,0.40800,-0.0699,-0.0699
2022-09-30,0.00800,0.00200,0.00600,1.41300,1.46000,0.00600,2.86700,-2.86100,-0.00800,-2.87300,0.19400,-3.06700,-3.06700,-3.06700,-2.84500,-2.86100,28.81000,28.81000,-0.11000,-0.11000,12.73260,75.00000,-35762.50000,-35762.50000,-35912.50000,-38337.50000,0.00050,0.03430,2621.25000,-21.42960,-21.42960,-19.73620,-21.42960,0.49680,-0.0995,-0.0997
2022-06-30,0.04400,0.03300,0.01100,1.39400,1.88000,0.01400,3.26000,-3.24900,0.06000,-3.18900,-0.00400,-3.18500,-3.18500,-3.18500,-3.23300,-3.24900,28.80800,28.80800,-0.11000,-0.11000,10.89010,25.00000,-7384.09200,-7384.09200,-7247.72700,-7238.63600,0.00230,0.19560,460.22730,-18.44350,-18.44350,-16.68590,-18.44350,0.59940,-0.0981,-0.0987
