Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.06800,0.05400,0.01400,1.69000,2.17100,0.01200,3.84900,-3.83500,0.04400,-3.79100,-0.00700,-3.78400,-3.78400,-3.78400,-3.81900,-3.83500,28.80400,28.80400,-0.13000,-0.13000,9.27210,20.58820,-5639.70500,-5639.70500,-5575.00000,-5564.70500,0.00300,0.32380,277.94110,-19.16430,-19.20910,-16.95950,-19.16430,0.68550,-0.16640,-0.16720
2021-12-31,0.16500,0.13600,0.02900,2.64900,1.48200,0.01400,4.11700,-4.08800,-0.02700,-4.11500,-0.01500,-4.10000,-4.10000,-4.10000,-4.07400,-4.08800,26.13380,26.13380,-0.16000,-0.16000,8.01300,17.57570,-2477.57600,-2477.57500,-2493.94000,-2484.84900,0.00630,0.90160,99.81820,-18.16970,-18.16970,-15.77710,-18.16970,0.78340,-0.1184,-0.1187
2021-09-30,0.14000,0.06500,0.07500,1.77100,1.53500,0.01100,3.29500,-3.22000,-0.00700,-3.22700,-0.01300,-3.21400,-3.21400,-3.21400,-3.20500,-3.22000,28.68080,28.68080,-0.11000,-0.11000,9.71520,53.57140,-2300.00000,-2300.00000,-2305.00000,-2295.71400,0.00480,0.55560,162.00000,-12.37010,-12.66500,-11.03860,-12.37010,0.90270,-0.0487,-0.049
2021-06-30,0.10900,0.09900,0.01000,1.22700,1.36400,0.01100,2.58000,-2.57000,-0.02400,-2.59400,-0.01700,-2.57700,-2.57700,-2.57700,-2.55500,-2.57000,24.71700,24.71700,-0.10000,-0.10000,8.33230,9.17430,-2357.79800,-2357.79800,-2379.81700,-2364.22000,0.00380,0.93970,95.77980,-10.17970,-10.42900,-8.90490,-10.17970,0.89500,-0.0737,-0.0737
2021-03-31,0.15700,0.07300,0.08400,1.12400,1.30900,0.01000,2.42300,-2.33900,0.02900,-2.31000,-0.01400,-2.29600,-2.29600,-2.29600,-2.33000,-2.33900,21.89010,21.89010,-0.10000,-0.10000,1.64220,53.50320,-1489.80900,-1489.80900,-1471.33800,-1462.42000,0.00850,10.46670,8.59870,-30.15890,-32.76260,-12.39270,-30.15890,0.32020,-0.10600,-0.10600
2020-12-31,0.22100,0.19600,0.02500,1.16000,1.19500,,2.35500,-2.33000,-1.13400,-3.46400,,-3.48400,-3.48400,-3.48400,-2.41900,-2.33000,18.41700,18.41700,-0.25000,-0.25000,4.94790,11.31220,-1054.29800,-1054.29900,-1567.42100,-1576.47000,0.02270,0.86670,103.84610,-46.39150,-46.68370,-35.83630,-46.39150,0.35660,-0.0806,-0.0807
2020-09-30,0.05000,0.03100,0.01900,1.60600,0.82900,,2.43500,-2.41600,0.79200,-1.62400,,-1.62400,-1.62400,-1.62400,-2.36500,-2.41600,18.32960,18.32960,-0.09000,-0.09000,2.67150,38.00000,-4832.00000,-4832.00000,-3248.00000,-3248.00000,0.00570,,,-28.29270,-31.62610,-18.49660,-28.29270,0.31260,-0.1536,-0.1548
2020-06-30,0.05200,0.03100,0.02100,2.01100,1.53700,,3.54800,-3.52700,0.33700,-3.19000,,-3.19000,-3.19000,-3.19000,-3.47600,-3.52700,18.23400,18.23400,-0.17000,-0.17000,2.56170,40.38460,-6782.69200,-6782.69200,-6134.61500,-6134.61500,0.00450,,,-44.12780,-48.15820,-27.83110,-44.12780,0.39650,-0.1918,-0.1918
2020-03-31,0.04200,0.04200,,1.60500,1.29000,,2.89500,-2.89500,-0.02300,-2.91800,,-2.91800,-2.91800,-2.91800,-2.84500,-2.89500,18.04900,18.04900,-0.16000,-0.16000,2.84270,,-6892.85700,-6892.85700,-6947.61900,-6947.61900,0.00280,,,-29.13630,-31.00960,-19.21890,-29.13630,0.54920,-0.14720,-0.14880
2019-12-31,0.10200,0.10800,-0.00600,1.96500,1.52400,,3.48900,-3.49500,0.05500,-3.44000,,-3.44000,-3.44000,-3.44000,-3.44200,-3.49500,12.14670,12.14670,-0.26000,-0.26000,3.40510,-5.88230,-3426.47100,-3426.47100,-3372.54900,-3372.54900,0.00610,0.36690,245.29410,-28.86150,-30.40480,-20.59510,-28.86150,0.66720,-0.2598,-0.2598
2019-09-30,0.06000,0.04000,0.02000,1.78600,1.07300,,2.85900,-2.83900,-0.15500,-2.99400,,-2.99400,-2.99400,-2.99400,-2.77600,-2.83900,12.04500,12.04500,-0.25000,-0.25000,2.64900,33.33330,-4731.66700,-4731.66700,-4990.00000,-4990.00000,0.00820,,,-74.14560,-87.26320,-40.88490,-74.14560,0.33220,-0.129,-0.1292
2019-06-30,0.07400,0.06200,0.01200,1.41300,0.62800,,2.04100,-2.02900,0.66300,-1.36600,,-1.36600,-1.36600,-1.36600,-1.96300,-2.02900,11.74300,11.74300,-0.12000,-0.12000,4.50600,16.21620,-2741.89200,-2741.89200,-1845.94600,-1845.94600,0.00820,,,-21.11940,-23.36240,-15.09230,-21.11940,0.54360,-0.1768,-0.177
2019-03-31,,,,2.03500,1.05600,,,-3.09100,0.09600,-2.99500,,-2.99500,-2.99500,-2.99500,-3.03500,-3.09100,11.46000,11.46000,-0.26000,-0.26000,4.62000,,,,,,,,,-39.08900,-42.62740,-26.26040,-39.08900,0.66860,-0.16870,-0.17160
2018-12-31,0.50000,,0.50000,2.05400,0.92900,,,-2.48300,-0.16200,-2.64500,0.00000,-2.64500,-2.64500,-2.64500,-2.46600,-2.48300,15.69100,15.69100,-0.17000,-0.17000,3.94490,100.00000,-496.60000,-496.60000,-529.00000,-529.00000,0.03750,0.68970,130.50000,-26.14670,-27.94510,-19.82610,-26.14670,0.88270,0.0357,0.0375
2018-09-30,,,,1.80600,1.06000,,,-2.86600,-2.20000,-5.06600,,-5.06600,-5.06600,-5.06600,-2.85600,-2.86600,11.27800,11.27800,-0.45000,-0.45000,,,,,,,,,,,,,,,-0.1199,-0.1189
2018-06-30,,,,1.76500,-0.40900,,,-1.35600,2.91900,1.56300,,1.56300,1.56300,1.56300,-1.34900,-1.35600,4.49100,9.64000,0.35000,-0.11000,,,,,,,,,,,,,,,0.0092,0.0126
2018-03-31,,,,2.89300,1.26300,,,-4.15600,0.00000,-4.15600,,-4.15600,-4.15600,-4.15600,-4.13600,-4.15600,4.49100,4.49100,-0.93000,-0.93000,,,,,,,,,,,,,,,-0.54930,-0.55980
2017-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
