Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,9.41600,,9.41600,5.37900,,-2.69500,-0.19500,-2.89000,-0.72500,-2.16500,-2.16500,-0.04200,-2.20700,4.13700,-2.69500,13.83400,13.83400,-0.16000,-0.16000,1.67510,,0.21650,100.00000,-28.62150,-28.62150,-30.69240,-23.43880,0.09170,0.18650,482.61250,-3.44120,-4.06410,-2.10890,-3.44120,4.47220,0.3006,0.3006
2024-06-30,8.68000,,8.68000,5.28800,,2.69500,-0.06300,2.63200,0.55700,2.07500,2.07500,-0.03600,2.03900,3.39200,2.69500,13.81800,13.88600,0.15000,0.15000,1.55760,,0.24530,100.00000,31.04840,31.04840,30.32260,23.49080,0.08070,0.17400,517.16820,3.17210,4.18280,1.92820,3.17210,4.66810,0.0135,0.0135
2024-03-31,8.41900,,8.41900,5.61900,,2.10200,-0.07000,2.03200,0.34000,1.69200,1.69200,-0.07300,1.61900,2.81100,2.10200,13.80000,13.88600,0.12000,0.12000,1.48480,,0.25960,100.00000,24.96730,24.96730,24.13590,19.23030,0.07950,0.17650,510.04640,2.64890,3.52690,1.59710,2.64890,4.57490,-0.06960,-0.06960
2023-12-31,9.76400,,9.76400,6.62500,,2.44200,-2.16100,0.28100,-0.18500,0.46600,0.46600,-0.45200,0.01400,5.16600,2.44200,13.73300,13.80100,0.00000,0.00000,1.44080,0.00210,0.23540,100.00000,25.01020,25.01020,2.87790,0.14340,0.09400,0.21990,409.20320,0.74280,0.99790,0.44880,0.74130,4.48180,0.6404,0.6404
2023-09-30,9.27100,,9.27100,6.35400,,2.21800,-0.10200,2.11600,0.51800,1.59800,1.59800,-0.11500,1.48300,2.91700,2.21800,13.75100,13.82000,0.11000,0.11000,1.51440,0.00350,0.24030,100.00000,23.92410,23.92410,22.82390,15.99610,0.08810,0.18480,487.04460,2.53660,3.41190,1.51850,2.52780,4.51860,0.1457,0.1457
2023-06-30,8.99000,,8.99000,5.62500,,2.66500,-0.14700,2.51800,0.46500,2.05300,2.05300,-0.04500,2.00800,3.36500,2.66500,13.72000,13.81700,0.15000,0.15000,1.42540,0.00560,0.27970,100.00000,29.64410,29.64410,28.00890,22.33590,0.08340,0.17600,511.45830,3.30880,4.48030,1.90430,3.29040,4.46410,-0.0448,-0.0463
2023-03-31,9.85700,,9.85700,5.84400,,3.31600,-0.45100,2.86500,0.54700,2.31800,2.31800,0.31200,2.63000,4.01300,3.31600,13.70700,13.78200,0.19000,0.19000,1.32840,0.00850,0.36800,100.00000,33.64110,33.64110,29.06560,26.68160,0.08920,0.20490,439.34460,3.83690,5.44200,2.09680,3.80420,4.35030,0.02830,0.02270
2022-12-31,8.06000,,8.06000,4.88500,,2.65200,-0.09100,2.56100,0.02300,2.53800,2.53800,0.18000,2.71800,2.91500,2.65200,13.65400,13.72100,0.20000,0.20000,1.41190,0.05350,0.28390,100.00000,32.90320,32.90320,31.77420,33.72210,0.07800,0.17630,510.61040,4.35680,6.08720,2.45730,4.12380,4.19760,0.4032,0.4032
2022-09-30,7.84900,,7.84900,2.11100,,5.24100,-0.14700,5.09400,0.94600,4.14800,4.14800,0.09800,4.24600,5.99800,5.24100,13.61000,13.67700,0.31000,0.31000,1.98650,0.05780,0.11330,100.00000,66.77280,66.77280,64.90000,54.09610,0.08740,0.17180,523.85530,7.42170,9.59140,4.62090,6.99270,4.03100,0.1635,0.1627
2022-06-30,8.00000,,8.00000,3.22300,,4.25600,1.40300,5.65900,0.86100,4.79800,4.79800,0.09300,4.89100,3.38500,4.25600,13.60700,13.69100,0.36000,0.36000,1.77410,0.06560,0.13760,100.00000,53.20000,53.20000,70.73750,61.13750,0.08900,0.17510,513.85500,9.24680,12.13210,5.33730,8.63990,3.75270,0.2649,0.2643
2022-03-31,7.04300,,7.04300,2.65500,,3.88900,-3.33300,0.55600,0.06500,0.49100,0.49100,0.11200,0.60300,8.01300,3.88900,13.52600,13.65900,0.04000,0.04000,1.66740,0.07430,0.21230,100.00000,55.21800,55.21800,7.89440,8.56170,0.08260,0.17050,527.75800,1.04480,1.35500,0.57550,0.96710,3.39980,0.39850,0.39260
2021-12-31,6.53800,,6.53800,4.40100,,1.65100,0.76000,2.41100,0.22600,2.18500,2.18500,,2.19400,2.18100,1.65100,13.49400,13.60600,0.16000,0.17000,1.95630,0.05760,0.06930,100.00000,25.25240,25.25240,36.87670,33.55770,0.08450,0.17100,526.38580,4.67530,5.65230,2.82470,4.40600,3.41010,0.1896,0.139
2021-09-30,6.88100,,6.88100,3.04400,,3.47100,0.04800,3.51900,0.32500,3.19400,3.19400,0.00000,3.19400,3.79300,3.47100,13.48200,13.62200,0.24000,0.23000,2.14240,,0.00470,100.00000,50.44330,50.44330,51.14080,46.41770,0.09200,0.17900,502.69410,7.07860,7.20320,4.27250,7.07860,3.29500,0.2707,0.2697
2021-06-30,5.70700,,5.70700,2.04100,,3.30000,0.10600,3.40600,0.68600,2.72000,2.72000,0.00000,2.72000,3.66700,3.30000,13.61100,13.86400,0.20000,0.20000,2.09290,0.06800,0.07530,100.00000,57.82370,57.82370,59.68110,47.66080,0.08190,0.16280,552.83430,6.49190,6.59710,3.90140,6.05070,3.07170,-0.0426,-0.0742
2021-03-31,3.40300,,3.40300,3.84200,,-0.77200,3.91200,3.14000,-0.60200,3.74200,3.74200,0.00000,3.74200,0.78300,-0.77200,13.60300,13.79900,0.28000,0.27000,1.93360,,,100.00000,-22.68590,-22.68590,92.27150,109.96180,0.05460,0.11450,785.92010,9.42710,9.55130,6.00840,9.42710,2.91760,0.85980,0.84010
2020-12-31,3.40550,,3.40550,2.15830,,1.21470,0.22790,1.44250,0.08640,1.35610,1.35610,,1.35610,1.24720,1.21470,13.54240,13.65410,0.10000,0.09000,4.12100,,,100.00000,35.66830,35.66830,42.35970,39.82120,0.06940,0.15950,564.09330,3.72920,3.76470,2.76220,3.72920,2.67460,0.2856,0.2665
2020-09-30,3.38270,,3.38270,1.35770,,1.99250,0.38270,2.37520,0.40410,1.97110,1.97110,,1.97110,2.02500,1.99250,13.57310,13.57490,0.15000,0.15000,3.86430,,,100.00000,58.90350,58.90350,70.21630,58.27130,0.06880,0.14080,639.20060,5.56540,5.59490,4.01070,5.56540,2.60750,-0.2021,-0.2169
2020-06-30,2.90100,,2.90100,1.93110,,0.93750,0.27100,1.20850,0.05150,1.15700,1.15700,,1.15700,0.96990,0.93750,13.54800,13.54970,0.09000,0.09000,3.70950,,,100.00000,32.31700,32.31700,41.65820,39.88300,0.06020,0.14770,609.52380,3.41510,3.41750,2.40070,3.41510,2.49570,0.3069,0.2866
2020-03-31,4.12000,,4.12000,3.25340,,0.83480,0.23940,1.07420,0.19900,0.87520,0.87520,0.00000,0.87520,0.86660,0.83480,13.53330,13.53500,0.06000,0.06000,3.35900,,,100.00000,20.26210,20.26210,26.07330,21.24230,0.08360,0.16870,533.58740,2.69450,2.69450,1.77600,2.69450,2.39940,0.40650,0.35650
2019-12-31,5.87270,,5.87270,3.13130,,2.41690,-0.03840,2.37850,-1.39940,3.77790,3.77790,-0.31510,3.46280,2.74140,2.41690,13.48840,13.49060,0.26000,0.26000,3.36190,,,100.00000,41.15430,41.15430,40.50100,58.96520,0.12520,0.20820,432.19100,12.07690,12.07690,8.05310,12.07690,2.31410,0.4603,0.4548
2019-09-30,3.29290,,3.29290,7.39340,,-4.14070,0.39840,-3.74230,4.71670,-8.45910,-8.45910,0.68270,-7.77640,-4.10050,-4.14070,12.92760,12.92760,-0.60000,-0.60000,1.92010,,0.24000,100.00000,-125.74740,-125.74740,-113.64940,-236.15810,0.05620,0.09220,976.02890,-29.10640,-29.10640,-14.44920,-29.10640,2.15730,-0.2485,-0.2566
2019-06-30,3.23870,,3.23870,0.87140,,2.34580,-0.01190,2.33390,0.04820,2.28570,2.28570,0.02040,2.30610,2.36720,2.34580,9.93970,9.93970,0.23000,0.23000,3.63240,,,100.00000,72.43200,72.43200,72.06350,71.20510,0.12930,0.31660,284.30870,12.35450,15.62990,9.12630,12.35450,3.99680,-0.007,0.038
2019-03-31,3.47230,,3.47230,1.55240,,1.90580,-0.15660,1.74920,0.05140,1.69780,1.69780,0.01970,1.71750,1.91980,1.90580,9.93970,9.93970,0.17000,0.17000,3.32240,,,100.00000,54.88640,54.88640,50.37680,49.46310,0.13850,0.38310,234.91670,9.41270,12.01270,6.77030,9.41270,3.89320,0.16270,0.14820
2018-12-31,3.53520,,3.53520,1.33950,,2.12940,0.03610,2.16550,-0.01330,2.17880,2.17880,0.01140,2.19020,2.19570,2.12940,9.93970,9.93970,0.22000,0.22000,1.75350,,0.70860,100.00000,60.23510,60.23510,61.25660,61.95520,0.14510,0.17060,527.63160,19.94720,19.94720,8.94200,19.94720,1.09890,0.4777,0.4679
2018-09-30,2.34210,,2.34210,1.27050,,1.06310,0.01600,1.07920,0.01380,1.06540,1.06540,0.02020,1.08560,0.90900,1.06310,9.93970,9.93970,0.11000,0.11000,4.37460,,,100.00000,45.39210,45.39210,46.07700,46.35290,0.10300,0.23900,376.58290,5.95770,7.65100,4.68750,5.95770,3.79270,0.0504,0.0885
2018-06-30,24.17600,17.89870,6.27730,5.36890,5.45680,0.82050,-0.00030,0.82020,0.25700,0.56320,0.56320,,0.56320,0.90840,0.82050,4.92420,4.93120,0.11000,0.11000,4.84650,,,25.96510,3.39380,3.39380,3.39270,2.32980,1.06740,2.55830,35.18030,3.09530,3.96310,2.48680,3.09530,3.72970,0.0161,0.0163
2018-03-31,22.46740,16.87330,5.59410,7.21360,7.30620,-1.71210,-0.00220,-1.71430,-0.49660,-1.21770,-1.21770,,-1.21770,-1.61960,-1.71210,4.98320,4.98320,-0.24000,-0.24000,4.05610,,,24.89860,-7.62060,-7.62060,-7.63020,-5.41980,0.97050,2.42750,37.07500,-6.75310,-8.69770,-5.26010,-6.75310,3.62740,-0.03370,-0.04720
2017-12-31,24.51700,18.50700,6.01000,5.35570,5.45400,0.55610,-0.00410,0.55190,0.64070,-0.08880,-0.08880,,-0.08880,0.65430,0.55610,5.04330,5.10500,-0.03000,-0.02000,3.74840,,,24.51360,2.26800,2.26810,2.25120,-0.36220,0.96660,2.60980,34.48600,-0.45310,-0.57250,-0.35010,-0.45310,3.92390,0.4391,0.4388
2017-09-30,26.70330,19.51380,7.18950,5.48390,5.58020,1.60930,-0.00630,1.60300,0.75220,0.85080,0.85080,,0.85080,1.70570,1.60930,5.05200,5.10810,0.17000,0.17000,4.11970,,,26.92370,6.02650,6.02650,6.00310,3.18610,1.02090,2.42050,37.18260,4.11030,5.13830,3.25260,4.11030,4.10000,0.3068,0.3066
2017-06-30,24.50370,18.01080,6.49290,5.16450,5.26080,1.23210,-0.00120,1.23080,0.49590,0.73490,0.73490,,0.73490,1.32830,1.23210,5.02570,5.08000,0.15000,0.14000,4.22560,,,26.49750,5.02810,5.02810,5.02310,2.99910,0.98660,2.32920,38.64060,3.71180,4.71010,2.95890,3.71180,3.92090,-0.0873,-0.089
2017-03-31,22.34830,16.61000,5.73820,5.34360,5.43920,0.29910,0.00000,0.29910,0.11660,0.18250,0.18250,,0.18250,0.39460,0.29910,5.05300,5.11400,0.04000,0.04000,4.38970,,,25.67640,1.33830,1.33830,1.33820,0.81640,0.92960,2.19690,40.96750,0.95740,1.23240,0.75890,0.95740,3.77280,0.27140,0.25330
2016-12-31,26.08350,19.40990,6.67350,6.46800,6.55510,0.11840,0.04050,0.15900,0.17670,-0.01780,-0.01780,,-0.01780,0.20550,0.11840,5.19590,5.25800,0.11000,0.11000,3.51530,,,25.58530,0.45400,0.45400,0.60940,-0.06810,1.08880,2.53550,35.49650,-0.09800,-0.12850,-0.07420,-0.09800,3.58890,0.4258,0.4304
2016-09-30,26.43370,19.59670,6.83690,5.60570,5.71580,1.12110,-0.00060,1.12050,0.28230,0.83820,0.83820,,0.83820,1.23130,1.12110,5.16540,5.22860,0.12000,0.12000,5.25490,,,25.86450,4.24120,4.24120,4.23890,3.17110,1.10850,2.11150,42.62320,4.40270,5.67560,3.51510,4.40270,3.74320,-0.1839,-0.2004
2016-06-30,21.67590,16.22380,5.45210,5.03100,5.09270,0.35940,-0.02450,0.33490,0.06000,0.27490,0.27490,,0.27490,0.42110,0.35940,5.29440,5.35760,0.00000,0.00000,4.40370,,,25.15280,1.65810,1.65810,1.54480,1.26800,0.90040,2.06360,43.61220,1.46610,1.92350,1.14170,1.46610,3.61250,0.0072,0.0007
