,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$0.10,$0.10
1,2024-08-12,2024-06-30,$0.11,$0.09
2,2024-05-09,2024-03-31,$0.13,$0.15
3,2024-03-15,2023-12-31,--,$0.10
4,2023-11-13,2023-09-30,$0.10,$0.11
5,2023-08-08,2023-06-30,$0.07,$0.04
6,2023-05-11,2023-03-31,$0.07,$0.00
7,2023-03-23,2022-12-31,$0.05,$0.06
8,2022-11-08,2022-09-30,$0.06,$0.03
9,2022-08-08,2022-06-30,$0.06,$0.05
10,2022-05-09,2022-03-31,$0.08,$0.05
11,2022-03-15,2021-12-31,$0.10,$0.11
12,2021-11-09,2021-09-30,$0.09,$0.06
13,2021-08-09,2021-06-30,$0.06,$0.11
14,2021-05-10,2021-03-31,--,$0.11
15,2021-03-15,2020-12-31,--,$0.10
16,2020-11-06,2020-09-30,--,$0.11
17,2020-08-07,2020-06-30,--,$0.09
18,2020-05-11,2020-03-31,--,$0.09
19,2020-03-16,2019-12-31,--,$0.06
20,2019-11-07,2019-09-30,--,$0.10
21,2019-08-07,2019-06-30,--,$0.09
22,2019-05-10,2019-03-31,--,$-0.07
23,2019-03-18,2018-12-31,--,$0.08
24,2018-11-14,2018-09-30,--,$0.10
25,2018-08-09,2018-06-30,--,$0.09
26,2018-05-10,2018-03-31,--,$0.04
27,2018-03-16,2017-12-31,--,$0.10
28,2017-11-06,2017-09-30,--,$0.11
29,2017-08-07,2017-06-30,--,$0.12
30,2017-05-10,2017-03-31,--,$0.15
31,2017-03-16,2016-12-31,--,$0.19
32,2016-11-09,2016-09-30,--,$0.21
33,2016-08-09,2016-06-30,--,$0.21
34,2016-05-10,2016-03-31,--,$0.24
35,2016-03-23,2015-12-31,--,$0.28
36,2015-11-09,2015-09-30,$0.30,$0.24
37,2015-08-10,2015-06-30,$0.32,$0.30
38,2015-05-11,2015-03-31,$0.33,$0.32
39,2015-03-16,2014-12-31,$0.33,$-0.32
