Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,20484.00000,16731.00000,3753.00000,-2945.00000,2945.00000,808.00000,-166.00000,642.00000,152.00000,490.00000,490.00000,490.00000,1081.00000,808.00000,492.02380,493.78600,1.00000,0.99000,1.26340,0.84320,5.59860,18.32160,3.94450,3.94450,3.13420,2.39210,0.79150,3.35220,3.53170,25.48330,22.20210,-11.62520,1.89340,3.48110,4.49430,0.10730,0.01620
2024-06-30,20556.56000,16719.25000,3837.31300,-2861.40000,2861.40000,975.91020,-172.84200,803.06910,190.99900,612.07010,612.07010,612.07010,1239.67300,975.91210,501.23840,503.09610,1.23000,1.23000,1.19500,0.86090,6.44190,18.66710,4.74740,4.74740,3.90660,2.97750,0.82500,3.57400,3.84520,23.40570,32.90700,-13.65920,2.45640,4.57690,3.78230,3.2053,2.7236
2024-03-31,19379.50000,15770.44000,3609.05600,-2887.01000,2887.02000,722.04490,-168.23300,553.81300,129.12500,424.68800,424.68800,424.68800,980.57290,722.04490,499.64300,501.92100,0.85000,0.85000,1.33930,0.85220,5.80990,18.62310,3.72580,3.72580,2.85770,2.19140,0.78420,3.33130,3.48390,25.83280,20.21410,-9.97650,1.71850,2.98780,4.21100,1.0442,0.6784
2023-12-31,19287.94000,15774.31000,3513.63300,-2813.59000,2813.59000,700.04300,-154.92500,545.11800,129.87600,415.24200,415.24200,415.24200,953.75200,700.04300,504.31260,505.92940,0.82000,0.82000,1.37010,0.83340,5.03850,18.21670,3.62940,3.62940,2.82620,2.15290,0.77960,3.34020,3.64100,24.71820,17.27270,-10.31630,1.67840,2.87720,4.77270,1.5201,1.1865
2023-09-30,19620.00000,15972.00000,3648.00000,-2844.00000,2844.00000,804.00000,-141.00000,663.00000,160.00000,503.00000,503.00000,503.00000,1044.00000,804.00000,505.12650,507.06940,1.00000,0.99000,1.28880,0.83430,5.12410,18.59330,4.09790,4.09790,3.37920,2.56370,0.84300,3.43590,3.67110,24.51610,23.66170,-14.50200,2.16130,3.92060,4.21620,0.17160,-0.14400
2023-06-30,19728.54000,16043.37000,3685.16800,-2719.52000,2719.52000,965.64840,-8.06400,957.58510,223.97300,733.61190,733.61190,733.61190,1200.72500,965.64840,507.36290,509.71980,1.44000,1.44000,1.24220,0.83740,5.18220,18.67940,4.89470,4.89470,4.85380,3.71850,0.86450,3.58030,3.86990,23.25670,36.51630,-20.97830,3.21460,5.93680,3.97730,2.8301,2.2318
2023-03-31,18875.68000,15444.32000,3431.35900,-2735.63300,2735.63000,695.72660,-141.69000,554.03700,124.43300,429.60400,429.60400,429.60400,924.50150,695.72660,507.71700,509.84200,0.85000,0.84000,1.21360,0.86690,6.97120,18.17870,3.68580,3.68580,2.93520,2.27600,0.83150,3.34250,3.61090,24.92440,27.27120,-10.94500,1.89240,3.63040,3.11070,1.8096,1.4916
2022-12-31,18593.95000,15244.34000,3349.61600,-2708.79300,2708.79000,640.82420,-462.34700,178.47600,37.26000,141.21600,141.21600,141.21600,864.07120,640.82420,507.60970,510.14580,0.28000,0.28000,1.23930,0.87810,7.69320,18.01450,3.44640,3.44640,0.95990,0.75950,0.84180,3.27030,3.76880,23.88020,9.83000,-3.48550,0.63940,1.19810,2.83170,0.6761,0.4029
2022-09-30,19126.83000,15637.97000,3488.85500,-2752.05400,2752.06000,736.80080,-141.89900,594.90200,129.33400,465.56800,465.56800,465.56800,958.70180,736.80080,507.57900,510.38300,0.92000,0.91000,1.20180,0.90200,9.70030,18.24060,3.85220,3.85220,3.11030,2.43410,0.86110,3.33960,3.58390,25.11220,41.74220,-11.01800,2.09610,4.09160,2.20090,0.31080,0.02700
2022-06-30,18957.11000,15513.36000,3443.74600,-2670.06800,2670.07000,773.67580,-131.57400,642.10600,131.88500,510.22100,510.22100,510.22110,1006.49400,773.67870,510.63060,514.00580,0.99000,0.99000,1.19810,0.87930,7.70300,18.16600,4.08120,4.08120,3.38720,2.69150,0.85830,3.49600,3.88880,23.14360,36.91210,-12.40590,2.31020,4.45640,2.71750,2.0283,1.4518
