Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,207.25300,52.97600,154.27700,13.25900,0.60200,109.31300,44.96400,-31.64000,13.32400,0.03500,13.28900,4.37100,17.05300,,16.72900,137.61700,44.96400,219.66600,220.09700,0.08000,0.08000,0.49160,0.96680,21.69520,21.69520,6.42890,8.07180,0.02910,0.50890,0.50890,0.23920,0.25870,15.25610,0.5086,0.1825
2024-06-30,212.43400,55.05700,157.37700,12.96600,-67.43100,179.68800,-22.31100,-30.98100,-53.29200,0.13200,-53.42400,4.29500,-49.30300,,-48.63800,72.35600,-22.31100,219.62200,219.62200,-0.22000,-0.22000,0.46830,0.88090,-10.50260,-10.50260,-25.08640,-22.89560,0.03050,-1.44010,-1.44010,-0.70850,-0.76570,15.58570,0.6473,0.6198
2024-03-31,207.43900,54.61500,152.82400,12.78400,-0.23600,113.39900,39.42500,-30.36400,9.06100,0.15800,8.90300,5.95300,14.43600,,14.15600,135.22500,39.42500,219.50100,219.90000,0.06000,0.06000,0.47270,0.89660,19.00560,19.00560,4.36800,6.82420,0.02880,0.40860,0.40860,0.20040,0.21550,16.08670,0.24370,0.12340
2023-12-31,200.27600,47.86100,152.41500,14.34200,0.13300,117.10700,35.30810,-27.23500,8.07310,0.44900,7.62410,0.33400,8.16410,,7.97900,132.99410,35.30810,219.34500,219.72800,0.04000,0.04000,0.44210,0.79240,17.62970,17.62970,4.03100,3.98400,0.02880,0.22860,0.22860,0.11760,0.12760,16.27070,0.4724,0.3452
2023-09-30,207.21900,54.09700,153.12200,13.91700,-6.44900,126.29600,26.82600,-25.48400,1.34200,0.06800,1.27400,0.95000,2.17700,,2.07000,126.46700,26.82600,219.38100,219.97600,0.01000,0.01000,0.44090,0.78860,12.94570,12.94570,0.64760,0.99890,0.02940,0.05980,0.05980,0.03090,0.03350,16.58110,0.5037,0.2136
2023-06-30,208.75900,53.92900,154.83000,14.49900,28.44000,95.52100,59.30900,-27.20500,32.10400,0.04500,32.05900,0.30400,32.48100,,32.05800,163.68000,59.30900,219.35400,220.03200,0.15000,0.15000,0.44270,0.79440,28.41030,28.41030,15.37850,15.35650,0.02910,0.87830,0.87830,0.45330,0.48940,16.85850,0.5308,0.7619
2023-03-31,206.75000,54.49700,152.25300,13.38400,,121.45500,30.79800,-25.42500,5.37300,-0.02900,5.40200,0.40300,5.56100,,5.39100,133.67900,30.79800,219.23400,219.96500,0.02000,0.02000,0.44470,0.80090,14.89630,14.89630,2.59880,2.60750,0.02870,0.14980,0.14980,0.07730,0.08320,16.92220,0.28920,0.11130
2022-12-31,204.68890,53.80300,150.88590,12.88300,0.02400,125.56800,25.31800,-26.82700,-1.50900,0.30200,-1.81100,0.44700,-1.05200,,-0.96000,134.02690,25.31800,219.07400,219.07400,,0.00000,0.44390,0.79810,12.36900,12.36900,-0.73720,-0.46900,0.02790,-0.02790,-0.02790,-0.01430,-0.01550,17.20860,0.5336,0.3478
2022-09-30,200.31100,51.21000,149.10100,14.85900,-0.10800,130.79800,18.30300,-26.22600,-7.92300,,-7.92300,0.05800,-7.72100,,-7.83700,130.33700,18.30300,219.10400,219.10400,-0.04000,-0.04000,0.43720,0.77690,9.13730,9.13730,-3.95530,-3.91240,0.02710,-0.19910,-0.19910,-0.10430,-0.11200,17.70030,0.4954,0.1276
2022-06-30,202.60500,54.00600,148.59900,13.80900,23.98500,109.58500,39.01400,-25.70900,13.30500,-0.18800,13.49300,-0.16200,13.44500,,13.13100,153.63800,39.01400,219.07400,219.74400,0.06000,0.06000,0.43510,0.77030,19.25620,19.25620,6.56700,6.48110,0.02740,0.34510,0.34510,0.18210,0.19490,17.78330,0.4759,0.2927
2022-03-31,194.39100,52.78700,141.60400,13.30900,2.24300,132.57000,9.03400,-25.51400,-16.48000,-0.07100,-16.40900,-0.10300,-16.82600,,-16.97000,128.29400,9.03400,218.98100,218.98100,-0.08000,-0.08000,0.44880,0.81440,4.64730,4.64730,-8.47780,-8.72980,0.02570,-0.43100,-0.43100,-0.22220,-0.23760,17.82180,0.22640,0.14950
2021-12-31,162.95200,47.53900,115.41300,10.30800,-72.87200,193.01500,-77.60200,-23.06100,-100.66300,-0.00100,-100.66200,0.16600,-100.15400,,-98.18100,29.11400,-77.60200,110.63800,110.63800,-0.94000,-0.94000,0.44520,0.80230,-47.62260,-47.62260,-61.77460,-60.25150,0.02130,-2.55030,-2.55030,-1.31100,-1.41500,17.93650,-0.3209,-0.3606
2021-09-30,71.46500,19.10600,52.35900,8.24100,-7.93800,46.37200,5.98700,-12.87800,-6.89100,-0.09100,-6.80000,0.16800,-6.82800,,-6.96000,36.18200,5.98700,84.55700,84.55700,-0.08000,-0.08000,0.51800,1.07460,8.37750,8.37750,-9.64250,-9.73900,0.02640,-0.56920,-0.56920,-0.25210,-0.27440,14.18320,0.4304,0.3219
2021-06-30,69.53200,18.77700,50.75500,8.15900,-0.71000,38.66700,12.08800,-12.26600,-0.17800,-0.10000,-0.07800,0.22700,-0.09500,,-0.24200,42.09300,12.08800,84.51000,84.51000,0.00000,0.00000,0.51500,1.06190,17.38480,17.38480,-0.25600,-0.34800,0.02560,-0.00780,-0.00780,-0.00350,-0.00380,14.36090,0.4268,0.2829
2021-03-31,69.37500,19.66900,49.70600,7.27600,26.20700,11.70300,38.00300,-12.24200,25.76100,-0.11800,25.87900,-0.20600,25.35500,,24.57700,68.62500,38.00300,84.33700,84.44700,0.29000,0.29000,0.51620,1.06710,54.77910,54.77910,37.13300,35.42630,0.02520,2.05710,2.05710,0.92020,0.99520,14.58900,0.37070,0.77990
2020-12-31,68.36100,19.87900,48.48200,10.85400,-0.15900,42.83100,5.65100,-12.28500,-6.63400,-0.40800,-6.22600,-0.18500,-6.84000,,-6.86500,35.95200,5.65100,84.14200,84.14200,-0.08000,-0.08000,0.48740,0.95080,8.26640,8.26640,-9.70440,-10.04230,0.02620,-0.55550,-0.55550,-0.26220,-0.28470,14.62620,0.1166,-0.7072
2020-09-30,65.06700,19.69200,45.37500,6.48200,3.22600,37.20900,8.16600,-12.55000,-4.38400,-0.19000,-4.19400,-0.01600,-4.62700,,-4.58700,41.91800,8.16600,84.19400,84.19400,-0.05000,-0.05000,0.49040,0.96250,12.55020,12.55020,-6.73770,-7.04970,0.02450,-0.37230,-0.37230,-0.17410,-0.18970,14.76040,0.4264,0.2277
2020-06-30,63.30500,17.57300,45.73200,6.57800,0.62300,37.36400,8.36800,-13.27100,-4.90300,-0.20200,-4.70100,0.35100,-4.78600,,-4.76900,39.49000,8.36800,84.15800,84.15800,-0.06000,-0.06000,0.51880,1.07790,13.21850,13.21850,-7.74500,-7.53340,0.02250,-0.38320,-0.38320,-0.17020,-0.18440,14.83380,0.3319,0.4886
2020-03-31,69.91200,19.73500,50.17700,6.92600,1.04300,37.35100,12.82600,-12.29300,0.53300,0.10400,0.42900,0.10400,0.13000,,-0.00200,44.16800,12.82600,84.02300,84.02300,0.00000,0.00000,0.53570,1.15390,18.34590,18.34590,0.76240,-0.00290,0.02380,0.01040,0.01040,0.00440,0.00480,14.90260,0.26030,0.16880
2019-12-31,75.23500,20.63700,54.59800,7.69100,14.00500,24.45100,30.14700,-9.80600,20.34100,-0.09300,20.43400,-4.65800,15.82400,,15.79600,60.61500,30.14700,83.92600,83.92600,0.18000,0.18000,0.47060,0.88900,40.07040,40.07040,27.03660,20.99560,0.02840,1.22690,1.22690,0.59740,0.64950,15.36080,0.4104,1.1509
2019-09-30,74.94300,20.68100,54.26200,6.70900,-14.25200,52.94600,1.31600,-14.30200,-12.98600,-0.04100,-12.94500,-7.16100,-20.11700,,-20.24900,32.80500,1.31600,86.07300,86.07300,-0.24000,-0.24000,0.47920,0.92000,1.75600,1.75600,-17.32780,-27.01920,0.02760,-1.54410,-1.54410,-0.74130,-0.80420,15.51700,0.4036,1.9633
2019-06-30,81.48000,21.39700,60.08300,7.03700,-1.01500,42.76500,17.31800,-18.70100,-1.38300,-0.06600,-1.31700,-0.14200,-1.69700,,-1.79600,51.26700,17.31800,83.93900,83.93900,-0.02000,-0.02000,0.50430,1.01720,21.25430,21.25430,-1.69730,-2.20420,0.02770,-0.12540,-0.12540,-0.05780,-0.06220,16.11910,0.4454,3.1065
2019-03-31,83.51500,21.63700,61.87800,6.77700,2.51000,38.90200,22.97600,-16.45900,6.51700,-0.08200,6.59900,-0.18400,5.98800,,5.71500,56.68700,22.97600,83.84400,84.03500,0.07000,0.07000,0.53600,1.15500,27.51120,27.51120,7.80340,6.84310,0.02610,0.43160,0.43160,0.18690,0.20030,16.53580,0.38450,0.40290
2018-12-31,86.93800,23.20000,63.73800,4.95700,-36.41800,77.67300,-13.93500,-17.64400,-31.57900,-0.14900,-31.43000,-0.00100,-31.70900,,-31.22200,22.66800,-13.93500,83.69300,83.69300,-0.38000,-0.38000,0.52200,1.09190,-16.02870,-16.02870,-36.32360,-35.91300,0.02740,-2.24350,-2.24350,-0.99960,-1.07240,16.86620,0.4236,0.961
2018-09-30,85.74700,23.29700,62.45000,4.86500,,41.72300,20.72700,-16.05800,4.66900,-0.02700,4.69600,-0.37900,4.31700,,3.93800,56.85300,20.72700,83.70700,83.76800,0.05000,0.05000,0.51630,1.06730,24.17230,24.17230,5.44510,4.59260,0.02610,0.29190,0.29190,0.13140,0.14120,17.66450,0.4406,0.2873
2018-06-30,91.73600,23.01300,68.72300,5.55300,-6.94800,52.95200,15.77100,-16.74600,-0.97500,-0.02800,-0.94700,-0.11500,-1.06200,,-1.36600,54.50900,15.77100,83.67300,83.67300,-0.02000,-0.02000,0.51070,1.04350,17.19170,17.19170,-1.06280,-1.48910,0.02780,-0.07080,-0.07080,-0.03220,-0.03460,17.92850,0.5468,1.5426
2018-03-31,89.76300,23.22400,66.53900,5.94500,-23.57000,68.07100,-1.53200,-16.33700,-17.86900,-0.02300,-17.84600,-0.15100,-17.99700,,-17.91700,34.11800,-1.53200,83.63000,83.63000,-0.21000,-0.21000,0.51970,1.08180,-1.70670,-1.70670,-19.90690,-19.96030,0.02630,-1.17960,-1.17960,-0.52640,-0.56660,18.23330,0.43360,0.95450
2017-12-31,88.92000,23.48800,65.43200,5.36000,15.16000,30.95800,34.47400,-16.45200,18.02200,-0.03700,18.05900,-0.10200,17.95700,,2.31100,74.01800,34.47400,83.58500,83.69000,0.02990,0.02990,0.52040,1.08500,38.76970,38.76970,20.26770,2.59900,0.02530,1.14660,1.14660,0.51120,0.54990,18.73200,0.3661,0.2366
