Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,18779.00000,2143.00000,16636.00000,13432.00000,13432.00000,3204.00000,3204.00000,697.00000,2507.00000,2507.00000,,2474.00000,708.00000,709.00000,3.50000,3.49000,0.64320,1.85150,20.96860,16.19110,0.05640,8.43910,8.43910,0.92520,3.01130,42.19740,-2.3971,-3.0539
2024-06-30,18397.00000,2064.00000,16333.00000,12543.00000,12543.00000,3790.00000,3790.00000,775.00000,3015.00000,3015.00000,,2977.00000,716.00000,717.00000,4.16000,4.15000,0.63560,1.79960,25.15770,19.76100,0.05530,10.20650,10.20650,1.10760,3.71940,41.48880,6.3744,5.5826
2024-03-31,17807.00000,2006.00000,15801.00000,12656.00000,12656.00000,3145.00000,3145.00000,708.00000,2437.00000,2437.00000,,2405.00000,721.00000,722.00000,3.34000,3.33000,0.62930,1.75800,21.64190,16.54970,0.05400,8.47240,8.47240,0.90510,3.14090,40.00560,7.68980,7.14130
2023-12-31,17747.00000,1948.00000,15799.00000,13287.00000,13287.00000,2512.00000,2512.00000,579.00000,1933.00000,1933.00000,,1904.00000,735.00000,736.00000,2.63000,2.62000,0.63050,1.75210,17.49060,13.25720,0.05500,6.88950,6.88950,0.74030,2.54600,38.80640,9.1314,8.559
2023-09-30,17179.00000,1798.00000,15381.00000,12281.00000,12281.00000,3100.00000,3100.00000,649.00000,2451.00000,2451.00000,,2418.00000,732.00000,733.00000,3.30000,3.30000,0.62960,1.75890,21.91120,17.09080,0.05650,8.97010,8.97010,0.97810,3.32240,37.48150,11.2992,10.7412
2023-06-30,16724.00000,1670.00000,15054.00000,12320.00000,12320.00000,2734.00000,2734.00000,560.00000,2174.00000,2174.00000,,2142.00000,740.00000,741.00000,2.89000,2.89000,0.63630,1.80910,19.73150,15.45900,0.05660,8.14140,8.14140,0.88770,2.96070,36.28130,5.2921,4.7828
2023-03-31,15714.00000,1433.00000,14281.00000,12114.00000,12114.00000,2167.00000,2167.00000,351.00000,1816.00000,1816.00000,,1788.00000,743.00000,744.00000,2.41000,2.40000,0.61280,1.64900,16.38440,13.51880,0.05610,6.98680,6.98680,0.77000,2.70520,34.98250,-0.50670,-0.99060
2022-12-31,15383.00000,1207.00000,14176.00000,12305.00000,12305.00000,1871.00000,1871.00000,299.00000,1572.00000,1572.00000,,1546.00000,751.00000,752.00000,2.09000,2.08000,0.63270,1.77740,14.22920,11.75760,0.05760,6.36150,6.36150,0.68840,2.33640,33.25840,11.1454,10.4703
2022-09-30,14352.00000,796.00000,13556.00000,11097.00000,11097.00000,2459.00000,2459.00000,580.00000,1879.00000,1879.00000,,1851.00000,748.00000,749.00000,2.47000,2.47000,0.63910,1.83410,19.24400,14.48580,0.05950,7.84880,7.84880,0.87430,2.83270,32.04820,6.0764,5.4786
2022-06-30,13834.00000,439.00000,13395.00000,10852.00000,10852.00000,2543.00000,2543.00000,579.00000,1964.00000,1964.00000,,1934.00000,752.00000,753.00000,2.57000,2.57000,0.63540,1.82820,19.58410,14.89410,0.06320,8.45280,8.45280,0.95670,3.08180,30.93880,5.6901,5.0859
2022-03-31,12056.00000,321.00000,11735.00000,9023.00000,9023.00000,2712.00000,2712.00000,613.00000,2099.00000,2099.00000,,2069.00000,757.00000,758.00000,2.73000,2.73000,0.63140,1.80760,23.04560,17.58160,0.06010,9.37770,9.37770,1.07170,3.45690,29.64640,5.11870,4.52900
2021-12-31,12437.00000,292.00000,12145.00000,9839.00000,9839.00000,2306.00000,2306.00000,587.00000,1719.00000,1719.00000,,1679.00000,789.00000,790.00000,2.22000,2.21000,0.63560,1.84510,19.07050,13.88520,0.06410,7.75130,7.75130,0.91170,2.82490,29.14190,6.2928,5.7018
2021-09-30,11235.00000,307.00000,10928.00000,8478.00000,8478.00000,2450.00000,2450.00000,624.00000,1826.00000,1826.00000,,1783.00000,786.00000,787.00000,2.27000,2.27000,0.58540,1.50400,22.03440,16.03560,0.06030,7.47560,7.47560,0.99100,3.09970,31.39590,5.431,4.8193
2021-06-30,10565.00000,322.00000,10243.00000,7303.00000,7303.00000,2940.00000,2940.00000,660.00000,2280.00000,2280.00000,,2249.00000,801.00000,802.00000,2.81000,2.80000,0.59400,1.53600,27.09930,20.73000,0.05800,8.92750,8.92750,1.21940,3.62470,32.00380,3.9819,3.6189
2021-03-31,9426.00000,362.00000,9064.00000,6071.00000,6071.00000,2993.00000,2993.00000,758.00000,2235.00000,2235.00000,,2206.00000,804.00000,805.00000,2.74000,2.74000,0.63220,1.78320,30.73210,22.65120,0.05040,9.14150,9.14150,1.15760,3.36250,30.44710,2.83230,2.43600
2020-12-31,9741.00000,390.00000,9351.00000,7493.00000,7493.00000,1858.00000,1858.00000,420.00000,1438.00000,1438.00000,,1415.00000,805.00000,806.00000,1.76000,1.77000,0.65140,1.95050,19.63640,14.95460,0.04940,6.25650,6.25650,0.75140,2.18090,28.55160,4.3392,3.7999
2020-09-30,9201.00000,450.00000,8751.00000,7387.00000,7387.00000,1364.00000,1364.00000,291.00000,1073.00000,1073.00000,,1050.00000,804.00000,805.00000,1.31000,1.30000,0.67190,2.12600,16.86870,12.98540,0.04320,4.90650,4.90650,0.57300,1.61000,27.16650,2.7081,2.2696
