Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-08-31,1053.00000,861.79980,191.20020,67.90000,0.50000,67.40010,123.80010,-28.30000,95.50000,32.00000,63.50000,65.30000,61.60000,157.10010,123.79990,31.10200,32.36300,1.98000,1.91000,1.57750,0.47750,1.14270,18.15760,11.75690,11.75690,9.06930,5.85000,0.24750,1.11790,1.85090,48.62390,4.24960,5.61140,1.53480,2.22050,49.35280,5.8623,3.8923
2024-05-31,820.20000,696.40000,123.80000,59.30000,7.80000,51.50000,72.30000,-24.70000,47.60000,10.70000,36.90000,40.60000,33.90000,100.30000,72.30000,31.13100,32.02100,1.09000,1.06000,1.61060,0.48730,1.18480,15.09390,8.81490,8.81490,5.80350,4.13310,0.19930,0.85720,1.61300,55.79740,2.72960,3.67390,0.98640,1.39940,47.77870,2.652,-0.3141
2024-02-29,862.70000,740.50000,122.20000,63.60000,4.90000,58.70000,63.50010,-24.60000,38.90000,9.30000,29.60000,33.60000,33.40000,91.00010,63.50010,31.11700,32.57000,1.08000,1.03000,1.72510,0.49430,1.18430,14.16480,7.36060,7.36060,4.50910,3.87160,0.21330,0.89540,1.59760,56.33480,2.31010,3.13750,0.83090,1.16820,46.72190,3.0338,0.0513
2023-11-30,808.80000,687.50000,121.30000,56.30000,-0.10000,56.40000,64.90000,-23.20000,41.70000,10.00000,31.70000,33.20000,31.20000,91.70000,64.90000,31.02500,32.78200,1.00000,0.96000,1.81910,0.50830,1.22900,14.99750,8.02420,8.02420,5.15580,3.85760,0.20150,0.77810,1.72380,52.21070,2.31990,3.15110,0.82700,1.14070,46.02940,-1.36360,-3.43480
2023-08-31,1017.40000,890.70000,126.70000,59.60000,-4.00000,63.59990,63.10000,-21.40000,41.70000,12.90000,28.80000,29.40000,24.80000,89.60000,63.10020,31.98300,33.79900,0.78000,0.79000,1.63210,0.48190,1.14080,12.45330,6.20210,6.20210,4.09870,2.43760,0.25570,1.08150,1.77840,50.60840,2.08480,2.86690,0.73900,1.08010,45.66710,2.0709,-1.0208
2023-05-31,1038.10000,910.00000,128.10000,63.30000,-14.10000,77.40000,50.70000,-22.80000,27.90000,3.60000,24.30000,26.70000,21.30000,77.60000,50.70000,31.75700,33.57100,0.67000,0.64000,1.75500,0.48880,1.15900,12.33990,4.88390,4.88390,2.68760,2.05180,0.26470,1.02480,1.84260,48.84500,1.93370,2.67210,0.68080,0.98850,44.38300,2.838,0.6757
2023-02-28,1122.00000,1005.20000,116.80000,59.00000,9.60000,49.40000,67.40000,-21.60000,45.80000,11.90000,33.90000,36.80000,33.10000,94.30000,67.40000,32.58800,34.40000,1.01000,0.97000,1.84350,0.48270,1.15150,10.41000,6.00710,6.00710,4.08200,2.95010,0.28390,1.10390,1.88920,47.63900,2.58810,3.44050,0.93110,1.33870,44.07350,5.0066,3.1991
2022-11-30,766.50000,697.00000,69.50000,53.40000,-20.90000,74.30000,-4.80000,-19.60000,-24.40000,-3.80000,-20.60000,-17.30000,-16.70000,21.20000,-4.80000,32.71900,32.71900,-0.51000,-0.51000,1.73720,0.47860,1.12280,9.06720,-0.62620,-0.62620,-3.18330,-2.17870,0.20080,0.79670,1.46140,61.58510,-1.22010,-1.57100,-0.45320,-0.63620,43.25110,-7.80890,-9.12930
2022-08-31,950.69990,823.40000,127.29990,68.80000,2.90000,65.89990,61.40000,-18.10000,43.30000,15.20000,28.10000,29.40000,20.20000,87.50000,61.40000,32.56900,33.63100,0.62000,0.61000,1.87470,0.47040,1.09560,13.39010,6.45840,6.45840,4.55450,2.12480,0.24680,1.00990,1.75730,51.21490,2.05720,2.64220,0.76330,1.08960,43.83340,5.284,1.3714
2022-05-31,793.50000,717.20000,76.30010,57.40000,0.70000,56.70000,19.60000,-14.90000,4.70000,1.10000,3.60000,7.60000,3.10000,44.60000,19.60000,32.58800,33.66100,0.10000,0.09000,1.95450,0.45730,1.05510,9.61560,2.47010,2.47010,0.59230,0.39070,0.21410,0.91750,1.33540,67.39510,0.53250,0.67810,0.20510,0.28900,43.79530,-3.3637,-4.7139
