Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2023-09-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2019-09-30,37.71300,31.16900,6.54400,5.20800,-0.18000,5.38800,1.15600,0.21900,1.37500,0.12600,1.24900,1.24900,1.24900,1.15600,1.15600,15.91200,15.97300,0.08000,0.08000,3.94550,17.35210,3.06530,3.06530,3.64600,3.31190,0.36580,2.86930,1.74860,51.47080,1.48400,1.48400,1.21130,1.48400,5.28830,0.2006,0.1975
2018-09-30,34.79500,30.00500,4.79000,4.76300,0.22300,4.54000,0.25000,2.48200,2.73200,-0.02500,2.75700,2.75700,2.75700,0.25000,0.25000,15.88500,15.97500,0.17000,0.17000,,13.76640,0.71850,0.71850,7.85170,7.92360,,,,,,,,,,-0.073,-0.1285
2016-03-31,8.41000,7.13700,1.27300,2.46800,-0.57400,3.04200,-1.76900,0.60600,-1.16300,-0.00600,-1.15700,-1.15700,-1.15700,-1.20200,-1.76900,16.05600,16.05600,-0.07300,-0.07300,4.70620,15.13680,-21.03450,-21.03450,-13.82880,-13.75740,0.09600,0.87960,0.91330,98.53990,-1.50640,-1.50640,-1.32120,-1.50640,4.78380,0.1281,0.1484
2015-12-31,12.51000,11.09200,1.41800,2.22600,-0.14700,2.37300,-0.95500,0.69300,-0.26200,0.04300,-0.30500,-0.30500,-0.30500,-0.36400,-0.95500,16.05600,16.05600,-0.01900,-0.01900,4.31730,11.33490,-7.63390,-7.63390,-2.09430,-2.43810,0.13770,1.19270,1.04500,86.12230,-0.38830,-0.38830,-0.33560,-0.38830,4.89160,0.0311,0.0346
2015-09-30,12.37500,11.03800,1.33700,2.19100,-0.11600,2.30700,-0.97000,-1.35200,-2.32200,0.05300,-2.37500,-2.37500,-2.37500,-0.36800,-0.97000,16.05600,16.05600,-0.15000,-0.15000,4.12370,10.80400,-7.83840,-7.83840,-18.76360,-19.19190,0.13300,1.09180,1.01580,88.60360,-2.99070,-2.99070,-2.55210,-2.99070,4.94600,0.0193,0.0205
2015-06-30,11.27300,10.50800,0.76500,2.23400,-0.18400,2.41800,-1.65300,0.62400,-1.02900,0.06800,-1.09700,-1.09700,-1.09700,-1.04000,-1.65300,16.05600,16.05600,-0.06800,-0.06800,4.12130,6.78610,-14.66340,-14.66340,-9.12800,-9.73120,0.11650,0.95640,0.92370,97.43280,-1.33160,-1.33160,-1.13350,-1.33160,5.13100,-0.14340,-0.12640
2015-03-31,8.12500,6.40300,1.72200,2.06000,-0.05700,2.11700,-0.39500,0.80300,0.40800,0.04700,0.36100,0.36100,0.01300,0.27700,-0.39500,16.05600,16.05600,0.01000,0.01000,4.70590,21.19390,-4.86160,-4.86160,5.02150,0.16000,0.08430,0.59130,0.84840,106.08370,0.42940,0.42940,0.37430,0.42940,5.23560,-0.019,0.0107
2014-12-31,10.83400,9.89200,0.94200,2.56500,-0.10200,2.66700,-1.72500,0.63100,-1.09400,0.03900,-1.13300,-1.13300,-1.13300,-1.03600,-1.72500,16.05600,16.05600,-0.07100,-0.07100,5.00090,8.69490,-15.92210,-15.92210,-10.09780,-10.45780,0.11110,1.03790,1.00600,89.46000,-1.32630,-1.32630,-1.16220,-1.32630,5.32060,-0.014,-0.0295
2014-09-30,10.19300,9.49800,0.69500,2.54500,-0.02300,2.56800,-1.87300,0.23100,-1.64200,0.06000,-1.70200,-1.70200,-1.70200,-1.15900,-1.87300,16.05600,16.05600,-0.11000,-0.11000,4.81480,6.81840,-18.37540,-18.37540,-16.10910,-16.69770,0.10260,0.91640,0.88760,101.39900,-1.96640,-1.96640,-1.71240,-1.96640,5.39060,-0.0517,-0.0697
2014-06-30,8.92400,8.05900,0.86500,1.95300,0.27500,1.67800,-0.81300,0.88800,0.07500,0.06100,0.01400,0.01400,0.01400,-0.06400,-0.81300,16.25700,16.25700,0.00100,0.00100,5.28690,9.69300,-9.11030,-9.11030,0.84040,0.15690,0.08860,0.73880,0.89980,100.02470,0.01580,0.01580,0.01390,0.01580,5.53530,-0.06290,-0.05380
