Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8.79700,3.49000,5.30700,0.24300,6.71700,6.96000,-1.65300,-0.46900,-2.12200,,-2.12200,-2.12200,-2.12200,-0.29400,-1.65300,4.03900,4.03900,-0.53000,-0.53000,1.13060,0.61860,1.62190,60.32740,-18.79050,-18.79050,-24.12190,-24.12190,0.21880,1.27190,1.98000,45.45530,-22.71220,70.35810,-5.27800,-8.66260,2.24000,-0.0667,-0.0419
2024-06-30,8.43500,3.49800,4.93700,0.19900,5.22400,5.42300,-0.48600,0.38700,-0.09900,,-0.09900,-0.09900,-0.09900,0.88200,-0.48600,3.50600,3.50600,-0.03000,-0.03000,1.13950,0.61410,1.59160,58.52990,-5.76170,-5.76170,-1.17370,-1.17370,0.21310,1.29940,2.11990,42.45520,-1.04250,2.94910,-0.25010,-0.40230,2.70850,0.1685,0.0702
2024-03-31,6.75400,3.67400,3.08000,0.24100,5.72800,5.96900,-2.88900,-0.47900,-3.36800,,-3.36800,-3.36800,-3.36800,-1.51400,-2.88900,3.50610,3.50610,-1.00000,-1.00000,1.05170,0.61510,1.59830,45.60260,-42.77460,-42.77460,-49.86670,-49.86670,0.16860,1.36330,1.86060,48.37130,-35.70820,86.09410,-8.40990,-13.74300,2.69020,-0.22930,-0.43610
2023-12-31,8.68900,3.88800,4.80100,0.38000,5.57800,8.24200,-3.44100,-0.44500,-3.88600,,-3.79400,-3.79400,-3.79400,-2.04200,-3.44100,3.49200,3.49200,-1.10000,-1.10000,1.27670,0.54250,1.18570,55.25380,-39.60180,-39.60180,-44.72320,-43.66440,0.20680,1.45450,1.95700,45.98920,-29.90230,329.91320,-9.02990,-13.68100,3.61890,0.3928,-0.099
2023-09-30,8.85200,3.89800,4.95400,0.24800,5.32100,5.56900,-0.61500,-0.43800,-1.05300,,-1.05300,-1.05300,-1.05300,0.95200,-0.61500,3.49110,3.49110,-0.30000,-0.30000,1.64010,0.48110,0.92730,55.96480,-6.94760,-6.94760,-11.89560,-11.89560,0.18760,0.63640,1.84340,48.82290,-6.50280,47.15630,-2.23130,-3.37400,4.63800,-0.5787,-0.5222
2023-06-30,8.25000,3.93200,4.31800,0.37400,5.90600,6.28000,-1.96200,-1.18600,-3.14800,,-3.14800,-3.14800,-3.14800,-0.42900,-1.96200,3.48810,3.48810,-0.90000,-0.90000,1.50460,0.46990,0.88630,52.33940,-23.78180,-23.78180,-38.15760,-38.15760,0.14940,0.66410,1.87460,48.01090,-18.61730,40.08660,-5.70250,-9.86960,4.84760,0.2717,-0.2163
2023-03-31,7.56700,3.17900,4.38800,0.31500,6.65900,6.97400,-2.58600,-0.24900,-2.83500,,-2.83500,-2.83500,-2.83500,-1.04300,-2.58600,3.48620,3.48620,-0.80000,-0.80000,1.11130,0.28010,0.38910,57.98860,-34.17470,-34.17470,-37.46530,-37.46530,0.15400,0.55820,1.92060,46.86140,-14.67320,46.05260,-5.77120,-10.56340,5.53910,-0.23440,-0.74840
2022-12-31,10.60200,3.75400,6.84800,0.44100,6.27300,6.71400,0.13400,-0.23100,-0.09700,,-0.16000,-0.16000,-0.16000,1.64400,0.13400,3.47120,3.47120,-0.10000,-0.10000,1.12110,0.25510,0.34240,64.59160,1.26390,1.26390,-0.91490,-1.50910,0.20280,1.21290,2.37130,37.95420,-0.73290,3.66470,-0.30610,-0.54590,6.28720,0.0515,-0.4382
2022-09-30,9.41300,3.61400,5.79900,0.21600,6.36900,6.58500,-0.78600,-0.20900,-0.99500,,-0.99500,-0.99500,-0.99500,0.63200,-0.78600,3.47230,3.47230,-0.30000,-0.30000,1.32460,0.25430,0.34110,61.60630,-8.35020,-8.35020,-10.57050,-10.57050,0.17680,0.63830,2.57540,34.94640,-4.56420,19.46020,-1.86910,-3.40350,6.27830,-0.1999,-0.3516
2022-06-30,9.10500,4.11200,4.99300,0.20900,6.47800,6.68700,-1.69400,-0.19800,-1.89200,,-1.89200,-1.89200,-1.89200,-0.22400,-1.69400,3.47230,3.47230,-0.50000,-0.50000,1.29700,0.24870,0.33100,54.83800,-18.60520,-18.60520,-20.77980,-20.77980,0.16990,0.83800,3.04620,29.54530,-8.46910,35.75210,-3.53070,-6.36290,6.43380,-0.016,-0.2551
