Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.82200,1.55500,1.26700,9.11400,7.70700,,16.82100,-15.55400,1.34100,-14.21300,-14.21300,-14.21300,-14.21300,-14.83500,-15.55400,62.12230,62.12230,-0.23000,-0.23000,3.32940,0.06520,0.10770,44.89720,-551.16940,-551.16940,-503.64980,-503.64990,0.02970,0.19610,0.70320,127.98370,-19.15220,-19.18320,-14.96280,-17.90430,0.47680,5.9851,6.0096
2024-06-30,2.20800,3.36700,-1.15900,9.69800,7.50200,-58.95700,76.15700,-77.31600,-1.46000,-78.77600,-78.77600,-78.77600,-78.77600,-75.98200,-77.31600,4.08510,4.08510,-19.28000,-19.28000,1.14720,0.11860,0.20160,-52.49100,-3501.63100,-3501.63100,-3567.75400,-3567.75400,0.03140,0.35600,0.66130,136.10060,-187.10300,-187.63790,-112.04570,-164.90340,4.28180,0.2122,0.2284
2024-03-31,2.48200,1.66000,0.82200,12.86300,9.31000,,22.17300,-21.35100,6.41200,-14.93900,-14.93900,-14.93900,-14.93900,-19.83900,-21.35100,2.53150,2.53150,-5.75080,-5.75080,1.46970,0.05390,0.08300,33.11850,-860.23360,-860.23360,-601.89360,-601.89360,0.01830,0.13440,,,-13.81410,-15.29490,-11.03790,-13.06990,46.86460,-6.94250,-6.98510
2023-12-31,3.77900,2.36700,1.41200,17.11800,11.62300,,28.74100,-27.32900,0.00700,-27.32200,-27.32200,-27.32200,-27.32200,-26.06800,-27.32900,0.53330,0.53330,-28.43390,-28.43390,2.52950,0.05850,0.08440,37.36440,-723.18060,-723.18060,-722.99550,-722.99540,0.02450,0.17350,,,-25.89150,-28.81550,-17.68910,-24.37590,50.80650,-81.2538,-85.2567
2023-09-30,3.98900,2.37400,1.61500,21.05000,8.71200,,29.76200,-28.14700,0.17200,-27.97500,-27.97500,-27.97500,-27.97500,-26.93100,-28.14700,0.72420,0.72420,-38.63000,-38.63000,1.76720,,,40.48630,-705.61550,-705.61550,-701.30360,-701.30360,0.02860,0.17830,2.55380,35.24190,-23.15180,-25.45820,-20.08520,-23.15180,217.34490,-12.306,-11.4354
2023-06-30,,,,21.97600,7.02600,,,-29.00200,0.64600,-28.35600,-28.35600,-28.35600,-28.35600,-28.08100,-29.00200,0.57600,0.57600,-49.23000,-49.23000,2.78330,,,,,,,,,,,,-20.18750,-21.93410,-17.75180,-20.18750,416.98900,4.7007,6.7229
2023-03-31,,,,26.51100,7.39100,,,-33.90200,0.89700,-33.00500,-33.00500,-33.00500,-33.00500,-33.00900,-33.90200,0.32140,0.32140,-102.55590,-102.55590,6.40450,,,,,,,,,,,,-19.95140,-19.95140,-18.42950,-19.95140,518.66200,-102.39760,-114.21760
2022-12-31,,,,24.67400,8.05400,,,-32.72800,1.04800,-31.68000,-31.68000,-31.68000,-34.08400,-31.89200,-32.72800,0.18280,0.18280,61.74120,61.74120,7.19350,,,,,,,,,,,,-15.29090,-15.29980,-14.03700,-15.29090,535.14700,-182.6167,-242.9694
2022-09-30,,,,22.20100,7.39000,,,-29.59100,0.61000,-28.98100,-28.98100,-28.98100,-28.98100,-29.33900,-29.59100,0.21420,0.21420,-135.46320,-135.46320,11.32980,,,,,,,,,,,,-12.65970,-12.65970,-11.94370,-12.65970,857.27590,111.7188,217.6131
2022-06-30,,,,16.57900,6.75700,,,-23.33600,0.19600,-23.14000,-23.14000,-23.14000,-27.39500,-23.23400,-23.33600,0.11220,0.11220,-244.08940,-244.08940,12.05270,,,,,,,,,,,,-10.13660,-10.13660,-8.37900,-10.13660,1438.32700,-88.4171,-151.8097
