Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,158.07800,50.26900,107.80900,56.95800,65.08100,42.72800,,42.72800,8.83700,33.89100,33.89100,33.89100,53.54100,53.58000,0.63000,0.63000,0.06340,0.10460,37.54860,29.78280,0.01070,2.08420,3.28820,0.31880,1.95200,30.42550,1.1117,1.119
2024-06-30,157.59500,50.76900,106.82600,61.11800,69.28100,37.54500,,37.54500,7.79200,29.75300,29.75300,29.75300,53.57200,53.60800,0.56000,0.56000,0.06560,0.22350,34.52070,27.35630,0.01010,1.90020,3.08590,0.27750,1.77550,29.23220,0.7088,0.7279
2024-03-31,154.71900,46.30500,108.41400,67.33200,75.50800,32.90600,,32.90600,6.75900,26.14700,26.14700,26.14700,53.34300,53.40600,0.49000,0.49000,0.06700,0.21220,31.54450,25.06520,0.00970,1.70820,2.83320,0.24370,1.59380,28.58450,0.58230,0.57180
2023-12-31,159.06110,46.24500,112.81610,67.71400,75.91600,36.90010,-3.07200,33.82800,6.56200,27.26600,27.26600,27.26600,53.22900,53.31300,0.51000,0.51000,0.06730,0.10500,30.26600,24.39490,0.01050,1.79260,3.00620,0.25610,1.67200,28.54170,0.5909,0.667
2023-09-30,155.96400,44.54800,111.41600,60.81400,69.64200,41.77400,-3.42100,38.35300,7.44500,30.90800,30.90800,30.90800,53.31300,53.38000,0.58000,0.58000,0.06980,0.29680,35.15370,28.32970,0.01020,2.11580,3.67700,0.28980,1.96800,27.39670,0.7286,0.6703
2023-06-30,152.44100,38.67700,113.76400,59.50300,68.22500,45.53900,-2.89700,42.64200,7.46700,35.17500,35.17500,35.17500,53.29700,53.37500,0.66000,0.66000,0.06990,0.32870,38.12460,31.44870,0.01040,2.41140,4.22970,0.32630,2.24300,27.36580,0.9134,0.9587
2023-03-31,147.91300,24.58800,123.32500,61.38400,70.09900,53.22600,-6.16500,47.06100,9.91300,37.14800,37.14800,37.14800,53.02100,53.13800,0.70000,0.70000,0.07030,0.24090,39.32930,31.04490,0.01130,2.56860,4.57320,0.35030,2.38800,27.13550,0.92240,0.89910
2022-12-31,142.60600,16.35500,126.25100,104.05300,113.00700,13.24400,-11.46900,1.83400,-0.21800,2.05200,2.05200,2.05200,34.73800,35.00700,-0.25000,-0.23000,0.07330,0.12530,2.25150,2.51910,0.00750,0.14840,0.27640,0.01880,0.13750,26.11980,0.5176,0.4985
2022-09-30,70.87700,7.19200,63.68500,33.68900,35.44200,28.24300,-10.55100,17.69200,3.40600,14.28600,14.28600,14.28600,28.28600,28.53000,0.51000,0.50000,,,28.66360,23.14530,0.01440,2.84910,3.42350,0.33440,2.84910,20.87970,1.1948,1.185
2022-06-30,65.54400,5.35800,60.18600,36.61700,38.38000,21.80600,-1.66700,20.13900,3.70200,16.43700,16.43700,16.43700,28.87400,29.12000,0.57000,0.56000,,,34.69670,28.31870,0.01340,3.12090,3.71560,0.38030,3.12090,21.56310,0.8516,0.8443
2022-03-31,64.32100,5.13100,59.19000,34.09600,35.88000,23.31000,-0.45100,22.85900,4.20200,18.65700,18.65700,18.65700,28.88300,29.11400,0.65000,0.64000,,0.09260,39.84070,32.51710,0.01290,3.45680,4.09830,0.41960,3.45680,22.02770,0.55150,0.54520
2021-12-31,149.71800,20.11300,129.60500,64.94200,71.93300,57.67200,,55.66100,10.25100,45.41000,45.41000,45.41000,28.66000,28.87200,1.37000,1.34000,0.11760,0.24350,45.48920,37.11150,0.01720,5.56180,7.85410,0.63910,4.90750,28.30440,1.4791,1.4668
