Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.57900,2.21800,1.36100,0.50600,1.70500,2.21100,-0.85000,0.38700,-0.46300,0.14700,-0.61000,-0.61000,,-0.61000,-0.81500,-0.85000,1.03400,1.03400,-0.59000,-0.59000,3.69330,,0.01530,38.02740,-23.74970,-23.74970,-12.93660,-17.04390,0.26150,0.78180,1.13370,79.38810,-11.39760,-11.39760,-4.45740,-11.39760,3.99700,0.5314,0.5074
2024-06-30,3.39100,2.08500,1.30600,0.47000,2.00900,2.47900,-1.17300,0.17600,-0.99700,0.14600,-1.14300,-1.14300,,-1.14300,-1.13400,-1.17300,0.85150,0.85150,-1.40000,-1.40000,3.17970,,0.04100,38.51370,-34.59160,-34.59160,-29.40140,-33.70690,0.24800,0.78440,1.04430,86.17810,-22.97490,-22.97490,-8.35950,-22.97490,5.23570,-1.07110,-1.07700
2024-03-31,3.43900,2.34800,1.09100,0.40900,2.09100,2.50000,-1.40900,0.05000,-1.35900,-0.29200,-1.06700,-1.06700,,-1.06700,-1.36800,-1.40900,0.45450,0.45450,2.55000,2.55000,3.37400,,0.05260,31.72430,-40.97120,-40.97130,-39.51730,-31.02650,0.23330,0.86360,1.18670,75.84180,-17.38630,-17.38640,-7.23880,-17.38640,7.86790,-0.6011,-0.6018
2023-12-31,3.13800,1.67800,1.46000,0.60100,1.70300,2.30400,-0.84400,-0.07900,-0.92300,-0.05700,-0.86600,-0.86600,,-0.86600,-0.79900,-0.84400,0.54550,0.54550,-1.60000,-1.60000,4.06700,,0.00660,46.52650,-26.89610,-26.89610,-29.41360,-27.59720,0.21470,0.56790,1.09110,82.48570,-12.94080,-12.94080,-5.92420,-12.94080,9.78080,0.9297,0.9666
2023-09-30,2.73100,1.74100,0.99000,0.53600,1.66200,2.19800,-1.20800,-0.09000,-1.29800,0.18600,-1.48400,-1.48400,,-1.48400,-1.16300,-1.20800,0.25800,0.25800,-5.75000,-5.75000,3.55540,,0.03030,36.25050,-44.23290,-44.23290,-47.52840,-54.33910,0.20030,0.69280,1.22850,73.25890,-26.14970,-26.14980,-10.88380,-26.14980,21.91540,-4.7335,-4.7383
2023-06-30,3.42700,2.22300,1.20400,0.32500,2.11900,2.44400,-1.24000,-0.21100,-1.45100,-0.03300,-1.41800,-1.41800,,-1.41800,-1.19500,-1.24000,0.24680,0.24680,-5.80000,-5.80000,3.36230,,0.04160,35.13280,-36.18320,-36.18320,-42.34020,-41.37730,0.21560,0.81430,1.40510,64.05310,-19.58020,-19.58020,-8.92220,-19.58020,28.16800,-0.87120,-0.94000
2023-03-31,3.01400,2.55000,0.46400,-0.19900,1.81300,1.61400,-1.15000,-0.29000,-1.44000,-0.13200,-1.30800,-1.30800,,-1.30800,-1.11600,-1.15000,0.16970,0.16970,-5.60000,-5.60000,3.71210,,0.05400,15.39480,-38.15520,-38.15520,-47.77710,-43.39750,0.18570,0.89220,1.17190,76.80160,-16.39710,-16.39710,-8.05870,-16.39710,32.33480,-12.3642,-13.4409
2022-12-31,2.94400,2.11300,0.83100,,2.66500,2.66500,-1.83400,-0.07100,-1.90500,0.03400,-1.93900,-1.93900,,-1.93900,-1.80200,-1.83400,0.15540,0.15540,-12.40000,-12.40000,2.85510,0.00270,0.00270,28.22690,-62.29620,-62.29620,-64.70790,-65.86280,0.21140,0.74170,1.28170,70.22080,-34.88040,-34.88040,-13.92160,-34.78650,35.74920,-2.1982,-2.3971
2022-09-30,3.33100,1.79500,1.53600,0.20000,2.06700,2.26700,-0.73100,-0.18600,-0.91700,0.10000,-1.01700,-1.01700,,-1.01700,-0.70300,-0.73100,0.15510,0.15510,-6.60000,-6.60000,3.51380,0.00210,0.03480,46.11230,-21.94540,-21.94540,-27.52930,-30.53140,0.22260,0.59340,1.33940,67.19600,-14.48510,-14.48510,-6.79720,-14.45420,45.25300,-11.8027,-11.9639
2022-06-30,3.98300,2.33700,1.64600,0.20600,2.29500,2.50100,-0.85500,-0.06700,-0.92200,-0.03500,-0.88700,-0.88700,,-0.88700,-0.82400,-0.85500,0.15510,0.15510,-5.80000,-5.80000,3.05250,0.00190,0.05960,41.32560,-21.46620,-21.46620,-23.14840,-22.26970,0.23210,0.83820,1.63640,54.99870,-11.14460,-11.14460,-5.16960,-11.12370,51.33180,-9.88710,-10.03550
