Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,555.00000,381.00000,174.00000,142.00000,216.00000,-42.00000,-11.00000,-53.00000,-9.00000,-44.00000,-44.00000,-30.00000,-74.00000,55.00000,-42.00000,535.82900,535.82900,-0.14000,-0.14000,1.29700,0.31680,0.46950,31.35140,-7.56760,-7.56760,-9.54950,-13.33330,0.06710,1.22520,73.45950,-1.01710,2.42960,-0.53200,-0.69490,7.96690,-0.0387,-0.0935
2024-06-30,538.00000,371.00000,167.00000,146.00000,219.00000,-52.00000,50.00000,-2.00000,2.00000,-4.00000,-4.00000,27.00000,23.00000,35.00000,-52.00000,546.17440,547.10360,0.04000,0.04000,1.36790,0.35380,0.62100,31.04090,-9.66540,-9.66540,-0.37170,4.27510,0.05140,1.44620,62.23050,-0.08930,0.23120,-0.03820,-0.05770,8.10460,0.1043,0.0482
2024-03-31,559.00000,377.00000,182.00000,146.00000,222.00000,-40.00000,-108.00000,-148.00000,-27.00000,-121.00000,-121.00000,5.00000,-114.00000,68.00000,-40.00000,540.78000,541.96900,-0.21000,-0.21000,1.56580,0.37890,0.61550,32.55810,-7.15560,-7.15560,-26.47590,-20.39360,0.05220,1.42240,63.27370,-2.67230,6.91430,-1.12940,-1.65980,8.06120,0.18450,0.11810
2023-12-31,1706.00000,1106.00000,600.00000,318.00000,580.00000,20.00000,-145.00000,-125.00000,41.00000,-166.00000,-166.00000,,-162.00000,310.00000,20.00000,489.46100,489.46100,-0.32000,-0.32000,1.26930,0.36870,0.58920,35.17000,1.17230,1.17230,-7.32710,-9.49590,0.15820,3.92180,22.94840,-3.50060,10.33620,-1.53960,-2.21010,8.57190,0.2797,0.1839
2023-09-30,557.00000,391.00000,166.00000,136.00000,211.00000,-45.00000,-9.00000,-54.00000,-14.00000,-40.00000,-40.00000,-6.00000,-48.00000,48.00000,-45.00000,493.22600,493.22600,-0.10000,-0.10000,1.22310,0.36200,0.57260,29.80250,-8.07900,-8.07900,-9.69480,-8.61760,0.05180,0.83890,107.28900,-0.81770,1.65150,-0.37210,-0.52160,8.69070,0.1785,0.1065
2023-06-30,561.00000,374.00000,187.00000,149.00000,223.00000,-36.00000,-44.00000,-80.00000,-8.00000,-72.00000,-72.00000,,-67.00000,45.00000,-36.00000,490.30620,490.30620,-0.14000,-0.14000,1.22860,0.35980,0.56700,33.33330,-6.41710,-6.41710,-14.26030,-11.94300,0.05210,0.89190,100.90910,-1.45340,2.95080,-0.66840,-0.93050,8.89410,0.1792,0.1146
2023-03-31,586.00000,399.00000,187.00000,151.00000,227.00000,-40.00000,-67.00000,-107.00000,-23.00000,-84.00000,-84.00000,10.00000,-68.00000,63.00000,-40.00000,476.14600,476.14600,-0.14000,-0.14000,1.20430,0.35980,0.56690,31.91130,-6.82590,-6.82590,-18.25940,-11.60410,0.05370,0.91850,97.98640,-1.69120,3.35200,-0.76940,-1.08280,8.92540,0.15120,0.05670
2022-12-31,942.00000,600.00000,342.00000,196.00000,281.00000,61.00000,-68.00000,-7.00000,59.00000,-66.00000,-66.00000,,-65.00000,162.00000,61.00000,458.55800,458.55800,-0.15000,-0.14000,1.19930,0.35430,0.55470,36.30570,6.47560,6.47560,-0.74310,-6.90020,0.08380,1.38940,64.77710,-1.29690,2.68070,-0.58740,-0.83750,9.12990,0.1847,0.1131
2022-09-30,750.00000,538.00000,212.00000,178.00000,262.00000,-50.00000,-15.00000,-65.00000,-20.00000,-45.00000,-45.00000,,-37.00000,49.00000,-50.00000,457.90500,457.90500,-0.08000,-0.08000,1.22480,0.35340,0.55270,28.26670,-6.66670,-6.66670,-8.66670,-4.93330,0.06880,1.29760,69.36000,-0.87820,1.85490,-0.41270,-0.56780,9.22010,0.2179,0.1147
2022-06-30,715.00000,496.00000,219.00000,157.00000,242.00000,-23.00000,66.00000,43.00000,-9.00000,52.00000,52.00000,,51.00000,75.00000,-23.00000,457.85130,533.73800,0.11000,0.10000,1.21550,0.35540,0.55740,30.62940,-3.21680,-3.21680,6.01400,7.13290,0.06570,1.29760,69.35660,1.02060,-2.05050,0.47800,0.65790,9.14570,0.1795,0.1213
2022-03-31,725.00000,502.00000,223.00000,140.00000,225.00000,-2.00000,-10.00000,-12.00000,1.00000,-13.00000,-13.00000,,-11.00000,93.00000,-2.00000,456.83820,456.83820,-0.02000,-0.02000,1.15810,0.36120,0.57340,30.75860,-0.27590,-0.27590,-1.65520,-1.51720,0.06460,1.32780,67.77930,-0.26080,0.47570,-0.11590,-0.16660,8.94760,0.04160,-0.04820
2021-12-31,864.00000,570.00000,294.00000,169.00000,254.00000,40.00000,57.00000,97.00000,25.00000,72.00000,72.00000,,72.00000,135.00000,40.00000,,,0.24000,0.24000,1.16190,0.36480,0.58200,34.02780,4.62960,4.62960,11.22690,8.33330,0.07860,1.67770,53.64580,1.46100,-2.50000,0.65530,0.92810,8.84520,-0.1162,0.0706
2021-09-30,690.00000,452.00000,238.00000,135.00000,213.00000,25.00000,-145.00000,-120.00000,,-120.00000,-120.00000,,-107.00000,112.00000,25.00000,438.96890,438.96890,-0.24000,-0.24000,1.35660,0.37770,0.61610,34.49280,3.62320,3.62320,-17.39130,-15.50730,0.06300,1.36630,65.86960,-2.56520,4.47430,-1.09520,-1.59640,8.66550,0.1162,-0.0706
2021-06-30,672.00000,455.00000,217.00000,105.00000,161.00000,56.00000,-62.00000,-6.00000,-2.00000,-4.00000,-4.00000,,-4.00000,135.00000,56.00000,,,,0.00000,0.01520,,,32.29170,8.33330,8.33330,-0.89290,-0.59520,0.64850,,,-79.99990,-80.00000,-0.38600,-80.00000,0.11640,0,0
2021-03-31,689.00000,471.00000,218.00000,117.00000,172.00000,46.00000,-70.00000,-24.00000,-3.00000,-21.00000,-21.00000,,-21.00000,125.00000,46.00000,,,,0.00000,0.06810,,,31.64010,6.67630,6.67630,-3.48330,-3.04790,0.66480,,,-419.99970,-420.00000,-2.02620,-419.99980,0.12340,0.00000,
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2020-09-30,668.00000,441.00000,227.00000,128.00000,185.00000,42.00000,-64.00000,-22.00000,17.00000,-39.00000,-39.00000,,-39.00000,274.00000,42.00000,,,,0.00000,,,,33.98200,6.28740,6.28740,-3.29340,-5.83830,,,,,,,,,0,0
2020-06-30,,,,0.10940,,-0.10940,-30.89110,-31.00060,0.01560,-31.01620,-31.01620,,-31.01620,-0.10940,-0.10940,25.87500,25.87500,-1.20000,-1.20000,,,,,,,,,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
