Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,816.59600,40.24020,776.35580,336.51420,127.50100,466.52100,309.83480,-56.45420,253.38060,66.77220,186.60840,186.60840,186.60840,326.92020,309.83480,661.76830,661.76830,0.29390,0.29200,5.16880,95.07220,37.94220,37.94220,31.02890,22.85200,0.13970,3.84510,0.87800,102.50900,3.96590,7.02900,3.19210,3.96590,7.11020,0.4538,0.4454
2024-06-30,779.50860,27.41700,752.09160,361.03860,129.00420,515.43960,236.65200,70.27410,306.92610,103.75170,203.17440,203.17440,203.17440,236.65200,236.65200,644.39000,648.85000,0.31530,0.31310,5.02680,96.48280,30.35910,30.35910,39.37430,26.06440,0.13990,5.27780,0.87580,102.76190,4.54650,8.56450,3.64590,4.54650,6.75690,0.3375,0.3314
2024-03-31,603.22080,26.93600,576.28490,334.88000,124.77920,459.65920,116.62560,133.22400,249.84960,56.92960,192.92000,192.92000,192.92000,116.62560,116.62560,653.08100,656.63700,0.29540,0.29380,12.45710,95.53460,19.33380,19.33380,41.41930,31.98170,0.11290,1.74530,0.88540,101.64370,4.07730,4.08020,3.61230,4.07730,7.15570,0.33550,0.32930
2023-12-31,674.81160,18.21520,656.59640,281.42660,134.92600,416.35250,240.24390,-109.18630,131.05750,40.80540,90.25210,90.25210,90.25210,240.24390,240.24390,653.10000,659.15000,0.13790,0.13340,13.34100,97.30070,35.60160,35.60160,19.42130,13.37440,0.13170,2.20090,0.93950,95.80070,1.96640,1.97270,1.76140,1.96640,6.94640,0.3606,0.3463
2023-09-30,692.62400,14.60000,678.02400,304.84800,122.49400,427.34200,250.68200,143.81000,394.49200,83.65800,310.83400,310.83400,310.83400,250.68200,250.68200,653.07000,658.73000,0.47600,0.47190,11.38080,97.89210,36.19310,36.19310,56.95620,44.87770,0.13460,1.42860,0.87330,103.05230,6.84300,6.86840,6.04180,6.84300,6.87530,0.443,0.4217
2023-06-30,613.32780,,613.32780,270.72330,123.89280,,218.71170,33.01860,251.73030,53.47260,198.25770,198.25770,198.25770,218.71170,218.71170,652.40000,652.40000,0.30390,0.30390,14.92670,100.00000,35.65980,35.65980,41.04340,32.32490,0.13130,,0.87200,103.20630,4.71920,4.74040,4.24350,4.71920,6.36160,0.1146,0.0696
2023-03-31,411.26140,,411.26140,250.87810,97.41160,,62.97170,-21.75910,41.21260,8.64600,32.56660,32.56660,32.56660,62.97170,62.97170,653.17900,658.89200,0.04990,0.04940,14.44040,100.00000,15.31180,15.31180,10.02100,7.91870,0.09390,,0.77410,116.26840,0.83120,0.83520,0.74360,0.83120,5.93780,0.70750,0.70750
2022-12-31,741.96970,,741.96970,229.32500,129.59000,,383.05460,-277.81690,105.23780,13.20220,92.03560,92.03560,92.03560,383.05460,383.05470,653.87000,660.10000,0.14080,0.13830,15.56610,100.00000,51.62670,51.62670,14.18360,12.40420,0.17310,,0.86570,103.96570,2.36860,2.38130,2.14670,2.36860,5.89070,0.1179,0.0499
2022-09-30,552.97110,,552.97110,201.05580,90.65100,,261.26430,181.43730,442.70160,93.35700,349.34460,349.34460,349.34460,261.26430,261.26430,652.85800,659.14100,0.53510,0.53000,9.61810,100.00000,47.24740,47.24740,80.05870,63.17590,0.13320,,0.82550,109.02620,9.68600,9.75920,8.41430,9.68600,5.47890,0.3862,0.4133
2022-06-30,452.16600,,452.16600,183.32600,90.51900,,178.32100,177.60600,355.92700,85.51400,270.41300,270.41300,270.41300,178.32100,178.32100,655.00500,659.80500,0.41280,0.40980,13.11270,100.00000,39.43710,39.43710,78.71600,59.80390,0.11510,,0.81580,110.32260,7.72400,7.79280,6.88240,7.72400,5.32430,0.2009,0.1738
2022-03-31,319.54520,,319.54520,173.87240,68.16160,,77.51120,14.77840,92.28960,22.16760,70.12200,70.12200,70.12200,77.51120,77.51120,654.92000,659.60000,0.10710,0.10630,17.30770,100.00000,24.25670,24.25670,28.88160,21.94430,0.08510,,0.66490,135.36100,2.04670,2.06800,1.86640,2.04670,5.21200,0.13420,0.13420
2021-12-31,407.17900,,407.17900,201.76180,80.21720,,125.20000,23.53820,148.73810,38.58350,110.15460,110.15460,110.15460,125.20000,125.20000,653.96000,660.46000,0.16850,0.16640,14.50000,100.00000,30.74820,30.74810,36.52890,27.05310,0.10390,,0.75320,119.49530,3.11930,3.15540,2.81140,3.11930,5.37350,0.0597,0.0432
