Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,1.16000,1.16000,4.14900,1.97400,,-4.96300,-0.01000,-4.97300,-4.97300,-4.97300,-4.97300,-4.58600,-4.96300,3.29700,3.29700,-1.51000,-1.51000,9.41190,,,100.00000,-427.84480,-427.84480,-428.70690,-428.70690,0.02140,1.04220,86.35350,-11.77960,-11.63080,-9.15790,-11.63080,12.91360,-1.86350,-1.86650
2021-12-31,0.45600,0.45600,2.95900,1.54000,,-4.04300,0.01200,-4.03100,-4.03100,-4.03100,-7.22800,-3.66900,-4.04300,2.70900,2.70900,-2.57000,-2.57000,12.33180,,,100.00000,-886.62180,-886.62160,-883.99020,-1585.08600,0.00780,6.80600,13.22370,-8.69350,-8.49540,-6.85350,-8.49540,14.72660,-1.83,-1.8412
2021-09-30,1.06900,1.06900,4.02600,1.65600,,-8.19000,0.00600,-8.18400,-8.18400,-8.18400,-8.18400,-4.32000,-8.19000,2.81200,2.81200,-2.91000,-2.91000,10.60760,,,100.00000,-766.13650,-766.13650,-765.57530,-765.57530,0.01920,118.77780,0.75770,-18.10900,-18.10900,-14.68040,-18.10900,16.06890,-1.1778,-1.2134
2021-06-30,2.25400,2.25400,4.54100,1.56200,,-3.84900,-0.00300,-3.85200,-3.85200,-3.85200,-3.85200,-3.57000,-3.84900,2.81200,2.81200,-1.37000,-1.37000,8.74210,,,100.00000,-170.76310,-170.76310,-170.89620,-170.89620,0.03440,1.27630,70.51470,-7.25520,-7.77930,-5.88690,-7.25520,18.87790,-1.8871,-1.8935
2021-03-31,1.39000,1.39000,3.85600,1.61900,,-4.08500,-0.01900,-4.10400,-4.10400,-4.10400,-4.10400,-3.79500,-4.08500,2.30200,2.30200,-1.78000,-1.78000,9.09900,,,100.00000,-293.88490,-293.88490,-295.25180,-295.25180,0.01990,15.97700,5.63310,-7.24500,-7.73330,-5.87540,-7.24500,20.14120,-2.38710,-2.38710
2020-12-31,2.00000,2.00000,3.26500,1.40900,,-2.67400,-0.22500,-2.89900,-2.89900,-2.89900,-2.89900,-2.38100,-2.67400,1.43800,1.43800,-1.63000,-1.63000,3.96870,,,100.00000,-133.70010,-133.70010,-144.95010,-144.95010,0.05250,23.80950,3.78000,-12.52860,-14.81960,-7.60990,-12.52860,12.81940,-2.9533,-3.032
2020-09-30,4.37200,4.37200,3.87300,1.77600,,-1.27700,-9.27600,-10.55300,-10.55300,-10.55300,-10.55300,-0.98900,-1.27700,1.69620,1.69620,-6.20000,-6.20000,3.51310,,,100.00000,-29.20860,-29.20860,-241.37700,-241.37700,0.10180,3.59240,25.05260,-44.90640,-52.96890,-24.56700,-44.90640,13.66000,-2.2816,-2.3179
2020-06-30,3.50000,3.50000,3.18400,1.49000,,-1.17400,0.00400,-1.17000,-1.17000,-1.17000,-1.17000,-0.91600,-1.17400,1.21890,1.21890,-1.00000,-1.00000,1.98520,,,100.00000,-33.54290,-33.54290,-33.42860,-33.42860,0.09980,9.91500,9.07710,-8.42640,-11.35040,-3.33600,-8.42640,10.78490,-4.2256,-4.2122
2020-03-31,2.76200,2.76200,5.28700,2.21200,,-4.73700,0.05100,-4.68600,-4.68600,-4.68600,-4.68600,-4.53300,-4.73700,1.02350,1.02350,-4.60000,-4.60000,1.51200,,,100.00000,-171.50610,-171.50610,-169.65970,-169.65970,0.08960,,,-67.56050,-139.50580,-15.20340,-67.56060,6.75990,0.77970,0.68590
2019-12-31,1.68500,1.68500,4.20800,1.58900,,-4.11200,0.07100,-4.04100,-4.04100,-4.04100,-4.04100,-3.91900,-4.11200,0.83670,0.83670,2.00000,2.00000,1.82660,,,100.00000,-244.03560,-244.03570,-239.82200,-239.82200,0.04670,0.23400,384.56970,-36.67300,-54.29990,-11.19450,-36.67300,11.02180,-3.6912,-3.7122
2019-09-30,1.40600,1.40600,3.29700,1.78500,,-3.67600,0.12100,-3.55500,-3.55500,-3.55500,-3.55500,-3.48500,-3.67600,1.01480,1.01480,-3.60000,-3.60000,2.45900,,,100.00000,-261.45090,-261.45090,-252.84500,-252.84500,0.04270,,,-24.14100,-31.88630,-10.79730,-24.14100,14.72970,-4.5123,-4.5242
2019-06-30,4.81900,4.81900,3.16400,3.12800,,-7.94700,0.10300,-7.84400,-7.84400,-7.84400,-7.84400,-1.28300,-7.94700,0.96080,0.96080,-8.20000,-8.20000,2.58220,,,100.00000,-164.90980,-164.90980,-162.77240,-162.77240,0.13010,,,-43.35620,-54.04060,-21.17310,-43.35620,18.43770,22.0164,22.0088
2019-03-31,,,2.17600,1.98700,,-4.95700,-0.19900,-5.15600,-5.15600,-5.15600,-5.15600,-3.97200,-4.95700,0.34730,0.34730,-14.80000,-14.80000,0.89120,,,,,,,,,,,-50.56880,-3555.85100,-36.85230,-50.56890,25.40110,-9.95250,-9.98130
2018-12-31,,,2.67600,1.58800,,-4.33300,-0.00500,-4.33800,-4.33800,-4.33800,-4.33800,-4.20800,-4.33300,0.20630,0.20630,-4.40000,-4.40000,1.13930,,,,,,,,,,,-36.62620,-434.23440,-29.46410,-36.62610,48.10720,-27.5658,-27.6239
2018-09-30,,,3.05600,1.76900,,-4.82500,0.00900,-4.81600,-4.81600,-4.81600,-4.81600,-4.76800,-4.82500,0.23470,0.23470,-20.60000,-20.60000,1.29280,,,,,,,,,,,-38.11940,-279.99990,-29.57320,-38.11940,53.84530,-18.6475,-18.6728
2018-06-30,,,4.01300,2.11500,,-6.12800,-0.06000,-6.18800,-6.18800,-6.18800,-6.18800,-6.07000,-6.12800,0.23050,0.23050,-26.80000,-26.80000,2.37160,,,,,,,,,,,-36.83770,-105.16650,-30.07390,-36.83770,71.59210,-6.4676,-6.4763
2018-03-31,0.15300,0.15300,3.22100,2.04600,,-5.11400,-0.10700,-5.22100,-5.22100,-5.22100,-5.22100,-5.05400,-5.11400,0.10940,0.10940,-47.80000,-47.80000,0.33120,,0.33530,100.00000,-3342.48400,-3342.48400,-3412.41800,-3412.41800,0.01110,1.00000,90.00000,-69.35460,154.19380,-38.04290,-69.35440,67.57630,-28.56490,-28.56490
2017-12-31,,,2.59000,1.84000,,-4.43000,-0.09400,-4.52400,-4.52400,-4.52400,-4.52400,-4.37000,-4.43000,0.09690,0.09690,-42.40000,-42.40000,0.72710,,0.31770,,,,,,,,,-44.62860,582.23910,-28.31390,-44.62860,96.31350,-37.9495,-38.3571
2017-09-30,0.33500,0.33500,2.61800,2.02100,,-4.30400,-0.14800,-4.45200,-4.45200,-4.45200,-4.45200,-4.24500,-4.30400,0.10100,0.10100,-44.00000,-44.00000,1.15980,,0.30490,100.00000,-1284.77600,-1284.77600,-1328.95500,-1328.95500,0.01730,1.09840,81.94030,-34.83570,-238.58510,-23.03750,-34.83570,125.13460,-43.5191,-43.7425
2017-06-30,,,3.36300,2.06600,,-5.42900,-0.16800,-5.59700,-5.59700,-5.59700,-5.59700,-5.36600,-5.42900,0.09780,0.09780,-58.00000,-58.00000,1.99080,0.10250,0.28810,,,,,,,,,-35.44870,-114.81020,-23.79680,-31.81380,156.91710,-32.3719,-32.5049
2017-03-31,,,1.67200,1.64000,,-3.31200,-0.17100,-3.48300,-3.48300,-3.48300,-3.48300,-3.24800,-3.31200,0.08400,0.08400,-42.00000,-42.00000,2.52690,0.13690,0.32590,,,,,,,,,-21.90290,-69.82760,-15.28030,-18.90470,172.14610,-35.63810,-35.63810
2016-12-31,0.11800,0.11800,2.77400,1.84200,-2.95900,-7.45700,-5.33200,-12.78900,-9.83000,-9.83000,-9.83000,-2.36100,-7.45700,0.07410,0.07410,-134.00000,-134.00000,1.02340,0.26860,0.66240,100.00000,-6319.49300,-6319.49300,-10838.14000,-8330.50900,0.00710,,,-112.20180,456.57220,-58.99300,-82.06710,117.99330,-34.1415,-34.0749
2016-09-30,0.06100,0.06100,1.50700,1.55000,,-2.99600,-0.16100,-3.15700,-3.15700,-3.15700,-3.15700,-2.93000,-2.99600,0.07430,0.07430,-42.00000,-42.00000,2.03050,0.18220,0.36660,100.00000,-4911.47500,-4911.47500,-5175.41000,-5175.41000,0.00240,,,-18.06990,-206.47480,-12.39010,-14.77720,235.28380,-37.3486,-40.9102
2016-06-30,0.26000,0.26000,2.44100,2.21400,-4.57500,-8.97000,-0.21700,-9.18700,-9.18700,-9.18700,-9.18700,-8.91100,-8.97000,0.07400,0.07400,-124.00000,-124.00000,2.87130,0.18410,0.33650,100.00000,-3450.00000,-3450.00000,-3533.46200,-3533.46200,0.00900,,,-45.59080,-218.27040,-31.87830,-37.19580,271.37560,-52.0353,-53.3692
2016-03-31,0.39600,0.39600,3.43000,2.40900,,-5.44300,-0.22600,-5.66900,-5.66900,-5.66900,-5.66900,-5.38500,-5.44300,0.07380,0.07380,-76.00000,-76.00000,3.92730,0.15250,0.23970,100.00000,-1374.49500,-1374.49500,-1431.56600,-1431.56600,0.00980,,,-20.12430,-120.77120,-14.09390,-17.05530,380.80430,-55.25280,-56.24240
2015-12-31,0.27500,0.27500,2.46600,2.10000,,-4.29100,-0.24400,-4.53500,-4.53500,-4.53500,-4.53500,-4.23800,-4.29100,0.04050,0.04050,2486.00000,2486.00000,5.67600,0.14860,0.20610,100.00000,-1560.36400,-1560.36400,-1649.09100,-1649.09100,0.00610,,,-13.90850,-49.67140,-10.10630,-11.84140,442.23510,-178.7558,-183.694
2015-09-30,0.65100,0.65100,2.19300,3.11900,,-4.66100,-0.27100,-4.93200,-4.93200,-4.93200,-4.93200,-4.60400,-4.66100,0.07330,0.07330,-68.00000,-68.00000,9.43800,0.14950,0.18730,100.00000,-715.97540,-715.97540,-757.60370,-757.60370,0.01370,,,-13.73590,-39.67820,-10.34740,-11.68190,488.64990,341.8973,344.1355
2015-06-30,0.17000,0.17000,1.61000,9.87900,,-11.31900,-3.57800,-14.89700,-14.89700,-14.89700,-14.89700,-11.25900,-11.31900,0.01290,0.01290,-1154.00000,-1154.00000,19.60590,0.14570,0.17060,100.00000,-6658.23500,-6658.23500,-8762.94100,-8762.94100,0.00340,,,-37.89620,-94.08240,-29.60870,-32.37350,536.80180,-460.0752,-463.8505
2015-03-31,0.10500,0.10500,0.91800,1.93400,,-2.74700,0.94400,-1.80300,-1.80300,-1.80300,-1.80300,-2.68500,-2.74700,0.00090,0.00090,-1910.00000,-1910.00000,,,,100.00000,-2616.19000,-2616.19000,-1717.14300,-1717.14300,,,,,,,,,-11.39760,-11.49830
2014-12-31,,,0.61900,1.09700,,-1.71600,0.00400,-1.71200,-1.71200,-1.71200,-1.71200,-1.61900,-1.71600,0.00970,0.00970,-175.00000,-175.00000,0.01910,,-0.91860,,,,,,,,,2.17280,3.96100,-110.38040,3.96100,-91.56460,-396.7213,-406.1772
2014-09-30,0.03000,0.03000,1.92900,0.69500,,-2.59400,-8.54000,-11.13400,-11.13400,-11.13400,-11.14700,-2.51100,-2.59400,0.00090,0.00090,-11920.00000,-11920.00000,22.90260,,,100.00000,-8646.66800,-8646.66800,-37113.33000,-37156.67000,0.00230,,,-87.67620,-87.67620,-83.87830,-87.67620,1321.71100,264.2648,275.4945
2014-06-30,,,1.72900,0.72200,,-2.45100,-4.49000,-6.94100,-6.94100,-6.94100,-6.95400,-2.29100,-2.45100,0.01570,0.01570,-442.00000,-442.00000,26.62550,,,,,,,,,,,-49.23740,-49.23740,-47.38850,-49.23740,1467.21500,384.8756,372.4789
2014-03-31,,,0.33000,0.68000,,-1.01000,,-1.00000,-1.00000,-0.98900,-0.98900,-1.00800,-1.01000,0.00430,0.00430,-230.00000,-230.00000,16.44560,,,,,,,,,,,-6.76050,-6.76050,-6.34950,-6.76050,1573.01000,-688.37210,-688.37210
2013-12-31,,,0.39500,0.26300,,-0.65800,,-0.65800,-0.65800,-0.65800,-0.65800,-0.65800,-0.65800,0.00400,0.00400,-165.00000,-165.00000,,,,,,,,,,,,,,,,,-55,-55
2013-09-30,,,0.49500,0.49900,,-0.99400,,-0.99400,-0.99400,-0.99400,-0.99400,-0.99400,-0.99400,0.00400,0.00400,-250.00000,-250.00000,,,,,,,,,,,,,,,,,-257,-257
2013-06-30,,,0.17500,0.30200,,-0.47700,,-0.47700,-0.47700,-0.47700,-0.47700,-0.47600,-0.47700,0.00400,0.00400,-120.00000,-120.00000,,,,,,,,,,,,,,,,,22.75,23.75
2013-03-31,,,,,,,,,,-0.45700,-0.45700,,,0.00400,0.00400,-115.00000,-115.00000,0.99010,,,,,,,,,,,-1136.81800,-1142.50000,-326.42860,-1142.50000,10.00000,-105.00000,-106.00000
