Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,2.76390,7.87030,,-10.63420,0.20480,-10.42930,0.14400,-10.57330,-10.57330,-10.89490,-10.58130,-10.63420,6.95430,6.95430,-1.50000,-1.50000,6.74500,,,-12.25410,-13.74280,-10.89020,-12.25410,11.93580,-1.0171,-1.0171
2024-03-31,3.60590,7.36430,,-10.97020,2.57000,-8.40020,0.14400,-8.54420,-8.54420,-8.54420,-10.91810,-10.97020,6.36290,6.36290,-1.25000,-1.25000,5.16920,,,-10.68460,-12.09880,-9.41910,-10.68460,12.56590,-1.223,-1.223
2023-12-31,2.62190,6.71890,,-9.34080,0.25360,-9.08720,0.14400,-9.23120,-9.23120,-9.23120,-9.28980,-9.34080,6.35820,6.35820,-1.50000,-1.50000,5.05660,,,-10.81760,-12.14820,-9.47760,-10.81760,13.42020,-0.96490,-0.96490
2023-09-30,2.88270,7.24200,,-10.12470,0.32480,-9.79990,0.14400,-9.94390,-9.94390,-11.09510,-10.07480,-10.12470,6.05180,6.05180,-1.75000,-1.75000,5.94750,,,-10.87580,-12.11420,-9.59730,-10.87580,14.38890,-1.183,-1.183
2023-06-30,3.76470,4.90740,,-8.67210,0.33680,-8.33530,0.14400,-8.47930,-8.47930,-8.47930,-8.62310,-8.67210,6.15100,6.15100,-1.50000,-1.50000,7.09980,,,-8.62600,-9.53230,-7.68020,-8.62600,15.46980,-1.4518,-1.4518
2023-03-31,4.72690,5.95840,,-10.68530,0.30330,-10.38200,0.14400,-10.52600,-10.52600,-10.52600,-10.63720,-10.68530,5.85010,5.85010,-1.75000,-1.75000,5.62040,,,-11.46540,-12.76510,-10.09780,-11.46540,15.68190,-1.3422,-1.3422
2022-12-31,3.44550,3.80440,,-7.24990,3.80020,-3.44960,0.14400,-3.59360,-3.59360,-3.59360,-7.20270,-7.24990,5.84840,5.84840,-0.50000,-0.50000,9.32680,,,-3.55690,-3.91950,-3.21710,-3.55690,17.27530,-0.82490,-0.82490
2022-09-30,3.85720,3.69230,,-7.54960,0.13480,-7.41470,,-7.99070,-7.99070,-7.99070,-7.50330,-7.54960,5.84330,5.84330,-1.50000,-1.50000,9.83760,,,-7.72600,-8.49360,-7.00950,-7.72600,17.68440,-1.0849,-1.0849
2022-06-30,4.88820,4.02850,,-8.91670,0.05300,-8.86360,0.00000,-8.86360,-8.86360,-8.86360,-8.87130,-8.91670,5.84520,5.84520,-1.50000,-1.50000,11.39500,,,-8.03330,-8.77680,-7.36700,-8.03330,18.87630,-1.3179,-1.3179
2022-03-31,3.45220,4.13840,,-7.59060,0.02960,-7.56110,,-7.56110,-7.56110,-7.56110,-7.54620,-7.59060,5.84170,5.84170,-1.25000,-1.25000,14.48540,,,-6.39710,-6.94640,-5.91700,-6.39710,20.22120,-1.6544,-1.6544
2021-12-31,5.45780,3.80140,,-9.25920,0.03400,-9.22520,,-9.22520,-9.22520,-9.22520,-9.21560,-9.25920,5.84050,5.84050,-1.50000,-1.50000,9.25490,,,-7.40640,-8.00720,-6.70850,-7.40640,21.32400,-0.79640,-0.79640
2021-09-30,2.29420,2.90900,,-5.20320,0.24220,-4.96110,,-4.96110,-4.96110,-4.96110,-5.16050,-5.20320,4.34400,4.34400,0.25000,0.25000,18.28450,,,-3.73620,-4.01920,-3.48320,-3.73620,22.74000,-2.1814,-2.1817
2021-06-30,2.20370,3.78070,,-5.98440,0.16040,-5.82400,,-5.82400,-5.82400,-7.27490,-5.94270,-5.98440,5.48610,5.48610,-1.25000,-1.25000,32.47930,,0.00120,-4.24240,-4.55230,-3.97290,-4.24240,23.51060,0.202,0.2007
2021-03-31,1.55130,2.63650,,-4.18780,0.06540,-4.12240,,-4.12240,-4.12240,-4.12240,-4.14720,-4.18780,3.83990,3.83990,-1.00000,-1.00000,35.17140,0.00130,0.00270,-3.27800,-3.54110,-3.06120,-3.27370,23.34100,0.6992,0.6992
2020-12-31,6.19120,1.96520,,-8.15640,0.00950,-8.14690,,-8.14690,-8.14690,-8.14690,-8.11660,-8.15640,2.22310,2.22310,-3.75000,-3.75000,1.57250,0.00630,0.01310,-31.57610,-49.51310,-23.07140,-31.37600,11.60590,-4.30240,-4.30240
2020-09-30,1.48810,2.65270,,-4.14080,0.02010,-4.12060,,-4.12060,-4.12060,-4.12060,-4.10160,-4.14080,1.56660,1.56660,-1.50000,-1.50000,3.41260,0.00490,0.01000,-12.23800,-16.94070,-9.41350,-12.17850,15.14620,-2.6505,-2.6506
2020-06-30,2.64420,2.04460,,-4.68890,0.00880,-4.68010,,-4.68010,-4.68010,-4.68010,-4.65790,-4.68890,1.66400,1.66400,-2.75000,-2.75000,2.37370,0.00570,0.01170,-16.28320,-24.13020,-12.18790,-16.19050,15.51410,-1.1766,-1.1777
2020-03-31,2.01590,2.41720,,-4.43310,0.00810,-4.42500,,-4.42500,-4.42500,-4.42500,-4.38560,-4.43310,1.37280,1.37280,-3.25000,-3.25000,1.41160,,0.00770,-19.71590,-21.21580,-16.70260,-19.71590,14.73530,-2.6011,-2.6011
2019-12-31,2.66450,1.78340,,-4.44790,0.12560,-4.32240,,-4.32240,-4.32240,-4.32240,-4.41320,-4.44790,1.16790,1.16790,-3.75000,-3.75000,0.78110,,0.00850,-21.21220,-23.00360,-17.30140,-21.21220,16.88050,-4.37900,-4.37900
2019-09-30,2.01770,1.63950,,-3.65720,0.00730,-3.64990,,-3.64990,-3.64990,-3.64990,-3.65700,-3.65720,0.80650,0.80650,-3.75000,-3.75000,1.72360,,0.00640,-13.44210,-20.49810,-9.93270,-13.44210,23.46430,-4.5925,-4.5925
2019-06-30,2.76630,1.66050,,-4.42670,0.02110,-4.40560,,-4.40560,-4.40560,-4.40560,-4.42650,-4.42670,0.88000,0.88000,-5.00000,-5.00000,1.12870,,0.00800,-20.48430,-22.11600,-17.24640,-20.48430,24.35580,-2.7026,-2.7026
2019-03-31,1.69990,1.94210,,-3.64200,0.01000,-3.63190,,-3.63190,-3.63190,-3.63190,-3.64170,-3.64200,0.73930,0.73930,-5.00000,-5.00000,0.96570,,0.00830,-17.39870,-18.83010,-14.98590,-17.39870,27.98970,-5.0895,-5.0895
2018-12-31,2.11310,1.75940,,-3.87250,-0.00230,-3.87470,,-3.87470,-3.87470,-3.87470,-3.87220,-3.87250,0.71060,0.71060,-5.50000,-5.50000,1.81740,,0.00720,-16.02570,-17.15140,-13.79970,-16.02570,33.96010,-3.03780,-3.03780
2018-09-30,1.73770,1.92370,,-3.66140,0.81450,-2.84690,,-2.84690,-2.84690,-2.84690,-3.66120,-3.66140,0.42930,0.42930,-4.00000,-4.00000,3.15870,,0.00620,-10.21660,-10.83350,-9.16870,-10.21660,43.00530,-5.7294,-5.7294
2018-06-30,0.77890,1.23910,,-2.01800,-0.00390,-2.02190,,-2.02190,-2.02190,-2.02190,-2.01780,-2.01800,0.42710,0.42710,-4.75000,-4.75000,1.29430,,0.00800,-9.34540,-10.08510,-8.48620,-9.34540,50.65740,-4.1616,-4.1616
2018-03-31,3.43990,1.42710,,-4.86690,0.44530,-4.42170,,-4.42170,-4.42170,-4.42170,-4.86630,-4.86690,0.39860,0.39860,-11.00000,-11.00000,1.98010,,0.00740,-18.81420,-20.17650,-16.96490,-18.81420,55.07930,-9.3827,-9.3827
2017-12-31,0.60650,2.63630,,-3.24280,-0.00340,-3.24620,,-3.24620,-3.24620,-3.24620,-3.24210,-3.24280,0.34420,0.34420,-9.50000,-9.50000,2.85910,,0.00670,-12.55460,-13.37550,-11.40080,-12.55460,64.79630,-7.09200,-7.09200
2017-09-30,0.47450,1.92800,,-2.40250,-0.64070,-3.04330,,-3.04330,-3.04330,-3.04330,-2.40190,-2.40250,0.21930,0.21930,-10.50000,-10.50000,1.38680,,0.00790,-13.86620,-14.94690,-12.46400,-13.86620,65.74350,-13.8535,-13.8631
2017-06-30,0.19060,2.06460,,-2.25520,-0.16720,-2.42240,,-2.42240,-2.42240,-2.42240,-2.25450,-2.25520,0.20190,0.20190,-12.00000,-12.00000,0.05580,,0.46720,-20.89390,-24.20690,-11.23200,-20.89390,57.31630,-11.784,-11.784
2017-03-31,0.85990,1.68380,,-2.54370,-0.19960,-2.74340,,-2.74340,-2.74340,-2.74340,-2.54300,-2.54370,0.19970,0.19970,-13.75000,-13.75000,0.04670,,0.14460,-19.60650,-22.11440,-12.85880,-19.60650,69.45880,-4.0076,-4.0076
2016-12-31,1.41120,1.37370,,-2.78490,0.60900,-2.17590,,-2.17590,-2.17590,-2.17590,-2.78420,-2.78490,0.19610,0.19610,-11.00000,-11.00000,0.07760,,0.09850,-14.34950,-16.02660,-10.12880,-14.34950,76.68710,-6.70340,-6.70340
2016-09-30,1.92320,1.48330,,-3.40660,0.81700,-2.58960,,-2.58960,-2.58960,-2.58960,-3.40590,-3.40660,0.14490,0.14490,-16.01120,-16.01120,0.17220,,0.04010,-15.44520,-17.05970,-11.79750,-15.44520,85.96610,-19.381,-19.381
2016-06-30,0.38110,1.74530,,-2.12640,-1.48950,-3.61590,,-3.61590,-3.61590,-3.61590,-2.12640,-2.12640,0.19380,0.19380,-18.75000,-18.75000,0.41630,,0.00950,-19.91130,-21.81760,-15.71190,-19.91130,93.19360,-5.516,-5.516
2016-03-31,-0.20030,0.87190,,-0.67160,-0.19780,-0.86950,,-0.86950,-0.86950,-0.86950,-0.67160,-0.67160,0.09940,0.09940,-7.49630,-7.49630,0.86820,,0.03780,-4.25670,-4.61660,-3.50880,-4.25670,107.61850,-8.2238,-8.2238
2015-12-31,0.82920,0.41550,,-1.24470,0.02400,-1.22070,,-1.22070,-1.22070,-1.22070,-1.24470,-1.24470,0.09180,0.09180,-14.99250,-14.99250,0.17630,,,76.76620,76.50630,-351.90440,76.76620,-17.17590,-7.59190,-7.59190
2015-09-30,0.62220,0.34620,,-0.96840,0.06010,-0.90830,,-0.90830,-0.90830,-0.90830,-0.96840,-0.96840,0.08490,0.08490,-8.01310,-8.01310,0.53470,,,142.99440,141.78900,-122.49140,142.99460,-6.97830,-8.61,-8.61
2015-06-30,0.41550,0.35820,,-0.77370,-0.05120,-0.82500,,-0.82500,-0.82500,-0.82500,-0.77370,-0.77370,0.08620,0.08620,-11.24440,-11.24440,0.44660,,,69.88490,69.56660,-85.72780,69.88490,-13.31660,-6.8329,-6.8329
2015-03-31,0.28220,0.32670,,-0.60890,0.26360,-0.34530,,-0.34530,-0.34530,-0.34530,-0.60890,-0.60890,0.08310,0.08310,-3.74810,-3.74810,0.45160,,,37.60990,37.38990,-45.08850,37.60990,-10.89540,-3.4862,-3.4862
2014-12-31,0.47710,0.40180,,-0.87890,0.05520,-0.82370,,-0.82370,-0.82370,-0.82370,-0.87890,-0.87890,0.08010,0.08010,-11.24440,-11.24440,0.49640,,,100.01970,99.36800,-100.13010,100.01970,-9.93130,-9.16950,-9.16950
2014-09-30,-0.43680,0.54030,,-0.10350,0.02530,-0.07820,,-0.07820,-0.07820,-0.07820,-0.11400,-0.10350,0.05160,0.05160,,0.00000,0.67500,,-0.80870,10.53380,10.45770,-5.01800,10.53380,-9.26180,9.1101,9.1101
2014-06-30,,0.00130,,-0.00130,-0.03360,-0.03490,,-0.03490,-0.03490,-0.03490,0.00220,-0.00130,0.04760,0.04760,0.00000,0.00000,,,-0.93130,111.25640,111.25640,,111.25640,-0.65280,-0.9623,-0.9623
2014-03-31,,0.04980,,-0.04980,-0.04050,-0.09030,,-0.09030,-0.09030,-0.09030,-0.03930,-0.04980,0.04740,0.04740,-3.74810,-3.74810,,,-0.96620,360.33770,360.33770,,360.33770,-0.52170,11.4175,11.4175
2013-12-31,,0.68880,,-1.16910,-0.10280,-1.27190,,-1.27190,-1.27190,-1.27190,-0.48870,-1.16910,0.04740,0.04740,-25.90200,-25.90200,0.28330,,-1.37700,3551.15900,3551.16000,-8981.74700,3551.15900,-0.31340,-23.11830,-23.11830
2013-09-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.275,0.275
2013-06-30,,0.00020,-0.00320,-0.00340,-0.00100,-0.00440,,-0.00440,-0.00440,-0.00440,-0.00340,-0.00340,0.04800,0.04800,-0.09230,-0.09230,,,,,,,,,-0.0674,-0.0674
2013-03-31,,0.00070,-0.00870,-0.00930,-0.00090,-0.01020,,-0.01020,-0.01020,-0.01020,-0.00930,-0.00930,0.04800,0.04800,-0.21300,-0.21300,,,,,,,,,-0.2027,-0.2027
2012-12-31,,0.00060,,-0.00060,-0.00080,-0.00140,,-0.00140,-0.00140,-0.00140,-0.00060,-0.00060,0.04800,0.04800,-0.02960,-0.02960,,,,,,,,,-0.00490,-0.00490
