Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,8844.00000,3412.00000,5432.00000,3570.00000,3570.00000,1862.00000,1862.00000,357.00000,1505.00000,1505.00000,,1396.00000,399.00000,400.00000,3.50000,3.49000,0.41830,1.22140,35.88360,26.90310,0.00920,2.70060,3.64460,0.26640,1.57100,140.40400,8.2175,8.2175
2024-06-30,8677.00000,3266.00000,5411.00000,3592.00000,3592.00000,1819.00000,1819.00000,342.00000,1477.00000,1477.00000,,1355.00000,400.00000,400.00000,3.39000,3.39000,0.40860,1.35520,35.14300,26.17850,0.00930,2.80370,3.88580,0.26540,1.65820,132.51150,2.5875,2.5875
2024-03-31,8381.00000,3236.00000,5145.00000,3489.00000,3489.00000,1656.00000,1656.00000,312.00000,1344.00000,1344.00000,,1240.00000,400.00000,400.00000,3.10000,3.10000,0.41000,1.41520,33.18640,24.84970,0.00880,2.61610,3.66410,0.23740,1.54340,129.06520,4.39500,4.39500
2023-12-31,8460.00000,3099.00000,5361.00000,4306.00000,4306.00000,1055.00000,1055.00000,172.00000,883.00000,883.00000,,740.00000,401.00000,401.00000,1.86000,1.85000,0.40450,1.42230,20.56930,14.42780,0.00910,1.72660,2.41770,0.15720,1.02820,128.48560,12.097,12.097
2023-09-30,8018.00000,2785.00000,5233.00000,3374.00000,3374.00000,1859.00000,1859.00000,289.00000,1570.00000,1570.00000,,1440.00000,400.00000,400.00000,3.60000,3.60000,0.37880,1.33720,36.42240,28.21320,0.00920,3.17290,4.55230,0.28170,1.97120,124.21770,0.3195,0.3195
2023-06-30,7727.00000,2434.00000,5293.00000,3518.00000,3518.00000,1775.00000,1775.00000,275.00000,1500.00000,1500.00000,,1347.00000,401.00000,401.00000,3.36000,3.36000,0.38880,1.32500,34.48610,26.17060,0.00920,3.03980,4.29750,0.26870,1.85800,123.98490,8.1313,8.1313
2023-03-31,7677.00000,2074.00000,5603.00000,3556.00000,3556.00000,2047.00000,2047.00000,353.00000,1694.00000,1694.00000,,1599.00000,401.00000,402.00000,3.98000,3.98000,0.36980,1.23940,38.13340,29.78760,0.00960,3.45190,4.86870,0.30150,2.17530,122.99250,4.66670,4.66670
2022-12-31,7188.00000,1425.00000,5763.00000,3882.00000,3882.00000,1881.00000,1881.00000,333.00000,1548.00000,1548.00000,,1401.00000,412.00000,412.00000,3.46000,3.45000,0.36770,1.28160,35.12610,26.16250,0.00960,3.37900,4.92960,0.27780,2.13660,114.36530,9.7607,9.7607
2022-09-30,6206.00000,657.00000,5549.00000,3521.00000,3521.00000,2028.00000,2028.00000,388.00000,1640.00000,1640.00000,,1550.00000,410.00000,410.00000,3.78000,3.78000,0.34450,1.16930,38.20650,29.20120,0.00950,3.51000,5.04150,0.29310,2.30080,115.65100,8.3168,8.3168
2022-06-30,5346.00000,230.00000,5116.00000,3280.00000,3280.00000,1836.00000,1836.00000,340.00000,1496.00000,1496.00000,,1402.00000,414.00000,414.00000,3.39000,3.39000,0.35270,0.75460,36.14170,27.59840,0.00940,3.13710,4.37890,0.27660,2.03060,116.02920,6.3234,6.3234
2022-03-31,4802.00000,110.00000,4692.00000,2964.00000,2964.00000,1728.00000,1728.00000,299.00000,1429.00000,1429.00000,,1355.00000,420.00000,420.00000,3.23000,3.23000,0.35060,0.53990,35.26530,27.65310,0.00910,2.90350,3.95930,0.26400,1.88550,118.59280,-2.35480,-2.35480
2021-12-31,5240.00000,113.00000,5127.00000,3464.00000,3464.00000,1663.00000,1663.00000,357.00000,1306.00000,1306.00000,,1206.00000,426.00000,426.00000,2.86000,2.87000,0.35580,0.55240,30.49140,22.11220,0.00980,2.34360,3.03780,0.23440,1.50970,132.68100,8.2019,8.2019
2021-09-30,5316.00000,119.00000,5197.00000,3384.00000,3384.00000,1813.00000,1813.00000,323.00000,1490.00000,1490.00000,,1408.00000,426.00000,426.00000,3.31000,3.30000,0.37290,0.59450,33.57410,26.07410,0.00980,2.64670,3.41910,0.26920,1.65980,133.08980,3.5919,3.5919
2021-06-30,4787.00000,120.00000,4667.00000,3352.00000,3352.00000,1315.00000,1315.00000,212.00000,1103.00000,1103.00000,,1037.00000,427.00000,427.00000,2.43000,2.43000,0.38900,0.63660,30.12600,23.75720,0.00790,2.01700,2.63030,0.19900,1.23240,128.67060,3.3095,3.3095
2021-03-31,4355.00000,135.00000,4220.00000,2023.00000,2023.00000,2197.00000,2197.00000,371.00000,1826.00000,1826.00000,,1758.00000,426.00000,426.00000,4.11000,4.10000,0.36920,0.61300,46.04910,36.84760,0.01010,3.38910,4.25820,0.38490,2.13790,126.77410,1.83100,1.83100
2020-12-31,4360.00000,152.00000,4208.00000,2454.00000,2454.00000,1754.00000,1754.00000,298.00000,1456.00000,1456.00000,,-3175.00000,427.00000,427.00000,3.23000,3.22000,0.38400,0.68830,39.30970,-71.15640,0.00960,2.69430,3.34210,0.31200,1.65950,127.45520,4.5166,4.5166
2020-09-30,4473.00000,192.00000,4281.00000,2583.00000,2583.00000,1698.00000,1698.00000,166.00000,1532.00000,1532.00000,,1455.00000,426.00000,426.00000,3.40000,3.39000,0.40710,0.78990,40.15130,34.40530,0.00920,2.87380,3.56580,0.33170,1.70370,125.73110,0.9226,0.9226
2020-06-30,4404.00000,328.00000,4076.00000,4978.00000,4978.00000,-902.00000,-902.00000,-158.00000,-744.00000,-744.00000,4399.00000,3592.00000,426.00000,426.00000,8.40000,8.40000,0.42120,0.88820,-55.92060,222.69060,0.00350,-1.40520,-1.74450,-0.16210,-0.81330,124.58350,7.0904,7.0904
2020-03-31,5025.00000,689.00000,4336.00000,3457.00000,3457.00000,879.00000,879.00000,120.00000,759.00000,759.00000,156.00000,844.00000,429.00000,430.00000,1.96000,1.95000,0.50310,1.48910,25.68670,24.66390,0.00770,1.53990,1.94740,0.17040,0.76510,116.25000,-1.61860,-1.61860
2019-12-31,4942.00000,846.00000,4096.00000,2983.00000,2983.00000,1113.00000,1113.00000,159.00000,954.00000,954.00000,427.00000,466.00000,447.00000,448.00000,2.97000,2.96000,0.47090,1.22130,28.72260,12.02580,0.00940,1.93340,2.48010,0.23250,1.02290,113.69360,6.8892,6.8892
2019-09-30,5241.00000,999.00000,4242.00000,2806.00000,2806.00000,1436.00000,1436.00000,255.00000,1181.00000,1181.00000,211.00000,1315.00000,444.00000,445.00000,2.95000,2.94000,0.39740,1.10250,35.37820,32.39710,0.00990,2.38800,3.04860,0.28880,1.43890,112.65380,1.4842,1.4842
2019-06-30,5214.00000,999.00000,4215.00000,2791.00000,2791.00000,1424.00000,1424.00000,239.00000,1185.00000,1185.00000,189.00000,1306.00000,451.00000,452.00000,2.89000,2.88000,0.40130,1.26520,35.29120,32.36680,0.00990,2.39970,3.07530,0.29200,1.43670,110.47200,4.9895,4.9895
2019-03-31,5239.00000,953.00000,4286.00000,2767.00000,2767.00000,1519.00000,1519.00000,248.00000,1271.00000,1271.00000,,1197.00000,455.00000,456.00000,2.62000,2.61000,0.44760,1.23230,37.07590,29.21650,0.01040,2.61660,3.38530,0.32350,1.44540,107.46680,3.07240,3.07240
2018-12-31,4276.00000,878.00000,3398.00000,2725.00000,2725.00000,673.00000,673.00000,110.00000,563.00000,563.00000,,1281.00000,467.00000,470.00000,2.76000,2.74000,0.39290,1.09720,20.70770,39.41540,0.00850,1.17860,1.53960,0.14730,0.71550,104.52950,4.4689,4.4689
2018-09-30,5114.00000,757.00000,4357.00000,2696.00000,2696.00000,1661.00000,1661.00000,261.00000,1400.00000,1400.00000,,1325.00000,465.00000,467.00000,2.84000,2.82000,0.40780,1.11410,38.90840,31.03770,0.01120,2.97230,3.91630,0.36830,1.76010,101.95240,2.5955,2.5955
2018-06-30,4993.00000,669.00000,4324.00000,2664.00000,2664.00000,1660.00000,1660.00000,304.00000,1356.00000,1356.00000,,1290.00000,469.00000,472.00000,2.74000,2.72000,0.40800,1.15830,39.11400,30.39590,0.01110,2.88660,3.79700,0.35620,1.70880,101.02150,3.4778,3.4778
2018-03-31,4668.00000,557.00000,4111.00000,2619.00000,2619.00000,1492.00000,1492.00000,253.00000,1239.00000,1239.00000,,1165.00000,473.00000,476.00000,2.45000,2.43000,0.41880,1.13600,37.12370,28.98730,0.01060,2.63420,3.45720,0.32680,1.53100,100.07450,6.13870,6.13870
2017-12-31,4740.00000,480.00000,4260.00000,3186.00000,3186.00000,1074.00000,1074.00000,-1017.00000,2091.00000,2091.00000,,2010.00000,481.00000,486.00000,4.20000,4.14000,0.41140,1.14110,25.97340,48.60940,0.01090,4.39420,5.71620,0.54920,2.58640,100.60250,1.7175,1.7175
2017-09-30,4575.00000,450.00000,4125.00000,2586.00000,2586.00000,1539.00000,1539.00000,413.00000,1126.00000,1126.00000,,1050.00000,479.00000,483.00000,2.18000,2.16000,0.44350,1.23920,38.52320,26.28290,0.01060,2.42400,3.17760,0.30010,1.34890,97.58820,5.2127,5.2127
2017-06-30,4476.00000,416.00000,4060.00000,2577.00000,2577.00000,1483.00000,1483.00000,386.00000,1097.00000,1097.00000,,1026.00000,484.00000,488.00000,2.12000,2.10000,0.44720,1.22130,37.43060,25.89600,0.01060,2.37520,3.12050,0.29470,1.31300,96.21880,1.3175,1.3175
2017-03-31,4244.00000,360.00000,3884.00000,2490.00000,2490.00000,1394.00000,1394.00000,320.00000,1074.00000,1074.00000,,967.00000,487.00000,492.00000,1.99000,1.96000,0.40030,1.09320,36.72290,25.47420,0.01020,2.33970,3.07450,0.28950,1.40320,94.64540,3.23170,3.23170
2016-12-31,4197.00000,323.00000,3874.00000,2508.00000,2508.00000,1366.00000,1366.00000,319.00000,1047.00000,1047.00000,,968.00000,494.00000,500.00000,2.01000,1.96000,0.39800,1.03580,35.88130,25.42690,0.01040,2.23460,2.90890,0.28580,1.34520,96.60620,2.373,2.373
2016-09-30,4142.00000,313.00000,3829.00000,2481.00000,2481.00000,1348.00000,1348.00000,342.00000,1006.00000,1006.00000,,924.00000,490.00000,496.00000,1.87000,1.84000,0.41520,1.10020,36.02350,24.69270,0.01010,2.31860,2.78320,0.27240,1.25590,95.99390,3.1141,3.1141
2016-06-30,4110.00000,316.00000,3794.00000,2487.00000,2487.00000,1307.00000,1307.00000,318.00000,989.00000,989.00000,,917.00000,497.00000,503.00000,1.84000,1.82000,0.42770,1.16860,35.64220,25.00680,0.01010,2.28700,2.74380,0.27370,1.21210,94.72410,0.9685,0.9685
2016-03-31,3974.00000,309.00000,3665.00000,2433.00000,2433.00000,1232.00000,1232.00000,289.00000,943.00000,943.00000,,853.00000,501.00000,507.00000,1.70000,1.68000,0.41320,1.16940,35.06970,24.28120,0.00970,2.19940,2.65270,0.26120,1.19440,92.84170,0.54440,0.54440
2015-12-31,4119.00000,266.00000,3853.00000,2470.00000,2470.00000,1383.00000,1383.00000,361.00000,1022.00000,1022.00000,,948.00000,514.00000,521.00000,1.88000,1.86000,0.39370,1.08660,36.59700,25.08600,0.01050,2.22270,2.89620,0.28510,1.34770,91.23020,3.6181,3.6181
2015-09-30,4054.00000,279.00000,3775.00000,2433.00000,2433.00000,1342.00000,1342.00000,269.00000,1073.00000,1073.00000,,991.00000,512.00000,520.00000,1.93000,1.90000,0.40730,1.22440,36.32920,26.82730,0.01020,2.50540,3.03960,0.29630,1.37430,90.74120,3.8322,3.8322
2015-06-30,4119.00000,253.00000,3866.00000,2412.00000,2412.00000,1454.00000,1454.00000,410.00000,1044.00000,1044.00000,,992.00000,517.00000,525.00000,1.92000,1.88000,0.40260,1.26930,38.06280,25.96860,0.01080,2.45860,2.99860,0.29500,1.35850,88.97680,2.6628,2.6628
2015-03-31,3978.00000,247.00000,3731.00000,2403.00000,2403.00000,1328.00000,1328.00000,324.00000,1004.00000,1004.00000,,933.00000,521.00000,529.00000,1.79000,1.75000,0.38450,1.22380,36.11640,25.37400,0.01050,2.36290,2.82510,0.28610,1.33080,89.30390,0.49150,0.49150
2014-12-31,4187.00000,240.00000,3947.00000,2591.00000,2591.00000,1356.00000,1356.00000,299.00000,1057.00000,1057.00000,,980.00000,529.00000,537.00000,1.88000,1.84000,0.38020,1.23210,34.81390,25.16050,0.01130,2.50900,3.00910,0.30630,1.42200,88.09560,1.8715,1.8715
2014-09-30,4065.00000,224.00000,3841.00000,2412.00000,2412.00000,1429.00000,1429.00000,391.00000,1038.00000,1038.00000,,963.00000,529.00000,537.00000,1.82000,1.79000,0.37460,1.13770,37.74430,25.43580,0.01130,2.46850,2.97190,0.31040,1.41140,87.11170,2.0911,2.0911
2014-06-30,4037.00000,227.00000,3810.00000,2400.00000,2400.00000,1410.00000,1410.00000,358.00000,1052.00000,1052.00000,,1001.00000,532.00000,539.00000,1.88000,1.85000,0.36140,1.07150,37.72070,26.77900,0.01140,2.51380,3.02980,0.32160,1.46710,86.07710,2.8756,2.8756
2014-03-31,3992.00000,215.00000,3777.00000,2358.00000,2358.00000,1419.00000,1419.00000,359.00000,1060.00000,1060.00000,,992.00000,532.00000,539.00000,1.86000,1.82000,0.35520,1.04200,38.52840,26.93460,0.01140,2.58690,3.14270,0.32770,1.52170,84.11610,3.56220,3.56220
2013-12-31,4286.00000,213.00000,4073.00000,2627.00000,2627.00000,1446.00000,1446.00000,372.00000,1074.00000,1074.00000,,993.00000,528.00000,532.00000,1.89000,1.87000,0.35190,1.04700,36.51520,25.07580,0.01240,2.67860,3.27970,0.33540,1.58070,82.62100,-0.5995,-0.5995
2013-09-30,4134.00000,214.00000,3920.00000,2531.00000,2531.00000,1389.00000,1389.00000,361.00000,1028.00000,1028.00000,,955.00000,529.00000,534.00000,1.80000,1.77000,0.33570,0.94050,36.71690,25.24450,0.01230,2.64400,3.25810,0.33310,1.59490,80.48870,7.6589,7.6589
2013-06-30,4275.00000,211.00000,4064.00000,2562.00000,2562.00000,1502.00000,1502.00000,387.00000,1115.00000,1115.00000,,1058.00000,528.00000,531.00000,2.00000,1.98000,0.33020,0.95050,38.44380,27.07960,0.01280,2.93410,3.63040,0.36630,1.78060,78.98490,1.4656,1.4656
2013-03-31,4177.00000,222.00000,3955.00000,2604.00000,2604.00000,1351.00000,1351.00000,356.00000,995.00000,995.00000,,928.00000,526.00000,528.00000,1.76000,1.74000,0.33510,0.89470,36.32700,24.95290,0.01240,2.58530,3.20120,0.33080,1.57220,79.54250,1.91670,1.91670
2012-12-31,4316.00000,247.00000,4069.00000,3051.00000,3051.00000,1018.00000,1018.00000,306.00000,712.00000,712.00000,,643.00000,526.00000,529.00000,1.22000,1.22000,0.32040,0.97950,27.13940,17.14210,0.01230,1.86510,2.30450,0.23340,1.15860,79.10040,2.2363,2.2363
2012-09-30,4359.00000,271.00000,4088.00000,2878.00000,2878.00000,1210.00000,1210.00000,285.00000,925.00000,925.00000,,876.00000,526.00000,529.00000,1.66000,1.64000,0.30740,1.03110,31.34720,22.69430,0.01280,2.41870,2.99730,0.30750,1.53260,79.02080,3.439,3.439
2012-06-30,3893.00000,270.00000,3623.00000,2904.00000,2904.00000,719.00000,719.00000,173.00000,546.00000,546.00000,,525.00000,527.00000,530.00000,1.00000,0.98000,0.41970,1.08640,21.35430,15.59250,0.01120,1.47190,1.86650,0.18230,0.78790,76.01890,1.9486,1.9486
