Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.45600,,1.45600,2.85800,2.39700,,,-3.79900,0.92500,-2.87400,-2.87400,-2.87400,,-2.87400,-3.60000,-3.79900,7.85600,7.85600,-0.37000,-0.37000,0.44290,,-0.63630,100.00000,-260.92030,-260.92030,-197.39010,-197.39010,0.20870,,,,55.54720,47.43360,-41.18660,55.54700,-0.87750,-0.6622,-0.6681
2024-06-30,1.27900,,1.27900,2.77300,2.20300,,,-3.69700,0.75700,-2.94000,-2.94000,-2.94000,,-2.94000,-3.52300,-3.69700,6.50100,10.74290,-0.45000,-0.71000,0.49930,,-0.43170,100.00000,-289.05390,-289.05390,-229.86710,-229.86710,0.11410,,,,38.55750,34.36990,-26.22190,38.55740,-1.33680,0.5171,0.515
2024-03-31,1.67700,,1.67700,2.76300,2.21300,,,-3.29900,0.03800,-3.26100,-3.26100,-3.26100,,-3.26100,-3.12800,-3.29900,4.32200,4.32200,-0.75000,-0.75000,0.40510,,-0.74220,100.00000,-196.72030,-196.72030,-194.45440,-194.45440,0.29830,,,,67.41820,62.20910,-58.01460,67.41780,-1.06940,-1.04420,-1.05340
2023-12-31,1.31300,,1.31300,2.79400,2.37700,,,-3.85800,0.04800,-3.81000,-3.81000,-3.81000,,-3.81000,-3.67700,-3.85800,3.14100,3.14100,-0.58000,-0.58000,0.91680,,-2.94960,100.00000,-293.83080,-293.83080,-290.17510,-290.17510,0.11530,,,,282.63770,216.23150,-33.45630,282.64090,-0.30330,-0.6898,-0.7042
2023-09-30,1.24000,,1.24000,2.49300,1.99800,,,-3.25100,0.03200,-3.21900,-3.21900,-3.21900,,-3.21900,-3.05100,-3.25100,3.22500,3.22500,-1.00000,-1.00000,1.09930,,1.65830,100.00000,-262.17740,-262.17740,-259.59680,-259.59680,0.09340,,13.62640,6.60480,-122.76840,-146.25170,-24.24310,-122.76890,0.57970,0.0145,0.021
2023-06-30,1.85400,,1.85400,1.42000,1.92400,,,-1.49000,0.00800,-1.48200,-1.48200,-1.48200,,-1.48200,-1.27700,-1.49000,2.50900,2.50900,-0.59000,-0.59000,1.08470,,1.76900,100.00000,-80.36680,-80.36680,-79.93530,-79.93530,0.13060,,2.58220,34.85440,-55.67210,-66.57680,-10.43880,-55.67240,0.92430,-0.9191,-0.9203
2023-03-31,0.50600,,0.50600,2.98300,2.24500,,,-4.72200,-0.08300,-4.80500,-4.80500,-4.80500,,-4.80500,-4.49800,-4.72200,2.32000,2.32000,-2.07000,-2.07000,1.06510,,1.88980,100.00000,-933.20150,-933.20150,-949.60470,-949.60470,0.03240,,,,-179.55730,-215.95510,-30.72640,-179.55900,1.11060,-2.49700,-2.53880
2022-12-31,0.15100,,0.15100,2.13700,3.58600,,,-5.57200,-0.08600,-5.65800,-5.65800,-5.65800,,-5.65800,-5.33300,-5.57200,1.75000,1.75000,-2.32140,-2.32140,1.84080,0.37010,0.83690,100.00000,-3690.06600,-3690.06600,-3747.02000,-3747.02000,0.00630,,,,-87.78890,-94.63120,-23.70640,-55.30250,2.87720,-1.5416,-1.6241
2022-09-30,0.07300,,0.07300,2.94500,2.22200,,,-5.09400,-0.12500,-5.21900,-5.21900,-5.21900,,-5.21900,-4.84500,-5.09400,1.82900,1.82900,-2.85000,-2.85000,2.81390,0.26480,0.50120,100.00000,-6978.08200,-6978.08200,-7149.31500,-7149.31500,0.00320,,1.00000,90.00000,-45.76470,-47.79740,-22.58920,-33.64490,5.24940,-1.4802,-1.454
2022-06-30,,,,2.83100,2.28900,,,-5.12000,-0.16200,-5.28200,-5.28200,-5.28200,,-5.28200,-4.86200,-5.12000,1.48400,1.48400,-3.56000,-3.56000,2.70970,0.31340,0.45660,,,,,,,,,,-54.57180,-57.56320,-24.83190,-37.46630,6.45830,-1.6888,-1.777
2022-03-31,,,,1.78500,2.14100,0.00000,,-3.92600,-0.19000,-4.11600,-4.11600,-4.11600,,-4.11600,-3.66400,-3.92600,1.43450,1.43450,-2.84860,-2.84860,4.49180,0.24370,0.43200,,,,,,,,,,-28.11090,-29.15010,-16.78900,-21.26030,9.88920,-2.70200,-2.84830
2021-12-31,,,,1.59900,2.04200,-0.04800,,-3.93900,-0.21600,-4.15500,-4.15500,-4.15500,,-4.15500,-3.68100,-3.93900,0.80630,0.80630,-3.74810,-3.74810,3.36010,0.31600,0.61030,,,,,,,,,,-38.34440,-39.90210,-18.90270,-26.22940,10.47450,-4.0953,-4.1021
2021-09-30,,,,1.49100,1.99000,-0.01800,,-3.49900,-0.22500,-3.72400,-3.72400,-3.72400,,-3.72400,-3.27800,-3.49900,0.88470,0.88470,-4.19790,-4.19790,2.32890,,0.45760,,,,,,,,,,-25.23890,-26.00010,-15.04650,-25.23890,14.40200,-1.4806,-1.4693
2021-06-30,,,,1.10600,1.46900,,,-2.57500,-0.22500,-2.80000,-2.80000,-2.80000,,-2.80000,-2.35200,-2.57500,0.75350,0.75350,-3.74810,-3.74810,2.15480,,0.55400,,,,,,,,,,-23.44080,-24.33940,-13.43960,-23.44080,14.81510,-1.7223,-1.6761
2021-03-31,,,,1.12700,1.35200,,,-2.47900,-0.24100,-2.72000,-2.72000,-2.72000,,-2.72000,-2.24000,-2.47900,0.55150,0.55150,-4.94750,-4.94750,1.85760,,0.68180,,,,,,,,,,-28.59240,-30.00880,-14.83420,-28.59250,14.00880,-5.45080,-5.60320
2020-12-31,,,,1.09600,2.29900,,,-3.39500,-0.19200,-3.58700,-3.58700,-3.58700,,-3.58700,-3.14600,-3.39500,0.29530,0.29530,-11.09450,-11.09450,1.07450,,2.09010,,,,,,,,,,-118.34350,-139.40930,-29.63240,-118.34380,6.73320,-10.8118,-11.0007
2020-09-30,,,,0.33600,1.06000,,,-1.39600,-0.33200,-1.72800,-1.72800,-1.72800,,-1.72800,-1.15800,-1.39600,0.29360,0.29360,-5.84710,-5.84710,1.02920,,2.35830,,,,,,,,,,-65.92900,-76.83410,-14.82880,-65.92900,8.55840,-6.9763,-7.0172
2020-06-30,0.18500,,0.18500,0.32700,1.42900,,,-2.35200,0.51300,-1.83900,-1.83900,-1.83900,,-1.83900,-2.10500,-2.35200,0.27030,0.27030,-6.74660,-6.74660,1.10440,,1.82610,100.00000,-1271.35100,-1271.35100,-994.05400,-994.05400,0.01330,,0.19450,462.64860,-55.72750,-62.80740,-13.22640,-55.72730,11.57590,-4.9658,-5.0084
2020-03-31,0.11800,,0.11800,0.94100,1.61800,,,-2.44100,1.35400,-1.08700,-1.08700,-1.08700,,-1.08700,-2.22500,-2.44100,0.25890,0.25890,-4.19790,-4.19790,1.18070,,131.55290,100.00000,-2068.64400,-2068.64400,-921.18650,-921.18650,0.00560,,0.12070,745.93220,-1278.95200,378.74440,-5.18430,-1278.82400,0.32840,-5.80230,-5.84480
2019-12-31,1.18800,,1.18800,1.72900,1.67100,,,-2.21200,3.13400,0.92200,0.92200,0.92200,-0.03800,0.88400,-1.89800,-2.21200,0.09230,0.09230,320.09000,320.09000,1.36860,,9.53450,100.00000,-186.19520,-186.19520,77.60940,74.41080,0.05110,,1.01630,88.56060,79.48250,117.00510,3.96920,79.48280,4.48110,61.8719,61.2911
2019-09-30,4.77100,,4.77100,0.92100,1.17000,,,2.68000,-2.15400,0.52600,0.52600,0.52600,,-0.02800,2.93800,2.68000,0.05520,0.05520,-0.44980,-0.44980,1.54320,,68.35630,100.00000,56.17270,56.17270,11.02490,-0.58690,0.18550,,0.99790,90.18860,328.74250,-248.11300,2.04550,328.75000,0.84410,23.9016,23.9599
2019-06-30,0.30200,,0.30200,1.28900,0.97200,,,-1.95900,-0.30800,-2.26700,-2.26700,-2.26700,-6.88000,-9.14700,-1.69600,-1.95900,0.02950,0.02950,-309.89510,-309.89510,0.37780,,-1.72290,100.00000,-648.67560,-648.67560,-750.66230,-3028.80800,0.03400,,3.77500,23.84110,36.12170,34.10050,-25.51780,36.12170,-212.39950,-10.8692,-10.8176
2019-03-31,0.73700,,0.73700,1.42600,1.47700,,,-2.16600,-0.29800,-2.46400,-2.46400,-2.46400,-0.68600,-3.15000,-1.55500,-2.16600,0.02350,0.02350,-133.73310,-133.73310,0.46250,,3.72600,100.00000,-293.89410,-293.89410,-334.32840,-427.40840,0.02990,,1.61980,55.56310,-63.88350,43.15240,-10.00980,-63.88390,131.98690,-138.88240,-139.13730
2018-12-31,0.89900,,0.89900,0.53100,0.36700,,,-0.33700,-0.45100,-0.78800,-0.78800,-0.78800,-1.44800,-2.23600,0.39700,-0.33700,0.01160,0.01160,102.24890,102.24890,0.54950,,2.71810,164.40490,-37.48610,-37.48610,-87.65300,-248.72090,0.03750,,5.05060,17.81980,-15.08130,-16.23740,-3.28460,-15.08130,263.75700,-216.7791,-217.2406
2018-09-30,0.45400,,0.45400,1.22600,1.45500,,,-2.22700,0.83100,-1.39600,-1.39600,-1.39600,-0.93400,-4.81700,-1.56600,-2.22700,0.01160,0.01160,-414.24290,-414.24290,0.60920,,2.28200,100.00000,-490.52860,-490.52860,-307.48900,-1061.01300,0.01780,,1.03180,87.22470,-22.74360,34.43510,-5.46760,-22.74360,393.56770,15.5818,14.0553
2018-06-30,0.89900,,0.89900,1.26700,1.47800,,,-1.84600,-0.43900,-2.28500,-2.28500,-2.28500,-1.37400,-3.65900,-1.26100,-1.84600,0.00820,0.00820,-444.82760,-444.82760,0.41790,,2.91220,100.00000,-205.33930,-205.33930,-254.17130,-407.00780,0.03960,,2.25310,39.94440,-48.09480,39.71840,-10.07630,-48.09510,576.66280,-318.4202,-321.3003
2018-03-31,0.73100,0.57900,0.15200,2.49900,2.92200,0.91700,4.50400,-4.35200,-0.05700,-4.40900,-4.40900,-4.40900,,-4.40900,-3.75000,-4.35200,0.00800,0.00800,-547.22640,-547.22640,0.60050,,1.61900,20.79340,-595.34890,-595.34890,-603.14640,-603.14640,0.02740,0.18160,0.95060,94.67850,-51.99280,188.66070,-16.54910,-51.99290,1031.71700,-513.07850,-519.68040
2017-12-31,0.66200,0.63300,0.02900,2.39300,2.13300,0.86700,3.65900,-3.63000,-0.65600,-4.28600,-4.28600,-4.28600,,-8.26300,-2.97000,-3.63000,0.00430,0.00430,-1199.40000,-1199.40000,0.80720,,1.04800,4.38070,-548.33850,-548.33880,-647.43250,-1248.18700,0.02090,0.19890,4.56550,19.71300,-32.96920,-229.07540,-13.55690,-32.96930,1685.13400,-1173.519,-1158.914
2017-09-30,0.46700,0.48700,-0.02000,3.00400,2.62500,1.30600,4.32300,-4.34300,-0.46400,-4.80700,-4.80700,-4.80700,,-4.80700,-3.61500,-4.34300,0.00460,0.00460,-1041.97900,-1041.97900,0.53480,,1.72620,-4.28270,-929.97860,-929.97860,-1029.33600,-1029.33600,0.01770,0.13880,2.03040,44.32550,-61.47850,132.68010,-18.17670,-61.47850,1688.36300,-657.957,-691.895
