Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,2.75600,2.75600,8.73000,2.94000,,-8.91400,30.14000,21.22600,,21.22600,21.22600,21.22600,-8.69200,-8.91400,75.73900,76.09300,0.28000,0.28000,0.97800,,,100.00000,-323.43970,-323.43970,770.17420,770.17420,0.21120,,,1247.81800,1247.85400,162.66380,1247.85400,0.02310,-0.2388,-0.2388
2023-06-30,1.27400,1.27400,10.79000,3.07000,,-12.58600,30.59400,18.00800,,18.00800,18.00800,18.00800,-12.36500,-12.58600,75.72700,99.63700,0.24000,-0.12000,1.55020,,,100.00000,-987.91200,-987.91200,1413.50100,1413.50100,0.04950,,,-90.87140,-90.87150,69.96930,-90.87150,-0.33100,-0.1209,-0.1209
2023-03-31,1.49100,1.49100,15.91500,3.48900,,-17.91300,-32.04300,-49.95600,,-49.95600,-49.95600,-49.95600,-17.69800,-17.91300,75.71500,75.71500,-0.66000,-0.66000,1.93460,,,100.00000,-1201.40800,-1201.40800,-3350.50300,-3350.50300,0.03460,,,129.38270,129.38280,-116.05800,129.38280,-0.64520,-0.23450,-0.23450
2022-12-31,1.47400,1.47400,17.95300,3.38500,,-19.86400,-9.26100,-29.12500,,-29.12500,-29.12500,-29.12500,-19.64200,-19.86400,36.37200,36.37200,-0.36000,-0.36000,2.62170,,,100.00000,-1347.62600,-1347.62600,-1975.91600,-1975.91600,0.02370,,,-273.29500,-273.29450,-46.86020,-273.29460,0.17810,-0.1233,-0.1236
2022-09-30,4.95600,4.95600,18.66800,2.83600,,-16.54800,0.88500,-15.66300,,-15.66300,-15.66300,-15.66300,-16.32700,-16.54800,30.51800,30.51800,-0.51000,-0.51000,1.59460,,,100.00000,-333.89830,-333.89830,-316.04120,-316.04120,0.11740,0.82600,108.95880,-104.12850,-104.12840,-37.09680,-104.12840,0.49290,-0.6199,-0.6199
2022-06-30,1.61500,1.61500,17.31500,3.72700,,-19.42700,0.95000,-18.47700,,-18.47700,-18.47700,-18.47700,-19.20600,-19.42700,30.50500,30.50500,-0.61000,-0.61000,2.38900,,,100.00000,-1202.91000,-1202.91000,-1144.08700,-1144.08700,0.02890,,,-61.45480,-61.45480,-33.05900,-61.45480,0.98520,-0.4361,-0.4361
2022-03-31,1.09200,1.09200,13.00200,3.08800,,-14.99800,1.94100,-13.05700,,-13.05700,-13.05700,-13.05700,-14.77600,-14.99800,21.13000,21.13000,-0.62000,-0.62000,3.49100,,,100.00000,-1373.44300,-1373.44300,-1195.69600,-1195.69600,0.01480,,,-33.30950,-33.30950,-17.67540,-33.30950,1.61450,-0.61000,-0.61000
2021-12-31,0.98500,0.98500,12.19400,2.44700,,-13.65600,0.70000,-12.95600,,-12.95600,-12.95600,-12.95600,-13.42800,-13.65600,20.07000,20.07000,-0.63000,-0.63000,3.49730,,,100.00000,-1386.39600,-1386.39600,-1315.33100,-1315.33100,0.01450,,,-30.68540,-30.68540,-19.11280,-30.68540,2.00670,-0.4553,-0.4553
2021-09-30,2.41200,2.41200,11.34300,2.64300,,-11.57400,0.48800,-11.08600,,-11.08600,-11.08600,-11.08600,-11.32100,-11.57400,20.76300,20.76300,-0.53000,-0.53000,5.03900,,,100.00000,-479.85080,-479.85080,-459.61860,-459.61860,0.03140,,,-20.40270,-20.40270,-14.43620,-20.40270,2.59920,-0.4047,-0.4047
2021-06-30,3.78900,3.78900,8.12000,3.08000,,-7.41100,0.30600,-7.10500,,-7.10500,-7.10500,-7.10500,-7.15800,-7.41100,20.41400,20.41400,-0.35000,-0.35000,6.87150,,,100.00000,-195.59250,-195.59250,-187.51650,-187.51650,0.04450,,,-11.09150,-11.09150,-8.33630,-11.09150,3.09250,-0.1887,-0.1887
