Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-05-31,0.46770,0.37550,0.09220,0.46110,1.53180,-0.14110,2.28390,-2.19170,-0.19600,-2.38770,-0.08970,-2.29800,-2.29800,0.07850,-2.21960,-2.00300,-2.19170,0.09070,0.09070,-24.74570,-24.74570,2.24030,0.21860,0.41330,19.71780,-468.62240,-468.62240,-510.53520,-474.57670,0.03720,0.09330,1.87820,47.91840,-84.19760,194.90230,-18.28010,-65.79340,29.76020,-4.6243,-5.2446
2024-02-29,0.54190,0.37820,0.16370,0.24900,2.19360,,2.59950,-2.43580,-3.84730,-6.28310,-0.02990,-6.25320,-6.25320,,-6.25320,-2.23590,-2.43580,0.08670,0.08670,-72.26850,-72.26850,2.04970,0.23090,0.45930,30.20580,-449.45890,-449.45890,-1159.37300,-1153.86000,0.03420,0.10630,1.73920,51.74870,-131.41250,-10489.18000,-39.40820,-101.06800,53.07800,-50.2635,-52.4802
2023-11-30,0.72220,0.40330,0.31890,0.72090,2.61390,,3.48360,-3.16470,3.87360,0.70900,-0.04160,0.75060,0.75060,,0.75060,-2.96270,-3.16470,0.08550,0.08550,8.89270,8.89270,1.25020,0.11620,0.21140,44.15360,-438.17800,-438.17800,98.16280,103.92710,0.04310,0.17310,1.67010,53.88990,7.26370,29.51660,4.47960,6.41980,119.70850,-35.15090,-35.05400
2023-08-31,1.58390,0.83120,0.75260,0.47590,3.74360,,4.34540,-3.59270,0.31970,-3.27300,-0.05470,-3.21830,-3.21830,,-3.21830,-3.38850,-3.59270,0.06870,0.06870,-35.50380,-35.50380,1.74990,0.14920,0.26820,47.51780,-226.83280,-226.83270,-206.64490,-203.19350,0.08870,0.45780,3.28530,27.39440,-37.48540,-472.85170,-18.02750,-31.89270,103.69570,-35.0305,-36.4102
2023-05-31,0.95700,0.68290,0.27410,0.55330,3.03140,,3.73610,-3.46200,1.03500,-2.42700,-0.14860,-2.27840,-2.27840,,-2.27840,-3.26330,-3.46200,0.07200,0.07200,-31.78680,-31.78680,1.53710,0.15460,0.28080,28.64020,-361.75430,-361.75430,-253.60100,-238.07540,0.05940,0.34110,1.69400,53.12980,-25.18390,-198.61480,-14.13100,-21.28930,122.92170,-33.7268,-35.734
2023-02-28,0.61590,0.57940,0.03650,0.46950,2.22350,,2.78490,-2.74840,-2.22990,-4.97830,-0.01270,-4.96560,-4.96560,,-4.96560,-2.56160,-2.74840,0.06470,0.06470,-76.99620,-76.99620,1.81270,0.12600,0.28610,5.93410,-446.23060,-446.23060,-808.28390,-806.22220,0.03500,0.31040,1.17010,76.91950,-50.48520,-265.99520,-28.24890,-44.12470,139.94100,-35.7097,-36.4257
2022-11-30,1.03890,0.96150,0.07740,2.73660,2.49800,,5.30280,-5.22530,0.19590,-5.02950,0.00740,-5.03690,-5.03690,,-5.03690,-5.02740,-5.22530,0.06250,0.06250,-81.12710,-81.12710,1.47610,0.10320,0.15750,7.44960,-502.96850,-502.96850,-484.11450,-484.82890,0.05670,0.49180,4.59090,19.60410,-37.59320,-93.53420,-27.47880,-33.71310,214.25100,-46.93760,-48.63900
2022-08-31,2.64030,1.55340,1.08690,1.72460,2.31030,,4.10520,-3.01830,0.45860,-2.55970,0.16110,-2.72070,-2.72070,,-2.72070,-2.83580,-3.01830,0.06160,0.06160,-44.26230,-44.26230,4.03660,0.07720,0.11000,41.16490,-114.31820,-114.31820,-96.94730,-103.04730,0.11540,0.94370,7.10670,12.66410,-14.40200,-25.51450,-11.89200,-13.29050,302.83960,-19.6893,-23.5434
2022-05-31,1.58560,0.70090,0.88470,0.02570,2.21530,,2.28260,-1.39790,-0.06120,-1.45910,0.06770,-1.52680,-1.52680,,-1.52680,-1.20810,-1.39790,0.06210,0.06210,-24.56020,-24.56020,4.80500,0.07500,0.10610,55.79400,-88.16060,-88.16060,-92.01820,-96.29090,0.06080,0.27470,3.07200,29.29710,-7.06720,-11.24150,-5.85580,-6.53690,347.44360,-19.3887,-21.0996
2022-02-28,0.59260,0.39710,0.19560,0.07760,2.84750,,2.97510,-2.77950,-0.60660,-3.38620,-0.05390,-3.33230,-3.33230,,-3.33230,-2.58770,-2.77950,0.06180,0.06180,-54.11340,-54.11340,6.10250,0.07800,0.10810,32.99950,-469.00680,-469.00680,-571.36980,-562.26900,0.02240,0.16770,1.94950,46.16510,-14.96880,-23.46360,-12.62190,-13.80100,359.25420,-55.9353,-61.1096
