,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,--,$2.45
1,2024-08-09,2024-06-30,--,$1.31
2,2024-05-09,2024-03-31,--,$2.87
3,2024-04-12,2023-12-31,--,$2.35
4,2023-11-13,2023-09-30,--,$3.09
5,2023-08-09,2023-06-30,--,$4.92
6,2023-05-11,2023-03-31,--,$4.03
7,2023-03-31,2022-12-31,--,$3.52
8,2022-11-14,2022-09-30,--,$1.62
9,2022-08-10,2022-06-30,--,$1.93
10,2022-05-13,2022-03-31,--,$1.95
11,2022-03-31,2021-12-31,--,$0.15
12,2021-11-12,2021-09-30,--,$3.20
13,2021-08-13,2021-06-30,--,$1.88
14,2021-05-14,2021-03-31,--,$3.01
15,2021-03-31,2020-12-31,--,$1.94
16,2020-11-13,2020-09-30,--,$3.10
17,2020-08-07,2020-06-30,--,$1.57
18,2020-05-29,2020-03-31,--,$1.09
19,2020-04-10,2019-12-31,--,$0.04
20,2019-11-14,2019-09-30,--,$1.08
21,2019-08-08,2019-06-30,--,$1.40
22,2019-05-13,2019-03-31,--,$2.50
23,2019-04-26,2018-12-31,--,$1.93
24,2018-10-31,2018-09-30,--,$0.82
25,2018-07-27,2018-06-30,--,$0.86
26,2018-04-27,2017-12-31,--,$0.74
27,2017-10-30,2017-09-30,--,$0.34
28,2017-08-09,2017-06-30,--,$0.45
29,2017-04-28,2016-12-31,--,$0.06
30,2016-10-28,2016-09-30,--,$0.37
31,2016-08-24,2016-06-30,--,$-0.20
32,2016-05-25,2016-03-31,--,$-0.21
33,2016-04-20,2015-12-31,--,$-1.10
34,2015-11-24,2015-09-30,--,$-0.31
35,2015-08-18,2015-06-30,--,$-0.36
36,2015-05-27,2015-03-31,--,$-0.34
37,2015-04-02,2014-12-31,--,$0.00
