Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.15100,1.41900,-3.57000,0.05700,-3.51300,-3.51300,-3.51300,-3.51300,-3.56300,-3.57000,13.80500,13.80500,-0.25000,-0.25000,1.63440,0.04040,0.05220,-126.41260,-126.41240,-67.38920,-121.30530,0.20040,-0.2835,-0.2835
2024-06-30,3.56300,1.50600,-5.06900,0.09800,-4.97100,-4.97100,-4.97100,-4.97100,-5.06300,-5.06900,13.71200,13.71200,-0.36000,-0.36000,2.32210,0.02270,0.02830,-93.00290,-93.00280,-57.31580,-90.89410,0.38980,-0.3072,-0.3072
2024-03-31,2.81500,1.92800,-4.74300,0.14000,-4.60300,-4.60300,-4.60300,-4.60300,-4.73700,-4.74300,13.70900,13.70900,-0.34000,-0.34000,4.43390,0.01330,0.01610,-47.34620,-47.34620,-37.09700,-46.71670,0.70900,-0.31850,-0.31850
2023-12-31,1.80100,1.55200,-3.35300,0.18100,-3.17200,-3.17200,-3.17200,-3.17200,-3.34700,-3.35300,8.61600,8.61600,0.61000,0.61000,3.90600,0.01040,0.01200,-24.09970,-24.09970,-18.34060,-23.84960,0.96010,-0.378,-0.378
2023-09-30,1.35200,1.13900,-2.49100,0.16200,-2.32900,-2.32900,-2.32900,-2.32900,-2.48900,-2.49100,13.66100,13.66100,-0.17000,-0.17000,22.97730,0.00900,0.00980,-14.63770,-14.63770,-13.85010,-14.50560,1.16060,-0.1341,-0.1341
2023-06-30,0.85900,0.36200,-1.22100,-2.48000,-3.70100,-3.70100,-3.70100,-5.02500,-1.03600,-1.22100,3.51700,3.51700,-1.43000,-1.43000,5.90500,,,-24.45570,-24.45570,-20.30400,-24.45570,1.15530,-0.0599,-0.0599
2023-03-31,0.77400,0.48000,-1.25400,-0.08200,-1.33600,-1.33600,-1.33600,-1.33600,-1.14100,-1.25400,3.41000,3.41000,-0.39000,-0.39000,,,,,,,,,-0.26420,-0.26420
2022-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,1.1269,1.1269
2022-09-30,1.16070,0.60710,-1.76790,-0.00700,-1.77490,-1.77490,-1.77490,-1.77490,-1.72290,-1.76790,3.41000,3.41000,-0.52000,-0.52000,,,,,,,,,-0.3008,-0.3008
2022-06-30,1.38600,0.54380,-1.92980,0.00220,-1.92760,-1.92760,-1.92760,-1.92760,-1.92980,-1.92980,3.41000,3.41000,-0.57000,-0.57000,,,,,,,,,-0.8261,-0.8261
2021-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
