Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,11.87000,2.85900,,-14.72900,2.44800,-12.28100,-0.06700,-12.21400,-12.21400,-12.21400,-14.72900,-14.72900,84.53500,84.53500,-0.14000,-0.14000,12.04140,,,-9.41120,-9.41120,-8.62970,-9.41120,1.53050,-0.0556,-0.0556
2024-03-31,9.72900,2.79000,,-12.51900,2.07800,-10.44100,0.10500,-10.54600,-10.54600,-10.54600,-12.51900,-12.51900,82.46400,82.46400,-0.13000,-0.13000,15.11990,,,-7.81430,-7.81430,-7.29750,-7.81430,1.61400,-0.1409,-0.1409
2023-12-31,8.68400,2.60900,,-11.29300,2.75600,-8.53700,0.08500,-8.62200,-8.62200,-8.62200,-11.29300,-11.29300,82.07800,82.07800,-0.11000,-0.11000,11.85030,,,-6.35960,-6.35960,-5.82290,-6.35960,1.65160,-0.08920,-0.08920
2023-09-30,10.06000,2.59100,,-12.65100,2.44100,-10.21000,-0.06400,-10.14600,-10.14600,-10.14600,-12.65100,-12.65100,79.78800,79.78800,-0.12000,-0.12000,12.31740,,,-7.15250,-7.15250,-6.57180,-7.15250,1.72850,-0.077,-0.077
2023-06-30,10.28300,3.24800,,-13.53100,2.29200,-11.23900,0.04100,-11.28000,-11.28000,-11.28000,-13.53100,-13.53100,80.87500,80.87500,-0.14000,-0.14000,14.27460,,,-7.68630,-7.68630,-7.14780,-7.68630,1.80310,-0.0888,-0.0888
2023-03-31,11.30700,2.88300,,-14.19000,1.13300,-13.05700,0.05000,-13.10700,-13.10700,-13.10700,-14.19000,-14.19000,78.30400,78.30400,-0.17000,-0.17000,11.35320,,,-9.02900,-9.02900,-8.23370,-9.02900,1.80920,-0.1081,-0.1081
2022-12-31,12.06700,3.31700,,-15.38400,2.39200,-12.99200,-0.02000,-12.97200,-12.97200,-12.97200,-15.38400,-15.38400,77.97700,77.97700,-0.17000,-0.17000,11.19970,,,-9.60010,-9.60010,-8.74290,-9.60010,1.73170,-0.07430,-0.07430
2022-09-30,11.38170,3.90240,,-15.28410,1.20350,-14.08070,0.20980,-14.29050,-14.29050,-14.29050,-15.28410,-15.28410,76.91000,76.91000,-0.18000,-0.18000,14.95060,,,-10.02900,-10.02900,-9.35820,-10.02900,1.82810,-0.0543,-0.0543
2022-06-30,9.27330,3.18550,,-12.45870,0.17980,-12.27890,0.08840,-12.36730,-12.36730,-12.36730,-12.45870,-12.45870,77.44200,77.44200,-0.16000,-0.16000,16.89290,,,-8.20460,-8.20460,-7.71890,-8.20460,1.93390,-0.0885,-0.0885
2022-03-31,8.60460,2.91520,,-11.51980,1.11170,-10.40800,0.02980,-10.43780,-10.43780,-10.43780,-11.51980,-11.51980,76.24900,76.24900,-0.14000,-0.14000,19.85800,,,-6.85770,-6.85770,-6.51240,-6.85770,1.97250,-0.1262,-0.1262
2021-12-31,8.65640,3.06700,,-11.72340,0.87100,-10.85240,0.03000,-10.88240,-10.88240,-10.88240,-11.72340,-11.72340,75.99800,75.99800,-0.14000,-0.14000,14.90180,,,-7.43500,-7.43500,-6.93600,-7.43500,1.92200,-0.04610,-0.04610
2021-09-30,9.37310,2.87950,,-12.25260,0.67670,-11.57580,0.14270,-11.71860,-11.71860,-11.71860,-12.25260,-12.25260,69.80300,69.80300,-0.16000,-0.16000,14.96670,,,-7.77000,-7.77000,-7.25090,-7.77000,1.98660,-0.1136,-0.1136
2021-06-30,8.96450,2.43410,,-11.39870,1.25750,-10.14110,0.03900,-10.18010,-10.18010,-10.18010,-11.39870,-11.39870,70.59000,70.59000,-0.14000,-0.14000,17.94520,,,-6.47820,-6.47820,-6.11720,-6.47820,2.09110,-0.1003,-0.1003
2021-03-31,6.72080,2.23370,,-8.95460,0.82640,-8.12820,0.02700,-8.15520,-8.15520,-8.15520,-8.95460,-8.95460,68.59500,68.59500,-0.12000,-0.12000,10.76440,,,-10.75740,-10.75740,-9.75810,-10.75740,1.08250,-0.099,-0.099
2020-12-31,7.92550,1.47070,,-9.39620,1.60040,-7.79580,0.05930,-7.85510,-7.85510,-7.85510,-9.39620,-9.39620,64.29500,64.29500,-0.12000,-0.12000,6.76350,,,-16.96530,-16.96530,-14.45690,-16.96530,0.69140,-0.12240,-0.12240
2020-09-30,6.10490,1.40300,,-7.50790,1.55130,-5.95660,0.00860,-5.96520,-5.96520,-5.96520,-7.50790,-7.50790,58.19500,58.19500,-0.10000,-0.10000,4.72820,,,-21.90150,-21.90150,-17.26940,-21.90150,0.43900,-0.1115,-0.1115
2020-06-30,6.72500,1.38150,,-8.10650,1.62470,-6.48180,0.00480,-6.48660,-6.48660,-6.48660,-8.10650,-8.10650,59.10500,59.10500,-0.11000,-0.11000,4.55160,,,-26.28180,-26.28180,-20.50770,-26.28180,0.41080,-0.066,-0.066
2020-03-31,6.05300,1.72010,,-7.77320,0.53650,-7.23670,,-7.23670,-7.23670,-7.23670,-7.77320,-7.77320,58.35400,58.35400,-0.12000,-0.12000,4.98020,,,-29.19000,-29.19000,-23.32870,-29.19000,0.42260,-0.0838,-0.0838
