Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,53.30700,8.21100,45.09600,52.58700,,53.36900,-8.27300,-6.31700,-14.59000,-7.04800,-7.54200,-7.54200,,-7.55000,-7.49100,-8.27300,24.04900,24.04900,-0.31000,-0.31000,0.41030,-108.73900,-1.09900,84.59680,-15.51950,-15.51950,-27.36980,-14.16320,0.03880,0.74740,120.41200,2.71760,1.24110,-0.54920,298.22160,-11.56610,-1.08770,-1.10260
2024-06-30,227.25110,107.74300,119.50810,66.41300,,67.20490,52.30310,-9.57300,42.73000,17.23900,25.49100,25.49100,,25.49600,53.09510,52.30310,24.01100,24.09600,1.07000,1.07000,0.41560,31.64560,-1.14530,52.58860,23.01560,23.01550,18.80300,11.21930,0.16880,3.44130,26.15280,-9.57190,-4.27360,1.89340,293.33720,-11.11800,4.4965,4.4813
2024-03-31,429.95400,273.02600,156.92800,76.39800,,77.18600,79.74200,-7.84700,71.89500,34.01800,37.87700,37.87700,,37.87700,80.53000,79.74200,24.02800,24.10000,1.58000,1.57000,0.47600,9.15520,-1.22470,36.49880,18.54660,18.54660,16.72160,8.80950,0.30970,4.29810,20.93940,-12.88530,-6.06880,2.72800,105.08250,-12.27570,0.1688,0.1649
2023-12-31,326.89800,232.22500,94.67300,65.06600,,65.85600,28.81700,-3.80900,25.00800,10.78400,14.22400,14.22400,,14.22500,29.60700,28.81700,24.01700,24.06500,0.59000,0.59000,0.38480,-35.91250,-1.06140,28.96100,8.81530,8.81530,7.65010,4.35150,0.23890,3.63210,24.77890,-4.19350,-2.12500,1.03940,-154.79390,-14.16710,1.4168,1.392
2023-09-30,43.04600,3.52000,39.52600,53.55600,,54.35000,-14.82400,-19.14100,-33.96500,-15.14400,-18.82100,-18.82100,,-18.82700,-14.03000,-14.82400,23.97100,23.97100,-0.79000,-0.79000,0.36260,32.29470,-1.11560,91.82270,-34.43760,-34.43760,-78.90400,-43.73690,0.03150,0.81080,110.99780,5.24930,2.73280,-1.37770,-164.27510,-14.98050,-2.25860,-2.27490
2023-06-30,126.92000,80.37700,46.54310,57.86600,,58.74000,-12.19700,-0.02800,-12.22500,-2.73100,-9.49400,-9.49400,,-9.24300,-11.32300,-12.19700,24.09000,24.19400,-0.41000,-0.40000,0.28670,-6.98490,-0.96370,36.67120,-9.61000,-9.61000,-9.63210,-7.28250,0.09650,2.26210,39.78660,2.81530,1.42250,-0.72200,22.47950,-14.11380,1.531,1.5252
2023-03-31,382.74400,239.05100,143.69300,61.10200,,61.94200,81.75100,13.02400,94.77500,42.96200,51.81300,51.81300,,52.37900,82.59100,81.75100,23.97100,24.06200,2.19000,2.18000,0.51300,20.59790,-1.14110,37.54290,21.35920,21.35920,24.76200,13.68510,0.28080,3.58080,25.13410,-15.55910,-7.70370,3.80060,304.92580,-13.93690,3.4657,3.45
2022-12-31,353.69400,225.70200,127.99200,75.63600,,76.47400,51.51800,-5.12700,46.39100,24.55500,21.83600,21.83600,,20.43500,52.35600,51.51800,24.13000,24.18900,0.85000,0.84000,0.43050,21.78820,-1.12570,36.18720,14.56570,14.56570,13.11610,5.77760,0.27190,3.58860,25.07930,-5.65100,-3.00770,1.67860,117.47360,-16.13750,1.2525,1.2364
2022-09-30,24.08900,3.68100,20.40800,55.28100,,56.30600,-35.89800,-3.12200,-39.02000,-20.49300,-18.52700,-18.52700,,-17.82000,-34.87300,-35.89800,24.29500,24.29500,-0.73000,-0.73000,0.42130,4.57480,-1.45420,84.71920,-149.02240,-149.02240,-161.98270,-73.97570,0.01790,0.41270,218.09370,10.77720,3.62180,-1.37660,-38.52570,-7.06490,0.05290,0.04170
2022-06-30,175.20500,92.86600,82.33900,57.43800,,58.63300,23.70600,-2.94500,20.76100,-5.88700,26.64800,26.64800,,27.18800,24.90100,23.70600,24.24600,24.40500,1.13000,1.13000,0.46830,2.94820,-1.71970,46.99580,13.53040,13.53040,11.84960,15.51780,0.13460,2.31840,38.82060,-18.33030,-5.49320,2.04680,35.71020,-6.00060,4.6628,4.6609
2022-03-31,337.77400,206.27300,131.50100,68.90200,,70.10800,61.39300,-2.48100,58.91200,34.99300,23.91900,23.91900,,24.50300,62.59900,61.39300,24.27500,24.39400,1.01000,1.00000,0.58100,2.66020,-1.77100,38.93170,18.17580,18.17580,17.44130,7.25430,0.24770,2.34430,38.39150,-13.44780,-4.61880,1.75390,22.32620,-7.34160,1.6472,1.6263
2021-12-31,289.58100,192.84700,96.73400,59.60000,,60.81500,35.91900,-3.60600,32.31300,17.11500,15.19800,15.19800,,15.84500,37.13400,35.91900,24.26100,24.37300,0.65000,0.65000,0.48370,2.74110,-1.71750,33.40480,12.40380,12.40380,11.15850,5.47170,0.21460,2.59740,34.64980,-7.25060,-2.76390,1.12630,12.62400,-8.65480,1.7848,1.7768
