Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,1.99900,0.98700,,-2.98600,-0.11000,-3.09600,,-3.09600,-3.09600,-3.09600,-2.82600,-2.98600,19.54500,19.54500,-0.16000,-0.16000,10.05630,,,-10.83960,-10.83960,-9.70470,-10.83960,1.36770,-0.0819,-0.083
2024-03-31,2.85700,1.09300,-0.20100,-4.15100,0.01100,-4.14000,,-4.14000,-4.14000,-4.14000,-3.96300,-4.15100,18.72700,18.72700,-0.22000,-0.22000,7.86260,,,-15.41840,-15.41840,-13.33460,-15.41840,1.42730,-0.24080,-0.23400
2023-12-31,4.45200,1.63900,,-10.33500,1.24000,-9.09500,,-9.09500,-9.09500,-9.09500,-10.13500,-10.33500,18.57400,18.57400,-0.48000,-0.48000,5.57070,,,-30.23200,-30.23200,-24.69390,-30.23200,1.61750,-0.2853,-0.283
2023-09-30,4.34900,1.27900,,-5.62800,-0.33500,-5.96300,,-5.96300,-5.96300,-5.96300,-5.41400,-5.62800,18.59700,18.59700,-0.32000,-0.32000,7.33830,,,-15.37690,-15.37690,-12.70450,-15.37690,2.08500,-0.292,-0.2935
2023-06-30,5.03500,1.61400,,-6.64900,-0.14300,-6.79200,,-6.79200,-6.79200,-6.79200,-6.43700,-6.64900,18.58500,18.58500,-0.37000,-0.37000,6.16810,,,-15.31970,-15.31970,-12.80830,-15.31970,2.38500,-0.3767,-0.3744
2023-03-31,5.17600,1.60700,,-6.78300,-0.43500,-7.21800,,-7.21800,-7.21800,-7.21800,-6.57400,-6.78300,18.51600,18.51600,-0.39000,-0.39000,6.89180,,,-14.27220,-14.27220,-12.02560,-14.27220,2.72400,-0.31240,-0.32110
2022-12-31,5.70000,2.14500,,-7.84500,0.65600,-7.18900,,-7.18900,-7.18900,-7.18900,-7.62400,-7.84500,18.39500,18.39500,-0.39000,-0.39000,7.92040,,,-12.64760,-12.64760,-10.62800,-12.64760,3.08550,-0.2617,-0.402
2022-09-30,4.20100,1.47600,,-5.67700,-0.05600,-5.73300,,-5.73300,-5.73300,-5.73300,-5.48500,-5.67700,18.39200,18.39200,-0.31000,-0.31000,13.07820,,,-9.06060,-9.06060,-7.91700,-9.06060,3.43660,-0.3578,-0.4224
2022-06-30,4.11000,1.76100,,-5.87100,-4.04200,-9.91300,,-9.91300,-9.91300,-9.91300,-5.69500,-5.87100,18.37500,18.37500,-0.54000,-0.54000,15.44050,,,-14.47450,-14.47450,-12.81730,-14.47450,3.72590,-0.5046,-0.6895
2022-03-31,4.68200,1.72200,,-6.40400,-1.82100,-8.22500,,-8.22500,-8.22500,-8.22500,-6.21600,-6.40400,18.37000,18.37000,-0.45000,-0.45000,13.80790,,,-10.59210,-10.59210,-9.28110,-10.59210,4.22640,-0.17800,-0.22980
