Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-06-30,2.72800,1.50800,1.22000,,1.97700,,1.97700,-0.75700,-0.23100,-0.98800,0.01300,-1.00100,-1.00100,,-1.00100,-0.75700,-0.75700,2.85640,2.85640,-0.35000,-0.35000,1.23640,,0.73280,44.72140,-27.74930,-27.74930,-36.21700,-36.69360,0.09490,0.73930,121.73750,-13.48690,-14.51780,-3.48070,-13.48690,2.59840,1.3962,1.3962
2022-06-30,4.95500,3.44900,1.50600,,3.75900,,3.75900,-2.25300,-0.29300,-2.54600,-0.03400,-2.51200,-2.51200,-8.64200,-11.02000,-2.25300,-2.25300,2.34130,2.34130,-4.70000,-4.70000,0.68410,,0.46000,30.39350,-45.46920,-45.46920,-51.38240,-222.40160,0.03630,1.66160,54.16350,-26.62710,-149.07960,-1.84110,-26.62710,3.62110,-1.1381,-1.0725
2021-06-30,26.67800,14.91900,11.75900,0.58200,8.02800,,8.61000,3.14900,0.51900,3.66800,0.23600,3.43200,3.43200,,3.47500,3.14900,3.14900,2.33240,2.33240,1.50000,1.50000,0.65420,,0.13090,44.07750,11.80370,11.80370,13.74920,13.02570,0.17070,7.03910,12.78580,14.87260,32.90820,2.19620,14.87260,9.89200,-1.2849,-1.3505
2021-03-31,19.78200,12.97100,6.81100,0.28200,8.84400,,9.12600,-2.31500,0.34000,-1.97500,0.24900,-2.22400,-2.22400,,-2.18700,-2.31500,-2.31500,2.33180,2.33180,-0.94000,-0.94000,0.64800,0.07070,0.15490,34.43030,-11.70260,-11.70260,-9.98380,-11.05550,0.12470,5.94590,15.13650,-11.47750,-32.20390,-1.40180,-10.66560,8.30850,0.00000,
2020-12-31,30.17500,19.16500,11.01000,0.23300,11.05800,-0.21900,11.51000,-0.50000,1.57800,1.07800,-0.18100,1.25900,1.25900,,1.30400,-0.50000,-0.50000,2.21860,2.21860,0.50000,0.50000,0.65900,0.06360,0.13880,36.48720,-1.65700,-1.65700,3.57250,4.32150,0.18760,8.20640,10.96700,5.81980,13.94240,0.78260,5.44950,9.27820,-2.5195,-2.448
2020-09-30,16.60000,15.64800,0.95200,0.25900,8.34200,-5.40500,14.00600,-13.05400,0.66800,-12.38600,0.11400,-12.50000,-12.50000,,-12.45100,-13.05400,-13.05400,2.17980,2.17980,-5.70000,-5.70000,0.69730,,0.20230,5.73490,-78.63860,-78.63860,-74.61450,-75.00600,0.10370,3.67010,24.52230,-85.78710,-529.21260,-7.81050,-85.78680,6.68330,2.8521,2.5805
2020-06-30,22.00400,13.45400,8.55000,0.22200,8.30800,,8.53000,0.02000,0.95300,0.97300,0.33400,0.63900,0.63900,,0.68100,0.02000,0.02000,2.17920,2.17920,0.40000,0.40000,0.66650,,0.05710,38.85660,0.09090,0.09090,4.42190,3.09490,0.14680,5.57910,16.13160,2.47760,7.65090,0.42630,2.47760,11.83290,0,0
2020-03-31,12.75000,11.11900,1.63100,0.16000,7.02600,,7.18600,-5.55500,6.24600,0.69100,-0.10400,0.79500,0.79500,,0.85300,-5.55500,-5.55500,2.17860,2.17860,0.40000,0.40000,0.66030,,,12.79220,-43.56860,-43.56860,5.41960,6.69020,0.08270,3.65220,24.64240,3.32190,12.55730,0.51570,3.32190,11.00470,0.00000,
2019-12-31,24.40100,16.62000,7.78100,0.32400,9.69100,-0.14500,10.16000,-2.37900,0.69200,-1.68700,0.25200,-1.93900,-1.93900,,-1.90800,-2.37900,-2.37900,2.17530,2.17530,-1.00000,-1.00000,0.65620,,,31.88800,-9.74960,-9.74960,-6.91360,-7.81930,0.16640,8.38520,10.73320,-8.25140,-30.08060,-1.32240,-8.25140,10.81310,-0.6749,-1.2495
2019-09-30,17.70600,13.15700,4.54900,0.15200,8.91500,-5.42200,14.48900,-9.94000,0.26200,-9.67800,0.50800,-10.18600,-10.18600,,-10.18700,-9.94000,-9.94000,2.17560,2.17560,-4.60000,-4.60000,0.67780,,,25.69190,-56.13920,-56.13920,-54.65940,-57.53420,0.11530,4.02130,22.38060,-41.82130,-128.82250,-6.63160,-41.82130,11.19510,0,0
2019-06-30,24.08700,14.15500,9.93200,0.04400,8.42800,,8.47200,1.46000,0.12100,1.58100,0.32900,1.25200,1.25200,,1.27800,1.46000,1.46000,2.17520,2.18240,0.60000,0.60000,0.78250,,,41.23390,6.06140,6.06140,6.56370,5.30580,0.17000,6.83510,13.16730,3.49060,9.40650,0.88390,3.49060,16.48650,0,0
2019-03-31,17.67900,11.92900,5.75000,0.02500,8.89600,,8.92100,-3.17100,0.38400,-2.78700,0.76600,-3.55300,-3.55300,,-3.53900,-3.17100,-3.17100,2.17380,2.17380,-1.60000,-1.60000,0.88680,,0.16960,32.52450,-17.93650,-17.93650,-15.76450,-20.01810,0.12070,6.41010,14.04040,-10.04270,-23.07590,-2.42580,-10.04270,16.26850,0.00000,
2018-12-31,22.25100,14.85500,7.39600,-0.02800,6.05700,,6.02900,1.36700,3.25800,4.62500,0.19600,4.42900,4.42900,,4.44200,1.36700,1.36700,2.06720,2.08360,2.00000,2.20000,0.86090,,0.15700,33.23900,6.14350,6.14350,20.78560,19.96320,0.16810,7.95250,11.31730,11.58850,31.92300,3.34550,11.58850,17.58650,1.7753,1.1643
2018-09-30,15.65000,11.35500,4.29500,0.11900,5.89100,,6.01000,-1.71500,0.23000,-1.48500,0.30800,-1.79300,-1.79300,,-1.80600,-1.71500,-1.71500,2.15630,2.15630,-0.80000,-0.80000,0.84070,,0.18380,27.44410,-10.95850,-10.95850,-9.48880,-11.53990,0.10860,3.38310,26.60320,-5.48370,-21.94080,-1.24450,-5.48370,15.15640,0,0
2018-06-30,22.70000,11.89100,10.80900,0.05800,6.78300,,6.84100,3.96800,0.45700,4.42500,-0.58800,5.01300,5.01300,,5.03500,3.96800,3.96800,1.99980,2.01620,2.60000,2.40000,0.84080,,0.16760,47.61670,17.48020,17.48020,19.49340,22.18060,0.15840,7.01050,12.83790,14.00480,49.22910,3.49870,14.00480,16.60250,0,0
2018-03-31,16.70400,11.08000,5.62400,0.07100,6.93500,,7.00600,-1.38200,0.86300,-0.51900,0.59300,-1.11200,-1.11200,,-1.12700,-1.38200,-1.38200,1.94630,1.94630,-0.60000,-0.60000,0.73360,0.18800,0.23160,33.66860,-8.27350,-8.27350,-3.10700,-6.74690,0.11290,5.07570,17.73170,-4.28090,90.92440,-0.75170,-3.47600,13.33950,0.00000,
2017-09-30,,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2017-03-31,11.15000,7.38000,3.77000,0.18300,6.37200,,6.55500,-2.78500,0.74900,-2.03600,0.28600,-2.32200,-2.32200,,-2.23900,-2.78500,-2.78500,1.92410,1.92410,-1.20000,-1.20000,0.71590,,,33.81170,-24.97760,-24.97760,-18.26010,-20.08070,0.08040,2.84150,31.67350,-16.21170,24.79180,-1.67530,-16.21170,7.41740,0.00000,
